NUMBER,call,Station Name,,Latitude,Longitude,Elevation_Meter
224810,,MOSEYEVO,RS,65.783333,46.183333,39
225180,,RUGOZERO (LAKE),RS,64.083333,32.783333,159
225220,,KEM (PORT),RS,64.983333,34.8,10
225250,,RAZNAVOLOK (CAPE),RS,64.566667,34.916667,9
225290,,KOLEZMA,RS,64.233333,35.883333,6
225410,,UNSKIJ (LGT-H),RS,64.833333,38.4,5
225460,,SEVERODVINSK,RS,64.566667,39.833333,1
225500,ULAA,ARHANGELSK,RS,64.533333,40.466667,13
225510,,MUD'JUG ISLAND,RS,64.85,40.283333,3
225550,,VAS'KOVO,RS,64.533333,40.5,11
225590,,HOLMOGORY,RS,64.216667,41.666667,14
225630,,PINEGA,RS,64.7,43.4,31
225730,,LESUKONSKOJE,RS,64.9,45.766667,66
225830,,KOJNAS,RS,64.75,47.65,62
226020,,REBOLY,RS,63.816667,30.816667,181
226210,,SEGEZA,RS,63.733333,34.3,113
226380,,KALGACHIKHA,RS,63.333333,36.733333,181
226410,,ONEGA,RS,63.9,38.116667,8
226480,,TURCASOVO,RS,63.116667,39.283333,35
226560,,EMECK,RS,63.466667,41.75,28
226710,,KARPOGORY,RS,63.983333,44.45,60
226760,,SURA,RS,63.583333,45.633333,66
226860,,VENDINGA,RS,63.45,47.916667,81
226950,,KOSLAN,RS,63.45,48.9,159
227210,,MEDVEZEGORSK,RS,62.9,34.4,80
227230,,DANILOVO,RS,62.966667,35.75,139
227270,,KONDOPOGA,RS,62.166667,34.3,40
227380,,KUGONAVOLOK,RS,62.233333,36.966667,151
227490,,KONEVO,RS,62.133333,39.333333,100
227620,,DVINSKIJ BEREZNIK,RS,62.866667,42.716667,24
227680,,SENKURSK,RS,62.1,42.9,50
227780,,VERHNJAJA TOJMA,RS,62.233333,45.033333,53
227810,,OKULOVSKAYA,RS,62.966667,46.583333,95
227980,,JARENSK,RS,62.166667,49.083333,92
228020,,SORTOVALA,RS,61.716667,30.716667,18
228050,,VALAAM ISLAND,RS,61.383333,30.95,9
228060,,MANTSINSARI ISLAND,RS,61.333333,31.6,24
228160,,PRIAZA,RS,61.65,33.633333,114
228200,,PETROZAVODSK,RS,61.816667,34.266667,112
228230,,KLIMENITSY,RS,61.85,35.2,40
228240,,LADVA-VETKA,RS,61.35,34.45,57
228290,,VOZNESENIYE,RS,61.016667,35.483333,8
228310,,PUDOZ,RS,61.8,36.55,48
228330,,KOLODOZERO,RS,61.783333,37.75,120
228350,,MIRONOVA,RS,61.45,36.9,152
228370,,VYTEGRA,RS,61.016667,36.45,59
228450,,KARGOPOL',RS,61.5,38.933333,121
228540,,NJANDOMA,RS,61.666667,40.183333,224
228670,,VEL'SK,RS,61.083333,42.116667,89
228690,,SHANGALY,RS,61.116667,43.4,122
228870,ULAK,KOTLAS,RS,61.233333,46.716667,56
228890,,SHIROKIY PRILUK,RS,61.116667,48.833333,122
228910,,LESOGORSKIY,RS,61.033333,28.933333,39
228920,,VYBORG,RS,60.716667,28.8,15
228960,,ROSCINO,RS,60.216667,29.716667,96
228970,,SURSARI/GOGLAND ISL,RS,60.066667,27,6
229070,,TOKSOVO,RS,60.15,30.516667,115
229120,,OLONEC,RS,60.983333,32.95,11
229130,,LODEJNOE POLE,RS,60.716667,33.55,23
229150,,SVIRICA,RS,60.466667,32.9,8
229250,,VINNICY,RS,60.633333,34.783333,90
229390,,BELOZERSK,RS,60.033333,37.783333,131
229440,,CHAROZERO,RS,60.466667,38.65,158
229540,,VOZEGA,RS,60.466667,40.2,178
229740,,NYUKSENITSA,RS,60.416667,44.25,137
229810,,VELIKIJ USTJUG,RS,60.766667,46.3,98
229960,,OB-JACEVO,RS,60.366667,49.65,153
230200,,JUGORSKI STRAIT,RA,69.75,60.583333,13
230220,,AMDERMA,RA,69.766667,61.683333,53
230240,,CAPE BELY,RA,69.483333,60.333333,6
230290,,UST-KARA,RA,69.25,64.983333,4
230320,,MARE-SALE,RA,69.716667,66.816667,25
230580,,ANTIPAJETA,RA,69.15,77,4
230740,,DUDINKA,RA,69.4,86.166667,19
230780,,NORILSK,RA,69.333333,88.1,62
231030,,HODOVARIHA,RA,68.933333,53.766667,11
231040,,SENGEJSKI STRAIT,RA,68.483333,51.25,5
231090,,NDSOVAJA,RA,68.25,54.516667,24
231120,,VARANDEY,RA,68.8,58,5
231140,,CAPE SVEDSKIJ,RA,68.583333,56.633333,4
231210,,KOROTAJIHA,RA,68.85,61.183333,10
231460,,CAPE KAMENNYJ,RA,68.5,73.583333,5
231740,,POTAPOVO,RA,68.7,87.266667,43
231790,,TAJMUR,RA,68.2,90.033333,91
232050,,NAR'JAN-MAR,RA,67.65,53.016667,7
232070,,KOTKINO,RA,67.016667,51.2,18
232140,,LAYATO (LAKE),RA,67.566667,56.133333,137
232150,,HOREJ-VER,RA,67.433333,58.033333,71
232190,,HOSEDA-HARD,RA,67.083333,59.383333,84
232200,,ZELEZNODOROZNY,RA,67.833333,64.75,116
232260,,VORKUTA,RA,67.483333,64.016667,180
232420,,NOVY PORT,RA,67.683333,72.866667,12
232560,,TAZOVSKOE,RA,67.466667,78.733333,8
232740,,IGARKA,RA,67.466667,86.566667,30
233050,,CAPE OKUNEV,RA,66.25,52.583333,20
233110,,MISVAN,RA,66.95,55.766667,61
233240,,PETRUN,RA,66.466667,60.75,58
233300,,SALEHARD,RA,66.533333,66.533333,16
233310,,RA-IZ,RA,66.95,65.466667,890
233320,,SANGOMNOY,RA,66.75,67.75,31
233330,,JAMBUR,RA,66.8,68.883333,32
233390,,JANGI-JUGAN,RA,66.05,68.683333,40
233410,,JAR-SALE,RA,66.833333,70.833333,8
233450,,NYDA,RA,66.6,72.9,10
233650,,SIDOROVSK,RA,66.6,82.5,34
233750,,KUREJKA RIVER,RA,66.416667,87.2,27
233830,,AGATA,RA,66.883333,93.466667,280
234050,,UST-CILMA,RA,65.45,52.166667,70
234110,,MUNTNIY MATERIK,RA,65.95,55.15,72
234120,,UST-USA,RA,65.966667,56.916667,77
234160,,KOSJU RIVER,RA,65.633333,59.15,89
234180,,PECORA,RA,65.116667,57.1,56
234230,,UNSILGORT,RA,65.85,65,40
234260,,MUZI,RA,65.383333,64.716667,18
234310,,PITLJAR,RA,65.866667,65.916667,16
234430,,PRAVAJA HETTA,RA,65.866667,74.5,54
234450,,NADYM,RA,65.6,72.7,12
234630,,JANOV STAN,RA,65.966667,84.35,41
234650,,KRASNOSELKUP,RA,65.683333,82.466667,60
234710,,UST-BAJHA,RA,65.866667,86.216667,58
234720,,TURUHANSK,RA,65.783333,87.95,32
234840,,BOLSOJ POROG,RA,65.633333,90.016667,65
234990,,TEMBENCI RIVER,RA,64.966667,98.866667,205
235010,,LEVKINSKAJA,RA,64.783333,51.066667,167
235030,,IZMA,RA,65.033333,53.916667,38
235090,,KEDVA RIVER,RA,64.233333,53.5,60
235140,,IRAEL,RA,64.45,55.133333,157
235160,,IJID-PATOK,RA,64.333333,58.216667,84
235180,,UST-SUGOR,RA,64.266667,57.616667,75
235190,,VERHNI SUGOR,RA,64.033333,59.5,290
235270,,SARAN-PAUL,RA,64.283333,60.883333,29
235410,,HEJGIJAHA RIVER,RA,64.75,70.966667,63
235520,,TARKO-SALE,RA,64.916667,77.816667,27
235780,,VERESCAGINO,RA,64.25,87.6,26
235890,,TUGONCANI,RA,64.216667,93.8,102
236060,,UHTA,RA,63.566667,53.716667,149
236080,,MESJU,RA,63.233333,52.9,180
236090,,IZVAJIL,RA,63.05,54.466667,112
236120,,VUKTYL,RA,63.833333,57.416667,97
236250,,SOSVA,RA,63.65,61.983333,27
236290,,IGRIM,RA,63.2,64.483333,28
236310,,BEREZOVO,RA,63.933333,65.05,27
236320,,KISLOR WEST,RA,63.716667,66.7,61
236350,,KAZYM RIVER,RA,63.666667,67.233333,27
236560,,HALE-SAVOY,RA,63.383333,78.333333,66
236620,,KIKI AKKI,RA,63.8,82.733333,33
236780,,VERHNE-IMBATSKOE,RA,63.15,87.95,40
236910,,UCAMI,RA,63.833333,96.65,105
236990,,VIVI RIVER,RA,63.866667,97.833333,109
237010,,VESLJANA,RA,62.983333,50.9,94
237090,,POMOZDINO,RA,62.2,54.2,154
237110,,TROICKO-PECERSKOE,RA,62.7,56.2,139
237240,,NJAKSIMVOL',RA,62.433333,60.866667,50
237340,,OKTJABR'SKOE,RA,62.45,66.05,73
237480,,RUSSKINSKAJA,RA,62.15,73.6,68
237740,,KELLOG,RA,62.45,86.583333,58
237760,,BAHTA,RA,62.333333,89.25,58
237880,,KUZMOVKA,RA,62.316667,92.133333,60
237890,,POLIGUS,RA,61.966667,94.666667,140
238030,UUYT,UST-KULOM,RA,61.683333,53.683333,139
238040,UUYY,SYKTYVKAR,RA,61.716667,50.833333,119
238070,,VIZINGA,RA,61.083333,50.166667,134
238120,,JAKSA,RA,61.8,56.833333,130
238130,,UST-UNJA,RA,61.8,57.916667,174
238150,,TULPAN,RA,61.35,57.483333,202
238200,,PIONERSKI,RA,61.2,62.95,63
238230,,HONGOKURT,RA,61.966667,64.3,70
238290,,SOVETSKI,RA,61.333333,63.483333,116
238410,,GORSKOVA,RA,61.7,70.666667,46
238470,,SITOMINO,RA,61.316667,71.266667,33
238480,,NEFTEJUGANSK,RA,61.1,72.75,27
238490,USRR,SURGUT,RA,61.25,73.5,44
238620,,KORLIKI,RA,61.533333,82.416667,80
238670,,LARJAK,RA,61.1,80.266667,55
238840,,BOR,RA,61.6,90,63
238910,,BAJKIT,RA,61.666667,96.366667,261
239040,,KAZIM,RA,60.333333,51.55,126
239050,,UST-CERNAJA,RA,60.5,52.666667,152
239090,,GAJNY,RA,60.283333,54.3,199
239120,,NYROB,RA,60.7,56.75,173
239140,,CERDYN',RA,60.4,56.516667,206
239190,,POKROVSK-URAL'SKIY,RA,60.133333,59.816667,229
239210,,IVDEL',RA,60.683333,60.433333,101
239230,,SUPRA,RA,60.866667,64.9,81
239250,,SANTAL,RA,60.4,63.133333,68
239270,,SEVEROURALSK,RA,60.15,60.016667,186
239290,,SAIM,RA,60.316667,64.216667,53
239330,USHH,HANTY-MANSIJSK,RA,60.966667,69.066667,40
239390,,ALTAY,RA,60.333333,68.95,30
239460,,UGUT,RA,60.516667,74.033333,48
239530,,LOBCINSKIJE,RA,60.95,78.783333,56
239550,,ALEKSANDROVSKOE,RA,60.433333,77.866667,47
239660,,VANZIL'-KYNAK,RA,60.35,84.083333,99
239730,,VOROGOVO,RA,61,89.75,46
239750,,SYM,RA,60.35,88.366667,85
239820,,JEL'MO,RA,61.083333,93.066667,122
239860,,SEVERO-JENISEJSK,RA,60.466667,93.016667,521
239870,,JARCEVO,RA,60.25,90.233333,58
239920,,UST-KAMO,RA,60.733333,97.516667,179
240520,,SAHANJA,RA,69.75,128.2,315
241050,,ESSEJ,RA,68.466667,102.366667,271
241250,,OLENEK,RA,68.5,112.433333,220
241430,,DZARDZAN,RA,68.733333,124,45
241660,,JANSK,RA,68.45,134.8,103
242660,,VERHOJANSK,RA,67.55,133.383333,137
243290,,SELAGONCY,RA,66.25,114.283333,235
243430,,ZIGANSK,RA,66.766667,123.4,93
243820,,UST-MOMA,RA,66.45,143.233333,196
244770,,IEMA,RA,65.25,135.9,676
245070,,TURA,RA,64.266667,100.233333,186
245570,,TAS-TUMUS,RA,64.2,126.616667,76
245850,,UST-NERA,RA,64.566667,143.2,523
245980,,DARPIR,RA,64.166667,148.033333,841
246060,,KISLOKAN,RA,63.6,103.983333,209
246390,,NJURBA,RA,63.283333,118.333333,129
246410,,VILJUJSK,RA,63.766667,121.616667,107
246520,,SANGARY,RA,63.966667,127.466667,90
246560,,BATAMAJ,RA,63.516667,129.433333,79
246710,,TOMPO,RA,63.95,135.866667,400
246790,,VOSTOCNAJA,RA,63.033333,139.35,1292
246880,,OJMJAKON,RA,63.266667,143.15,745
247130,,NAKANNO,RA,62.9,108.5,246
247180,,HAMAKAR,RA,62.1,108.233333,272
247240,,CHERNISHEVSKI,RA,62.533333,111.233333,424
247260,,MIRNY,RA,62.55,113.883333,347
247380,,SUNTAR,RA,62.15,117.65,124
247680,,CURAPCA,RA,62.033333,132.6,179
247710,,TELPY KLJUCH,RA,62.783333,136.8,289
248020,,STRELKA-CUNJA,RA,61.733333,102.8,357
248070,,MUTORAJ,RA,61.333333,100.333333,332
248170,,ERBOGACEN,RA,61.266667,108.016667,291
248430,,TONGULAH,RA,61.966667,124.85,205
248560,,POKROVSKAJA,RA,61.483333,129.15,112
248710,,OHOTSKY PEREVOZ,RA,61.866667,135.533333,140
248780,,ALLAH-JUN,RA,61.133333,137.983333,613
248910,,KULU,RA,61.883333,147.35,670
249080,,VANAVARA,RA,60.333333,102.266667,260
249180,,PREOBRAZENKA,RA,60.066667,107.966667,292
249230,,LENSK,RA,60.716667,114.883333,243
249440,,OLEKMINSK,RA,60.4,120.416667,226
249510,,ISIT',RA,60.816667,125.316667,118
249590,UEEE,JAKUTSK,RA,62.083333,129.75,103
249620,,AMGA,RA,60.9,131.983333,148
249660,,UST-MAJA,RA,60.383333,134.45,175
249670,,TEGJULTJE-TERDE,RA,60.166667,130.2,171
249820,,UEGA,RA,60.716667,142.783333,398
249880,,ARKA,RA,60.083333,142.333333,198
250170,,ANDRYUSKINO,RA,69.183333,154.45,46
250420,,AJON ISLAND,RA,69.833333,168.666667,16
250770,,CAPE KJANGTOKJNMANK,RA,69.216667,179.366667,7
251210,,KOLJMSKAJA,RA,68.733333,158.733333,15
251230,,CERSKIJ,RA,68.8,161.283333,32
251500,,CAUNSKAJA BAY,RA,68.9,170.666667,6
251510,,CAUN,RA,68.8,170.666667,6
251730,,CAPE SMIDTA,RA,68.916667,-179.483333,7
252060,,SREDNEKOLYMSK,RA,67.45,153.683333,23
252480,,ILIRNEJ,RA,67.25,167.966667,356
253250,,UST-OLOJ,RA,66.55,159.416667,125
253560,,MUHOMORNOJE,RA,66.383333,173.35,74
253720,,AMGUJEMA,RA,67.033333,-178.916667,138
253780,,EGVEKINOT,RA,66.35,-179.116667,26
253990,,CAPE UELEN,RA,66.166667,-169.833333,7
254000,,ZYRJANKA,RA,65.733333,150.9,43
254280,,SCERBAKOVO,RA,65.233333,160.5,265
255030,,KORKODON RIVER,RA,64.716667,154.083333,101
255380,,VERHNEE PENZINO,RA,64.133333,164.583333,326
255510,,MARKOVO,RA,64.683333,170.416667,33
255630,UHMA,ANADYR',RA,64.783333,177.566667,62
255940,UHMD,PROVIDENJA BAY,RA,64.433333,-173.233333,3
256210,,KEDON,RA,64,158.916667,683
256560,,BEREZOVO,RA,63.416667,172.716667,200
256770,,BERINGOVSKAJA BAY,RA,63.05,179.316667,82
257030,,SEJMCAN,RA,62.916667,152.416667,207
257440,,KAMENSKOE,RA,62.433333,166.083333,8
258210,,NAJAHAN,RA,61.916667,158.983333,23
259020,,ATKA,RA,60.75,151.766667,906
259130,UHMM,MAGADAN,RA,59.583333,150.783333,118
259140,,NAGAJEVA BAY,RA,59.483333,150.5,6
259410,,CEMURNAUT,RA,60.866667,163.633333,14
259540,,KORF,RA,60.35,166,3
259560,,APUKA,RA,60.45,169.583333,8
260380,ULTT,TALLIN,BY,59.35,24.8,44
260450,,KUNDA (PORT),BY,59.5,26.533333,2
260460,,JOHVI/YOKHVI,BY,59.366667,27.45,73
260580,,NARVA,RS,59.366667,28.116667,30
260590,,KINGISEPP,RS,59.366667,28.6,19
260600,,LOMONOSOV,RS,59.916667,29.766667,2
260630,ULLI,LENINGRAD/PULKOVO &,RS,59.966667,30.3,4
260640,,BEGUNITSY,RS,59.583333,29.316667,160
260670,,VOLOSOVO,RS,59.433333,29.483333,127
260690,,BELOGORKA,RS,59.35,30.133333,91
260720,,PETROKREPOST',RS,59.933333,31.05,11
260780,,LJUBAN',RS,59.35,31.266667,40
260800,,MOTOKHOVO,RS,59.533333,32.383333,34
260940,,TIHVIN,RS,59.65,33.5,61
260990,,EFIMOVSKAJA,RS,59.5,34.7,173
261150,,RISTNA (CAPE),BY,58.916667,22.066667,9
261240,,KHELTERMA (PORT),BY,58.866667,23.05,4
261280,,VIRTSU,BY,58.566667,23.516667,2
261350,,TURI,BY,58.8,25.433333,61
261410,,VAIKE MAARJA,BY,59.133333,26.233333,123
261450,,MUSTVEE (STREAM),BY,58.85,26.95,32
261570,,GDOV,RS,58.716667,27.783333,36
261670,,NIKOLAEVSKOE,RS,58.566667,29.8,93
261790,,NOVGOROD,RS,58.516667,31.25,24
261840,,MALAYA VISHERA,RS,58.85,32.233333,61
262150,,KINGISEPP,BY,58.25,22.483333,7
262290,,AINAZI,BY,57.866667,24.366667,11
262310,,PJARNU,BY,58.383333,24.5,14
262330,,VIL'JANDI,BY,58.366667,25.583333,86
262380,,RUJENA,BY,57.916667,25.316667,61
262420,,TARTU,BY,58.3,26.733333,59
262470,,VALGA,BY,57.783333,26.033333,62
262490,,VORU,BY,57.833333,27.05,82
262580,,PSKOV,RS,57.8,28.416667,42
262640,,STRUGI KRASNYE,RS,58.233333,29.066667,135
262680,,DNO,RS,57.816667,29.95,71
262750,,STARAJA RUSSA,RS,58.016667,31.316667,25
262830,,OKULOVKA,RS,58.366667,33.316667,172
262850,,KRESTCY,RS,58.266667,32.533333,54
262890,,VALDAJ,RS,57.966667,33.233333,219
262910,,BOROVICI,RS,58.416667,33.9,92
262980,,BOLOGOE,RS,57.9,34.05,178
263130,,KOLKA,BY,57.75,22.6,5
263140,UMRW,VENTSPILS (HARBOR),BY,57.366667,21.55,4
263180,,STENDE,BY,57.2,22.383333,82
263240,,MERSRAGS (HARBOR),BY,57.35,23.116667,8
263260,,SKULTE,BY,57.316667,24.416667,10
263350,,PRIEKULI,BY,57.316667,25.333333,123
263390,,PRIBALTIISKAJA,BY,57.133333,25.916667,180
263460,,ALUKSNE (LAKE),BY,57.416667,27.05,193
263480,,GULBENE,BY,57.133333,26.733333,143
263590,,PUSKINSKIE GORY,RS,57.016667,28.9,110
263780,,HOLM,RS,57.15,31.183333,71
263810,,DEMJANSK,RS,57.65,32.466667,48
263890,,OSTASKOV,RS,57.133333,33.116667,217
263930,,VYSNIJ VOLOCEK,RS,57.583333,34.566667,161
264060,,LIEPAJA,BY,56.55,21.016667,8
264160,,SALDUS,BY,56.683333,22.5,112
264220,UMRR,RIGA,BY,56.966667,24.066667,3
264225,EVRA,RIGA AIRPORT,BY,56.916667,23.966667,10
264250,,ELGAVA,BY,56.65,23.733333,6
264460,,REZEKNE,BY,56.5,27.316667,156
264620,,SUSHCHEVO,RS,57,29.916667,108
264770,ULOL,VELIKIE LUKI,RS,56.383333,30.6,98
264790,,TOROPETS,RS,56.5,31.65,187
264980,,RZEV,RS,56.266667,34.316667,196
265090,,KLAJPEDA,BY,55.7,21.15,10
265180,,LAUKUVA,BY,55.616667,22.233333,166
265240,,SJAULJAJ,BY,55.933333,23.316667,108
265290,,PANEVEZYS,BY,55.75,24.383333,59
265310,,BIRZAJ,BY,56.216667,24.75,58
265440,,DAUGAVPILS,BY,55.866667,26.616667,122
265540,,VERHNEDVINSK,BY,55.816667,27.95,133
265780,,VELIZH,RS,55.6,31.2,183
265850,,BELYJ,RS,55.85,32.95,214
265950,,SYCHEVKA,RS,55.833333,34.283333,200
266000,,SILUTE,BY,55.35,21.466667,6
266210,,RASEINIAI,BY,55.383333,23.116667,111
266290,,KAUNAS,BY,54.883333,23.883333,75
266330,,UTENA (STREAM),BY,55.5,25.6,121
266450,,LYNTUPY,BY,55.05,26.316667,209
266590,,LEPEL',BY,54.883333,28.7,174
266660,UMII,VITEBSK,BY,55.166667,30.133333,176
266950,,VJAZ'MA,RS,55.233333,34.316667,253
267020,,KALININGRAD,BY,54.7,20.616667,27
267130,,KYABARTAI,BY,54.633333,22.783333,59
267300,EYVI,VILNIUS INTL,BY,54.633333,25.283333,156
267370,,VARENA,BY,54.25,24.55,111
267630,,ORSA,BY,54.516667,30.383333,192
267740,,GORKI,BY,54.3,30.983333,203
267810,,SMOLENSK,RS,54.75,32.066667,241
267840,,POCHINOK,RS,54.416667,32.45,210
267950,,SPAS-DEMINSK,RS,54.4,34.016667,233
268250,,GRODNO,BY,53.683333,23.833333,135
268320,,LIDA,BY,53.883333,25.316667,158
268500,UMMS,MINSK,BY,53.866667,27.533333,234
268530,,BEREZINO,BY,53.833333,28.983333,169
268630,,MOGILEV,BY,53.9,30.316667,193
268640,,KLICEV,BY,53.5,29.333333,158
268820,,ROSLAVL',RS,53.966667,32.85,217
268870,,KOSTJUKOVICI,BY,53.35,32.066667,164
268940,,ZUKOVKA,RS,53.533333,33.716667,174
268980,UUBP,BRJANSK,RS,53.333333,34.233333,217
269230,,VOLKOVYSK,BY,53.166667,24.45,152
269380,,IVACEVICI,BY,52.716667,25.35,150
269410,,BARANOVICI,BY,53.116667,26,194
269510,,SLUCK,BY,53.033333,27.55,157
269610,,BOBRUJSK,BY,53.116667,29.25,165
269660,,ZLOBIN,BY,52.9,30.05,144
269740,,CECERSK,BY,52.916667,30.9,142
269760,,KRASNAJA GORA,RS,53,31.6,148
269970,,TRUBCEVSK,RS,52.583333,33.766667,180
270080,,BABAEVO,RS,59.4,35.916667,136
270260,,KOROBOVO,RS,59.633333,39.3,111
270370,ULWW,VOLOGDA,RS,59.233333,39.866667,131
270510,ULWT,TOT'MA,RS,59.883333,42.75,134
270660,,NIKOL'SK,RS,59.533333,45.45,136
270830,,OPARINO,RS,59.85,48.283333,183
270970,,MURASI            &,RS,59.366667,48.95,216
271080,,OHONY,RS,58.566667,35.633333,145
271130,,CEREPOVEC,RS,59.116667,37.933333,131
271430,,SOLIGALIC,RS,59.083333,42.283333,142
271960,,KIROV,RS,58.65,49.616667,147
271990,,KIROV,RS,58.6,49.633333,158
272080,,MAKSATIKHA,RS,57.8,35.883333,140
272150,,KRASNYY KHOLM,RS,58.05,37.116667,137
272170,,BEZECK,RS,57.8,36.7,147
272250,,RYBINSK,RS,58,38.833333,114
272420,,BUJ,RS,58.483333,41.533333,97
272430,,GALIC,RS,58.383333,42.366667,136
272520,,NIKOLO-POLOMA,RS,58.35,43.383333,144
272710,,SAR'JA,RS,58.366667,45.55,125
272770,,VETLUGA,RS,57.85,45.8,133
272810,,SABALINO,RS,58.3,47.116667,156
272830,,KOTEL'NIC,RS,58.3,48.35,122
273160,,KASIN,RS,57.35,37.583333,138
273210,,UGLIC,RS,57.533333,38.333333,126
273290,,ROSTOV,RS,57.2,39.416667,102
273310,,JAROSLAVL',RS,57.583333,39.916667,103
273330,,KOSTROMA,RS,57.766667,40.95,139
273460,,KINESMA,RS,57.433333,42.166667,126
273470,,IVANOVO,RS,56.95,40.933333,128
273550,,JUR'EVEC,RS,57.333333,43.116667,132
273690,,KRASNYE BAKI,RS,57.1,45.183333,111
273730,,SAKUN'JA,RS,57.666667,46.633333,176
273930,,NOLINSK,RS,57.55,49.9,136
274010,,MEDNOYE,RS,56.933333,35.483333,140
274020,UUEM,KALININ/MIGALOVO,RS,56.833333,35.9,137
274120,,SAVELOVO,RS,56.866667,37.383333,123
274170,,KLIN,RS,56.316667,36.75,170
274410,,SUJA,RS,56.85,41.4,94
274590,,NIZNIJ NOVGOROD,RS,56.266667,44,157
274620,,SEMENOV,RS,56.8,44.5,122
274790,,KOZ'MODEM'JANSK,RS,56.35,46.566667,114
274800,,SANCURSK,RS,56.95,47.3,92
274850,,JOSKAR-OLA,RS,56.633333,47.833333,103
274910,,NOVYJ TOR'JAL     &,RS,57,48.733333,123
275090,,MOZAJSK,RS,55.516667,36,182
275110,,NOVO-JERUSALIM,RS,55.9,36.816667,166
275155,UUEE,MOSCOW/SHEREMET'YE&,RS,55.983333,37.5,190
275185,UUWW,MOSCOW/VNUKOVO    &,RS,55.65,37.266667,203
275230,,PAVLOV-POSAD,RS,55.766667,38.666667,141
275320,,VLADIMIR,RS,56.133333,40.383333,170
275390,,GUS'-HRUSTAL'NYJ,RS,55.616667,40.65,135
275490,,MUROM,RS,55.566667,42.016667,117
275530,,GOR'KIJ,RS,56.216667,43.816667,82
275770,,SERGAC,RS,55.516667,45.5,93
275810,,CEBOKSARY,RS,56.15,47.283333,183
275870,,KANAS,RS,55.516667,47.483333,197
275950,,KAZAN',RS,55.783333,49.183333,116
276040,,IZNOSKI,RS,54.983333,35.316667,213
276060,,MALOJAROSLAVEC,RS,55.016667,36.483333,197
276120,,MOSCOW,RS,55.75,37.633333,156
276180,,SERPUHOV,RS,54.916667,37.466667,162
276250,,KOLOMNA,RS,55.1,38.783333,114
276270,,KASIRA,RS,54.833333,38.15,220
276480,,ELAT'MA,RS,54.95,41.766667,136
276530,,ARZAMAS,RS,55.383333,43.716667,160
276650,,LUKOJANOV,RS,55.033333,44.5,220
276790,,ALATYR',RS,54.85,46.6,180
276970,,TETJUSI,RS,54.933333,48.833333,166
277030,,KALUGA,RS,54.566667,36.366667,201
277070,,SUHINICI,RS,54.116667,35.333333,239
277190,,TULA,RS,54.2,37.65,204
277290,,MIHAJLOV,RS,54.233333,39.033333,138
277300,,RJAZAN',RS,54.633333,39.7,158
277310,,RJAZAN',RS,54.616667,39.716667,170
277360,,SILOVO,RS,54.316667,40.9,98
277450,,SASOVO,RS,54.35,41.966667,115
277520,,TEMNIKOV,RS,54.633333,43.183333,125
277580,,TORBEEVO,RS,54.083333,43.25,198
277600,,SARANSK,RS,54.183333,45.183333,201
277760,,SURSKOE,RS,54.483333,46.733333,98
277860,,ULYANOVSK,RS,54.283333,48.25,127
278170,,MCENSK,RS,53.283333,36.583333,161
278210,,UZLOVAJA,RS,53.983333,38.183333,228
278230,,PAVELEC,RS,53.783333,39.25,210
278350,,RJAZSK,RS,53.8,40.116667,124
278480,,MORSANSK,RS,53.45,41.8,144
278530,,NAROVCAT,RS,53.866667,43.7,144
278570,,ZAMETCINO,RS,53.5,42.616667,133
278580,,PACELMA,RS,53.333333,43.316667,260
279060,,OREL,RS,53,36.033333,203
279210,,EFREMOV,RS,53.15,38.133333,153
279280,,ELEC,RS,52.633333,38.516667,168
279300,,LIPECK,RS,52.616667,39.6,150
279350,,MICURINSK,RS,52.883333,40.483333,158
279440,,TAMBOV,RS,52.716667,41.783333,161
279470,,TAMBOV,RS,52.733333,41.466667,139
279570,,KIRSANOV,RS,52.65,42.716667,130
279620,UWPP,PENZA (STREAM),RS,53.133333,45.016667,174
279730,,KUZNECK,RS,53.1,46.6,270
279830,,SYZRAN',RS,53.166667,48.466667,104
279950,,BEZENCUKSKAJA,RS,52.983333,49.433333,45
280090,,KIRS,RA,59.333333,52.233333,167
280130,,KOSA,RA,59.95,55.016667,183
280160,,KOCEVO,RA,59.633333,54.3,174
280260,,SOLIKAMSK,RA,59.65,56.8,180
280280,,BEREZNIKI-IN-PERM,RA,59.383333,56.6,124
280360,,KYTLYM,RA,59.5,59.2,411
280440,,SEROV,RA,59.6,60.533333,132
280490,,GARI,RA,59.433333,62.333333,131
280640,,LEVSI,RA,59.616667,65.783333,72
280660,,KONDINSKOJE,RA,59.666667,67.416667,41
280760,,DEMJANSKOE,RA,59.6,69.283333,57
280970,,USANOVY,RA,59.466667,73.366667,82
281160,,KUDYMKAR,RA,58.983333,54.65,187
281310,,KIZEL,RA,59.033333,57.566667,316
281340,,GUBAKHA,RA,58.866667,57.783333,304
281350,,SREDNJAJA US'VA,RA,58.983333,58.916667,457
281380,,BISER,RA,58.516667,58.85,464
281440,,VERHOTUR'E,RA,58.866667,60.783333,126
281580,,TABORY,RA,58.516667,64.55,73
281650,,PUMP STATION,RA,58.816667,65.966667,64
281720,,UVAT,RA,59.15,68.916667,41
282020,,FALENKI,RA,58.35,51.6,170
282140,,GLAZOV,RA,58.133333,52.666667,170
282160,,VERESCAGINO,RA,58.083333,54.683333,228
282250,,PERM,RA,57.95,56.2,170
282330,,KUSVA,RA,58.3,59.75,268
