_key,Category,Description,FredID,Frequency,Name,URL
5f2fd8e516e1ee3a180032a6,Stock Market Indexes,The observations for the NASDAQ 100 Index represent the daily index value at market close. The NASDAQ 100 Index includes 100 of the largest domestic and international non-financial securities listed on The NASDAQ Stock Market based on market capitalization.,NASDAQ100,Daily,NASDAQ 100 Index,https://fred.stlouisfed.org/series/NASDAQ100
5f2fd8e516e1ee3a180032a7,Stock Market Indexes,"Originally made up of only railroad stocks, the Dow Jones Transportation Average now provides a view of the 20 transportation companies in US stock market.",DJTA,Daily,Dow Jones Transportation Average,https://fred.stlouisfed.org/series/DJTA
5f2fd8e516e1ee3a180032a8,Stock Market Indexes,The observations for the Wilshire US Small-Cap Total Market Index represent the daily index value at market close.,WILLSMLCAP,Daily,Wilshire US Small-Cap Total Market Index,https://fred.stlouisfed.org/series/WILLSMLCAP
5f2fd8e516e1ee3a180032a9,Volatility Indexes,"Chicago Board Options Exchange, CBOE Russell 2000 Volatility Index",RVXCLS,Daily,CBOE Russell 2000 Volatility Index,https://fred.stlouisfed.org/series/RVXCLS
5f2fd8e516e1ee3a180032aa,Volatility Indexes,"Chicago Board Options Exchange, CBOE NASDAQ 100 Volatility Index ",VXNCLS,Daily,CBOE NASDAQ 100 Volatility Index,https://fred.stlouisfed.org/series/VXNCLS
5f2fd8e516e1ee3a180032ab,Volatility Indexes,"Chicago Board Options Exchange, CBOE Gold Miners ETF Volatility Index",VXGDXCLS,Daily,CBOE Gold Miners ETF Volatility Index,https://fred.stlouisfed.org/series/VXGDXCLS
5f2fd8e516e1ee3a180032ac,Volatility Indexes,"Chicago Board Options Exchange, CBOE DJIA Volatility Index",VXDCLS,Daily,CBOE DJIA Volatility Index,https://fred.stlouisfed.org/series/VXDCLS
5f2fd8e516e1ee3a180032ad,Volatility Indexes,"Chicago Board Options Exchange, CBOE Equity VIX on Apple ",VXAPLCLS,Daily,CBOE Equity VIX on Apple,https://fred.stlouisfed.org/series/VXAPLCLS
5f2fd8e516e1ee3a180032ae,Volatility Indexes,"Chicago Board Options Exchange, CBOE Equity VIX on Amazon",VXAZNCLS,Daily,CBOE Equity VIX on Amazon,https://fred.stlouisfed.org/series/VXAZNCLS
5f2fd8e516e1ee3a180032af,Volatility Indexes,"Chicago Board Options Exchange, CBOE Silver ETF Volatility Index",VXSLVCLS,Daily,CBOE Silver ETF Volatility Index,https://fred.stlouisfed.org/series/VXSLVCLS
5f2fd8e516e1ee3a180032b0,Bond Market Indexes,"This data represents the ICE BofA US High Yield Index value, which tracks the performance of US dollar denominated below investment grade rated corporate debt publicly issued in the US domestic market.",BAMLHYH0A0HYM2TRIV,Daily,ICE BofA US High Yield Index Total Return Index Value,https://fred.stlouisfed.org/series/BAMLHYH0A0HYM2TRIV
5f2fd8e516e1ee3a180032b1,Bond Market Indexes,"This data represents the ICE BofA US Corporate Index value, which tracks the performance of US dollar denominated investment grade rated corporate debt publicly issued in the US domestic market. ",BAMLCC0A0CMTRIV,Daily,ICE BofA US Corporate Index Total Return Index Value,https://fred.stlouisfed.org/series/BAMLCC0A0CMTRIV
5f2fd8e516e1ee3a180032b2,Bond Market Indexes,"This data represents the ICE BofA US Corporate C Index value, a subset of the ICE BofA US High Yield Master II Index tracking the performance of US dollar denominated below investment grade rated corporate debt publicly issued in the US domestic market.",BAMLHYH0A3CMTRIV,Daily,ICE BofA CCC & Lower US High Yield Index Total Return Index Value,https://fred.stlouisfed.org/series/BAMLHYH0A3CMTRIV
5f2fd8e516e1ee3a180032b3,Bond Market Indexes,"This data represents the ICE BofA Euro High Yield Index value, which tracks the performance of Euro denominated below investment grade corporate debt publicly issued in the euro domestic or eurobond markets.",BAMLHE00EHYITRIV,Daily,ICE BofA Euro High Yield Index Total Return Index Value,https://fred.stlouisfed.org/series/BAMLHE00EHYITRIV
5f2fd8e516e1ee3a180032b4,Bond Market Indexes,The ICE BofA Emerging Markets Corporate Plus Index tracks the performance of US dollar (USD) and Euro denominated emerging markets non-sovereign debt publicly issued within the major domestic and Eurobond markets. ,BAMLEMCBPITRIV,Daily,ICE BofA Emerging Markets Corporate Plus Index Total Return Index Value,https://fred.stlouisfed.org/series/BAMLEMCBPITRIV
5f2fd8e516e1ee3a180032b5,Bond Market Indexes,"This data represents the ICE BofA BBB US Corporate Index value, a subset of the ICE BofA US Corporate Master Index tracking the performance of US dollar denominated investment grade rated corporate debt publicly issued in the US domestic market.",BAMLCC0A4BBBTRIV,Daily,ICE BofA BBB US Corporate Index Total Return Index Value,https://fred.stlouisfed.org/series/BAMLCC0A4BBBTRIV
5f2fd8e516e1ee3a180032b6,Interest Rates,The breakeven inflation rate represents a measure of expected inflation derived from 5-Year Treasury Constant Maturity Securities,T5YIE,Daily,5-Year Breakeven Inflation Rate,https://fred.stlouisfed.org/series/T5YIE
5f2fd8e516e1ee3a180032b7,Interest Rates,The breakeven inflation rate represents a measure of expected inflation derived from 10-Year Treasury Constant Maturity Securities,T10YIE,Daily,10-Year Breakeven Inflation Rate,https://fred.stlouisfed.org/series/T10YIE
5f2fd8e516e1ee3a180032b8,Interest Rates,Based on the unweighted average bid yields for all TIPS with remaining terms to maturity of more than 10 years.,DLTIIT,Daily,Treasury Inflation-Indexed Long-Term Average Yield,https://fred.stlouisfed.org/series/DLTIIT
5f2fd8e516e1ee3a180032b9,Consumer,"Personal saving as a percentage of disposable personal income. Personal saving is equal to personal income less personal outlays and personal taxes it may generally be viewed as the portion of personal income that is used either to provide funds to capital markets or to invest in real assets such as residences. - Units:  Percent, Seasonally Adjusted Annual Rate",PSAVERT,Monthly,Personal Saving Rate,fred.stlouisfed.org/series/PSAVERT
5f2fd8e516e1ee3a180032ba,Monetary Data,"The currency component of M1 is defined as currency in circulation outside the U.S. Treasury and Federal Reserve Banks. Data on total currency in circulation are obtained weekly from balance sheets of the Federal Reserve Banks. - Units:  Billions of Dollars, Seasonally Adjusted",CURRENCY,Weekly,Currency Component of M1,https://fred.stlouisfed.org/series/CURRENCY
5f2fd8e516e1ee3a180032bb,Monetary Data,"Total reserve balances maintained is the amount of balances institutions hold in accounts at Federal Reserve Banks that are available to satisfy reserve requirements. - Units:  Millions of Dollars, Not Seasonally Adjusted",RESBALNSW,Weekly,Total Reserve Balances Maintained with Federal Reserve Banks,https://fred.stlouisfed.org/series/RESBALNSW
5f2fd8e516e1ee3a180032bc,Monetary Data,"Board of Governors of the Federal Reserve System (US), Total Borrowings from the Federal Reserve. -  Units:  Millions of Dollars, Not Seasonally Adjusted",BORROWW,Weekly,Total Borrowings from the Federal Reserve,https://fred.stlouisfed.org/series/BORROWW
5f2fd8e516e1ee3a180032bd,Monetary Data,"Vault cash eligible to satisfy reserve requirements that's held by institutions not exempt from reserve requirements. - Units:  Millions of Dollars, Not Seasonally Adjusted",TLVAULTW,Weekly,"Vault Cash, Total",https://fred.stlouisfed.org/series/TLVAULTW
5f2fd8e516e1ee3a180032be,Monetary Data,"This series is a sum of total reserve balances maintained plus vault cash used to satisfy required reserves. - Units:  Millions of Dollars, Not Seasonally Adjusted",TOTRESNSW,Weekly,"Reserves of Depository Institutions, Total",https://fred.stlouisfed.org/series/TOTRESNSW
5f2fd8e516e1ee3a180032bf,Monetary Data,"Primary credit is available to generally sound depository institutions on a very short-term basis, typically overnight, at a rate above the Federal Open Market Committee's (FOMC) target rate for federal funds. Depository institutions are not required to seek alternative sources of funds before requesting occasional advances of primary credit. - Units:  Millions of Dollars, Not Seasonally Adjusted",PRIMBORRW,Weekly,"Borrowings from the Federal Reserve, Primary",https://fred.stlouisfed.org/series/PRIMBORRW
5f2fd8e516e1ee3a180032c0,Employment,"The series comes from the 'Current Employment Statistics (Establishment Survey).' - Units:  Dollars per Hour, Seasonally Adjusted",CES0500000003,Monthly,"Average Hourly Earnings of All Employees, Total Private",https://fred.stlouisfed.org/series/CES0500000003
5f2fd8e516e1ee3a180032c1,Employment,"Production and related employees include working supervisors and all nonsupervisory employees (including group leaders and trainees) engaged in fabricating, processing, assembling, inspecting, receiving, storing, handling, packing, warehousing, shipping, trucking, hauling, maintenance, repair, janitorial, guard services, product development, auxiliary production for plant's own use (for example, power plant), recordkeeping, and other services closely associated with the above production operations. - Units:  Dollars per Hour, Seasonally Adjusted",AHETPI,Monthly,"Average Hourly Earnings of Production and Nonsupervisory Employees, Total Private",https://fred.stlouisfed.org/series/AHETPI
5f2fd8e516e1ee3a180032c2,Employment,"The series comes from the 'Current Employment Statistics (Establishment Survey).' - Units:  Thousands of Persons, Seasonally Adjusted",USPRIV,Monthly,"All Employees, Total Private",https://fred.stlouisfed.org/series/USPRIV
5f2fd8e516e1ee3a180032c3,Employment,"Average weekly hours relate to the average hours per worker for which pay was received and is different from standard or scheduled hours. Factors such as unpaid absenteeism, labor turnover, part-time work, and stoppages cause average weekly hours to be lower than scheduled hours of work for an establishment. Group averages further reflect changes in the workweek of component industries. Average weekly hours are the total weekly hours divided by the employees paid for those hours. - Units:  Hours, Seasonally Adjusted",AWHAETP,Monthly,"Average Weekly Hours of All Employees, Total Private",https://fred.stlouisfed.org/series/AWHAETP
5f2fd8e516e1ee3a180032c4,Employment,"The series comes from the 'Current Employment Statistics (Establishment Survey).' - Units:  Dollars per Week, Seasonally Adjusted",CES0500000011,Monthly,"Average Weekly Earnings of All Employees, Total Private",https://fred.stlouisfed.org/series/CES0500000011
5f2fd8e516e1ee3a180032c5,Employment,"Average weekly hours relate to the average hours per worker for which pay was received and is different from standard or scheduled hours. Factors such as unpaid absenteeism, labor turnover, part-time work, and stoppages cause average weekly hours to be lower than scheduled hours of work for an establishment. Group averages further reflect changes in the workweek of component industries. Average weekly hours are the total weekly hours divided by the employees paid for those hours. - Units:  Hours, Seasonally Adjusted",AWHNONAG,Monthly,"Average Weekly Hours of Production and Nonsupervisory Employees, Total Private",https://fred.stlouisfed.org/series/AWHNONAG
5f2fd8e516e1ee3a180032c6,Consumer,"U.S. Bureau of Labor Statistics, Consumer Price Index for All Urban Consumers: Purchasing Power of the Consumer Dollar in U.S. City Average - Units:  Index 1982-1984=100, Not Seasonally Adjusted",CUUR0000SA0R,Monthly,Consumer Price Index for All Urban Consumers: Purchasing Power of the Consumer Dollar in U.S. City Average,https://fred.stlouisfed.org/series/CUUR0000SA0R
5f2fd8e516e1ee3a180032c7,Consumer,"Handbook of Methods - (https://www.bls.gov/opub/hom/pdf/cpihom.pdf) Understanding the CPI: Frequently Asked Questions - (http://stats.bls.gov:80/cpi/cpifaq.htm) - Units:  Index 1982-1984=100, Seasonally Adjusted",CPIENGSL,Monthly,Consumer Price Index for All Urban Consumers: Energy in U.S. City Average,https://fred.stlouisfed.org/series/CPIENGSL
5f2fd8e516e1ee3a180032c8,Consumer,"U.S. Bureau of Labor Statistics, Consumer Price Index for All Urban Consumers: Nondurables in U.S. City Average - Units:  Index 1982-1984=100, Seasonally Adjusted",CUSR0000SAN,Monthly,Consumer Price Index for All Urban Consumers: Nondurables in U.S. City Average,https://fred.stlouisfed.org/series/CUSR0000SAN
5f2fd8e516e1ee3a180032c9,Consumer,"U.S. Bureau of Labor Statistics, Consumer Price Index for All Urban Consumers: Medical Care in U.S. City Average - Units:  Index 1982-1984=100, Not Seasonally Adjusted",CUUS0000SAM,Semiannual,Consumer Price Index for All Urban Consumers: Medical Care in U.S. City Average,https://fred.stlouisfed.org/series/CUUS0000SEHA
5f2fd8e516e1ee3a180032ca,Consumer,"U.S. Bureau of Labor Statistics, Consumer Price Index for All Urban Consumers: Rent of Primary Residence in U.S. City Average - Units:  Index 1982-1984=100, Not Seasonally Adjusted",CUUS0000SEHA,Semiannual,Consumer Price Index for All Urban Consumers: Rent of Primary Residence in U.S. City Average,https://fred.stlouisfed.org/series/CUUS0000SEHA
5f2fd8e516e1ee3a180032cb,Consumer,"U.S. Bureau of Labor Statistics, Consumer Price Index for All Urban Consumers: Food and Beverages in U.S. City Average - Units:  Index 1982-1984=100, Not Seasonally Adjusted",CUUS0000SAF,Semiannual,Consumer Price Index for All Urban Consumers: Food and Beverages in U.S. City Average,https://fred.stlouisfed.org/series/CUUS0000SAF
5f2fd8e516e1ee3a180032cc,Consumer,"U.S. Bureau of Labor Statistics, Consumer Price Index for All Urban Consumers: Used Cars and Trucks in U.S. City Average - Units:  Index 1982-1984=100, Not Seasonally Adjusted",CUUS0000SETA02,Semiannual,Consumer Price Index for All Urban Consumers: Used Cars and Trucks in U.S. City Average,https://fred.stlouisfed.org/series/CUUS0000SETA02
5f2fd8e516e1ee3a180032cd,Consumer,"U.S. Bureau of Labor Statistics, Consumer Price Index for All Urban Consumers: Housing in U.S. City Average - Units:  Index 1982-1984=100, Not Seasonally Adjusted",CUUS0000SAH,Semiannual,Consumer Price Index for All Urban Consumers: Housing in U.S. City Average,https://fred.stlouisfed.org/series/CUUS0000SAH
5f2fd8e516e1ee3a180032ce,Consumer,"U.S. Bureau of Labor Statistics, Consumer Price Index for All Urban Consumers: New Vehicles in U.S. City Average - Units:  Index 1982-1984=100, Not Seasonally Adjusted",CUUS0000SETA01,Semiannual,Consumer Price Index for All Urban Consumers: New Vehicles in U.S. City Average,https://fred.stlouisfed.org/series/CUUS0000SETA01
5f2fd8e516e1ee3a180032cf,Consumer,"U.S. Bureau of Labor Statistics, Consumer Price Index for All Urban Consumers: Apparel in U.S. City Average - Units:  Index 1982-1984=100, Not Seasonally Adjusted",CUUS0000SAA,Semiannual,Consumer Price Index for All Urban Consumers: Apparel in U.S. City Average,https://fred.stlouisfed.org/series/CUUS0000SAA
5f2fd8e516e1ee3a180032d0,Consumer,"U.S. Bureau of Labor Statistics, Consumer Price Index for All Urban Consumers: Food in U.S. City Average - Units:  Index 1982-1984=100, Not Seasonally Adjusted",CUUS0000SAF1,Semiannual,Consumer Price Index for All Urban Consumers: Food in U.S. City Average,https://fred.stlouisfed.org/series/CUUS0000SAF1
5f2fd8e516e1ee3a180032d1,Consumer,"U.S. Bureau of Labor Statistics, Consumer Price Index for All Urban Consumers: Transportation in U.S. City Average - Units:  Index 1982-1984=100, Not Seasonally Adjusted",CUUS0000SAT,Semiannual,Consumer Price Index for All Urban Consumers: Transportation in U.S. City Average,https://fred.stlouisfed.org/series/CUUS0000SAT
5f2fd8e516e1ee3a180032d2,Consumer,"U.S. Bureau of Labor Statistics, Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average - Units:  Index 1982-1984=100, Not Seasonally Adjusted",CUUS0000SAF11,Semiannual,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,https://fred.stlouisfed.org/series/CUUS0000SAF11
5f2fd8e516e1ee3a180032d3,Consumer,"U.S. Bureau of Economic Analysis, Real Disposable Personal Income: Per Capita - Units:  Chained 2012 Dollars, Seasonally Adjusted Annual Rate",A229RX0,Monthly,Real Disposable Personal Income: Per Capita,https://fred.stlouisfed.org/series/A229RX0
5f2fd8e516e1ee3a180032d4,Consumer,"Personal income is the income that persons receive in return for their provision of labor, land, and capital used in current production and the net current transfer payments that they receive from business and from government.25 Personal income is equal to national income minus corporate profits - Units:  Billions of Dollars, Seasonally Adjusted Annual Rate",PI,Monthly,Personal Income,https://fred.stlouisfed.org/series/PI
5f2fd8e516e1ee3a180032d5,Consumer,"U.S. Bureau of Economic Analysis, Disposable Personal Income - Units:  Billions of Dollars, Seasonally Adjusted Annual Rate",DSPI,Monthly,Disposable Personal Income,https://fred.stlouisfed.org/series/DSPI
5f2fd8e516e1ee3a180032d6,Manufacturing,"U.S. Census Bureau, Manufacturers: Inventories to Sales Ratio - Units:  Ratio, Seasonally Adjusted",MNFCTRIRSA,Monthly,Manufacturers: Inventories to Sales Ratio,https://fred.stlouisfed.org/series/MNFCTRIRSA
5f2fd8e516e1ee3a180032d7,Manufacturing,"U.S. Census Bureau, Manufacturers Sales - Units:  Millions of Dollars, Seasonally Adjusted",MNFCTRSMSA,Monthly,Manufacturers Sales,https://fred.stlouisfed.org/series/MNFCTRSMSA
5f2fd8e516e1ee3a180032d8,Manufacturing,"U.S. Census Bureau, Manufacturers Inventories - Units:  Millions of Dollars, Seasonally Adjusted",MNFCTRIMSA,Monthly,Manufacturers Inventories,https://fred.stlouisfed.org/series/MNFCTRIMSA
5f2fd8e516e1ee3a180032d9,Housing,"U.S. Census Bureau and U.S. Department of Housing and Urban Development, Monthly Supply of Houses in the United States - Units:  Months' Supply, Seasonally Adjusted",MSACSR,Monthly,Monthly Supply of Houses in the United States,https://fred.stlouisfed.org/series/MSACSR
5f2fd8e516e1ee3a180032da,Housing,"U.S. Census Bureau and U.S. Department of Housing and Urban Development, New One Family Houses Sold: United States - Units:  Thousands, Seasonally Adjusted Annual Rate",HSN1F,Monthly,New One Family Houses Sold: United States,https://fred.stlouisfed.org/series/HSN1F
5f2fd8e516e1ee3a180032db,Housing,"National Association of Realtors, Existing Home Sales - Units:  Number of Units, Seasonally Adjusted Annual Rate",EXHOSLUSM495S,Monthly,Existing Home Sales,fred.stlouisfed.org/series/EXHOSLUSM495S
5f2fd8e516e1ee3a180032dc,Housing,"U.S. Census Bureau, Homeownership Rate for the United States - Units:  Percent, Seasonally Adjusted",RSAHORUSQ156S,Quarterly,Homeownership Rate for the United States,https://fred.stlouisfed.org/series/RSAHORUSQ156S
5f2fd8e516e1ee3a180032de,Bond Market Indexes,"Ice Data Indices, LLC, ICE BofA 1-3 Year US Corporate Index Total Return Index Value - Units:  Index, Not Seasonally Adjusted",BAMLCC1A013YTRIV,Daily,ICE BofA 1-3 Year US Corporate Index Total Return Index Valu,https://fred.stlouisfed.org/series/BAMLCC1A013YTRIV
