kl_domain,kl_first_seen,kl_popularity,kl_threat
aingucareersearchings.com,01.06.2017 12:45,2,CnC.Win32.Generic
lordofthepings.ru,11.05.2017 22:09,2,Trojan.Win32.Bayrob
keyboardstore.xyz,26.03.2017 09:25,2,Trojan-Spy.Win32.Zbot
linturefa.ru,17.11.2016 16:29,2,CnC.Win32.Generic
cs-play.com,26.03.2017 19:50,2,Trojan.Win32.Neurevt
loviababy.com,30.05.2017 09:51,2,Trojan-PSW.Win32.Fareit
manopam.com,30.11.2016 12:03,2,Trojan-PSW.Win32.Fareit
apmanages.com,12.07.2015 09:39,2,Trojan-Ransom.Win32.Cryptodef
mrfranklin.us,07.11.2014 16:14,2,Backdoor.Win32.Metel
mosescross.us,17.04.2014 08:25,2,CnC.Win32.Generic
montsegrases.org,28.08.2015 03:30,2,Trojan-Spy.Win32.Zbot
mccdoha.us,31.05.2017 07:22,2,Backdoor.Win32.Mokes
mbodycare.us,31.05.2017 08:37,2,Backdoor.Win32.Mokes
amhhelpdesk.com,25.07.2015 13:14,2,Trojan-Spy.Win32.Zbot
mobistrong.ru,24.04.2016 13:05,2,Trojan-SMS.AndroidOS.Stealer
vibracomunicacion.com,04.03.2015 08:17,2,Trojan-Spy.Win32.Zbot
oldhorse.info,28.04.2017 16:26,2,CnC.Win32.Generic
kn0xbyte.us,27.03.2015 17:41,2,Backdoor.Win32.Atbot
killz.us,11.05.2017 06:15,2,Trojan-PSW.Win32.Fareit
jinefnujxxqt.us,28.05.2017 23:57,2,Trojan-Banker.Win32.Tinba
jahson.us,17.04.2014 08:25,2,CnC.Win32.Generic
kbfvzoboss.bid,17.04.2016 19:50,2,Trojan-PSW.Win32.Fareit
ynefefyopqvu.com,04.04.2015 03:08,2,Trojan.Win32.Yakes
fingertap.us,29.06.2014 23:00,2,Backdoor.Win32.Napolar
everli-killz.us,24.03.2017 01:28,2,Backdoor.Win32.Androm
conggame.us,21.07.2014 13:15,2,Backdoor.Win32.Skill
caliz.us,04.12.2015 11:53,2,Worm.Win32.Ngrbot
gemond.com,10.02.2017 19:52,2,CnC.Win32.Generic
benaa.us,20.02.2017 05:04,2,Trojan-PSW.Win32.Fareit
aerie.us,16.02.2017 15:58,2,CnC.Win32.Generic
ablefada.us,17.04.2014 08:25,2,CnC.Win32.Generic
wirelessnews.in,07.06.2017 03:24,2,Trojan-PSW.Win32.Fareit
cmmelectronique.com,08.06.2017 23:04,2,Backdoor.Win32.Androm
andheduse.ru,11.08.2015 11:44,2,Trojan-Banker.Win32.Neverquest
gensetchile.cl,18.11.2014 23:46,2,Trojan-Spy.Win32.Zbot
bogartmed.com,23.03.2016 10:33,2,Trojan-PSW.Win32.Fareit
e-clashroyale.com,12.03.2017 19:28,2,Trojan.Win32.Neurevt
buycarbontubes.com,09.07.2015 00:57,2,Trojan-Ransom.Win32.Cryptodef
dkarchitects.net,08.06.2015 17:44,2,Trojan-Ransom.Win32.Cryptodef
paycrafts.com,21.06.2015 17:44,2,Trojan-Ransom.Win32.Cryptodef
buroodin.com,23.06.2015 07:50,2,Trojan-Downloader.Win32.Agent
esvizedanismanlik.com,27.03.2015 15:11,2,Trojan-Spy.Win32.Zbot
egamecenter.pl,03.04.2017 20:13,2,Trojan.Win32.Fsysna
eshokini.com,03.03.2015 11:44,2,Trojan-Spy.Win32.Zbot
pashaescobar.com,07.11.2014 16:14,2,Backdoor.Win32.Metel
thevangog.com,07.11.2014 16:14,2,Backdoor.Win32.Metel
fusionpoint.pk,02.05.2017 01:00,2,Trojan-PSW.Win32.Fareit
windsorstudenthousing.com,31.07.2015 09:29,2,Backdoor.Win32.Drivedos
skystarme.com,06.05.2017 02:35,2,Trojan-PSW.Win32.Fareit
windowsupdate-microsoft.com,30.09.2015 21:47,2,Trojan-Downloader.Win32.Andromeda
divisionbooster.com,23.06.2015 12:15,2,Trojan-Ransom.Win32.Cryptodef
luxzar.com,16.06.2017 10:27,2,Trojan-PSW.Win32.Tepfer
youroffers.xyz,14.08.2015 04:14,2,Backdoor.Win32.Atbot
tecnologia3d.org,24.04.2014 14:45,2,Trojan-Spy.Win32.Zbot
rmoreira.info,19.12.2014 06:10,2,Trojan-Spy.Win32.Zbot
panoramaoil.ir,18.02.2016 04:13,2,Trojan-PSW.MSIL.Chisburg
notrespace.org,04.09.2014 14:10,2,Trojan-Spy.Win32.Zbot
kingskillz.ru,08.11.2016 03:40,2,Trojan-PSW.Win32.Fareit
universalonline.com,20.11.2014 15:40,2,CnC.Win32.Generic
plameta.com,22.05.2017 02:53,2,Trojan-PSW.Win32.Fareit
myquickprints.com,15.04.2015 10:59,2,Trojan-Spy.Win32.Zbot
artsbc.com,08.05.2015 08:46,2,Trojan-Spy.Win32.Zbot
billing-service.ru,09.07.2014 13:56,2,Trojan-Spy.Win32.Zbot
alonaizi.com,20.02.2017 08:45,2,Trojan-PSW.Win32.Fareit
csbbt.com,10.05.2015 23:57,2,Trojan.Win32.Neurevt
yildizdoseme.com,06.05.2015 18:18,2,Trojan-Spy.Win32.Zbot
medelect.pe,26.04.2017 16:26,2,Trojan-PSW.Win32.Fareit
morphcoffee.com,16.08.2015 17:15,2,Trojan-Ransom.Win32.Cryptodef
super5566.com,12.05.2017 20:23,2,CnC.Win32.Generic
alt-test.com,28.04.2015 18:41,2,Trojan-Spy.Win32.Zbot
gtrtooloo.com,27.03.2015 12:27,2,Trojan-PSW.Win32.Fareit
djtavo.info,04.12.2015 11:57,2,Worm.Win32.Ngrbot
rocxnrxwvqmtsq.info,14.01.2014 01:33,2,Trojan-Ransom.Win32.Cryptolocker
m4k3y.info,04.12.2015 12:27,2,Worm.Win32.Ngrbot
carderpro.ru,29.01.2014 18:09,2,CnC.Win32.Generic
ppyceppnvfwdj.info,19.10.2014 02:34,2,Trojan-Ransom.Win32.Cryptolocker
uqikoxomyturo.biz,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
eluheqizomado.biz,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
qibogaho.biz,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
mykings.pw,29.05.2017 12:23,2,CnC.Win32.Generic
csvbd.com,02.04.2015 21:32,2,Trojan-Ransom.Win32.Cryptodef
greenecarclub.com,26.11.2016 13:23,2,CnC.Win32.Generic
ezbmdeveloper.com,20.07.2015 20:41,2,Trojan-Ransom.Win32.Cryptodef
tradefreezone.pw,12.06.2017 02:33,2,Trojan-Spy.Win32.SpyEyes
domikol.ru,20.02.2015 23:47,2,Backdoor.Win32.Konus
domikos.ru,20.02.2015 19:17,2,Backdoor.Win32.Konus
dnshkjasdhkd145233.ru,08.02.2015 04:06,2,Trojan-Downloader.Win32.Andromeda
tpintershipping.com,21.04.2015 05:48,2,Trojan-Spy.Win32.Zbot
leadbiopharma.com,08.03.2017 01:10,2,Trojan.Win32.Inject
alphaomegasurvivalgear.com,22.09.2015 07:56,2,Trojan-Ransom.Win32.Cryptodef
orgnima.com,28.11.2016 05:38,2,Trojan-PSW.Win32.Chisburg
platinum-casino.ru,04.01.2015 16:28,2,Trojan-Spy.Win32.Zbot
employance.com,04.09.2015 21:46,2,Trojan-Ransom.Win32.Cryptodef
trashbin.pw,31.05.2017 06:17,2,Trojan.Win32.Betabot
kparxehisfup.com,26.04.2017 18:12,2,Trojan-Spy.Win32.Zbot
cogemor.com,27.04.2017 07:29,2,Trojan-PSW.Win32.Fareit
mys2016.info,29.05.2017 12:30,2,CnC.Win32.Generic
jeffcosmoke.com,08.01.2015 06:00,2,Trojan-Spy.Win32.Zbot
bfgengineering.it,23.03.2016 10:50,2,Trojan-PSW.Win32.Fareit
picass0.com,07.11.2014 16:14,2,Backdoor.Win32.Metel
bucksnbricks.com,11.10.2016 01:52,2,Trojan-PSW.MSIL.Chisburg
fortrepsuran.ru,27.03.2017 17:18,2,Trojan-Spy.Win32.Zbot
certerianshndieony24.net,04.02.2015 03:59,2,Trojan-Spy.Win32.Zbot
gpdi-lippocikarang.com,22.05.2017 14:18,2,Trojan-PSW.Win32.Fareit
benmillsmadethis.com,22.01.2015 06:53,2,Trojan-Spy.Win32.Zbot
tert1.ru,17.10.2016 03:21,2,Backdoor.Win32.Drivedos
eparentdigital.com,14.04.2017 18:17,2,Trojan-Spy.Win32.Zbot
powerrembo.ru,07.09.2015 14:59,2,Trojan-Downloader.Win32.Andromeda
hkattack.top,02.07.2017 14:22,2,Backdoor.Win32.Yoddos
lipariforsenate.com,09.09.2015 20:26,2,Trojan-Spy.Win32.Zbot
cont45.com,04.08.2014 08:36,2,CnC.AndroidOS.Generic
spotnews.com,20.11.2014 15:40,2,CnC.Win32.Generic
withuldsinspar.com,28.02.2017 16:17,2,Trojan-PSW.Win32.Fareit
foolalexas.top,03.03.2017 08:24,2,CnC.Win32.Generic
pitersteses.com,29.06.2017 12:58,2,CnC.Win32.Generic
lawaitouchportal.com,24.06.2017 23:25,2,CnC.Win32.Generic
twcnqpdpircd.com,07.04.2015 14:50,2,Trojan-Banker.Win32.Tinba
nt25967.com,04.12.2015 11:53,2,Worm.Win32.Ngrbot
aceroazul.org,07.02.2014 08:29,2,CnC.Win32.Generic
hahamobi.com,19.04.2016 00:13,2,Trojan.AndroidOS.Roversa
super1024.com,12.05.2017 20:16,2,CnC.Win32.Generic
ignytes.com,13.06.2015 05:11,2,Trojan-Spy.Win32.Zbot
junshao8.com,07.12.2016 08:53,2,Backdoor.Linux.Ganiw
diae.ru,17.12.2014 15:06,2,Backdoor.Win32.DMSpammer
cbse-nic.in,20.01.2014 19:59,2,CnC.Win32.Generic
fungjqbql.com,23.11.2016 22:57,2,Trojan-Banker.Win32.NeverQuest
glitznglamsms.com,20.02.2017 23:30,2,Trojan-Downloader.Win32.Agent
ahalazcpc.ru,09.02.2017 20:37,2,Trojan-Banker.Win32.NeverQuest
mcxs.ru,27.03.2015 22:34,2,Backdoor.Win32.Gbod
xtremedrones.com,05.06.2017 16:33,2,Trojan-Spy.Win32.Zbot
teddone.com,27.04.2017 05:27,2,Trojan-Downloader.Win32.Agent
robinmarshall.com,03.02.2015 15:49,2,Trojan-Spy.Win32.Zbot
lodengg.ru,17.04.2014 08:25,2,CnC.Win32.Generic
libraryinvoice.ru,17.11.2016 16:29,2,CnC.Win32.Generic
lacandhendo.ru,02.02.2015 13:35,2,Trojan-Banker.Win32.Neverquest
skullcandies.info,17.05.2015 09:50,2,Trojan.Win32.Neurevt
kedathenrit.ru,09.08.2015 21:06,2,Trojan-Banker.Win32.Neverquest
hoodrich.ru,04.12.2015 11:57,2,Worm.Win32.Ngrbot
ordure.net,03.08.2015 12:45,2,Trojan-Banker.Win32.Neverquest
siwtk01twikk97pym8695l9kc.net,18.10.2014 08:36,2,Trojan-Spy.Win32.Zbot
onehedtthetsit.ru,17.11.2016 17:29,2,CnC.Win32.Generic
gq2.ru,11.10.2016 18:59,2,Trojan-Downloader.Win32.Andromeda
ruftid.net,26.06.2015 04:15,2,Trojan-Banker.Win32.Neverquest
tu444.ru,17.04.2017 13:10,2,Trojan-SMS.AndroidOS.Agent
fonotoftret.ru,10.08.2015 08:24,2,Trojan-Banker.Win32.Neverquest
faumoussuperstars.ru,21.05.2015 06:22,2,Trojan-Downloader.Win32.Andromeda
epossupport.ru,28.08.2015 10:14,2,Trojan-Spy.Win32.Zbot
didnworefret.ru,01.02.2015 15:55,2,Trojan-Banker.Win32.Neverquest
gmdiary.com,16.09.2015 21:56,2,Trojan-Spy.Win32.Zbot
the-stories.com,27.03.2017 02:59,2,Trojan-PSW.Win32.Fareit
aguaje.ru,04.12.2015 11:53,2,Worm.Win32.Ngrbot
aero-buy.ru,22.08.2014 09:44,2,Backdoor.Win32.Skill
llamkellamke.cl,23.03.2015 05:47,2,Trojan-Spy.Win32.Zbot
acasiaenterprisellc.ru,12.06.2017 05:31,2,Trojan-PSW.Win32.Fareit
54fuvghwiyvk4lkbj4.ru,18.12.2015 14:46,2,Trojan-Downloader.Win32.Andromeda
456489789416fdsqfdsqfdsq.ru,08.06.2017 04:13,2,Backdoor.Linux.Tsunami
gongotree.com,21.01.2015 18:48,2,Trojan.Win32.Neurevt
ofudylopixen.biz,26.05.2016 20:43,2,Trojan-SMS.AndroidOS.Podec
resumosdasnovelas.com,24.09.2015 21:48,2,Trojan-Spy.Win32.Zbot
skygold.biz,18.09.2014 14:37,2,Trojan-Spy.Win32.Zbot
melon25.ru,19.10.2016 15:05,2,Backdoor.AndroidOS.Agent
vaalaimatrimony.com,18.05.2017 18:18,2,Trojan.Win32.Fsysna
bchpfmscwnwx.com,12.07.2015 00:12,2,Trojan-Banker.Win32.Tinba
jxhuajiao.com,18.04.2017 09:00,2,Backdoor.Win32.Yoddos
ianusshale.net,25.10.2016 18:45,2,Trojan-Banker.Win32.Gootkit
shootmobi.com,07.03.2017 03:28,2,Trojan.AndroidOS.Casseb
basketfisle.com,12.05.2017 13:29,2,Trojan-Spy.Win32.Zbot
coldfireblue.net,11.01.2015 00:11,2,Trojan-Spy.Win32.Zbot
gieseler-wieland.de,24.03.2016 10:15,2,Trojan-PSW.Win32.Fareit
prop015.com,14.04.2015 05:56,2,Trojan-Spy.Win32.Zbot
bronkdebit.com,24.01.2017 09:10,2,Trojan-Banker.Win32.Gootkit
in-different.info,03.02.2014 16:24,2,CnC.Win32.Generic
pidoolei.com,19.09.2015 00:14,2,Trojan-Banker.Win32.Neverquest
xihuz.net,03.08.2015 12:45,2,Trojan-Banker.Win32.Neverquest
deeztreasures.com,08.03.2017 15:50,2,Trojan-Downloader.Win32.Agent
warszawa-bg.com,26.01.2015 09:17,2,Trojan-Spy.Win32.Zbot
propsyours.com,07.02.2017 16:14,2,Trojan-Banker.AndroidOS.Marcher
nknkd.cat,03.10.2016 11:26,2,Trojan.Win32.Neurevt
alexchechkinprojectone.com,28.03.2017 14:05,2,Trojan-Spy.Win32.Zbot
obbilistation.com,07.04.2017 01:17,2,Trojan-Banker.Win32.Gootkit
situghlacsof.com,05.04.2017 15:34,2,Trojan-PSW.Win32.Fareit
martivitapoint.info,21.08.2015 15:23,2,Trojan-Downloader.Win32.Andromeda
icloud.ps,10.06.2017 21:38,2,Backdoor.Win32.Atbot
lumibrigth.com,16.02.2017 10:18,2,Backdoor.Win32.Androm
lilawaspy.com,14.09.2016 21:28,2,Trojan-Banker.Win32.Gootkit
nanogalsman.org,20.11.2014 15:40,2,CnC.Win32.Generic
eqrslkjjuicl.com,07.04.2015 23:57,2,Trojan-Banker.Win32.Tinba
thyssenkrrupp.com,09.07.2015 20:46,2,Trojan-Spy.Win32.Zbot
teknosystem.cl,13.01.2015 15:16,2,Trojan-Spy.Win32.Zbot
big-brothers-forums.org,17.12.2014 15:05,2,Trojan-DDoS.Win32.Nesmed
transfercom.net,11.06.2015 17:41,2,Trojan-Banker.Win32.Neverquest
swzgvvpnj54atkfbp6in.ru,16.04.2017 04:24,2,Trojan.Win32.Neurevt
bags.mn,30.03.2017 11:43,2,Trojan.Win32.Inject
ketretdidnbe.ru,10.08.2015 21:52,2,Trojan-Banker.Win32.Neverquest
fqfit.com,23.03.2017 10:56,2,Backdoor.Win32.Yoddos
sufferanceunfitshould.biz,21.02.2017 16:30,2,Trojan-Spy.Win32.Ursnif
sanliurfaototamir.com,21.09.2015 21:39,2,Trojan-Ransom.Win32.Cryptodef
tenintenclients.com,14.07.2015 21:58,2,Trojan-Spy.Win32.Zbot
mitosisinternational.com,12.01.2017 04:09,2,Trojan-Spy.Win32.Zbot
kushlabs.com,23.02.2015 10:14,2,Trojan-Spy.Win32.Zbot
justkoko.com,20.08.2015 11:49,2,Trojan-Spy.Win32.Zbot
windowservices.net,20.11.2014 15:40,2,CnC.Win32.Generic
ugla.ru,17.12.2014 15:06,2,Backdoor.Win32.DMSpammer
promsoya.ru,22.09.2015 07:56,2,Trojan-Ransom.Win32.Cryptodef
100000online.net,26.06.2015 06:31,2,Trojan-Banker.Win32.Neverquest
mainserver.com,08.03.2017 14:53,2,Trojan-PSW.Win32.Fareit
scroogecorner.com,18.04.2017 02:57,2,Trojan-PSW.Win32.Fareit
sevenspectrumgroup.com,23.03.2017 02:45,2,Trojan-PSW.Win32.Fareit
hollandamedyum.com,16.09.2015 21:56,2,Trojan-Spy.Win32.Zbot
stokkem.com,07.06.2017 14:41,2,Backdoor.Win32.Napolar
maviizmir.com,16.03.2015 04:14,2,Trojan-Spy.Win32.Zbot
wadergroup.biz,06.10.2014 14:34,2,Trojan-Spy.Win32.Zbot
cuba-honduras.com,06.04.2015 06:43,2,Trojan-Spy.Win32.Zbot
4c53cxbewcybr45y36194x1ij.net,16.01.2015 19:15,2,CnC.Win32.Generic
flinjmarorz.com,04.12.2015 11:57,2,Worm.Win32.Ngrbot
c4t3ring.info,17.12.2014 15:06,2,Worm.Win32.Ngrbot
bonpe.info,15.04.2016 16:13,2,Worm.Win32.Ngrbot
toolsvendor.biz,23.04.2017 00:40,2,Trojan-PSW.Win32.Fareit
supparatus.com,12.04.2017 20:52,2,Trojan-Banker.Win32.Gootkit
ewts.info,17.04.2014 08:25,2,CnC.Win32.Generic
fvyjqmcebiqr.com,11.07.2015 15:01,2,Trojan-Banker.Win32.Tinba
tddmwwnnowxo.com,27.03.2015 22:34,2,Trojan-Banker.Win32.Tinba
greetinggradma.net,28.04.2015 18:41,2,Backdoor.Win32.Kasidet
medulaosea.net,17.09.2015 00:28,2,Trojan-Ransom.Win32.Cryptodef
uv-lit.rs,31.05.2017 17:52,2,Trojan-Downloader.Win32.Agent
frankhomeforsale.com,06.02.2015 05:27,2,Trojan-Spy.Win32.Zbot
annalenamann.com,09.06.2015 22:09,2,Trojan-Ransom.Win32.Cryptodef
bitdripper.xyz,27.11.2016 01:55,2,Trojan.Win32.Neurevt
summitconcretecoatings.com,10.04.2015 05:25,2,Trojan-Spy.Win32.Zbot
foodlabs.net,19.06.2015 02:13,2,Trojan-Banker.Win32.Neverquest
roigyeirfywieor-eirug9.com,26.12.2014 16:47,2,Trojan-Downloader.Win32.Andromeda
foreignaffair.org,20.11.2014 15:40,2,CnC.Win32.Generic
098fb22bd311h.net,03.05.2017 02:38,2,Trojan-Spy.Win32.Panda
08f857691854.net,12.06.2017 23:07,2,Trojan-Spy.Win32.Panda
07c2c3272111h.net,27.04.2017 07:30,2,Trojan-Spy.Win32.Panda
07df3a730511h.net,26.04.2017 23:59,2,Trojan-Spy.Win32.Panda
0784658b1654.net,27.04.2017 04:00,2,Trojan-Spy.Win32.Panda
0ea34c8a9954.net,01.03.2017 13:28,2,Trojan-Spy.Win32.Panda
0e6ca3097754.net,15.02.2017 15:22,2,Trojan-Spy.Win32.Panda
0b054784d854.net,20.06.2017 22:14,2,Trojan-Spy.Win32.Panda
0a4bfb253054.net,27.04.2017 20:53,2,Trojan-Spy.Win32.Panda
dffebb11d954.net,27.04.2017 19:50,2,Trojan-Spy.Win32.Panda
ourstried.com,14.09.2016 20:45,2,Trojan-Banker.Win32.Gootkit
wikipidiwako122.com,18.03.2015 01:40,2,Trojan-Downloader.Win32.Andromeda
lifestyle-journal.org,03.04.2015 19:51,2,Trojan-Ransom.Win32.Cryptodef
fetzhost.net,16.05.2014 00:17,2,Trojan-Downloader.Win32.Andromeda
stockmarketinsiders.com,28.04.2015 18:41,2,Trojan-Ransom.Win32.Cryptodef
cnauto.org,08.11.2014 05:52,2,Trojan-Spy.Win32.Zbot
feilunewtgp.com,28.06.2017 00:18,2,CnC.Win32.Generic
patiperfume.com,16.05.2017 15:07,2,Backdoor.Win32.DarkKomet
myrobin.net,30.05.2014 08:14,2,Trojan-SMS.AndroidOS.Biron
albanianbakery.com,27.09.2015 19:41,2,Trojan-Ransom.Win32.Cryptodef
dfff.ru,11.02.2015 14:52,2,Trojan-Downloader.Win32.Andromeda
rbfubkvpyxxu.info,24.09.2015 13:52,2,Trojan-Banker.Win32.Tinba
continentartistique.com,27.09.2015 17:40,2,Trojan-Spy.Win32.Zbot
creaps.net,28.02.2014 07:55,2,CnC.Win32.Generic
trafcounters.com,31.03.2017 19:19,2,Trojan.Win32.Inject
sankarawisky.com,22.03.2017 05:15,2,Trojan-PSW.Win32.Fareit
crowdtrainer.de,26.11.2016 13:23,2,CnC.Win32.Generic
androidstats.net,01.07.2015 17:36,2,Trojan-Downloader.Win32.Andromeda
easyonlinecatalogue.com,15.03.2017 20:45,2,Trojan-PSW.Win32.Fareit
paimanga.com,11.03.2015 13:28,2,Trojan.Win32.Neurevt
1h1fnrmcjx3m5fjv4yjtr8rlg.org,21.08.2014 09:24,2,CnC.Win32.Generic
1cbrljfyvue25161uk801p1eumk.org,18.08.2014 22:06,2,CnC.Win32.Generic
1o0s31p19r1gsplclf81rpqcl2.org,15.08.2014 20:55,2,CnC.Win32.Generic
1hfyumc1tp8nrme9dy8613rzv2m.org,11.08.2014 21:04,2,CnC.Win32.Generic
1kesrhh1nradeiq2p90me8u2wy.org,29.07.2014 15:45,2,CnC.Win32.Generic
18mtthp1azxs0p1kueit11orkkca.org,11.08.2014 14:19,2,CnC.Win32.Generic
95fcff0a1c11h.net,06.06.2017 02:36,2,Trojan-Spy.Win32.Panda
95c52fd9fe54.net,24.03.2017 08:44,2,Trojan-Spy.Win32.Panda
rasfheka.com,21.09.2016 14:26,2,Trojan-Banker.Win32.Gootkit
onetimeoffer.org,16.03.2015 04:14,2,Trojan-Spy.Win32.Zbot
cnetblog.net,14.01.2015 02:54,2,Trojan-Downloader.Win32.Andromeda
7956aa787054.net,18.05.2017 05:11,2,Trojan-Spy.Win32.Panda
718c37ec6311h.net,07.12.2016 20:58,2,Trojan-Spy.Win32.Panda
71089f4ea654.net,09.06.2017 01:43,2,Trojan-Spy.Win32.Panda
7092c3f1f954.net,27.04.2017 19:49,2,Trojan-Spy.Win32.Panda
7084a014cf54.net,20.06.2017 22:14,2,Trojan-Spy.Win32.Panda
fagia.ro,29.05.2017 19:58,2,Trojan.Win32.Agent
ptovulebcdyq.com,12.08.2015 00:56,2,Trojan-Banker.Win32.Tinba
smartnewup.com,20.11.2014 15:40,2,CnC.Win32.Generic
humanitas-gbr.de,06.03.2017 06:59,2,CnC.Win32.Generic
rocketcomercial.info,13.03.2014 15:40,2,CnC.Win32.Generic
3680e00413d4.com,01.03.2017 13:28,2,Trojan-Spy.Win32.Panda
36482fe78fd4.com,06.05.2017 03:58,2,Trojan-Spy.Win32.Panda
35c8ba600dd4.com,13.03.2017 10:59,2,Trojan-Spy.Win32.Panda
34bfd288d4d4.com,06.05.2017 03:59,2,Trojan-Spy.Win32.Panda
34fe9b6442d4.com,06.05.2017 03:58,2,Trojan-Spy.Win32.Panda
cd3aa6ce4754.net,20.06.2017 10:27,2,Trojan-Spy.Win32.Panda
cd3b6b91d011h.net,21.05.2017 02:35,2,Trojan-Spy.Win32.Panda
cd06a2aea811h.net,23.05.2017 02:37,2,Trojan-Spy.Win32.Panda
cd140d3fa211h.net,28.04.2017 02:28,2,Trojan-Spy.Win32.Panda
hesuldkedhin.com,17.11.2016 17:29,2,CnC.Win32.Generic
mugoocup.net,29.09.2015 11:47,2,Trojan-Banker.Win32.Neverquest
majorsot11.com,23.06.2017 09:45,2,Trojan-Spy.Win32.Panda
prince-of-persia24.ru,03.06.2016 03:08,2,Backdoor.Win32.Mokes
antalyaotelleri1.com,10.05.2017 09:44,2,Trojan-PSW.Win32.Fareit
tradehome.biz,29.01.2014 13:14,2,CnC.Win32.Generic
mydear.name,27.02.2015 03:49,2,Backdoor.Win32.Hlux
pakedete.top,26.06.2017 14:23,2,Trojan-PSW.Win32.Coins
mendeleev.biz,29.12.2014 19:30,2,CnC.Win32.Generic
eglenticafe.com,15.04.2015 06:21,2,Trojan-Spy.Win32.Zbot
lg82n82g.ru,17.11.2016 16:29,2,CnC.Win32.Generic
nurtomic.info,28.05.2015 15:33,2,Trojan-Downloader.Win32.Andromeda
avast-mail-security.download,20.10.2016 11:08,2,Trojan-PSW.Win32.Fareit
highsubject.net,17.06.2015 17:45,2,Trojan-Banker.Win32.Neverquest
dabeatdjservice.com,24.07.2015 13:16,2,Trojan.Win32.Neurevt
ibcbbgggowdg.info,02.06.2017 09:24,2,Trojan-Banker.Win32.Tinba
chuloworks.org,21.03.2017 16:54,2,Backdoor.Win32.Androm
diamond-rugs.com,06.05.2015 18:18,2,Trojan-Spy.Win32.Zbot
workreunion.com,23.09.2015 19:54,2,CnC.Win32.Generic
vrotkompot.com,21.05.2016 01:22,2,Trojan-Banker.Win32.Gootkit
cassandrachristison.net,01.07.2017 11:41,2,Trojan.Win32.Bayrob
shipedtoyou.com,16.08.2015 17:15,2,Trojan-Ransom.Win32.Cryptodef
enyinnaerengwa.com,09.09.2015 17:20,2,Trojan-Ransom.Win32.Cryptodef
support4all.biz,07.02.2014 08:29,2,CnC.Win32.Generic
howlongdoescocainestayinyoursystem.org,21.09.2015 23:46,2,Trojan-Ransom.Win32.Cryptodef
bastebirk.com,19.10.2016 15:05,2,Trojan-Banker.AndroidOS.Marcher
350pingtai.net,03.04.2017 03:11,2,Trojan.Win32.Inject
foundersomaha.net,04.09.2015 18:56,2,Trojan-Ransom.Win32.Cryptodef
forestpuul.info,21.03.2017 14:24,2,Trojan-Spy.Win32.Panda
sunopticzeis.com,09.04.2017 03:31,2,Trojan-Banker.Win32.Gootkit
apex-upominki.pl,03.04.2017 00:34,2,Trojan.Win32.Fsysna
finstiu.com,28.08.2015 05:51,2,Trojan-Banker.Win32.Neverquest
coffeinoffice.xyz,27.06.2017 10:11,2,Backdoor.Win32.Androm
concernedplanet.com,09.07.2015 02:10,2,Trojan-Downloader.Win32.Agent
dcsgnjchistd.com,10.05.2015 21:15,2,Trojan-Banker.Win32.Tinba
relsproducciones.com,24.05.2017 05:27,2,Trojan-PSW.Win32.Fareit
hristodimitrov.net,13.04.2017 02:15,2,Trojan.Win32.Fsysna
ecofriendster.com,20.06.2017 05:26,2,Backdoor.Win32.DarkKomet
dnshkjasdns31423.com,03.12.2014 21:21,2,Trojan-Downloader.Win32.Andromeda
baleareson.net,25.11.2014 09:18,2,Trojan-Spy.Win32.Zbot
rototmidi.com,27.06.2017 15:57,2,Trojan-PSW.Win32.Fareit
memcda.net,11.06.2015 17:41,2,Trojan-Banker.Win32.Neverquest
brewbox3d.com,21.09.2015 11:47,2,Trojan-Spy.Win32.Zbot
satellitesavvy.org,25.03.2015 05:47,2,Backdoor.Win32.Konus
woningcuracao.info,21.06.2015 15:32,2,Trojan-Ransom.Win32.Cryptodef
southglobal.biz,23.03.2016 10:40,2,Trojan-PSW.Win32.Fareit
1dd3788ee2d4.com,22.05.2017 23:56,2,Trojan-Spy.Win32.Panda
ap4kv9.com,04.12.2015 12:27,2,Worm.Win32.Ngrbot
hccruisers.com,19.06.2017 07:27,2,Trojan-PSW.MSIL.Chisburg
mytechnologyis.com,30.09.2015 09:42,2,Trojan-Banker.Win32.Neverquest
sarlncha.com,19.09.2016 16:56,2,Trojan-Banker.Win32.Gootkit
hidroatacama.cl,16.12.2014 12:31,2,Trojan-Spy.Win32.Zbot
ithinkmexico.com,13.08.2015 03:50,2,Trojan.Win32.Neurevt
nicecoin.net,19.11.2014 22:28,2,Backdoor.Win32.Konus
newel.se,25.05.2017 11:46,2,Backdoor.Linux.Mirai
nanaimowebsites.com,10.05.2015 02:43,2,Trojan.Win32.Neurevt
fenixfotovideo.com,16.09.2015 21:56,2,Trojan-Spy.Win32.Zbot
saigonharbor.net,22.02.2017 17:00,2,Trojan-Spy.Win32.Zbot
taiwanphotoart.org,24.03.2017 15:55,2,Trojan-PSW.Win32.Fareit
os67521.com,04.12.2015 11:57,2,Worm.Win32.Ngrbot
ohxaigtix.net,07.04.2017 05:01,2,CnC.Win32.Generic
