"tag","name","url","mitre-tactics","framework","description","detection","platforms","data-sources"
"T1055.003","Thread Execution Hijacking","https://attack.mitre.org/techniques/T1055/003","TA0005|TA0004","att&ck","Adversaries may inject malicious code into hijacked processes in order to evade process-based defenses as well as possibly elevate privileges. Thread Execution Hijacking is a method of executing arbitrary code in the address space of a separate live process.","Monitoring Windows API calls indicative of the various types of code injection may generate a significant amount of data and may not be directly useful for defense unless collected under specific circumstances for known bad sequences of calls, since benign use of API functions may be common and difficult to distinguish from malicious behavior. Windows API calls such as `CreateRemoteThread`, `SuspendThread`/`SetThreadContext`/`ResumeThread`, and those that can be used to modify memory within another process, such as `VirtualAllocEx`/`WriteProcessMemory`, may be used for this technique.(Citation: Elastic Process Injection July 2017)","Windows","Process: OS API Execution|Process: Process Modification|Process: Process Access"
"T1055.004","Asynchronous Procedure Call","https://attack.mitre.org/techniques/T1055/004","TA0005|TA0004","att&ck","Adversaries may inject malicious code into processes via the asynchronous procedure call (APC) queue in order to evade process-based defenses as well as possibly elevate privileges. APC injection is a method of executing arbitrary code in the address space of a separate live process.","Monitoring Windows API calls indicative of the various types of code injection may generate a significant amount of data and may not be directly useful for defense unless collected under specific circumstances for known bad sequences of calls, since benign use of API functions may be common and difficult to distinguish from malicious behavior. Windows API calls such as `SuspendThread`/`SetThreadContext`/`ResumeThread`, `QueueUserAPC`/`NtQueueApcThread`, and those that can be used to modify memory within another process, such as `VirtualAllocEx`/`WriteProcessMemory`, may be used for this technique.(Citation: Elastic Process Injection July 2017)","Windows","Process: Process Access|Process: Process Modification|Process: OS API Execution"
"T1055.005","Thread Local Storage","https://attack.mitre.org/techniques/T1055/005","TA0005|TA0004","att&ck","Adversaries may inject malicious code into processes via thread local storage (TLS) callbacks in order to evade process-based defenses as well as possibly elevate privileges. TLS callback injection is a method of executing arbitrary code in the address space of a separate live process.","Monitoring Windows API calls indicative of the various types of code injection may generate a significant amount of data and may not be directly useful for defense unless collected under specific circumstances for known bad sequences of calls, since benign use of API functions may be common and difficult to distinguish from malicious behavior. Windows API calls such as `CreateRemoteThread`, `SuspendThread`/`SetThreadContext`/`ResumeThread`, and those that can be used to modify memory within another process, such as `VirtualAllocEx`/`WriteProcessMemory`, may be used for this technique.(Citation: Elastic Process Injection July 2017)","Windows","Process: Process Modification|Process: Process Access|Process: OS API Execution"
"T1055.008","Ptrace System Calls","https://attack.mitre.org/techniques/T1055/008","TA0005|TA0004","att&ck","Adversaries may inject malicious code into processes via ptrace (process trace) system calls in order to evade process-based defenses as well as possibly elevate privileges. Ptrace system call injection is a method of executing arbitrary code in the address space of a separate live process.","Monitoring for Linux specific calls such as the ptrace system call should not generate large amounts of data due to their specialized nature, and can be a very effective method to detect some of the common process injection methods.(Citation: ArtOfMemoryForensics)  (Citation: GNU Acct)  (Citation: RHEL auditd)  (Citation: Chokepoint preload rootkits)","Linux","Process: Process Modification|Process: Process Access|Process: OS API Execution"
"T1055.009","Proc Memory","https://attack.mitre.org/techniques/T1055/009","TA0005|TA0004","att&ck","Adversaries may inject malicious code into processes via the /proc filesystem in order to evade process-based defenses as well as possibly elevate privileges. Proc memory injection is a method of executing arbitrary code in the address space of a separate live process.","File system monitoring can determine if /proc files are being modified. Users should not have permission to modify these in most cases.","Linux","File: File Modification"
"T1055.011","Extra Window Memory Injection","https://attack.mitre.org/techniques/T1055/011","TA0005|TA0004","att&ck","Adversaries may inject malicious code into process via Extra Window Memory (EWM) in order to evade process-based defenses as well as possibly elevate privileges. EWM injection is a method of executing arbitrary code in the address space of a separate live process.","Monitor for API calls related to enumerating and manipulating EWM such as GetWindowLong (Citation: Microsoft GetWindowLong function) and SetWindowLong (Citation: Microsoft SetWindowLong function). Malware associated with this technique have also used SendNotifyMessage (Citation: Microsoft SendNotifyMessage function) to trigger the associated window procedure and eventual malicious injection. (Citation: Elastic Process Injection July 2017)","Windows","Process: OS API Execution"
"T1055.012","Process Hollowing","https://attack.mitre.org/techniques/T1055/012","TA0005|TA0004","att&ck","Adversaries may inject malicious code into suspended and hollowed processes in order to evade process-based defenses. Process hollowing is a method of executing arbitrary code in the address space of a separate live process.","Monitoring Windows API calls indicative of the various types of code injection may generate a significant amount of data and may not be directly useful for defense unless collected under specific circumstances for known bad sequences of calls, since benign use of API functions may be common and difficult to distinguish from malicious behavior. Windows API calls such as `CreateRemoteThread`, `SuspendThread`/`SetThreadContext`/`ResumeThread`, and those that can be used to modify memory within another process, such as `VirtualAllocEx`/`WriteProcessMemory`, may be used for this technique.(Citation: Elastic Process Injection July 2017)","Windows","Process: Process Access|Process: OS API Execution|Process: Process Modification"
"T1055.013","Process Doppelgänging","https://attack.mitre.org/techniques/T1055/013","TA0005|TA0004","att&ck","Adversaries may inject malicious code into process via process doppelgänging in order to evade process-based defenses as well as possibly elevate privileges. Process doppelgänging is a method of executing arbitrary code in the address space of a separate live process.","Monitor and analyze calls to `CreateTransaction`, `CreateFileTransacted`, `RollbackTransaction`, and other rarely used functions indicative of TxF activity. Process Doppelgänging also invokes an outdated and undocumented implementation of the Windows process loader via calls to `NtCreateProcessEx` and `NtCreateThreadEx` as well as API calls used to modify memory within another process, such as `WriteProcessMemory`. (Citation: BlackHat Process Doppelgänging Dec 2017) (Citation: hasherezade Process Doppelgänging Dec 2017)","Windows","File: File Metadata|Process: OS API Execution"
"T1055.014","VDSO Hijacking","https://attack.mitre.org/techniques/T1055/014","TA0005|TA0004","att&ck","Adversaries may inject malicious code into processes via VDSO hijacking in order to evade process-based defenses as well as possibly elevate privileges. Virtual dynamic shared object (vdso) hijacking is a method of executing arbitrary code in the address space of a separate live process.","Monitor for malicious usage of system calls, such as ptrace and mmap, that can be used to attach to, manipulate memory, then redirect a processes' execution path. Monitoring for Linux specific calls such as the ptrace system call should not generate large amounts of data due to their specialized nature, and can be a very effective method to detect some of the common process injection methods.(Citation: ArtOfMemoryForensics)(Citation: GNU Acct)(Citation: RHEL auditd)(Citation: Chokepoint preload rootkits)","Linux","Process: OS API Execution|Module: Module Load"
"T1055.015","ListPlanting","https://attack.mitre.org/techniques/T1055/015","TA0005|TA0004","att&ck","Adversaries may abuse list-view controls to inject malicious code into hijacked processes in order to evade process-based defenses as well as possibly elevate privileges. ListPlanting is a method of executing arbitrary code in the address space of a separate live process. Code executed via ListPlanting may also evade detection from security products since the execution is masked under a legitimate process.","Monitoring Windows API calls indicative of the various types of code injection may generate a significant amount of data and may not be directly useful for defense unless collected under specific circumstances for known bad sequences of calls, since benign use of API functions may be common and difficult to distinguish from malicious behavior. Windows API calls such as `FindWindow`, `FindWindowEx`, `EnumWindows`, `EnumChildWindows`, and those that can be used to modify memory within another process, such as `VirtualAllocEx`/`WriteProcessMemory`, may be abused for this technique.","Windows","Process: Process Modification|Process: OS API Execution"
"T1056","Input Capture","https://attack.mitre.org/techniques/T1056","TA0009|TA0006","att&ck","Adversaries may use methods of capturing user input to obtain credentials or collect information. During normal system usage, users often provide credentials to various different locations, such as login pages/portals or system dialog boxes. Input capture mechanisms may be transparent to the user (e.g. [Credential API Hooking](T1056.004)) or rely on deceiving the user into providing input into what they believe to be a genuine service (e.g. [Web Portal Capture](T1056.003)).","Detection may vary depending on how input is captured but may include monitoring for certain Windows API calls (e.g. `SetWindowsHook`, `GetKeyState`, and `GetAsyncKeyState`)(Citation: Adventures of a Keystroke), monitoring for malicious instances of [Command and Scripting Interpreter](T1059), and ensuring no unauthorized drivers or kernel modules that could indicate keylogging or API hooking are present.","Linux|macOS|Windows|Network","File: File Modification|Process: Process Creation|Process: OS API Execution|Windows Registry: Windows Registry Key Modification|Process: Process Metadata|Driver: Driver Load"
"T1056.001","Keylogging","https://attack.mitre.org/techniques/T1056/001","TA0009|TA0006","att&ck","Adversaries may log user keystrokes to intercept credentials as the user types them. Keylogging is likely to be used to acquire credentials for new access opportunities when [OS Credential Dumping](T1003) efforts are not effective, and may require an adversary to intercept keystrokes on a system for a substantial period of time before credentials can be successfully captured.","Keyloggers may take many forms, possibly involving modification to the Registry and installation of a driver, setting a hook, or polling to intercept keystrokes. Commonly used API calls include `SetWindowsHook`, `GetKeyState`, and `GetAsyncKeyState`.(Citation: Adventures of a Keystroke) Monitor the Registry and file system for such changes, monitor driver installs, and look for common keylogging API calls. API calls alone are not an indicator of keylogging, but may provide behavioral data that is useful when combined with other information such as new files written to disk and unusual processes.","Windows|macOS|Linux|Network","Process: OS API Execution|Driver: Driver Load|Windows Registry: Windows Registry Key Modification"
"T1056.002","GUI Input Capture","https://attack.mitre.org/techniques/T1056/002","TA0009|TA0006","att&ck","Adversaries may mimic common operating system GUI components to prompt users for credentials with a seemingly legitimate prompt. When programs are executed that need additional privileges than are present in the current user context, it is common for the operating system to prompt the user for proper credentials to authorize the elevated privileges for the task (ex: [Bypass User Account Control](T1548.002)).","Monitor process execution for unusual programs as well as malicious instances of [Command and Scripting Interpreter](T1059) that could be used to prompt users for credentials. For example, command/script history including abnormal parameters (such as requests for credentials and/or strings related to creating password prompts) may be malicious.(Citation: Spoofing credential dialogs)","macOS|Windows|Linux","Command: Command Execution|Process: Process Creation|Script: Script Execution"
"T1056.003","Web Portal Capture","https://attack.mitre.org/techniques/T1056/003","TA0009|TA0006","att&ck","Adversaries may install code on externally facing portals, such as a VPN login page, to capture and transmit credentials of users who attempt to log into the service. For example, a compromised login page may log provided user credentials before logging the user in to the service.","File monitoring may be used to detect changes to files in the Web directory for organization login pages that do not match with authorized updates to the Web server's content.","Linux|macOS|Windows","File: File Modification"
"T1056.004","Credential API Hooking","https://attack.mitre.org/techniques/T1056/004","TA0009|TA0006","att&ck","Adversaries may hook into Windows application programming interface (API) functions to collect user credentials. Malicious hooking mechanisms may capture API calls that include parameters that reveal user authentication credentials.(Citation: Microsoft TrojanSpy:Win32/Ursnif.gen!I Sept 2017) Unlike [Keylogging](T1056.001),  this technique focuses specifically on API functions that include parameters that reveal user credentials. Hooking involves redirecting calls to these functions and can be implemented via:","Monitor for calls to the `SetWindowsHookEx` and `SetWinEventHook` functions, which install a hook procedure.(Citation: Microsoft Hook Overview)(Citation: Volatility Detecting Hooks Sept 2012) Also consider analyzing hook chains (which hold pointers to hook procedures for each type of hook) using tools(Citation: Volatility Detecting Hooks Sept 2012)(Citation: PreKageo Winhook Jul 2011)(Citation: Jay GetHooks Sept 2011) or by programmatically examining internal kernel structures.(Citation: Zairon Hooking Dec 2006)(Citation: EyeofRa Detecting Hooking June 2017)","Windows","Process: OS API Execution|Process: Process Metadata"
"T1057","Process Discovery","https://attack.mitre.org/techniques/T1057","TA0007","att&ck","Adversaries may attempt to get information about running processes on a system. Information obtained could be used to gain an understanding of common software/applications running on systems within the network. Adversaries may use the information from [Process Discovery](T1057) during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.","System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.","Linux|macOS|Windows","Process: OS API Execution|Command: Command Execution|Process: Process Creation"
"T1059","Command and Scripting Interpreter","https://attack.mitre.org/techniques/T1059","TA0002","att&ck","Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries. These interfaces and languages provide ways of interacting with computer systems and are a common feature across many different platforms. Most systems come with some built-in command-line interface and scripting capabilities, for example, macOS and Linux distributions include some flavor of [Unix Shell](T1059.004) while Windows installations include the [Windows Command Shell](T1059.003) and [PowerShell](T1059.001).","Command-line and scripting activities can be captured through proper logging of process execution with command-line arguments. This information can be useful in gaining additional insight to adversaries' actions through how they use native processes or custom tools. Also monitor for loading of modules associated with specific languages.","Linux|macOS|Windows|Network","Process: Process Creation|Module: Module Load|Process: Process Metadata|Script: Script Execution|Command: Command Execution"
"T1059.001","PowerShell","https://attack.mitre.org/techniques/T1059/001","TA0002","att&ck","Adversaries may abuse PowerShell commands and scripts for execution. PowerShell is a powerful interactive command-line interface and scripting environment included in the Windows operating system.(Citation: TechNet PowerShell) Adversaries can use PowerShell to perform a number of actions, including discovery of information and execution of code. Examples include the `Start-Process` cmdlet which can be used to run an executable and the `Invoke-Command` cmdlet which runs a command locally or on a remote computer (though administrator permissions are required to use PowerShell to connect to remote systems).","If proper execution policy is set, adversaries will likely be able to define their own execution policy if they obtain administrator or system access, either through the Registry or at the command line. This change in policy on a system may be a way to detect malicious use of PowerShell. If PowerShell is not used in an environment, then simply looking for PowerShell execution may detect malicious activity.","Windows","Script: Script Execution|Command: Command Execution|Process: Process Metadata|Process: Process Creation|Module: Module Load"
"T1059.002","AppleScript","https://attack.mitre.org/techniques/T1059/002","TA0002","att&ck","Adversaries may abuse AppleScript for execution. AppleScript is a macOS scripting language designed to control applications and parts of the OS via inter-application messages called AppleEvents.(Citation: Apple AppleScript) These AppleEvent messages can be sent independently or easily scripted with AppleScript. These events can locate open windows, send keystrokes, and interact with almost any open application locally or remotely.","Monitor for execution of AppleScript through `osascript` and usage of the `NSAppleScript` and `OSAScript` APIs that may be related to other suspicious behavior occurring on the system. Scripts are likely to perform actions with various effects on a system that may generate events, depending on the types of monitoring used. Monitor processes and command-line arguments for script execution and subsequent behavior. Actions may be related to network and system information [Discovery](TA0007), [Collection](TA0009), or other scriptable post-compromise behaviors and could be used as indicators of detection leading back to the source script.","macOS","Command: Command Execution|Process: Process Creation|Process: OS API Execution"
"T1059.003","Windows Command Shell","https://attack.mitre.org/techniques/T1059/003","TA0002","att&ck","Adversaries may abuse the Windows command shell for execution. The Windows command shell ([cmd](S0106)) is the primary command prompt on Windows systems. The Windows command prompt can be used to control almost any aspect of a system, with various permission levels required for different subsets of commands. The command prompt can be invoked remotely via [Remote Services](T1021) such as [SSH](T1021.004).(Citation: SSH in Windows)","Usage of the Windows command shell may be common on administrator, developer, or power user systems depending on job function. If scripting is restricted for normal users, then any attempt to enable scripts running on a system would be considered suspicious. If scripts are not commonly used on a system, but enabled, scripts running out of cycle from patching or other administrator functions are suspicious. Scripts should be captured from the file system when possible to determine their actions and intent.","Windows","Process: Process Creation|Command: Command Execution"
"T1059.004","Unix Shell","https://attack.mitre.org/techniques/T1059/004","TA0002","att&ck","Adversaries may abuse Unix shell commands and scripts for execution. Unix shells are the primary command prompt on Linux and macOS systems, though many variations of the Unix shell exist (e.g. sh, bash, zsh, etc.) depending on the specific OS or distribution.(Citation: DieNet Bash)(Citation: Apple ZShell) Unix shells can control every aspect of a system, with certain commands requiring elevated privileges.","Unix shell usage may be common on administrator, developer, or power user systems, depending on job function. If scripting is restricted for normal users, then any attempt to enable scripts running on a system would be considered suspicious. If scripts are not commonly used on a system, but enabled, scripts running out of cycle from patching or other administrator functions are suspicious. Scripts should be captured from the file system when possible to determine their actions and intent.","macOS|Linux","Process: Process Creation|Command: Command Execution"
"T1059.005","Visual Basic","https://attack.mitre.org/techniques/T1059/005","TA0002","att&ck","Adversaries may abuse Visual Basic (VB) for execution. VB is a programming language created by Microsoft with interoperability with many Windows technologies such as [Component Object Model](T1559.001) and the [Native API](T1106) through the Windows API. Although tagged as legacy with no planned future evolutions, VB is integrated and supported in the .NET Framework and cross-platform .NET Core.(Citation: VB .NET Mar 2020)(Citation: VB Microsoft)","Monitor for events associated with VB execution, such as Office applications spawning processes, usage of the Windows Script Host (typically cscript.exe or wscript.exe), file activity involving VB payloads or scripts, or loading of modules associated with VB languages (ex: vbscript.dll). VB execution is likely to perform actions with various effects on a system that may generate events, depending on the types of monitoring used. Monitor processes and command-line arguments for execution and subsequent behavior. Actions may be related to network and system information [Discovery](TA0007), [Collection](TA0009), or other programable post-compromise behaviors and could be used as indicators of detection leading back to the source.","Windows|macOS|Linux","Process: Process Creation|Module: Module Load|Script: Script Execution|Command: Command Execution"
"T1059.006","Python","https://attack.mitre.org/techniques/T1059/006","TA0002","att&ck","Adversaries may abuse Python commands and scripts for execution. Python is a very popular scripting/programming language, with capabilities to perform many functions. Python can be executed interactively from the command-line (via the `python.exe` interpreter) or via scripts (.py) that can be written and distributed to different systems. Python code can also be compiled into binary executables.","Monitor systems for abnormal Python usage and python.exe behavior, which could be an indicator of malicious activity. Understanding standard usage patterns is important to avoid a high number of false positives. If scripting is restricted for normal users, then any attempts to enable scripts running on a system would be considered suspicious. If scripts are not commonly used on a system, but enabled, scripts running out of cycle from patching or other administrator functions are suspicious. Scripts should be captured from the file system when possible to determine their actions and intent.","Linux|Windows|macOS","Process: Process Creation|Command: Command Execution"
"T1059.007","JavaScript","https://attack.mitre.org/techniques/T1059/007","TA0002","att&ck","Adversaries may abuse various implementations of JavaScript for execution. JavaScript (JS) is a platform-independent scripting language (compiled just-in-time at runtime) commonly associated with scripts in webpages, though JS can be executed in runtime environments outside the browser.(Citation: NodeJS)","Monitor for events associated with scripting execution, such as process activity, usage of the Windows Script Host (typically cscript.exe or wscript.exe), file activity involving scripts, or loading of modules associated with scripting languages (ex: JScript.dll). Scripting execution is likely to perform actions with various effects on a system that may generate events, depending on the types of monitoring used. Monitor processes and command-line arguments for execution and subsequent behavior. Actions may be related to network and system information [Discovery](TA0007), [Collection](TA0009), or other programmable post-compromise behaviors and could be used as indicators of detection leading back to the source.","Windows|macOS|Linux","Process: Process Creation|Script: Script Execution|Command: Command Execution|Module: Module Load"
"T1059.008","Network Device CLI","https://attack.mitre.org/techniques/T1059/008","TA0002","att&ck","Adversaries may abuse scripting or built-in command line interpreters (CLI) on network devices to execute malicious command and payloads. The CLI is the primary means through which users and administrators interact with the device in order to view system information, modify device operations, or perform diagnostic and administrative functions. CLIs typically contain various permission levels required for different commands.","Consider reviewing command history in either the console or as part of the running memory to determine if unauthorized or suspicious commands were used to modify device configuration.(Citation: Cisco IOS Software Integrity Assurance - Command History)","Network","Command: Command Execution"
"T1068","Exploitation for Privilege Escalation","https://attack.mitre.org/techniques/T1068","TA0004","att&ck","Adversaries may exploit software vulnerabilities in an attempt to elevate privileges. Exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in a program, service, or within the operating system software or kernel itself to execute adversary-controlled code. Security constructs such as permission levels will often hinder access to information and use of certain techniques, so adversaries will likely need to perform privilege escalation to include use of software exploitation to circumvent those restrictions.","Detecting software exploitation may be difficult depending on the tools available. Software exploits may not always succeed or may cause the exploited process to become unstable or crash. Also look for behavior on the endpoint system that might indicate successful compromise, such as abnormal behavior of the processes. This could include suspicious files written to disk, evidence of [Process Injection](T1055) for attempts to hide execution or evidence of Discovery. Consider monitoring for the presence or loading (ex: Sysmon Event ID 6) of known vulnerable drivers that adversaries may drop and exploit to execute code in kernel mode.(Citation: Microsoft Driver Block Rules)","Linux|macOS|Windows|Containers","Driver: Driver Load|Process: Process Creation"
"T1069","Permission Groups Discovery","https://attack.mitre.org/techniques/T1069","TA0007","att&ck","Adversaries may attempt to find group and permission settings. This information can help adversaries determine which user accounts and groups are available, the membership of users in particular groups, and which users and groups have elevated permissions.","System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.","Windows|Azure AD|Office 365|SaaS|IaaS|Linux|macOS|Google Workspace|Containers","Group: Group Enumeration|Application Log: Application Log Content|Process: Process Creation|Group: Group Metadata|Command: Command Execution"
"T1069.001","Local Groups","https://attack.mitre.org/techniques/T1069/001","TA0007","att&ck","Adversaries may attempt to find local system groups and permission settings. The knowledge of local system permission groups can help adversaries determine which groups exist and which users belong to a particular group. Adversaries may use this information to determine which users have elevated permissions, such as the users found within the local administrators group.","System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.","Linux|macOS|Windows","Group: Group Enumeration|Command: Command Execution|Process: OS API Execution|Process: Process Creation"
"T1069.002","Domain Groups","https://attack.mitre.org/techniques/T1069/002","TA0007","att&ck","Adversaries may attempt to find domain-level groups and permission settings. The knowledge of domain-level permission groups can help adversaries determine which groups exist and which users belong to a particular group. Adversaries may use this information to determine which users have elevated permissions, such as domain administrators.","System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.","Linux|macOS|Windows","Process: OS API Execution|Group: Group Enumeration|Process: Process Creation|Command: Command Execution"
"T1069.003","Cloud Groups","https://attack.mitre.org/techniques/T1069/003","TA0007","att&ck","Adversaries may attempt to find cloud groups and permission settings. The knowledge of cloud permission groups can help adversaries determine the particular roles of users and groups within an environment, as well as which users are associated with a particular group.","System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.","Azure AD|Office 365|SaaS|IaaS|Google Workspace","Group: Group Enumeration|Process: Process Creation|Command: Command Execution|Group: Group Metadata|Application Log: Application Log Content"
"T1070","Indicator Removal","https://attack.mitre.org/techniques/T1070","TA0005","att&ck","Adversaries may delete or modify artifacts generated within systems to remove evidence of their presence or hinder defenses. Various artifacts may be created by an adversary or something that can be attributed to an adversary’s actions. Typically these artifacts are used as defensive indicators related to monitored events, such as strings from downloaded files, logs that are generated from user actions, and other data analyzed by defenders. Location, format, and type of artifact (such as command or login history) are often specific to each platform.","File system monitoring may be used to detect improper deletion or modification of indicator files.  Events not stored on the file system may require different detection mechanisms.","Linux|macOS|Windows|Containers|Network|Office 365|Google Workspace","Process: OS API Execution|Network Traffic: Network Traffic Content|File: File Modification|File: File Deletion|Command: Command Execution|Windows Registry: Windows Registry Key Modification|File: File Metadata|Firewall: Firewall Rule Modification|Scheduled Job: Scheduled Job Modification|Process: Process Creation|Windows Registry: Windows Registry Key Deletion|User Account: User Account Authentication"
"T1070.001","Clear Windows Event Logs","https://attack.mitre.org/techniques/T1070/001","TA0005","att&ck","Adversaries may clear Windows Event Logs to hide the activity of an intrusion. Windows Event Logs are a record of a computer's alerts and notifications. There are three system-defined sources of events: System, Application, and Security, with five event types: Error, Warning, Information, Success Audit, and Failure Audit.","Deleting Windows event logs (via native binaries (Citation: Microsoft wevtutil Oct 2017), API functions (Citation: Microsoft EventLog.Clear), or [PowerShell](T1059.001) (Citation: Microsoft Clear-EventLog)) may also generate an alterable event (Event ID 1102: ""The audit log was cleared"").","Windows","Process: OS API Execution|File: File Deletion|Command: Command Execution"
"T1070.002","Clear Linux or Mac System Logs","https://attack.mitre.org/techniques/T1070/002","TA0005","att&ck","Adversaries may clear system logs to hide evidence of an intrusion. macOS and Linux both keep track of system or user-initiated actions via system logs. The majority of native system logging is stored under the `/var/log/` directory. Subfolders in this directory categorize logs by their related functions, such as:(Citation: Linux Logs)","File system monitoring may be used to detect improper deletion or modification of indicator files. Also monitor for suspicious processes interacting with log files.","Linux|macOS","File: File Deletion|Command: Command Execution|File: File Modification"
"T1070.003","Clear Command History","https://attack.mitre.org/techniques/T1070/003","TA0005","att&ck","In addition to clearing system logs, an adversary may clear the command history of a compromised account to conceal the actions undertaken during an intrusion. Various command interpreters keep track of the commands users type in their terminal so that users can retrace what they've done.","User authentication, especially via remote terminal services like SSH, without new entries in that user's `~/.bash_history` is suspicious. Additionally, the removal/clearing of the `~/.bash_history` file can be an indicator of suspicious activity.","Linux|macOS|Windows|Network","File: File Modification|File: File Deletion|User Account: User Account Authentication|Command: Command Execution"
"T1070.004","File Deletion","https://attack.mitre.org/techniques/T1070/004","TA0005","att&ck","Adversaries may delete files left behind by the actions of their intrusion activity. Malware, tools, or other non-native files dropped or created on a system by an adversary (ex: [Ingress Tool Transfer](T1105)) may leave traces to indicate to what was done within a network and how. Removal of these files can occur during an intrusion, or as part of a post-intrusion process to minimize the adversary's footprint.","It may be uncommon for events related to benign command-line functions such as DEL or third-party utilities or tools to be found in an environment, depending on the user base and how systems are typically used. Monitoring for command-line deletion functions to correlate with binaries or other files that an adversary may drop and remove may lead to detection of malicious activity. Another good practice is monitoring for known deletion and secure deletion tools that are not already on systems within an enterprise network that an adversary could introduce. Some monitoring tools may collect command-line arguments, but may not capture DEL commands since DEL is a native function within cmd.exe.","Linux|macOS|Windows","Command: Command Execution|File: File Deletion"
"T1070.005","Network Share Connection Removal","https://attack.mitre.org/techniques/T1070/005","TA0005","att&ck","Adversaries may remove share connections that are no longer useful in order to clean up traces of their operation. Windows shared drive and [SMB/Windows Admin Shares](T1021.002) connections can be removed when no longer needed. [Net](S0039) is an example utility that can be used to remove network share connections with the `net use \\system\share /delete` command. (Citation: Technet Net Use)","Network share connections may be common depending on how an network environment is used. Monitor command-line invocation of `net use` commands associated with establishing and removing remote shares over SMB, including following best practices for detection of [Windows Admin Shares](T1077). SMB traffic between systems may also be captured and decoded to look for related network share session and file transfer activity. Windows authentication logs are also useful in determining when authenticated network shares are established and by which account, and can be used to correlate network share activity to other events to investigate potentially malicious activity.","Windows","Process: Process Creation|Command: Command Execution|Network Traffic: Network Traffic Content|User Account: User Account Authentication"
"T1070.006","Timestomp","https://attack.mitre.org/techniques/T1070/006","TA0005","att&ck","Adversaries may modify file time attributes to hide new or changes to existing files. Timestomping is a technique that modifies the timestamps of a file (the modify, access, create, and change times), often to mimic files that are in the same folder. This is done, for example, on files that have been modified or created by the adversary so that they do not appear conspicuous to forensic investigators or file analysis tools.","Forensic techniques exist to detect aspects of files that have had their timestamps modified. (Citation: WindowsIR Anti-Forensic Techniques) It may be possible to detect timestomping using file modification monitoring that collects information on file handle opens and can compare timestamp values.","Linux|macOS|Windows","File: File Modification|File: File Metadata"
"T1070.007","Clear Network Connection History and Configurations","https://attack.mitre.org/techniques/T1070/007","TA0005","att&ck","Adversaries may clear or remove evidence of malicious network connections in order to clean up traces of their operations. Configuration settings as well as various artifacts that highlight connection history may be created on a system from behaviors that require network connections, such as [Remote Services](T1021) or [External Remote Services](T1133). Defenders may use these artifacts to monitor or otherwise analyze network connections created by adversaries.","","Linux|macOS|Windows|Network","Process: Process Creation|File: File Modification|Windows Registry: Windows Registry Key Modification|Command: Command Execution|Firewall: Firewall Rule Modification"
"T1070.008","Clear Mailbox Data","https://attack.mitre.org/techniques/T1070/008","TA0005","att&ck","Adversaries may modify mail application data to remove evidence of their activity. Email applications allow users and other programs to export and delete mailbox data via command line tools or use of APIs. Mail application data can be emails or logs generated by the application or operating system, such as export requests.","","Linux|macOS|Windows|Office 365|Google Workspace","Command: Command Execution|Process: Process Creation|File: File Modification|File: File Deletion"
"T1070.009","Clear Persistence","https://attack.mitre.org/techniques/T1070/009","TA0005","att&ck","Adversaries may clear artifacts associated with previously established persistence on a host system to remove evidence of their activity. This may involve various actions, such as removing services, deleting executables, [Modify Registry](T1112), [Plist File Modification](T1647), or other methods of cleanup to prevent defenders from collecting evidence of their persistent presence.(Citation: Cylance Dust Storm)","","Linux|macOS|Windows","Process: Process Creation|Scheduled Job: Scheduled Job Modification|File: File Deletion|Windows Registry: Windows Registry Key Modification|Command: Command Execution|File: File Modification|Windows Registry: Windows Registry Key Deletion"
"T1071","Application Layer Protocol","https://attack.mitre.org/techniques/T1071","TA0011","att&ck","Adversaries may communicate using application layer protocols to avoid detection/network filtering by blending in with existing traffic. Commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server.","Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect application layer protocols that do not follow the expected protocol standards regarding syntax, structure, or any other variable adversaries could leverage to conceal data.(Citation: University of Birmingham C2)","Linux|macOS|Windows","Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content"
