capability,capability_description,name,dashboard,domain,icon,practice_description,expanded_guidance,visible,level
Application development,"Development, testing and production environments","ISM-1422, testing and production environments",SDev_1422_ism,Guidelines for Software Development,,Unauthorised access to the authoritative source for software is prevented.,,TRUE,O-P-S-TS
Application development,"Development, testing and production environments","ISM-1816, testing and production environments",SDev_1816_ism,Guidelines for Software Development,,Unauthorised modification of the authoritative source for software is prevented.,,TRUE,O-P-S-TS
Application development,Secure software design and development,ISM-0401,SDev_0401_ism,Guidelines for Software Development,,"Secure-by-design and secure-by-default principles, use of memory-safe programming languages where possible, and secure programming practices are used as part of application development.",,TRUE,O-P-S-TS
Application development,Secure software design and development,ISM-1780,SDev_1780_ism,Guidelines for Software Development,,SecDevOps practices are used for application development.,,TRUE,O-P-S-TS
Application development,Secure software design and development,ISM-1238,SDev_1238_ism,Guidelines for Software Development,,Threat modelling is used in support of application development.,,TRUE,O-P-S-TS
Application development,Secure software design and development,ISM-1796,SDev_1796_ism,Guidelines for Software Development,,Files containing executable content are digitally signed as part of application development.,,TRUE,O-P-S-TS
Application development,Secure software design and development,ISM-1797,SDev_1797_ism,Guidelines for Software Development,,"Installers, patches and updates are digitally signed or provided with cryptographic checksums as part of application development.",,TRUE,O-P-S-TS
Application development,Secure software design and development,ISM-1798,SDev_1798_ism,Guidelines for Software Development,,Secure configuration guidance is produced as part of application development.,,TRUE,O-P-S-TS
Application development,Software bill of materials,ISM-1730,SDev_1730_ism,Guidelines for Software Development,,A software bill of materials is produced and made available to consumers of software.,,TRUE,O-P-S-TS
Application development,Application security testing,ISM-0402,SDev_0402_ism,Guidelines for Software Development,,"Applications are comprehensively tested for security vulnerabilities, using both static application security testing and dynamic application security testing, prior to their initial release and any subsequent releases.",,TRUE,O-P-S-TS
Application development,Application security testing,ISM-1754,SDev_1754_ism,Guidelines for Software Development,,Security vulnerabilities identified in applications are resolved by software developers.,,TRUE,O-P-S-TS
Application development,Vulnerability disclosure program,ISM-1616,SDev_1616_ism,Guidelines for Software Development,,A vulnerability disclosure program is implemented to assist with the secure development and maintenance of products and services.,,TRUE,O-P-S-TS
Application development,Vulnerability disclosure program,ISM-1755,SDev_1755_ism,Guidelines for Software Development,,"A vulnerability disclosure policy is developed, implemented and maintained.",,TRUE,O-P-S-TS
Application development,Vulnerability disclosure program,ISM-1756,SDev_1756_ism,Guidelines for Software Development,,"Vulnerability disclosure processes, and supporting vulnerability disclosure procedures, are developed, implemented and maintained.",,TRUE,O-P-S-TS
Application development,Vulnerability disclosure program,ISM-1717,SDev_1717_ism,Guidelines for Software Development,,A ‘security.txt' file is hosted for all internet-facing organisational domains to assist in the responsible disclosure of security vulnerabilities in an organisation's products and services.,,TRUE,O-P-S-TS
Web application development,Open Web Application Security Projects,ISM-0971,SDev_0971_ism,Guidelines for Software Development,,The OWASP Application Security Verification Standard is used in the development of web applications.,,TRUE,O-P-S-TS
Web application development,Open Web Application Security Projects,ISM-1849,SDev_1849_ism,Guidelines for Software Development,,The OWASP Top Ten Proactive Controls are used in the development of web applications.,,TRUE,O-P-S-TS
Web application development,Open Web Application Security Projects,ISM-1850,SDev_1850_ism,Guidelines for Software Development,,The OWASP Top 10 are mitigated in the development of web applications.,,TRUE,O-P-S-TS
Web application development,Web application frameworks,ISM-1239,SDev_1239_ism,Guidelines for Software Development,,Robust web application frameworks are used in the development of web applications.,,TRUE,O-P-S-TS
Web application development,Web application interactions,ISM-1552,SDev_1552_ism,Guidelines for Software Development,,All web application content is offered exclusively using HTTPS.,,TRUE,O-P-S-TS
Web application development,Web application programming interfaces,ISM-1817,SDev_1817_ism,Guidelines for Software Development,,Authentication and authorisation of clients is performed when clients call web APIs that facilitate access to data not authorised for release into the public domain.,,TRUE,O-P-S-TS
Web application development,Web application programming interfaces,ISM-1818,SDev_1818_ism,Guidelines for Software Development,,Authentication and authorisation of clients is performed when clients call web APIs that facilitate modification of data.,,TRUE,O-P-S-TS
Web application development,Web application programming interfaces,ISM-1851,SDev_1851_ism,Guidelines for Software Development,,The OWASP API Security Top 10 are mitigated in the development of web APIs.,,TRUE,O-P-S-TS
Web application development,Web application input handling,ISM-1240,SDev_1240_ism,Guidelines for Software Development,,Validation or sanitisation is performed on all input handled by web applications.,,TRUE,O-P-S-TS
Web application development,Web application output encoding,ISM-1241,SDev_1241_ism,Guidelines for Software Development,,Output encoding is performed on all output produced by web applications.,,TRUE,O-P-S-TS
Web application development,Web browser-based controls,ISM-1424,SDev_1424_ism,Guidelines for Software Development,,"Web applications implement Content-Security-Policy, HSTS and X-Frame-Options via security policy in response headers.",,TRUE,O-P-S-TS
Web application development,Web application event logging,ISM-1536,SDev_1536_ism,Guidelines for Software Development,,"The following events are logged for web applications: attempted access that is denied, crashes and error messages, and search queries initiated by users.",,TRUE,O-P-S-TS
Web application development,Web application event logging,ISM-1757,SDev_1757_ism,Guidelines for Software Development,,Web application event logs are stored centrally.,,TRUE,O-P-S-TS
Database servers,Functional separation between database servers and web servers,ISM-1269,DS_1269_ism,Guidelines for Database Systems,,Database servers and web servers are functionally separated.,,TRUE,O-P-S-TS
Database servers,Communications between database servers and web servers,ISM-1277,DS_1277_ism,Guidelines for Database Systems,,Data communicated between database servers and web servers is encrypted.,,TRUE,O-P-S-TS
Database servers,Network environment,ISM-1270,DS_1270_ism,Guidelines for Database Systems,,Database servers are placed on a different network segment to user workstations.,,TRUE,O-P-S-TS
Database servers,Network environment,ISM-1271,DS_1271_ism,Guidelines for Database Systems,,"Network access controls are implemented to restrict database server communications to strictly defined network resources, such as web servers, application servers and storage area networks.",,TRUE,O-P-S-TS
Database servers,Network environment,ISM-1272,DS_1272_ism,Guidelines for Database Systems,,"If only local access to a database is required, networking functionality of database management system software is disabled or directed to listen solely to the localhost interface.",,TRUE,O-P-S-TS
Database servers,"Separation of development, testing and production database servers","ISM-1273, testing and production database servers",DS_1273_ism,Guidelines for Database Systems,,Development and testing environments do not use the same database servers as production environments.,,TRUE,O-P-S-TS
Databases,Database register,ISM-1243,DS_1243_ism,Guidelines for Database Systems,,"A database register is developed, implemented, maintained and verified on a regular basis.",,TRUE,O-P-S-TS
Databases,Protecting databases,ISM-1256,DS_1256_ism,Guidelines for Database Systems,,File-based access controls are applied to database files.,,TRUE,O-P-S-TS
Databases,Protecting database contents,ISM-0393,DS_0393_ism,Guidelines for Database Systems,,Databases and their contents are classified based on the sensitivity or classification of data that they contain.,,TRUE,O-P-S-TS
Databases,Protecting database contents,ISM-1255,DS_1255_ism,Guidelines for Database Systems,,"Database users' ability to access, insert, modify and remove database contents is restricted based on their work duties.",,TRUE,O-P-S-TS
Databases,Protecting database contents,ISM-1268,DS_1268_ism,Guidelines for Database Systems,,"The need-to-know principle is enforced for database contents through the application of minimum privileges, database views and database roles.",,TRUE,O-P-S-TS
Databases,"Separation of development, testing and production databases","ISM-1274, testing and production databases",DS_1274_ism,Guidelines for Database Systems,,Database contents from production environments are not used in development or testing environments unless the environment is secured to the same level as the production environment.,,TRUE,O-P-S-TS
Databases,Web application interaction with databases,ISM-1275,DS_1275_ism,Guidelines for Database Systems,,All queries to databases from web applications are filtered for legitimate content and correct syntax.,,TRUE,O-P-S-TS
Databases,Web application interaction with databases,ISM-1276,DS_1276_ism,Guidelines for Database Systems,,"Parameterised queries or stored procedures, instead of dynamically generated queries, are used for database interactions.",,TRUE,O-P-S-TS
Databases,Web application interaction with databases,ISM-1278,DS_1278_ism,Guidelines for Database Systems,,Web applications are designed or configured to provide as little error information as possible about the structure of databases.,,TRUE,O-P-S-TS
Databases,Database event logging,ISM-1537,DS_1537_ism,Guidelines for Database Systems,,"The following events are logged for databases: • access or modification of particularly important content • addition of new users, especially privileged users • changes to user roles or privileges • attempts to elevate user privileges • queries containing comments • queries containing multiple embedded queries • database and query alerts or failures • database structure changes • database administrator actions • use of executable commands • database logons and logoffs.",,TRUE,O-P-S-TS
Databases,Database event logging,ISM-1758,DS_1758_ism,Guidelines for Database Systems,,Database event logs are stored centrally.,,TRUE,O-P-S-TS
Email usage,Email usage policy,ISM-0264,EM_0264_ism,Guidelines for Email,,"An email usage policy is developed, implemented and maintained.",,TRUE,O-P-S-TS
Email usage,Webmail services,ISM-0267,EM_0267_ism,Guidelines for Email,,Access to non-approved webmail services is blocked.,,TRUE,O-P-S-TS
Email usage,Protective markings for emails,ISM-0270,EM_0270_ism,Guidelines for Email,,"Protective markings are applied to emails and reflect the highest sensitivity or classification of the subject, body and attachments.",,TRUE,O-P-S-TS
Email usage,Protective marking tools,ISM-0271,EM_0271_ism,Guidelines for Email,,Protective marking tools do not automatically insert protective markings into emails.,,TRUE,O-P-S-TS
Email usage,Protective marking tools,ISM-0272,EM_0272_ism,Guidelines for Email,,"Protective marking tools do not allow users to select protective markings that a system has not been authorised to process, store or communicate.",,TRUE,O-P-S-TS
Email usage,Protective marking tools,ISM-1089,EM_1089_ism,Guidelines for Email,,Protective marking tools do not allow users replying to or forwarding emails to select protective markings lower than previously used.,,TRUE,O-P-S-TS
Email usage,"Handling emails with inappropriate, invalid or missing protective markings","ISM-0565, invalid or missing protective markings",EM_0565_ism,Guidelines for Email,,"Email servers are configured to block, log and report emails with inappropriate protective markings.",,TRUE,O-P-S-TS
Email usage,"Handling emails with inappropriate, invalid or missing protective markings","ISM-1023, invalid or missing protective markings",EM_1023_ism,Guidelines for Email,,"The intended recipients of blocked inbound emails, and the senders of blocked outbound emails, are notified.",,TRUE,O-P-S-TS
Email usage,Email distribution lists,ISM-0269,EM_0269_ism,Guidelines for Email,,"Emails containing Australian Eyes Only, Australian Government Access Only or Releasable To data are not sent to email distribution lists unless the nationality of all members of email distribution lists can be confirmed.",,TRUE,S-TS
Email gateways and servers,Centralised email gateways,ISM-0569,EM_0569_ism,Guidelines for Email,,Emails are routed via centralised email gateways.,,TRUE,O-P-S-TS
Email gateways and servers,Centralised email gateways,ISM-0571,EM_0571_ism,Guidelines for Email,,"When users send or receive emails, an authenticated and encrypted channel is used to route emails via their organisation's centralised email gateways.",,TRUE,O-P-S-TS
Email gateways and servers,Email gateway maintenance activities,ISM-0570,EM_0570_ism,Guidelines for Email,,"Where backup or alternative email gateways are in place, they are maintained at the same standard as the primary email gateway.",,TRUE,O-P-S-TS
Email gateways and servers,Open relay email servers,ISM-0567,EM_0567_ism,Guidelines for Email,,Email servers only relay emails destined for or originating from their domains (including subdomains).,,TRUE,O-P-S-TS
Email gateways and servers,Email server transport encryption,ISM-0572,EM_0572_ism,Guidelines for Email,,Opportunistic TLS encryption is enabled on email servers that make incoming or outgoing email connections over public network infrastructure.,,TRUE,O-P-S-TS
Email gateways and servers,Email server transport encryption,ISM-1589,EM_1589_ism,Guidelines for Email,,MTA-STS is enabled to prevent the unencrypted transfer of emails between complying servers.,,TRUE,O-P-S-TS
Email gateways and servers,Sender Policy Framework,ISM-0574,EM_0574_ism,Guidelines for Email,,SPF is used to specify authorised email servers (or lack thereof) for all domains (including subdomains).,,TRUE,O-P-S-TS
Email gateways and servers,Sender Policy Framework,ISM-1183,EM_1183_ism,Guidelines for Email,,A hard fail SPF record is used when specifying authorised email servers (or lack thereof) for all domains (including subdomains).,,TRUE,O-P-S-TS
Email gateways and servers,Sender Policy Framework,ISM-1151,EM_1151_ism,Guidelines for Email,,SPF is used to verify the authenticity of incoming emails.,,TRUE,O-P-S-TS
Email gateways and servers,DomainKeys Identified Mail,ISM-0861,EM_0861_ism,Guidelines for Email,,DKIM signing is enabled on emails originating from an organisation's domains (including subdomains).,,TRUE,O-P-S-TS
Email gateways and servers,DomainKeys Identified Mail,ISM-1026,EM_1026_ism,Guidelines for Email,,DKIM signatures on received emails are verified.,,TRUE,O-P-S-TS
Email gateways and servers,DomainKeys Identified Mail,ISM-1027,EM_1027_ism,Guidelines for Email,,Email distribution list software used by external senders is configured such that it does not break the validity of the sender's DKIM signature.,,TRUE,O-P-S-TS
Email gateways and servers,"Domain-based Message Authentication, Reporting and Conformance","ISM-1540, Reporting and Conformance",EM_1540_ism,Guidelines for Email,,DMARC records are configured for all domains (including subdomains) such that emails are rejected if they do not pass DMARC checks.,,TRUE,O-P-S-TS
Email gateways and servers,"Domain-based Message Authentication, Reporting and Conformance","ISM-1799, Reporting and Conformance",EM_1799_ism,Guidelines for Email,,Incoming emails are rejected if they do not pass DMARC checks.,,TRUE,O-P-S-TS
Email gateways and servers,Email content filtering,ISM-1234,EM_1234_ism,Guidelines for Email,,Email content filtering is implemented to filter potentially harmful content in email bodies and attachments.,,TRUE,O-P-S-TS
Email gateways and servers,Blocking suspicious emails,ISM-1502,EM_1502_ism,Guidelines for Email,,"Emails arriving via an external connection where the email source address uses an internal domain, or internal subdomain, are blocked at the email gateway.",,TRUE,O-P-S-TS
Email gateways and servers,Notifications of undeliverable emails,ISM-1024,EM_1024_ism,Guidelines for Email,,tifications of undeliverable emails are only sent to senders that can be verified via SPF or other trusted means.,,TRUE,O-P-S-TS
Network design and configuration,Network documentation,ISM-0518,NE_0518_ism,Guidelines for Networking,,"Network documentation is developed, implemented, maintained.",,TRUE,O-P-S-TS
Network design and configuration,Network documentation,ISM-0516,NE_0516_ism,Guidelines for Networking,,"Network documentation includes high-level network diagrams showing all connections into networks and logical network diagrams showing all critical servers, high-value servers, network devices and network security appliances.",,TRUE,O-P-S-TS
Network design and configuration,Network documentation,ISM-1178,NE_1178_ism,Guidelines for Networking,,"Network documentation provided to a third party, or published in public tender documentation, only contains details necessary for other parties to undertake contractual services.",,TRUE,O-P-S-TS
Network design and configuration,Network encryption,ISM-1781,NE_1781_ism,Guidelines for Networking,,All data communicated over network infrastructure is encrypted.,,TRUE,O-P-S-TS
Network design and configuration,Network segmentation and segregation,ISM-1181,NE_1181_ism,Guidelines for Networking,,"Networks are segregated into multiple network zones according to the criticality of servers, services and data.",,TRUE,O-P-S-TS
Network design and configuration,Network segmentation and segregation,ISM-1577,NE_1577_ism,Guidelines for Networking,,An organisation's networks are segregated from their service providers' networks.,,TRUE,O-P-S-TS
Network design and configuration,Using Virtual Local Area Networks,ISM-1532,NE_1532_ism,Guidelines for Networking,,VLANs are not used to separate network traffic between an organisation's networks and public network infrastructure.,,TRUE,O-P-S-TS
Network design and configuration,Using Virtual Local Area Networks,ISM-0529,NE_0529_ism,Guidelines for Networking,,VLANs are not used to separate network traffic between networks belonging to different security domains.,,TRUE,O-P-S-TS
Network design and configuration,Using Virtual Local Area Networks,ISM-0530,NE_0530_ism,Guidelines for Networking,,Network devices managing VLANs are administered from the most trusted security domain.,,TRUE,O-P-S-TS
Network design and configuration,Using Virtual Local Area Networks,ISM-0535,NE_0535_ism,Guidelines for Networking,,Network devices managing VLANs belonging to different security domains do not share VLAN trunks.,,TRUE,O-P-S-TS
Network design and configuration,Using Virtual Local Area Networks,ISM-1364,NE_1364_ism,Guidelines for Networking,,Network devices managing VLANs terminate VLANs belonging to different security domains on separate physical network interfaces.,,TRUE,O-P-S-TS
Network design and configuration,Using Internet Protocol version 6,ISM-0521,NE_0521_ism,Guidelines for Networking,,IPv6 functionality is disabled in dual-stack network devices unless it is being used.,,TRUE,O-P-S-TS
Network design and configuration,Using Internet Protocol version 6,ISM-1186,NE_1186_ism,Guidelines for Networking,,IPv6 capable network security appliances are used on IPv6 and dual-stack networks.,,TRUE,O-P-S-TS
Network design and configuration,Using Internet Protocol version 6,ISM-1428,NE_1428_ism,Guidelines for Networking,,"Unless explicitly required, IPv6 tunnelling is disabled on all network devices.",,TRUE,O-P-S-TS
Network design and configuration,Using Internet Protocol version 6,ISM-1429,NE_1429_ism,Guidelines for Networking,,IPv6 tunnelling is blocked by network security appliances at externally-connected network boundaries.,,TRUE,O-P-S-TS
Network design and configuration,Using Internet Protocol version 6,ISM-1430,NE_1430_ism,Guidelines for Networking,,Dynamically assigned IPv6 addresses are configured with Dynamic Host Configuration Protocol version 6 in a stateful manner with lease data stored in a centralised event logging facility.,,TRUE,O-P-S-TS
Network design and configuration,Network access controls,ISM-0520,NE_0520_ism,Guidelines for Networking,,Network access controls are implemented on networks to prevent the connection of unauthorised network devices.,,TRUE,O-P-S-TS
Network design and configuration,Network access controls,ISM-1182,NE_1182_ism,Guidelines for Networking,,Network access controls are implemented to limit network traffic within and between network segments to only those required for business purposes.,,TRUE,O-P-S-TS
Network design and configuration,Functional separation between servers,ISM-0385,NE_0385_ism,Guidelines for Networking,,Servers maintain effective functional separation with other servers allowing them to operate independently.,,TRUE,O-P-S-TS
Network design and configuration,Functional separation between servers,ISM-1479,NE_1479_ism,Guidelines for Networking,,Servers minimise communications with other servers at both the network and file system level.,,TRUE,O-P-S-TS
Network design and configuration,Network management traffic,ISM-1006,NE_1006_ism,Guidelines for Networking,,Security measures are implemented to prevent unauthorised access to network management traffic.,,TRUE,O-P-S-TS
Network design and configuration,Use of Simple Network Management Protocol,ISM-1311,NE_1311_ism,Guidelines for Networking,,SNMP version 1 and SNMP version 2 are not used on networks.,,TRUE,O-P-S-TS
Network design and configuration,Use of Simple Network Management Protocol,ISM-1312,NE_1312_ism,Guidelines for Networking,,All default SNMP community strings on network devices are changed and write access is disabled.,,TRUE,O-P-S-TS
Network design and configuration,Using Network-based Intrusion Detection and Prevention Systems,ISM-1028,NE_1028_ism,Guidelines for Networking,,A NIDS or NIPS is deployed in gateways between an organisation's networks and other networks they do not manage.,,TRUE,O-P-S-TS
Network design and configuration,Using Network-based Intrusion Detection and Prevention Systems,ISM-1030,NE_1030_ism,Guidelines for Networking,,A NIDS or NIPS is located immediately inside the outermost firewall for gateways and configured to generate event logs and alerts for network traffic that contravenes any rule in a firewall ruleset.,,TRUE,O-P-S-TS
Network design and configuration,Blocking anonymity network traffic,ISM-1627,NE_1627_ism,Guidelines for Networking,,Inbound network connections from anonymity networks to internet-facing services are blocked.,,TRUE,O-P-S-TS
Network design and configuration,Blocking anonymity network traffic,ISM-1628,NE_1628_ism,Guidelines for Networking,,Outbound network connections to anonymity networks are blocked.,,TRUE,O-P-S-TS
Network design and configuration,Protective Domain Name System Services,ISM-1782,NE_1782_ism,Guidelines for Networking,,A protective DNS service is used to block access to known malicious domain names.,,TRUE,O-P-S-TS
Network design and configuration,Flashing network devices with trusted firmware before first use,ISM-1800,NE_1800_ism,Guidelines for Networking,,Network devices are flashed with trusted firmware before they are used for the first time.,,TRUE,O-P-S-TS
Network design and configuration,Default accounts and credentials for network devices,ISM-1304,NE_1304_ism,Guidelines for Networking,,"Default accounts or credentials for network devices including for any pre-configured accounts, are changed.",,TRUE,O-P-S-TS
Network design and configuration,Disabling unused physical ports on network devices,ISM-0534,NE_0534_ism,Guidelines for Networking,,Unused physical ports on network devices are disabled.,,TRUE,O-P-S-TS
Network design and configuration,Regularly restarting network devices,ISM-1801,NE_1801_ism,Guidelines for Networking,,Network devices are restarted on at least a monthly basis.,,TRUE,O-P-S-TS
Wireless networks,Choosing wireless devices,ISM-1314,NE_1314_ism,Guidelines for Networking,,All wireless devices are Wi-Fi Alliance certified.,,TRUE,O-P-S-TS
Wireless networks,Public wireless networks,ISM-0536,NE_0536_ism,Guidelines for Networking,,Public wireless networks provided for general public use are segregated from all other organisation networks.,,TRUE,O-P-S-TS
Wireless networks,Administrative interfaces for wireless access points,ISM-1315,NE_1315_ism,Guidelines for Networking,,The administrative interface on wireless access points is disabled for wireless network connections.,,TRUE,O-P-S-TS
Wireless networks,Default settings,ISM-1710,NE_1710_ism,Guidelines for Networking,,Configuration settings for wireless access points are hardened.,,TRUE,O-P-S-TS
Wireless networks,Default settings,ISM-1316,NE_1316_ism,Guidelines for Networking,,Default SSIDs of wireless access points are changed.,,TRUE,O-P-S-TS
Wireless networks,Default settings,ISM-1317,NE_1317_ism,Guidelines for Networking,,"SSIDs of non-public wireless networks are not readily associated with an organisation, the location of their premises or the functionality of wireless networks.",,TRUE,O-P-S-TS
Wireless networks,Default settings,ISM-1318,NE_1318_ism,Guidelines for Networking,,SSID broadcasting is not disabled on wireless access points.,,TRUE,O-P-S-TS
Wireless networks,Media Access Control address filtering,ISM-1320,NE_1320_ism,Guidelines for Networking,,MAC address filtering is not used to restrict which devices can connect to wireless networks.,,TRUE,O-P-S-TS
Wireless networks,Static addressing,ISM-1319,NE_1319_ism,Guidelines for Networking,,Static addressing is not used for assigning IP addresses on wireless networks.,,TRUE,O-P-S-TS
Wireless networks,Confidentiality and integrity of wireless network traffic,ISM-1332,NE_1332_ism,Guidelines for Networking,,WPA3-Enterprise 192-bit mode is used to protect the confidentiality and integrity of all wireless network traffic.,,TRUE,O-P-S-TS
Wireless networks,802.1X authentication,ISM-1321,NE_1321_ism,Guidelines for Networking,,"802.1X authentication with EAP-TLS, using X.509 certificates, is used for mutual authentication; with all other EAP methods disabled on supplications and authentication servers.",,TRUE,O-P-S-TS
Wireless networks,802.1X authentication,ISM-1711,NE_1711_ism,Guidelines for Networking,,User identity confidentiality is used if available with EAP-TLS implementations.,,TRUE,O-P-S-TS
Wireless networks,Evaluation of 802.1X authentication implementation,ISM-1322,NE_1322_ism,Guidelines for Networking,,"Evaluated supplicants, authenticators, wireless access points and authentication servers are used in wireless networks.",,TRUE,O-P-S-TS
Wireless networks,Generating and issuing certificates for authentication,ISM-1324,NE_1324_ism,Guidelines for Networking,,Certificates are generated using an evaluated certificate authority or hardware security module.,,TRUE,O-P-S-TS
Wireless networks,Generating and issuing certificates for authentication,ISM-1323,NE_1323_ism,Guidelines for Networking,,Certificates are required for both devices and users accessing wireless networks.,,TRUE,O-P-S-TS
Wireless networks,Generating and issuing certificates for authentication,ISM-1327,NE_1327_ism,Guidelines for Networking,,"Certificates are protected by encryption, user authentication, and both logical and physical access controls.",,TRUE,O-P-S-TS
Wireless networks,Caching 802.1X authentication outcomes,ISM-1330,NE_1330_ism,Guidelines for Networking,,The PMK caching period is not set to greater than 1440 minutes (24 hours).,,TRUE,O-P-S-TS
Wireless networks,Fast Basic Service Set Transition,ISM-1712,NE_1712_ism,Guidelines for Networking,,The use of FT (802.11r) is disabled unless authenticator-to-authenticator communications are secured by an ASD-Approved Cryptographic Protocol.,,TRUE,O-P-S-TS
Wireless networks,Remote Authentication Dial-In User Service authentication,ISM-1454,NE_1454_ism,Guidelines for Networking,,Communications between authenticators and a RADIUS server are encapsulated with an additional layer of encryption using RADIUS over Internet Protocol Security or RADIUS over Transport Layer Security.,,TRUE,O-P-S-TS
Wireless networks,Interference between wireless networks,ISM-1334,NE_1334_ism,Guidelines for Networking,,Wireless networks implement sufficient frequency separation from other wireless networks.,,TRUE,O-P-S-TS
Wireless networks,Protecting management frames on wireless networks,ISM-1335,NE_1335_ism,Guidelines for Networking,,Wireless access points enable the use of the 802.11w amendment to protect management frames.,,TRUE,O-P-S-TS
Wireless networks,Wireless network footprint,ISM-1338,NE_1338_ism,Guidelines for Networking,,"Instead of deploying a small number of wireless access points that broadcast on high power, a greater number of wireless access points that use less broadcast power are deployed to achieve the desired footprint for wireless networks.",,TRUE,O-P-S-TS
Wireless networks,Wireless network footprint,ISM-1013,NE_1013_ism,Guidelines for Networking,,The effective range of wireless communications outside an organisation's area of control is limited by implementing RF shielding on facilities in which SECRET or TOP SECRET wireless networks are used.,,TRUE,S-TS
Service continuity for online services,Cloud-based hosting of online services,ISM-1437,NE_1437_ism,Guidelines for Networking,,Cloud service providers are used for hosting online services.,,TRUE,O-P-S-TS
Service continuity for online services,Location policies for online services,ISM-1578,NE_1578_ism,Guidelines for Networking,,An organisation is notified by cloud service providers of any change to configured regions or availability zones for online services.,,TRUE,O-P-S-TS
Service continuity for online services,Availability planning and monitoring for online services,ISM-1579,NE_1579_ism,Guidelines for Networking,,Cloud service providers' ability to dynamically scale resources due to a genuine spike in demand or a denial-of-service attack is tested as part of capacity planning processes for online services.,,TRUE,O-P-S-TS
Service continuity for online services,Availability planning and monitoring for online services,ISM-1580,NE_1580_ism,Guidelines for Networking,,"Where a high availability requirement exists for online services, the services are architected to automatically transition between availability zones.",,TRUE,O-P-S-TS
Service continuity for online services,Availability planning and monitoring for online services,ISM-1441,NE_1441_ism,Guidelines for Networking,,"Where a requirement for high availability exists for online services, a denial of service mitigation service is used.",,TRUE,O-P-S-TS
Service continuity for online services,Availability planning and monitoring for online services,ISM-1581,NE_1581_ism,Guidelines for Networking,,Continuous real-time monitoring of the availability of online services is performed.,,TRUE,O-P-S-TS
Service continuity for online services,Using content delivery networks,ISM-1438,NE_1438_ism,Guidelines for Networking,,"Where a high availability requirement exists for website hosting, CDNs that cache websites are used.",,TRUE,O-P-S-TS
Service continuity for online services,Using content delivery networks,ISM-1439,NE_1439_ism,Guidelines for Networking,,"If using CDNs, disclosing the IP addresses of web servers under an organisation's control (referred to as origin servers) is avoided and access to the origin servers is restricted to the CDNs and authorised management networks.",,TRUE,O-P-S-TS
Service continuity for online services,Denial of service strategies,ISM-1431,NE_1431_ism,Guidelines for Networking,,"Denial-of-service attack mitigation strategies are discussed with cloud service providers, specifically: • their capacity to withstand denial-of-service attacks • any costs likely to be incurred as a result of denial-of-service attacks • thresholds for notification of denial-of-service attacks • thresholds for turning off online services during denial-of-service attacks • pre-approved actions that can be undertaken during denial-of-service attacks • any arrangements with upstream service providers to block malicious network traffic as far upstream as possible.",,TRUE,O-P-S-TS
Service continuity for online services,Denial of service strategies,ISM-1458,NE_1458_ism,Guidelines for Networking,,"The functionality and quality of online services, how to maintain such functionality, and what functionality can be lived without during a denial-of-service attack, are determined and documented.",,TRUE,O-P-S-TS
Service continuity for online services,Domain name registrar locking,ISM-1432,NE_1432_ism,Guidelines for Networking,,Domain names for online services are protected via registrar locking and confirming domain registration details are correct.,,TRUE,O-P-S-TS
Service continuity for online services,Monitoring with real-time alerting for online services,ISM-1435,NE_1435_ism,Guidelines for Networking,,Availability monitoring with real-time alerting is implemented for online services to detect denial-of-service attacks and measure their impact.,,TRUE,O-P-S-TS
Service continuity for online services,Segregation of critical online services,ISM-1436,NE_1436_ism,Guidelines for Networking,,Critical online services are segregated from other online services that are more likely to be targeted.,,TRUE,O-P-S-TS
Service continuity for online services,Preparing for service continuity,ISM-1518,NE_1518_ism,Guidelines for Networking,,A static version of a website is pre-prepared that requires minimal processing and bandwidth in order to facilitate at least a basic level of service when under a denial-of-service attack.,,TRUE,O-P-S-TS
Cryptographic fundamentals,ASD-approved High Assurance Cryptographic Equipment,ISM-1802,CRYPT_1802_ism,Guidelines for Cryptography,,"HACE does not process, store or communicate SECRET or TOP SECRET data until approved for use by ASD.",,TRUE,S-TS
Cryptographic fundamentals,ASD-approved High Assurance Cryptographic Equipment,ISM-0499,CRYPT_0499_ism,Guidelines for Cryptography,,All communications security and equipment-specific doctrine produced by the ACSC for the management and use of ASD-approved HACE is complied with.,,TRUE,S-TS
Cryptographic fundamentals,Cryptographic key management processes and procedures,ISM-0507,CRYPT_0507_ism,Guidelines for Cryptography,,"Cryptographic key management processes, and supporting cryptographic key management procedures, are developed, implemented and maintained.",,TRUE,O-P-S-TS
Cryptographic fundamentals,Encrypting data at rest,ISM-1080,CRYPT_1080_ism,Guidelines for Cryptography,,An ASD-Approved Cryptographic Algorithm (AACA) or high assurance cryptographic algorithm is used when encrypting media.,,TRUE,O-P-S-TS
Cryptographic fundamentals,Encrypting data at rest,ISM-0457,CRYPT_0457_ism,Guidelines for Cryptography,,Cryptographic equipment or software that has completed a Common Criteria evaluation against a Protection Profile is used when encrypting media that contains OFFICIAL: Sensitive or PROTECTED data.,,TRUE,O-P
Cryptographic fundamentals,Encrypting data at rest,ISM-0460,CRYPT_0460_ism,Guidelines for Cryptography,,ASD-approved HACE is used when encrypting media that contains SECRET or TOP SECRET data.,,TRUE,S-TS
