fisma,rmf,cmmc,dfars,omb,cis,caf,ism,e8,aescsf
CA-7,CA-7.7,CA.2.159,3.12.2,,,,,,
CA-7,CA-7.8,CA.2.159,3.12.2,,,,,,
CA-7,CA-7.9,CA.2.159,3.12.2,,,,,,
CA-8(1),CA-8(1).1,,,,,,,,
CA-8,,,,,,,ISM-1563,,
CA-8,CA-8.1,CA.4.164,,,,,,,
CA-8,CA-8.2,CA.4.164,,,,,,,
CA-8,CA-8.3,CA.4.164,,,,,,,
CA-9,,,,,CIS Safeguard 13.4,,,,
CA-9,,,,,CIS Safeguard 4.4,,,,
CA-9,CA-9.1,,,,,,,,
CA-9,CA-9.2,,,,,,,,
CA-9,CA-9.3,,,,,,,,
CA-9,CA-9.4,,,,,,,,
CA-9,CA-9.5,,,,,,,,
AU-1,,,,,CIS Safeguard 8.1,C1.B: Securing Logs,,,
AU-1,,,,,CIS Safeguard 8.1,C1.C: Generating Alerts,,,
AU-1,AU-1.1,,,,,,,,
AU-1,AU-1.10,,,,,,,,
AU-1,AU-1.2,,,,,,,,
AU-1,AU-1.3,,,,,,,,
AU-1,AU-1.4,,,,,,,,
AU-1,AU-1.5,,,,,,,,
AU-1,AU-1.6,,,,,,,,
AU-1,AU-1.7,,,,,,,,
AU-1,AU-1.8,,,,,,,,
AU-1,AU-1.9,,,,,,,,
AU-10,AU-10.1,,,,,,,,
AU-10,AU-10.2,,,,,,,,
AU-11,,,,,CIS Safeguard 8.10,,,,
AU-11,,,,,CIS Safeguard 3.4,,,,
AU-11,,,,,CIS Safeguard 3.1,B3.A: Understanding Data,,,
AU-11,AU-11.1,,,,,,,,
AU-11,AU-11.2,,,,,,,,
AU-12(1),AU-12(1).1,,,,,,,,
AU-12(1),AU-12(1).2,,,,,,,,
AU-12(1),AU-12(1).3,,,,,,,,
AU-12(3),AU-12(3).1,,,,,,,,
AU-12(3),AU-12(3).2,,,,,,,,
AU-12(3),AU-12(3).3,,,,,,,,
AU-12(3),AU-12(3).4,,,,,,,,
AU-12(3),AU-12(3).5,,,,,,,,
AU-12,,,,,,,ISM-0520,,
AU-12,,,,,CIS Safeguard 3.14,B2.C: Privileged User Management,,,
AU-12,,,,,CIS Safeguard 8.2,,,,
AU-12,,,,,CIS Safeguard 8.5,,,,
AU-12,AU-12.1,,,,,,,,
AU-12,AU-12.2,,,,,,,,
AU-12,AU-12.3,,,,,,,,
AU-12,AU-12.4,,,,,,,,
AU-12,AU-12.5,,,,,,,,
AU-2,,,,,CIS Safeguard 3.14,B2.C: Privileged User Management,,,
AU-2,,,,,CIS Safeguard 8.1,C1.B: Securing Logs,,,
AU-2,,,,,CIS Safeguard 8.1,C1.C: Generating Alerts,,,
AU-2,,,,,CIS Safeguard 8.2,,,,
AU-2,,,,,CIS Safeguard 8.6,,,,
AU-2,,,,,CIS Safeguard 8.7,,,,
AU-2,,,,,CIS Safeguard 8.8,,,,
AU-2,,,,,CIS Safeguard 8.12,,,,
AU-2,,,,,,,ISM-1566,,
AU-2,,,,,,,ISM-0582,,
AU-2,,,,,,,ISM-1714,,
AU-2,,,,,,,ISM-1509,Restrict Administrative Privileges - ISM-1509,
AU-2,,,,,,,ISM-1650,Restrict Administrative Privileges - ISM-1650,
AU-2,,,,,,,ISM-1613,,
AU-2,,,,,,,ISM-1537,,
AU-2,,,,,,,ISM-0261,,
AU-2,,,,,,,ISM-0039,,
AU-2,AU-2.1,,AU.2.041,,,,,,
AU-2,AU-2.2,,AU.2.041,,,,,,
AU-2,AU-2.3,,AU.2.041,,,,,,
AU-2,AU-2.4,,AU.2.041,,,,,,
AU-2,AU-2.5,,AU.2.041,,,,,,
AU-2,AU-2.6,,AU.2.041,,,,,,
AU-2,AU-2.7,,AU.2.041,,,,,,
AU-3(1),,,,,CIS Safeguard 8.5,,,,
AU-3(1),AU-3(1).1,,AU.2.042,,,,,,
AU-3(1),AU-3(1).2,,AU.2.042,,,,,,
AU-3,,,,,CIS Safeguard 8.5,B2.C: Privileged User Management,,,
AU-3,AU-3.1,,AU.2.042,,,,,,
AU-3,AU-3.2,,AU.2.042,,,,,,
AU-3,AU-3.3,,AU.2.042,,,,,,
AU-3,AU-3.4,,AU.2.042,,,,,,
AU-3,AU-3.5,,AU.2.042,,,,,,
AU-3,AU-3.6,,AU.2.042,,,,,,
AU-4,,,,,CIS Safeguard 8.3,,,,
AU-4,AU-4.1,,,,,,,,
AU-4,AU-4.2,,,,,,,,
AU-5(1),AU-5(1).1,,,,,,,,
AU-5(1),AU-5(1).2,,,,,,,,
AU-5(1),AU-5(1).3,,,,,,,,
AU-5(1),AU-5(1).4,,,,,,,,
AU-5(2),AU-5(2).1,,,,,,,,
AU-5(2),AU-5(2).2,,,,,,,,
AU-5(2),AU-5(2).3,,,,,,,,
AU-5(2),AU-5(2).4,,,,,,,,
AU-5,AU-5.1,AU.3.046,3.3.4,,,,,,
AU-5,AU-5.2,AU.3.046,3.3.4,,,,,,
AU-5,AU-5.3,AU.3.046,3.3.4,,,,,,
AU-5,AU-5.4,AU.3.046,3.3.4,,,,,,
AU-6(1),,,,,CIS Safeguard 8.11,C1.C: Generating Alerts,,,
AU-6(1),,,,,CIS Safeguard 13.1,C1.A: Monitoring Coverage,,,
AU-6(1),,,,,CIS Safeguard 13.1,C1.D: Identifying Security Incidents,,,
AU-6(1),,,,,CIS Safeguard 13.1,C1.E: Monitoring Tools and Skills,,,
AU-6(1),AU-6(1).1,,,,,,,,
AU-6(1),AU-6(1).2,,,,,,,,
AU-6(3),AU-6(3).1,AU.3.051,3.3.5,,CIS Safeguard 8.9,C1.E: Monitoring Tools and Skills,,,
AU-6(5),AU-6(5).1,,,,,,,,
AU-6(5),AU-6(5).2,,,,,,,,
AU-6(6),AU-6(6).1,,,,,,,,
AU-6,,,,,CIS Safeguard 8.11,,,,
AU-6,,,,,,,ISM-0109,Application Control - ISM-0109,
AU-6,,,,,,,ISM-1228,Application Control - ISM-1228,
AU-6,AU-6.1,,,,,,,,
AU-6,AU-6.2,,,,,,,,
AU-6,AU-6.3,,,,,,,,
AU-6,AU-6.4,,,,,,,,
AU-6,AU-6.5,,,,,,,,
AU-7(1),,,,,CIS Safeguard 8.11,C1.C: Generating Alerts,,,
AU-7(1),AU-7(1).1,,,,,,,,
AU-7(1),AU-7(1).2,,,,,,,,
AU-7,,,,,CIS Safeguard 8.2,,,,
AU-7,,,,,CIS Safeguard 8.5,B2.C: Privileged User Management,,,
AU-7,,,,,CIS Safeguard 13.1,C1.A: Monitoring Coverage,,,
AU-7,,,,,CIS Safeguard 13.1,C1.D: Identifying Security Incidents,,,
AU-7,,,,,CIS Safeguard 13.1,C1.E: Monitoring Tools and Skills,,,
AU-7,AU-7.1,AU.3.052,3.3.6,,,,,,
AU-7,AU-7.2,AU.3.052,3.3.6,,,,,,
AU-7,AU-7.3,AU.3.052,3.3.6,,,,,,
AU-7,AU-7.4,AU.3.052,3.3.6,,,,,,
AU-7,AU-7.5,AU.3.052,3.3.6,,,,,,
AU-7,AU-7.6,AU.3.052,3.3.6,,,,,,
AU-7,AU-7.7,AU.3.052,3.3.6,,,,,,
AU-7,AU-7.8,AU.3.052,3.3.6,,,,,,
AU-8,,,,,CIS Safeguard 8.4,C1.B: Securing Logs,,,
AU-8,AU-8.1,AU.2.043,3.3.7,,,,,,
AU-8,AU-8.2,AU.2.043,3.3.7,,,,,,
AU-8,AU-8.3,AU.2.043,3.3.7,,,,,,
AU-8,AU-8.4,AU.2.043,3.3.7,,,,,,
AU-9(2),AU-9(2).2,,,,,,,,
AU-9(2),AU-9(2).3,,,,,,,,
AU-9(2),AU-9(3).1,,,,,,,,
AU-9(3),AU-9(3).2,,,,,,,,
AU-9(4),,,,,CIS Safeguard 6.8,"B2.A: Identity Verification, Authentication and Authorisation",,,
AU-9(4),AU-9(4).1,AU.3.050,3.3.9,,,,,,
AU-9(4),AU-9(4).2,AU.3.050,3.3.9,,,,,,
AU-9,AU-9.1,AU.3.049,3.3.8,,,,,,
AU-9,AU-9.2,AU.3.049,3.3.8,,,,,,
AU-9,AU-9.3,AU.3.049,3.3.8,,,,,,
AU-9,AU-9.4,AU.3.049,3.3.8,,,,,,
AU-9,AU-9.5,AU.3.049,3.3.8,,,,,,
AU-9,AU-9.6,AU.3.049,3.3.8,,,,,,
AT-1,,,,,CIS Safeguard 14.1,B6.B: Cyber Security Training,,,
AT-1,AT-1.1,,,,,,,,
AT-1,AT-1.10,,,,,,,,
AT-1,AT-1.2,,,,,,,,
AT-1,AT-1.3,,,,,,,,
AT-1,AT-1.4,,,,,,,,
AT-1,AT-1.5,,,,,,,,
AT-1,AT-1.6,,,,,,,,
AT-1,AT-1.7,,,,,,,,
AT-1,AT-1.8,,,,,,,,
AT-1,AT-1.9,,,,,,,,
AT-2(2),AT-2(2).1,AT.3.058,3.2.3,,,,,,
AT-2(3),,,,,CIS Safeguard 14.2,,,,
AT-2,,,,,CIS Safeguard 14.1,B6.B: Cyber Security Training,,,
AT-2,,,,,CIS Safeguard 14.3,,,,
AT-2,,,,,CIS Safeguard 14.4,,,,
AT-2,,,,,CIS Safeguard 14.6,,,,
AT-2,,,,,CIS Safeguard 14.7,,,,
AT-2,,,,,CIS Safeguard 14.8,,,,
AT-2,,,,,,,ISM-0252,,
AT-2,,,,,,,ISM-0229,,
AT-2,,,,,,,ISM-0230,,
AT-2,AT-2.1,AT.2.056,3.2.1,,,,,,
AT-2,AT-2.2,AT.2.056,3.2.1,,,,,,
AT-2,AT-2.3,AT.2.056,3.2.1,,,,,,
AT-2,AT-2.4,AT.2.056,3.2.1,,,,,,
AT-3,,,,,CIS Safeguard 14.9,,,,
AT-3,,,,,,,ISM-1565,,
AT-3,AT-3.1,AT.2.057,3.2.2,,,,,,
AT-3,AT-3.2,AT.2.057,3.2.2,,,,,,
AT-3,AT-3.3,AT.2.057,3.2.2,,,,,,
AT-3,AT-3.4,AT.2.057,3.2.2,,,,,,
AT-4,AT-4.1,,,,,,,,
AT-4,AT-4.2,,,,,,,,
AT-4,AT-4.3,,,,,,,,
AT-4,AT-4.4,,,,,,,,
CM-1,,,,,CIS Safeguard 4.1,B1.A: Policy and Process Development,,,
CM-1,CM-1.1,,,,,,,,
CM-1,CM-1.10,,,,,,,,
CM-1,CM-1.2,,,,,,,,
CM-1,CM-1.3,,,,,,,,
CM-1,CM-1.4,,,,,,,,
CM-1,CM-1.5,,,,,,,,
CM-1,CM-1.6,,,,,,,,
CM-1,CM-1.7,,,,,,,,
CM-1,CM-1.8,,,,,,,,
CM-1,CM-1.9,,,,,,,,
CM-10,,,,,CIS Safeguard 2.3,B4.B: Secure Configuration,,,
CM-10,,,,,CIS Safeguard 2.5,B4.C: Secure Management,,,
CM-10,,,,,CIS Safeguard 9.1,,,,
CM-10,,,,,CIS Safeguard 9.4,,,,
CM-10,,,,,,,ISM-1714,,
CM-10,,,,,,,ISM-1509,Restrict Administrative Privileges - ISM-1509,
CM-10,,,,,,,ISM-1650,Restrict Administrative Privileges - ISM-1650,
CM-10,,,,,,,ISM-1613,,
CM-10,CM-10.1,,,,,,,,
CM-10,CM-10.10,,,,,,,,
CM-10,CM-10.2,,,,,,,,
CM-10,CM-10.3,,,,,,,,
CM-10,CM-10.4,,,,,,,,
CM-10,CM-10.5,,,,,,,,
CM-10,CM-10.6,,,,,,,,
CM-10,CM-10.7,,,,,,,,
CM-10,CM-10.8,,,,,,,,
CM-10,CM-10.9,,,,,,,,
CM-10,CM-10.1,,,,,,,,
CM-10,CM-10.10,,,,,,,,
CM-10,CM-10.2,,,,,,,,
CM-10,CM-10.3,,,,,,,,
CM-10,CM-10.4,,,,,,,,
CM-10,CM-10.5,,,,,,,,
CM-10,CM-10.6,,,,,,,,
CM-10,CM-10.7,,,,,,,,
CM-10,CM-10.8,,,,,,,,
CM-10,CM-10.9,,,,,,,,
CM-11,,,,,,B4.B: Secure Configuration,,,
CM-11,,,,,CIS Safeguard 2.3,B4.C: Secure Management,,,
CM-11,,,,,CIS Safeguard 9.4,,,,
CM-11,,,,,,,ISM-1714,,
CM-11,,,,,,,ISM-1509,Restrict Administrative Privileges - ISM-1509,
CM-11,,,,,,,ISM-1650,Restrict Administrative Privileges - ISM-1650,
CM-11,,,,,,,ISM-1613,,
CM-11,CM-11.1,CM.2.063,3.4.9,,,,,,
CM-11,CM-11.2,CM.2.063,3.4.9,,,,,,
CM-11,CM-11.3,CM.2.063,3.4.9,,,,,,
CM-11,CM-11.4,CM.2.063,3.4.9,,,,,,
CM-11,CM-11.5,CM.2.063,3.4.9,,,,,,
CM-11,CM-11.6,CM.2.063,3.4.9,,,,,,
CM-11,CM-11.1,,,,,,,,
CM-11,CM-11.2,,,,,,,,
CM-11,CM-11.3,,,,,,,,
CM-11,CM-11.4,,,,,,,,
CM-11,CM-11.5,,,,,,,,
CM-11,CM-11.6,,,,,,,,
CM-12,,,,,CIS Safeguard 3.1,,,,
CM-12,,,,,CIS Safeguard 3.2,,,,
CM-12,,,,,CIS Safeguard 3.8,,,,
CM-12,,,,,CIS Safeguard 3.13,,,,
CM-12(1),,,,,CIS Safeguard 3.13,,,,
CM-2(2),CM-2(2).1,,,,,,,,
CM-2(2),CM-2(2).2,,,,,,,,
CM-2(2),CM-2(2).3,,,,,,,,
CM-2(2),CM-2(2).4,,,,,,,,
CM-2(3),CM-2(3).1,,,,,,,,
CM-2(3),CM-2(3).2,,,,,,,,
CM-2(7),CM-2(7).1,,,,,,,,
CM-2(7),CM-2(7).2,,,,,,,,
CM-2(7),CM-2(7).3,,,,,,,,
CM-2(7),CM-2(7).4,,,,,,,,
CM-2(7),CM-2(7).5,,,,,,,,
CM-2,,,,,CIS Safeguard 4.1,B1.A: Policy and Process Development,,,
CM-2,,,,,CIS Safeguard 4.2,B4.B: Secure Configuration,,,
CM-2,,,,,,,ISM-1213,,
CM-2,,,,,,,ISM-0400,,
CM-2,,,,,,,ISM-1419,,
CM-2,,,,,,,ISM-1420,,
CM-2,,,,,,,ISM-1819,Application Control - ISM-1819,
CM-2,CM-2.1,CM.2.061,3.4.1,,,,,,
CM-2,CM-2.2,CM.2.061,3.4.1,,,,,,
CM-3(1),CM-3(1).1,,,,,,,,
CM-3(1),CM-3(1).2,,,,,,,,
CM-3(1),CM-3(1).3,,,,,,,,
CM-3(1),CM-3(1).4,,,,,,,,
CM-3(1),CM-3(1).5,,,,,,,,
CM-3(1),CM-3(1).6,,,,,,,,
CM-3(1),CM-3(1).7,,,,,,,,
CM-3(1),CM-3(1).8,,,,,,,,
CM-3(1),CM-3(1).9,,,,,,,,
CM-3(2),CM-3(2).1,,,,,,,,
CM-3(2),CM-3(2).2,,,,,,,,
CM-3(2),CM-3(2).3,,,,,,,,
CM-3(4),CM-3(4).1,,,,,,,,
CM-3(6),CM-3(6).1,,,,,,,,
CM-3(6),CM-3(6).2,,,,,,,,
CM-3,,,,,,,ISM-0520,,
CM-3,,,,,,,ISM-1714,,
CM-3,,,,,,,ISM-1509,Restrict Administrative Privileges - ISM-1509,
CM-3,,,,,,,ISM-1650,Restrict Administrative Privileges - ISM-1650,
CM-3,,,,,,,ISM-1613,,
CM-3,,,,,,,ISM-1537,,
CM-3,CM-3.1,CM.2.065,3.4.3,,,,,,
CM-3,CM-3.10,CM.2.065,3.4.3,,,,,,
CM-3,CM-3.11,CM.2.065,3.4.3,,,,,,
CM-3,CM-3.12,CM.2.065,3.4.3,,,,,,
CM-3,CM-3.2,CM.2.065,3.4.3,,,,,,
CM-3,CM-3.3,CM.2.065,3.4.3,,,,,,
CM-3,CM-3.4,CM.2.065,3.4.3,,,,,,
CM-3,CM-3.5,CM.2.065,3.4.3,,,,,,
CM-3,CM-3.6,CM.2.065,3.4.3,,,,,,
CM-3,CM-3.7,CM.2.065,3.4.3,,,,,,
CM-3,CM-3.8,CM.2.065,3.4.3,,,,,,
CM-3,CM-3.9,CM.2.065,3.4.3,,,,,,
CM-4(1),CM-4(1).1,,,,,,,,
CM-4(1),CM-4(1).2,,,,,,,,
CM-4(2),CM-4(2).1,,,,,,,,
CM-4(2),CM-4(2).2,,,,,,,,
CM-4(2),CM-4(2).3,,,,,,,,
CM-4,CM-4.1,CM.2.066,3.4.4,,,,,,
CM-5(1),CM-5(1).1,,,,,,,,
CM-5(1),CM-5(1).2,,,,,,,,
CM-5,CM-5.1,CM.3.067,3.4.5,,,,,,
CM-5,CM-5.2,CM.3.067,3.4.5,,,,,,
CM-5,CM-5.3,CM.3.067,3.4.5,,,,,,
CM-5,CM-5.4,CM.3.067,3.4.5,,,,,,
CM-5,CM-5.5,CM.3.067,3.4.5,,,,,,
CM-5,CM-5.6,CM.3.067,3.4.5,,,,,,
CM-5,CM-5.7,CM.3.067,3.4.5,,,,,,
CM-5,CM-5.8,CM.3.067,3.4.5,,,,,,
CM-6(1),CM-6(1).1,,,,,,,,
CM-6(1),CM-6(1).2,,,,,,,,
CM-6(1),CM-6(1).3,,,,,,,,
CM-6(1),CM-6(1).4,,,,,,,,
CM-6(2),CM-6(2).1,,,,,,,,
CM-6(2),CM-6(2).2,,,,,,,,
CM-6(2),CM-6(2).3,,,,,,,,
CM-6,,,,,CIS Safeguard 4.1,B1.A: Policy and Process Development,,,
CM-6,,,,,CIS Safeguard 4.2,B4.B: Secure Configuration,,,
CM-6,,,,,CIS Safeguard 4.8,,,,
CM-6,,,,,CIS Safeguard 12.3,B4.C: Secure Management,,,
CM-6,,,,,CIS Safeguard 13.9,,,,
CM-6,,,,,CIS Safeguard 16.7,,,,
CM-6,CM-6.1,CM.2.061,3.4.1,,,,,,
CM-6,CM-6.10,CM.2.061,3.4.1,,,,,,
CM-6,CM-6.11,CM.2.061,3.4.1,,,,,,
CM-6,CM-6.12,CM.2.061,3.4.1,,,,,,
CM-6,CM-6.2,CM.2.061,3.4.1,,,,,,
CM-6,CM-6.3,CM.2.061,3.4.1,,,,,,
CM-6,CM-6.4,CM.2.061,3.4.1,,,,,,
CM-6,CM-6.5,CM.2.061,3.4.1,,,,,,
CM-6,CM-6.6,CM.2.061,3.4.1,,,,,,
CM-6,CM-6.7,CM.2.061,3.4.1,,,,,,
CM-6,CM-6.8,CM.2.061,3.4.1,,,,,,
CM-6,CM-6.9,CM.2.061,3.4.1,,,,,,
CM-7(1),,,,,CIS Safeguard 2.1,A3.A: Asset Management,,,
CM-7(1),,,,,CIS Safeguard 2.6,,,,
CM-7(1),,,,,CIS Safeguard 2.7,,,,
CM-7(1),,,,,CIS Safeguard 4.1,B1.A: Policy and Process Development,,,
CM-7(1),,,,,CIS Safeguard 4.2,B4.B: Secure Configuration,,,
CM-7(1),CM-7(1).1,CM.3.068,3.4.7,,,,,,
CM-7(1),CM-7(1).2,CM.3.068,3.4.7,,,,,,
CM-7(1),CM-7(1).3,CM.3.068,3.4.7,,,,,,
CM-7(1),CM-7(1).4,CM.3.068,3.4.7,,,,,,
CM-7(2),,,,,CIS Safeguard 2.3,B4.C: Secure Management,,,
CM-7(2),CM-7(2).1,CM.3.068,3.4.7,,,,,,
CM-7(2),CM-7(2).2,CM.3.068,3.4.7,,,,,,
CM-7(2),CM-7(2).3,CM.3.068,3.4.7,,,,,,
CM-7(5),,,,,CIS Safeguard 2.5,,,,
CM-7(5),CM-7(5).1,CM.3.069,3.4.8,,,,,,
CM-7(5),CM-7(5).2,CM.3.069,3.4.8,,,,,,
CM-7(5),CM-7(5).3,CM.3.069,3.4.8,,,,,,
CM-7(5),CM-7(5).4,CM.3.069,3.4.8,,,,,,
CM-7(5),CM-7(5).5,CM.3.069,3.4.8,,,,,,
CM-7,,,,,CIS Safeguard 2.6,,,,
CM-7,,,,,CIS Safeguard 2.7,,,,
CM-7,,,,,CIS Safeguard 4.1,,,,
CM-7,,,,,CIS Safeguard 4.2,,,,
CM-7,,,,,CIS Safeguard 4.8,,,,
CM-7,,,,,CIS Safeguard 12.2,,,,
CM-7,,,,,CIS Safeguard 12.3,,,,
CM-7,,,,,CIS Safeguard 13.9,,,,
CM-7,,,,,CIS Safeguard 16.7,,,,
CM-7,CM-7.1,CM.2.062,3.4.6,,,,,,
CM-7,CM-7.2,CM.2.062,3.4.6,,,,,,
CM-7,CM-7.3,CM.2.062,3.4.6,,,,,,
CM-8(1),,,,,CIS Safeguard 1.1,A3.A: Asset Management,,,
CM-8(1),,,,,CIS Safeguard 12.1,,,,
CM-8(1),CM-8(1).1,CM.2.061,3.4.1,,,,,,
CM-8(1),CM-8(1).2,CM.2.061,3.4.1,,,,,,
CM-8(1),CM-8(1).3,CM.2.061,3.4.1,,,,,,
CM-8(2),CM-8(2).1,AM.4.226,,,,,,,
CM-8(2),CM-8(2).2,AM.4.226,,,,,,,
CM-8(2),CM-8(2).3,AM.4.226,,,,,,,
CM-8(2),CM-8(2).4,AM.4.226,,,,,,,
CM-8(3),,,,,CIS Safeguard 1.2,B2.B: Device Management,,,
CM-8(3),,,,,CIS Safeguard 1.4,,,,
CM-8(3),,,,,CIS Safeguard 1.5,,,,
CM-8(3),,,,,CIS Safeguard 2.3,B4.C: Secure Management,,,
CM-8(3),,,,,CIS Safeguard 2.4,,,,
CM-8(3),CM-8(3).1,,,,,,,,
CM-8(3),CM-8(3).2,,,,,,,,
CM-8(3),CM-8(3).3,,,,,,,,
CM-8(3),CM-8(3).4,,,,,,,,
CM-8(4),CM-8(4).1,,,,,,,,
CM-8,,,,,,,ISM-0520,,
CM-8,,,,,,,ISM-1714,,
CM-8,,,,,,,ISM-1509,Restrict Administrative Privileges - ISM-1509,
CM-8,,,,,,,ISM-1650,Restrict Administrative Privileges - ISM-1650,
CM-8,,,,,,,ISM-1613,,
CM-8,,,,,,,ISM-1537,,
CM-8,,,,,,,ISM-1199,,
CM-8,,,,,,,ISM-0313,,
CM-8,,,,,,,ISM-1741,,
CM-8,,,,,,,ISM-1550,,
CM-8,,,,,,,ISM-0336,,
CM-8,,,,,,,ISM-1493,,
CM-8,,,,,,,ISM-1643,,
CM-8,,,,,CIS Safeguard 1.1,A3.A: Asset Management,,,
CM-8,,,,,CIS Safeguard 2.1,A3.A: Asset Management,,,
CM-8,,,,,CIS Safeguard 6.6,,,,
CM-8,,,,,CIS Safeguard 16.4,,,,
CM-8,CM-8.1,CM.2.061,3.4.1,,,,,,
CM-8,CM-8.2,CM.2.061,3.4.1,,,,,,
CM-8,CM-8.3,CM.2.061,3.4.1,,,,,,
CM-8,CM-8.4,CM.2.061,3.4.1,,,,,,
CM-8,CM-8.5,CM.2.061,3.4.1,,,,,,
CM-8,CM-8.6,CM.2.061,3.4.1,,,,,,
CM-8,CM-8.7,CM.2.061,3.4.1,,,,,,
CM-8,CM-8.1,,,,,,,,
CM-8,CM-8.2,,,,,,,,
CM-8,CM-8.3,,,,,,,,
CM-8,CM-8.3,,,,,,,,
CM-8,CM-8.3,,,,,,,,
CM-8,CM-8.4,,,,,,,,
CM-8,CM-8.5,,,,,,,,
CM-8,CM-8.6,,,,,,,,
CM-8,CM-8.7,,,,,,,,
CM-9,,,,,CIS Safeguard 4.1,B1.A: Policy and Process Development,,,
CM-9,,,,,CIS Safeguard 4.2,B4.B: Secure Configuration,,,
CM-9,CM-9.1,,,,,,,,
CM-9,CM-9.10,,,,,,,,
CM-9,CM-9.11,,,,,,,,
CM-9,CM-9.12,,,,,,,,
CM-9,CM-9.2,,,,,,,,
CM-9,CM-9.3,,,,,,,,
CM-9,CM-9.4,,,,,,,,
CM-9,CM-9.5,,,,,,,,
CM-9,CM-9.6,,,,,,,,
CM-9,CM-9.7,,,,,,,,
CM-9,CM-9.8,,,,,,,,
CM-9,CM-9.9,,,,,,,,
CP-1,CP-1.1,,,,,,,,
CP-1,CP-1.10,,,,,,,,
CP-1,CP-1.2,,,,,,,,
CP-1,CP-1.3,,,,,,,,
CP-1,CP-1.4,,,,,,,,
CP-1,CP-1.5,,,,,,,,
CP-1,CP-1.6,,,,,,,,
CP-1,CP-1.7,,,,,,,,
CP-1,CP-1.8,,,,,,,,
CP-1,CP-1.9,,,,,,,,
CP-10(2),CP-10(2).1,,,,,,,,
CP-10(4),CP-10(4).1,,,,,,,,
CP-10(4),CP-10(4).2,,,,,,,,
CP-10,,,,,CIS Safeguard 11.1,B5.A: Resilience Preparation,,,
CP-10,,,,,CIS Safeguard 11.2,B5.C: Backups,,,
CP-10,,,,,,,ISM-1819,Application Control - ISM-1819,
CP-10,CP-10.1,RE.5.140,,,,,,,
CP-10,CP-10.2,RE.5.140,,,,,,,
CP-10,CP-10.3,RE.5.140,,,,,,,
CP-2(1),CP-2(1).1,,,,,,,,
CP-2(2),CP-2(2).1,,,,,,,,
CP-2(2),CP-2(2).2,,,,,,,,
CP-2(2),CP-2(2).3,,,,,,,,
CP-2(3),CP-2(3).1,,,,,,,,
CP-2(3),CP-2(3).2,,,,,,,,
CP-2(3),CP-2(3).3,,,,,,,,
CP-2(3),CP-2(3).4,,,,,,,,
CP-2(5),CP-2(5).1,,,,,,,,
CP-2(5),CP-2(5).2,,,,,,,,
CP-2(5),CP-2(5).3,,,,,,,,
CP-2(5),CP-2(5).4,,,,,,,,
CP-2(8),CP-2(8).1,,,,,,,,
CP-2(8),CP-2(8).2,,,,,,,,
CP-2,,,,,CIS Safeguard 11.1,B5.A: Resilience Preparation,,,
CP-2,CP-2.1,,,,,,,,
CP-2,CP-2.10,,,,,,,,
CP-2,CP-2.11,,,,,,,,
CP-2,CP-2.12,,,,,,,,
CP-2,CP-2.13,,,,,,,,
CP-2,CP-2.14,,,,,,,,
CP-2,CP-2.15,,,,,,,,
CP-2,CP-2.16,,,,,,,,
CP-2,CP-2.17,,,,,,,,
CP-2,CP-2.18,,,,,,,,
CP-2,CP-2.19,,,,,,,,
CP-2,CP-2.2,,,,,,,,
CP-2,CP-2.20,,,,,,,,
CP-2,CP-2.21,,,,,,,,
CP-2,CP-2.22,,,,,,,,
CP-2,CP-2.23,,,,,,,,
CP-2,CP-2.24,,,,,,,,
CP-2,CP-2.25,,,,,,,,
CP-2,CP-2.26,,,,,,,,
CP-2,CP-2.27,,,,,,,,
CP-2,CP-2.28,,,,,,,,
CP-2,CP-2.3,,,,,,,,
CP-2,CP-2.4,,,,,,,,
CP-2,CP-2.5,,,,,,,,
CP-2,CP-2.6,,,,,,,,
CP-2,CP-2.7,,,,,,,,
CP-2,CP-2.8,,,,,,,,
CP-2,CP-2.9,,,,,,,,
CP-3(1),CP-3(1).1,,,,,,,,
CP-3,CP-3.1,,,,,,,,
CP-3,CP-3.2,,,,,,,,
CP-3,CP-3.3,,,,,,,,
CP-3,CP-3.4,,,,,,,,
CP-3,CP-3.5,,,,,,,,
CP-4(1),CP-4(1).1,,,,,,,,
CP-4(2),CP-4(2).1,,,,,,,,
CP-4(2),CP-4(2).2,,,,,,,,
CP-4,,,,,CIS Safeguard 11.5,B5.C: Backups,,,
CP-4,,,,,,,ISM-1511,Regular Backups - ISM-1511,
CP-4,,,,,,,ISM-1810,Regular Backups - ISM-1810,
CP-4,,,,,,,ISM-1811,Regular Backups - ISM-1811,
CP-4,CP-4.1,,,,,,,,
CP-4,CP-4.2,,,,,,,,
CP-4,CP-4.3,,,,,,,,
CP-4,CP-4.4,,,,,,,,
CP-4,CP-4.5,,,,,,,,
CP-6(1),CP-6(1).1,,,,CIS Safeguard 11.4,,,,
CP-6(2),CP-6(2).1,,,,,,,,
CP-6(3),CP-6(3).1,,,,,,,,
CP-6(3),CP-6(3).2,,,,,,,,
CP-6,,,,,CIS Safeguard 11.4,,,,
CP-6,,,,,CIS Safeguard 12.2,B5.B: Design for Resilience,,,
CP-6,,,,,,,ISM-1511,Regular Backups - ISM-1511,
CP-6,,,,,,,ISM-1810,Regular Backups - ISM-1810,
CP-6,,,,,,,ISM-1811,Regular Backups - ISM-1811,
