pn,ph,vt_resource,vt_query_time,vt_classification,vt_scan_date,vt_permalink,vt_positives,vt_total,vt_threat_av,vt_threat_id,vt_hashes
Microsoft Remote Desktop,2F532EB1544BB4713AD8187BCC2E00AF90AB11EB20BB7730AA06720E50BEB184,2f532eb1544bb4713ad8187bcc2e00af90ab11eb20bb7730aa06720e50beb184,1580795698,0,4/15/19 0:32,https://www.virustotal.com/file/2f532eb1544bb4713ad8187bcc2e00af90ab11eb20bb7730aa06720e50beb184/analysis/1555288331/,0,56,,,"10595e8117f0ea7eda5a7b25cdae3bd5
b6ac654eeaca53c6c602807e6ef2d47ee154fd02
2f532eb1544bb4713ad8187bcc2e00af90ab11eb20bb7730aa06720e50beb184"
com.apple.geod,4A85FA2607A7DF90EB32EB66C4AB14D9417883A7C671FC348DC0F699C4A82AAF,4a85fa2607a7df90eb32eb66c4ab14d9417883a7c671fc348dc0f699c4a82aaf,1580795698,0,8/24/19 0:31,https://www.virustotal.com/file/4a85fa2607a7df90eb32eb66c4ab14d9417883a7c671fc348dc0f699c4a82aaf/analysis/1566606683/,0,57,,,"280919dd3146dc0934fc23ec8e15224a
8a50e0bc2d5fda28b483d719d7d9d52cd3bd7420
4a85fa2607a7df90eb32eb66c4ab14d9417883a7c671fc348dc0f699c4a82aaf"
SnagitHelper2019,83C44205AAAE89008BDE4EEB338C47610B2EF8C93E1FFD00E0EC226DB72E8785,83c44205aaae89008bde4eeb338c47610b2ef8c93e1ffd00e0ec226db72e8785,1580795698,0,9/9/19 0:31,https://www.virustotal.com/file/83c44205aaae89008bde4eeb338c47610b2ef8c93e1ffd00e0ec226db72e8785/analysis/1567989102/,0,57,,,"6c219bad7da6ef5b9fa5debe2c731294
9e59dd47cd2524f278a9da2b34b67e7eea8143a8
83c44205aaae89008bde4eeb338c47610b2ef8c93e1ffd00e0ec226db72e8785"
trustd,3C2D940F3090660AA7A0843BA3DAEDAE1C8E324FB781396C60E3DCFA4F88BE07,3c2d940f3090660aa7a0843ba3daedae1c8e324fb781396c60e3dcfa4f88be07,1580795698,0,1/14/20 0:21,https://www.virustotal.com/file/3c2d940f3090660aa7a0843ba3daedae1c8e324fb781396c60e3dcfa4f88be07/analysis/1578961275/,0,59,,,"f635e0e6d5b24bca969b616f39a2300e
6efec98fe01c4c856a1329c4bf930b6cf623cce9
3c2d940f3090660aa7a0843ba3daedae1c8e324fb781396c60e3dcfa4f88be07"
Microsoft PowerPoint,3BF09B1F0BD1C6E6ADA3988FF3F5484CBE8998BA33E386821F1E70BD2B95CCFD,3bf09b1f0bd1c6e6ada3988ff3f5484cbe8998ba33e386821f1e70bd2b95ccfd,1580795699,unknown_hash,,,,,,,3bf09b1f0bd1c6e6ada3988ff3f5484cbe8998ba33e386821f1e70bd2b95ccfd
Safari,662350CA651962C9F8AD6903D522CEC7077809638070552FFC1D78CE6B58EE74,662350ca651962c9f8ad6903d522cec7077809638070552ffc1d78ce6b58ee74,1580795699,0,1/8/20 0:40,https://www.virustotal.com/file/662350ca651962c9f8ad6903d522cec7077809638070552ffc1d78ce6b58ee74/analysis/1578444054/,0,58,,,"bd4d180c1f5ee01876db41ebe01936c5
05a43d0ab6a9062bb21e9801009c0208d94538e4
662350ca651962c9f8ad6903d522cec7077809638070552ffc1d78ce6b58ee74"
CiscoSparkHelper,C7A036F919EB8625006CC0499F89ACFCC884789B05DC596BD43842E437CA6BB0,c7a036f919eb8625006cc0499f89acfcc884789b05dc596bd43842e437ca6bb0,1580795699,unknown_hash,,,,,,,c7a036f919eb8625006cc0499f89acfcc884789b05dc596bd43842e437ca6bb0
CiscoSparkHelper,59487BC711174C17B7B878084B3845F4CDA7C5C751479E6CC8D1F13C06E3DF6F,59487bc711174c17b7b878084b3845f4cda7c5c751479e6cc8d1f13c06e3df6f,1580795699,0,10/28/19 0:33,https://www.virustotal.com/file/59487bc711174c17b7b878084b3845f4cda7c5c751479e6cc8d1f13c06e3df6f/analysis/1572222794/,0,57,,,"810d4e682ade48fea917efa46af773d8
f2f7f36331c22367c2891016a8ed93fff14179f0
59487bc711174c17b7b878084b3845f4cda7c5c751479e6cc8d1f13c06e3df6f"
googleupdate.exe,F1F67830FC3531DFBDAF5315F59422438AB9F243D89491AC75D1818E7ED98B5D,f1f67830fc3531dfbdaf5315f59422438ab9f243d89491ac75d1818e7ed98b5d,1580795699,0,2/2/20 8:11,https://www.virustotal.com/file/f1f67830fc3531dfbdaf5315f59422438ab9f243d89491ac75d1818e7ed98b5d/analysis/1580631085/,0,72,,,"605ccc9ce1839bc5583017df7cae27a6
ae73b2e2ea5dca80c5a98907a6786124edaa7623
f1f67830fc3531dfbdaf5315f59422438ab9f243d89491ac75d1818e7ed98b5d"
taskhostw.exe,A0A677D6C943AD1A7BC1879DFCCB400211DF68100F8EDD7BA6120067A18BEE0B,a0a677d6c943ad1a7bc1879dfccb400211df68100f8edd7ba6120067a18bee0b,1580795699,0,2/3/20 7:13,https://www.virustotal.com/file/a0a677d6c943ad1a7bc1879dfccb400211df68100f8edd7ba6120067a18bee0b/analysis/1580713991/,0,71,,,"0e1853d3339d2963d2bc6ac1fdc1c811
9cc394e9f9aef58f7bdb90b8b19559ab6605cb64
a0a677d6c943ad1a7bc1879dfccb400211df68100f8edd7ba6120067a18bee0b"
mpcmdrun.exe,1C90A322F55D574EF703B9CB0ADFB379CEFA33A2B5D72F04A6E9AAA2F209F6B5,1c90a322f55d574ef703b9cb0adfb379cefa33a2b5d72f04a6e9aaa2f209f6b5,1580795699,0,1/5/20 3:42,https://www.virustotal.com/file/1c90a322f55d574ef703b9cb0adfb379cefa33a2b5d72f04a6e9aaa2f209f6b5/analysis/1578195742/,0,73,,,"c37adf3801f599edf3180354bbab2560
4793ecd652d0186b5085997e60b5f0d9e7b58c38
1c90a322f55d574ef703b9cb0adfb379cefa33a2b5d72f04a6e9aaa2f209f6b5"
compattelrunner.exe,70677E2C343029BB4FE32D7D52CB6D8CA6369046A5E2A21EA5C3EAA752E35D9F,70677e2c343029bb4fe32d7d52cb6d8ca6369046a5e2a21ea5c3eaa752e35d9f,1580795699,0,3/1/17 16:29,https://www.virustotal.com/file/70677e2c343029bb4fe32d7d52cb6d8ca6369046a5e2a21ea5c3eaa752e35d9f/analysis/1488385786/,0,59,,,"4b7c137d91740e9bb647189362022c1e
992940a148d6292fcd16350059c474f9cd1e251a
70677e2c343029bb4fe32d7d52cb6d8ca6369046a5e2a21ea5c3eaa752e35d9f"
localbridge.exe,7B302C043E7B0770E896C1630513FE2A38506E056E00608A9CB74A20FE10DC9F,7b302c043e7b0770e896c1630513fe2a38506e056e00608a9cb74a20fe10dc9f,1580795760,0,1/31/20 13:10,https://www.virustotal.com/file/7b302c043e7b0770e896c1630513fe2a38506e056e00608a9cb74a20fe10dc9f/analysis/1580476231/,0,73,,,"6ca89724d19ddb51bef68f0ed25fe609
c950ed4c66e4be1a1f4f3a09d02ca30c10f6e7da
7b302c043e7b0770e896c1630513fe2a38506e056e00608a9cb74a20fe10dc9f"
Cisco WebEx Start,2EB2B5AB1AE164139C665F860FD7664BDC4A1A78B112FC40833AFB95DC0029BF,2eb2b5ab1ae164139c665f860fd7664bdc4a1a78b112fc40833afb95dc0029bf,1580795760,0,1/10/20 0:23,https://www.virustotal.com/file/2eb2b5ab1ae164139c665f860fd7664bdc4a1a78b112fc40833afb95dc0029bf/analysis/1578615783/,0,58,,,"175c3c2aadcd794097d0596f566d099e
305fb6c456f86b489258a974d8d441672e3f5932
2eb2b5ab1ae164139c665f860fd7664bdc4a1a78b112fc40833afb95dc0029bf"
taskhostw.exe,D5907D58A3E8A9F5610941D1E281F8DAC6437DE648FFCA08974490FDF7F74ACD,d5907d58a3e8a9f5610941d1e281f8dac6437de648ffca08974490fdf7f74acd,1580795760,0,1/10/20 9:15,https://www.virustotal.com/file/d5907d58a3e8a9f5610941d1e281f8dac6437de648ffca08974490fdf7f74acd/analysis/1578647747/,0,68,,,"cc07c007fa4b9d3b4c69d98dd7ce1c58
dfc7abebff4b0e30035c376e2ab03c5a78f9141e
d5907d58a3e8a9f5610941d1e281f8dac6437de648ffca08974490fdf7f74acd"
onedrive.exe,7CB991B1ECF41A669AD9CF31BF882F9EB3E31381B757C073FCCC4E57A224CABA,7cb991b1ecf41a669ad9cf31bf882f9eb3e31381b757c073fccc4e57a224caba,1580795760,0,1/25/20 19:17,https://www.virustotal.com/file/7cb991b1ecf41a669ad9cf31bf882f9eb3e31381b757c073fccc4e57a224caba/analysis/1579979861/,0,70,,,"2192b5059195d40c7a737bcfcc04abb2
1d103964af1ab922252ce1091e906abdebb024b7
7cb991b1ecf41a669ad9cf31bf882f9eb3e31381b757c073fccc4e57a224caba"
hxtsr.exe,8C96DF9D5AD28CAB1A9836405B99C5235FE6887EFD8A1409B09A6A4D2F9E351E,8c96df9d5ad28cab1a9836405b99c5235fe6887efd8a1409b09a6a4d2f9e351e,1580795761,0,1/29/20 8:11,https://www.virustotal.com/file/8c96df9d5ad28cab1a9836405b99c5235fe6887efd8a1409b09a6a4d2f9e351e/analysis/1580285501/,0,69,,,"2e7625086738f7cdb05962b073065e5d
9e612ba8a0f1758ba2a38a90b2afe03af6e91c06
8c96df9d5ad28cab1a9836405b99c5235fe6887efd8a1409b09a6a4d2f9e351e"
Microsoft Update Assistant,01C0CBD89752182E3650D2198B63D904B47814E9D91AFC919906C4C72491F0E1,01c0cbd89752182e3650d2198b63d904b47814e9d91afc919906c4c72491f0e1,1580795761,0,12/14/19 0:29,https://www.virustotal.com/file/01c0cbd89752182e3650d2198b63d904b47814e9d91afc919906c4c72491f0e1/analysis/1576283373/,0,61,,,"0b28bd4e396289ad4b3dd9411b624252
ec1a942405ee222db4b482a989f8ef809d71d4f5
01c0cbd89752182e3650d2198b63d904b47814e9d91afc919906c4c72491f0e1"
Box Edit,C9A25EB88F5372D06D9875F76125AC90397A4DA09EA3750EC76A4262FD69E31F,c9a25eb88f5372d06d9875f76125ac90397a4da09ea3750ec76a4262fd69e31f,1580795761,0,1/7/20 16:51,https://www.virustotal.com/file/c9a25eb88f5372d06d9875f76125ac90397a4da09ea3750ec76a4262fd69e31f/analysis/1578415898/,0,60,,,"a32ac67d576d85cade9fe6e403ad7d20
8d6d13cd0130c81cd748e7f47ed0c575c3c6930c
c9a25eb88f5372d06d9875f76125ac90397a4da09ea3750ec76a4262fd69e31f"
OneDriveStandaloneUpdater,A1130C9BA3982C099E3B49DFD9CCE52ACF0B92C12A2E6E35BB9BA8B7351BE974,a1130c9ba3982c099e3b49dfd9cce52acf0b92c12a2e6e35bb9ba8b7351be974,1580795761,0,12/21/19 0:25,https://www.virustotal.com/file/a1130c9ba3982c099e3b49dfd9cce52acf0b92c12a2e6e35bb9ba8b7351be974/analysis/1576887931/,0,61,,,"b96303b6571605f4cca6b80b7c9c1ae7
587ca300491d62fa1628ef2f671c4ada61fc2fa6
a1130c9ba3982c099e3b49dfd9cce52acf0b92c12a2e6e35bb9ba8b7351be974"
timed,0E9AB9BD607F2FEF657F0A1C8686D027D80F0C4AF889CB259C7DB60EAA45CB55,0e9ab9bd607f2fef657f0a1c8686d027d80f0c4af889cb259c7db60eaa45cb55,1580795761,0,9/29/19 17:12,https://www.virustotal.com/file/0e9ab9bd607f2fef657f0a1c8686d027d80f0c4af889cb259c7db60eaa45cb55/analysis/1569777177/,0,58,,,"5cc293dedaa13af8874308cfd3aab852
e7db417511f3589ddb368b85b4596b4f1931e3d4
0e9ab9bd607f2fef657f0a1c8686d027d80f0c4af889cb259c7db60eaa45cb55"
nsurlsessiond,366D664C43366CDF10BEB87C92EAE8F14886F2546FC4455D5718ACC69898D3B2,366d664c43366cdf10beb87c92eae8f14886f2546fc4455d5718acc69898d3b2,1580795761,0,1/14/20 0:21,https://www.virustotal.com/file/366d664c43366cdf10beb87c92eae8f14886f2546fc4455d5718acc69898d3b2/analysis/1578961265/,0,61,,,"800ea2a6db6fd2abda9f54458232800a
0210f5b7f877db6b079c26b2537d38cd6f647efb
366d664c43366cdf10beb87c92eae8f14886f2546fc4455d5718acc69898d3b2"
sihclient.exe,A4079B6A246F5A4F5A11C099FF3E20B9A9639C8D68D7DE4E75EB7ED6B7CAF1DC,a4079b6a246f5a4f5a11c099ff3e20b9a9639c8d68d7de4e75eb7ed6b7caf1dc,1580795761,0,1/4/20 1:44,https://www.virustotal.com/file/a4079b6a246f5a4f5a11c099ff3e20b9a9639c8d68d7de4e75eb7ed6b7caf1dc/analysis/1578102245/,0,72,,,"2bfa250015e7c03fa5ad550a154a9555
04b14f6af744ad123cc53f3e3cecfde47496790c
a4079b6a246f5a4f5a11c099ff3e20b9a9639c8d68d7de4e75eb7ed6b7caf1dc"
firefox.exe,99509BFA09DDB9BBAC4DB9C7ABD5FF5CD2F9492964D04F5303102F5357FEB1AE,99509bfa09ddb9bbac4db9c7abd5ff5cd2f9492964d04f5303102f5357feb1ae,1580795761,0,10/22/19 18:24,https://www.virustotal.com/file/99509bfa09ddb9bbac4db9c7abd5ff5cd2f9492964d04f5303102f5357feb1ae/analysis/1571768647/,0,71,,,"f2da420b110db9bd906c1adf6319a355
c52c4268382817434363292044dc7006abc6d975
99509bfa09ddb9bbac4db9c7abd5ff5cd2f9492964d04f5303102f5357feb1ae"
accountsd,BEA5DF6DA3DA467BDE983191503464AE207969BAE9260895E995E7B128D14BF0,bea5df6da3da467bde983191503464ae207969bae9260895e995e7b128d14bf0,1580795762,0,9/13/19 21:21,https://www.virustotal.com/file/bea5df6da3da467bde983191503464ae207969bae9260895e995e7b128d14bf0/analysis/1568409712/,0,58,,,"8a6652a758377b94ae448351a045ed43
caa901c672d0005798d9dd5081d660972ac965ef
bea5df6da3da467bde983191503464ae207969bae9260895e995e7b128d14bf0"
wermgr.exe,551807EC244FA09739B1CEE8BE599F24B8A2516886D98D5C121F50F3D3941397,551807ec244fa09739b1cee8be599f24b8a2516886d98d5c121f50f3d3941397,1580795762,0,12/27/19 5:17,https://www.virustotal.com/file/551807ec244fa09739b1cee8be599f24b8a2516886d98d5c121f50f3d3941397/analysis/1577423842/,0,65,,,"2529ae172f10d3f91fb675abcece5f29
9706df8aec994df088c74f2f95560994aa9ac084
551807ec244fa09739b1cee8be599f24b8a2516886d98d5c121f50f3d3941397"
apphostregistrationverifier.exe,619E84381F1387B59B623ECF8E8CE46F661C2E6F41A5CA908AC670F180EA7DFF,619e84381f1387b59b623ecf8e8ce46f661c2e6f41a5ca908ac670f180ea7dff,1580795762,0,1/27/20 14:19,https://www.virustotal.com/file/619e84381f1387b59b623ecf8e8ce46f661c2e6f41a5ca908ac670f180ea7dff/analysis/1580134788/,0,68,,,"6e3fa2cab3a58209ea4c3fcc522d5f16
7d3a6eeaeb2fea7f7a5f5f8e86672aa9a0113bdd
619e84381f1387b59b623ecf8e8ce46f661c2e6f41a5ca908ac670f180ea7dff"
com.apple.WebKit.Networking,4B65F60F6821E741EB117AA5CE0D9BF31991722777FE33880E307F6502CBCE3F,4b65f60f6821e741eb117aa5ce0d9bf31991722777fe33880e307f6502cbce3f,1580795762,0,1/6/20 15:29,https://www.virustotal.com/file/4b65f60f6821e741eb117aa5ce0d9bf31991722777fe33880e307f6502cbce3f/analysis/1578324550/,0,58,,,"f7e05ccb0c2246666773d41d60f8df59
b8eb601b9da5d652578c9ae4c3f4f555744866fe
4b65f60f6821e741eb117aa5ce0d9bf31991722777fe33880e307f6502cbce3f"
syspolicyd,6603C03D36C422F5ADC463C61EA1D7439AD7AFEF8F35FD36613EB363A6196ED5,6603c03d36c422f5adc463c61ea1d7439ad7afef8f35fd36613eb363a6196ed5,1580795823,0,1/14/20 0:22,https://www.virustotal.com/file/6603c03d36c422f5adc463c61ea1d7439ad7afef8f35fd36613eb363a6196ed5/analysis/1578961342/,0,61,,,"7bbd5aef20400ec568d7c9062698ac0a
53174488420233d202b80f00027ec03f6b498f31
6603c03d36c422f5adc463c61ea1d7439ad7afef8f35fd36613eb363a6196ed5"
rundll32.exe,F5691B8F200E3196E6808E932630E862F8F26F31CD949981373F23C9D87DB8B9,f5691b8f200e3196e6808e932630e862f8f26f31cd949981373f23c9d87db8b9,1580795823,0,2/3/20 19:29,https://www.virustotal.com/file/f5691b8f200e3196e6808e932630e862f8f26f31cd949981373f23c9d87db8b9/analysis/1580758181/,0,71,,,"dd81d91ff3b0763c392422865c9ac12e
963b55acc8c566876364716d5aafa353995812a8
f5691b8f200e3196e6808e932630e862f8f26f31cd949981373f23c9d87db8b9"
VMware Fusion,BFF63757C37A48D0B5CB9344C292C50E18CECE15926F5D4CE94FFAC802BA5D81,bff63757c37a48d0b5cb9344c292c50e18cece15926f5d4ce94ffac802ba5d81,1580795823,0,4/17/19 0:31,https://www.virustotal.com/file/bff63757c37a48d0b5cb9344c292c50e18cece15926f5d4ce94ffac802ba5d81/analysis/1555461095/,0,58,,,"3fc11bd619bd7929807657a71706d341
66a33e8eaa5200f2f6b7f78ba71b0dd6212664d8
bff63757c37a48d0b5cb9344c292c50e18cece15926f5d4ce94ffac802ba5d81"
iexplore.exe,346061315F31F0697727AC96E8CC83A7EE36B42D95D190FBECCCA2D1D288A394,346061315f31f0697727ac96e8cc83a7ee36b42d95d190fbeccca2d1d288a394,1580795823,0,1/4/20 5:19,https://www.virustotal.com/file/346061315f31f0697727ac96e8cc83a7ee36b42d95d190fbeccca2d1d288a394/analysis/1578115148/,0,72,,,"ad09a75e04a6f259f7a94d9d3bfaf2bd
b2533ae4cdaa5f2b0b38a76b8eb65f12c7b225ec
346061315f31f0697727ac96e8cc83a7ee36b42d95d190fbeccca2d1d288a394"
com.apple.Safari.SafeBrowsing.Service,C2F59C8672E41EB4BE69DA79B8B3932C564298DD8E5EA0B4BEE303D4CA163171,c2f59c8672e41eb4be69da79b8b3932c564298dd8e5ea0b4bee303d4ca163171,1580795823,0,9/3/19 0:33,https://www.virustotal.com/file/c2f59c8672e41eb4be69da79b8b3932c564298dd8e5ea0b4bee303d4ca163171/analysis/1567470837/,0,58,,,"f25fae565dc796dbdd5b64cf01030812
cb916ad79741ed8bff410f39968ab29013ee9081
c2f59c8672e41eb4be69da79b8b3932c564298dd8e5ea0b4bee303d4ca163171"
parsec-fbf,9885EFD5B4535340F8DF929A87F74699360AEA052A8DC580FC810CD9C77633EB,9885efd5b4535340f8df929a87f74699360aea052a8dc580fc810cd9c77633eb,1580795823,0,9/3/19 0:33,https://www.virustotal.com/file/9885efd5b4535340f8df929a87f74699360aea052a8dc580fc810cd9c77633eb/analysis/1567470787/,0,57,,,"0b9d2a8dbecd5566ada096ac39593775
ca3ed1d2c294144aeac0a2e67923abe767ac5793
9885efd5b4535340f8df929a87f74699360aea052a8dc580fc810cd9c77633eb"
music.ui.exe,24620854DCFF1D723D61288D830BFDC6C8025C10FB6FB2AE5E27EDF046B142E9,24620854dcff1d723d61288d830bfdc6c8025c10fb6fb2ae5e27edf046b142e9,1580795823,0,1/16/20 18:26,https://www.virustotal.com/file/24620854dcff1d723d61288d830bfdc6c8025c10fb6fb2ae5e27edf046b142e9/analysis/1579199212/,0,72,,,"c4c57cfda0883872409ece5312dc99d6
b418c1b36e3aa471399ee83f696b76ca2e4099e6
24620854dcff1d723d61288d830bfdc6c8025c10fb6fb2ae5e27edf046b142e9"
microsoft.photos.exe,05935DFAA5459A65103C82DEBF5E9289E6C896900AA49AA1CC6F6A5874DF5C8F,05935dfaa5459a65103c82debf5e9289e6c896900aa49aa1cc6f6a5874df5c8f,1580795823,0,2/3/20 19:01,https://www.virustotal.com/file/05935dfaa5459a65103c82debf5e9289e6c896900aa49aa1cc6f6a5874df5c8f/analysis/1580756468/,0,72,,,"2ff594ebceed526599c4002ee6ce3d96
6b7d80678108dd8058391ce7dec1ba21694de212
05935dfaa5459a65103c82debf5e9289e6c896900aa49aa1cc6f6a5874df5c8f"
chrome.exe,C5BE020DB6F1803F28E37427975C59379BFF1B084FA48BC98C19AF07D9A78397,c5be020db6f1803f28e37427975c59379bff1b084fa48bc98c19af07d9a78397,1580795824,0,2/3/20 16:32,https://www.virustotal.com/file/c5be020db6f1803f28e37427975c59379bff1b084fa48bc98c19af07d9a78397/analysis/1580747553/,0,70,,,"541fb38e445263f2159ca6c9d12a6778
0d41a1bb670573700bdeb1b84a2b433fe96d4689
c5be020db6f1803f28e37427975c59379bff1b084fa48bc98c19af07d9a78397"
assistantd,F25254E6AF5CB86469CE0264E50E3341C22A4481FAC70E66E87FB8571B589A38,f25254e6af5cb86469ce0264e50e3341c22a4481fac70e66e87fb8571b589a38,1580795824,0,8/24/19 0:30,https://www.virustotal.com/file/f25254e6af5cb86469ce0264e50e3341c22a4481fac70e66e87fb8571b589a38/analysis/1566606614/,0,59,,,"80cb459f896fb19761286ea9ac4495e4
a48a5f3dc284a179d81628cddd7e334ef65d2484
f25254e6af5cb86469ce0264e50e3341c22a4481fac70e66e87fb8571b589a38"
akd,1734D20022891BA26C570BA8120D216985E8803489EDB3CAC0CCD48B7BF3E175,1734d20022891ba26c570ba8120d216985e8803489edb3cac0ccd48b7bf3e175,1580795824,0,8/24/19 0:30,https://www.virustotal.com/file/1734d20022891ba26c570ba8120d216985e8803489edb3cac0ccd48b7bf3e175/analysis/1566606641/,0,58,,,"cfc31de3cca421ff74b4913e1c06ffdf
59a1c63da7fffbb116091b31d974ac174477561a
1734d20022891ba26c570ba8120d216985e8803489edb3cac0ccd48b7bf3e175"
mobileactivationd,C19286D73E6E47210C9470A00C43B2510289F9FFA450A9451E7A76D0E4138F7D,c19286d73e6e47210c9470a00c43b2510289f9ffa450a9451e7a76d0e4138f7d,1580795824,0,9/3/19 0:33,https://www.virustotal.com/file/c19286d73e6e47210c9470a00c43b2510289f9ffa450a9451e7a76d0e4138f7d/analysis/1567470835/,0,58,,,"dd3dd70753377599ab2e8ea9a3988b23
a56660220ffbb4fc553301ce31f18c2f05993beb
c19286d73e6e47210c9470a00c43b2510289f9ffa450a9451e7a76d0e4138f7d"
wwahost.exe,6938098BD4E28DE9688C443F2B1EDF9FE687E75292D3CB78FA4AA450A1E91F52,6938098bd4e28de9688c443f2b1edf9fe687e75292d3cb78fa4aa450a1e91f52,1580795824,0,1/30/20 6:36,https://www.virustotal.com/file/6938098bd4e28de9688c443f2b1edf9fe687e75292d3cb78fa4aa450a1e91f52/analysis/1580366215/,0,71,,,"573f61a8d2ab028119cb632c3fe1b58d
a063f3ee5a3f0cfb8c45580808a34ea132a22f4b
6938098bd4e28de9688c443f2b1edf9fe687e75292d3cb78fa4aa450a1e91f52"
wireshark.exe,A04596A23DCF5574C037FF0A578E7C38B823574C9C8B0DF3CFA5D0A39729C997,a04596a23dcf5574c037ff0a578e7c38b823574c9c8b0df3cfa5d0a39729c997,1580795824,0,1/15/20 18:38,https://www.virustotal.com/file/a04596a23dcf5574c037ff0a578e7c38b823574c9c8b0df3cfa5d0a39729c997/analysis/1579113530/,0,68,,,"811186cfbb05ecee1ef8a1d54cae2eb2
2e9a9b2001a8639084d5f07d5419cf090fbf5401
a04596a23dcf5574c037ff0a578e7c38b823574c9c8b0df3cfa5d0a39729c997"
cscan.exe,B22C4BC19326D682AE1051C28A478BD6AB4F512541EA216063736AF6480569E2,b22c4bc19326d682ae1051c28a478bd6ab4f512541ea216063736af6480569e2,1580795824,1.408450704,1/17/20 9:23,https://www.virustotal.com/file/b22c4bc19326d682ae1051c28a478bd6ab4f512541ea216063736af6480569e2/analysis/1579253038/,1,71,VBA32,BScope.Backdoor.IRCBot,"c3003dd4696797d44e72d361cd4e0c1a
f56bceb7c0c984d453ecc9b8cf89003f999d11bd
b22c4bc19326d682ae1051c28a478bd6ab4f512541ea216063736af6480569e2"
microsoft.photos.exe,240D852581BDF25BE49D472FDFF5B3815051A978EFE4F57AB370D8764B4EA7C2,240d852581bdf25be49d472fdff5b3815051a978efe4f57ab370d8764b4ea7c2,1580795824,0,2/4/20 5:50,https://www.virustotal.com/file/240d852581bdf25be49d472fdff5b3815051a978efe4f57ab370d8764b4ea7c2/analysis/1580795455/,0,70,,,"e407c42454e8520daca3eea0353967fb
c12506914be39ee4f152369b6a6692733b1b70e9
240d852581bdf25be49d472fdff5b3815051a978efe4f57ab370d8764b4ea7c2"
jusched.exe,66665D06B3F5AC1704FF8C59E25AB67E505B5F4132F5268F3C360FF527DC78CB,66665d06b3f5ac1704ff8c59e25ab67e505b5f4132f5268f3c360ff527dc78cb,1580795885,0,1/27/20 2:22,https://www.virustotal.com/file/66665d06b3f5ac1704ff8c59e25ab67e505b5f4132f5268f3c360ff527dc78cb/analysis/1580091773/,0,71,,,"8226ec0ad344c257961e049ffc5adbef
9749974f4925d752d00632b244d8c790517f95dc
66665d06b3f5ac1704ff8c59e25ab67e505b5f4132f5268f3c360ff527dc78cb"
iexplore.exe,FAA971F17A142EBD5518E5B3C55AF0F0C264ADF43644D8CCF972440048620D07,faa971f17a142ebd5518e5b3c55af0f0c264adf43644d8ccf972440048620d07,1580795885,0,1/27/20 16:48,https://www.virustotal.com/file/faa971f17a142ebd5518e5b3c55af0f0c264adf43644d8ccf972440048620d07/analysis/1580143694/,0,69,,,"eac888c884c5ae875b16e8c714b4d2e6
021415d73d02c6247001bad6e5c9bc6e220f34fc
faa971f17a142ebd5518e5b3c55af0f0c264adf43644d8ccf972440048620d07"
sihclient.exe,3118826C737001DF153068EFC171276509739C660D756C6129D8AB3D31D91B9C,3118826c737001df153068efc171276509739c660d756c6129d8ab3d31d91b9c,1580795885,0,12/29/19 12:44,https://www.virustotal.com/file/3118826c737001df153068efc171276509739c660d756c6129d8ab3d31d91b9c/analysis/1577623491/,0,72,,,"1601b33695b22ee8fe116fc8ddd4cbd5
747a48eb0d2244ddb4ee8c77a5dbef30d3fff318
3118826c737001df153068efc171276509739c660d756c6129d8ab3d31d91b9c"
vpnagentd,887005C5495C4C9A6986BB1BF24ED5F14A46450E63CEA6983582C7BC7E1DE325,887005c5495c4c9a6986bb1bf24ed5f14a46450e63cea6983582c7bc7e1de325,1580795885,0,12/20/19 0:23,https://www.virustotal.com/file/887005c5495c4c9a6986bb1bf24ed5f14a46450e63cea6983582c7bc7e1de325/analysis/1576801428/,0,60,,,"6b985b922adf9678e65334167efc1174
03c16d62c1ac10b8fe3ced663e20d47efb61b8af
887005c5495c4c9a6986bb1bf24ed5f14a46450e63cea6983582c7bc7e1de325"
Skype Helper,DFD6CE968E27A6B3DD5668C8BBB98A965C930D5BE232CB37E6297AC3507F2B76,dfd6ce968e27a6b3dd5668c8bbb98a965c930d5be232cb37e6297ac3507f2b76,1580795886,0,10/25/19 0:34,https://www.virustotal.com/file/dfd6ce968e27a6b3dd5668c8bbb98a965c930d5be232cb37e6297ac3507f2b76/analysis/1571963648/,0,59,,,"9e9c7d1ac85a6b5d3585717d6cfabab7
75ff7b5d846401e38e53d1b4d0f3202fb5b4fea4
dfd6ce968e27a6b3dd5668c8bbb98a965c930d5be232cb37e6297ac3507f2b76"
onedrivestandaloneupdater.exe,5069D955709EDDD7254372DB18EF0EBF80DA6E57E17A1054078E0BCB803E6A4E,5069d955709eddd7254372db18ef0ebf80da6e57e17a1054078e0bcb803e6a4e,1580795886,1.408450704,1/30/20 16:08,https://www.virustotal.com/file/5069d955709eddd7254372db18ef0ebf80da6e57e17a1054078e0bcb803e6a4e/analysis/1580400520/,1,71,eGambit,Unsafe.AI_Score_93%,"8f9b042b08e6e9fcedb07fc2e1421500
267c22b7e0829834f9f5d41f702a8b921d2f10aa
5069d955709eddd7254372db18ef0ebf80da6e57e17a1054078e0bcb803e6a4e"
