type,tier,max_size,region,location,rate,currency
S20,Standard_LRS,512,ZA North,N/A,21.731719,GBP
S40,Standard_LRS,2048,US North Central,N/A,58.002927,GBP
S40,StandardSSD_LRS,N/A,KR Central,N/A,13.221036,GBP
E30,StandardSSD_LRS,1024,SE Central,N/A,85.859596,GBP
E20,StandardSSD_LRS,512,CA Central,N/A,31.481852,GBP
E20,StandardSSD_LRS,N/A,UK South,uksouth,1.475711,GBP
E70,StandardSSD_LRS,16384,KR South,N/A,915.835699,GBP
E70,Premium_LRS,N/A,US South Central,N/A,0.004471,GBP
P50,Premium_LRS,4096,US Central,N/A,369.349576,GBP
P50,Premium_LRS,N/A,US West Central,N/A,97.933602,GBP
P50,Premium_LRS,N/A,EU West,westeurope,24.236703,GBP
E30,StandardSSD_LRS,1024,JA West,N/A,57.239731,GBP
E60,StandardSSD_LRS,8192,EU West,westeurope,686.876774,GBP
E60,StandardSSD_LRS,N/A,DE North,N/A,137.926883,GBP
E30,StandardSSD_LRS,1024,SE South,N/A,85.859596,GBP
S70,Standard_LRS,16384,EU West,westeurope,488.445706,GBP
E50,StandardSSD_LRS,4096,US East 2,N/A,228.958924,GBP
E50,Premium_LRS,N/A,JA West,N/A,3.795113,GBP
E30,StandardSSD_LRS,1024,EU West,westeurope,57.239731,GBP
E30,StandardSSD_LRS,N/A,SE South,N/A,137.926883,GBP
E40,StandardSSD_LRS,2048,US South Central,N/A,171.719193,GBP
S15,Standard_LRS,256,US Gov AZ,N/A,9.285998,GBP
S20,Standard_LRS,512,DE West Central,N/A,16.217923,GBP
S6,Standard_LRS,64,JA East,N/A,2.241889,GBP
S6,StandardSSD_LRS,N/A,US South Central,N/A,0.670778,GBP
S6,StandardSSD_LRS,N/A,AE Central,N/A,140.371497,GBP
S6,StandardSSD_LRS,N/A,IN Central Jio,N/A,53.319405,GBP
P80,Premium_LRS,32767,ZA North,N/A,3272.584741,GBP
S30,Standard_LRS,1024,ZA North,N/A,40.907029,GBP
S30,Premium_LRS,N/A,EU West,westeurope,4431.91289,GBP
P30,Premium_LRS,1024,IN Central,N/A,100.743417,GBP
P30,StandardSSD_LRS,N/A,AU Southeast,N/A,114.255869,GBP
P30,Premium_LRS,N/A,EU North,N/A,151.096493,GBP
P30,StandardSSD_LRS,N/A,US West 3,N/A,163.222671,GBP
P10,Premium_LRS,128,AE North,N/A,16.027124,GBP
P10,StandardSSD_LRS,N/A,US Gov AZ,N/A,0.245951,GBP
S50,Standard_LRS,4096,IN Central Jio,N/A,134.322569,GBP
P70,Premium_LRS,16384,KR South,N/A,1343.091536,GBP
P70,StandardSSD_LRS,N/A,DE North,N/A,0.581341,GBP
E80,StandardSSD_LRS,32767,UK West,N/A,2014.838538,GBP
S50,Standard_LRS,4096,US South Central,N/A,122.111426,GBP
P15,Premium_LRS,256,KR Central,N/A,28.330791,GBP
P15,Premium_LRS,N/A,US West 2,N/A,0.350295,GBP
P15,StandardSSD_LRS,N/A,KR Central,N/A,25.707198,GBP
P15,Premium_LRS,N/A,KR South,N/A,1.117963,GBP
S30,Standard_LRS,1024,KR South,N/A,30.527856,GBP
E15,StandardSSD_LRS,256,EU West,westeurope,14.309932,GBP
E15,Premium_LRS,N/A,EU West,westeurope,1.744023,GBP
E15,Premium_LRS,N/A,US Gov,N/A,0.107324,GBP
S60,Standard_LRS,8192,CH North,N/A,268.645138,GBP
S60,StandardSSD_LRS,N/A,US Gov,N/A,0.848161,GBP
S20,Standard_LRS,512,AE North,N/A,19.461508,GBP
S20,StandardSSD_LRS,N/A,AE Central,N/A,1.395218,GBP
E60,StandardSSD_LRS,8192,BR South,N/A,854.779985,GBP
E60,Premium_LRS,N/A,JA West,N/A,7.590226,GBP
S50,Standard_LRS,4096,AE Central,N/A,158.744854,GBP
E10,StandardSSD_LRS,128,SE South,N/A,10.732449,GBP
P20,Premium_LRS,512,,N/A,0.0,GBP
P20,Premium_LRS,N/A,US West 2,N/A,503.709634,GBP
P50,Premium_LRS,4096,AE Central,N/A,523.858019,GBP
P50,StandardSSD_LRS,N/A,DE North,N/A,4.143918,GBP
P50,Premium_LRS,N/A,UK South,uksouth,0.438241,GBP
P50,Premium_LRS,N/A,JA East,N/A,0.129683,GBP
P50,Premium_LRS,N/A,JA West,N/A,126.493843,GBP
P50,StandardSSD_LRS,N/A,AU Central,N/A,0.129683,GBP
P50,Premium_LRS,N/A,US West Central,N/A,45.702347,GBP
S80,Standard_LRS,32767,FR Central,N/A,976.891412,GBP
S80,Premium_LRS,N/A,IN West,N/A,225.247285,GBP
E10,StandardSSD_LRS,128,NO East,N/A,7.870463,GBP
P15,Premium_LRS,256,IN West Jio,N/A,28.330791,GBP
E30,StandardSSD_LRS,1024,KR Central,N/A,57.239731,GBP
S4,Standard_LRS,32,IN Central Jio,N/A,1.259274,GBP
S4,Premium_LRS,N/A,US West 2,N/A,0.89437,GBP
S4,Premium_LRS,N/A,NO West,N/A,0.166203,GBP
P10,Premium_LRS,128,UK South,uksouth,17.774129,GBP
P50,Premium_LRS,4096,UK West,N/A,446.892419,GBP
S20,Standard_LRS,512,IN Central,N/A,17.839716,GBP
S20,Premium_LRS,N/A,EU North,N/A,0.420354,GBP
S20,Premium_LRS,N/A,IN Central Jio,N/A,53.319405,GBP
E10,StandardSSD_LRS,128,ZA North,N/A,10.44625,GBP
E10,Premium_LRS,N/A,US Gov TX,N/A,0.004658,GBP
E10,StandardSSD_LRS,N/A,KR Central,N/A,0.223592,GBP
E10,Premium_LRS,N/A,US Gov TX,N/A,47.606612,GBP
E10,Premium_LRS,N/A,ZA West,N/A,0.16993,GBP
E10,Premium_LRS,N/A,NO East,N/A,0.639475,GBP
E10,Premium_LRS,N/A,SE Central,N/A,1.162682,GBP
S50,Standard_LRS,4096,CA East,N/A,134.322569,GBP
S50,StandardSSD_LRS,N/A,US Central,N/A,0.430788,GBP
S50,StandardSSD_LRS,N/A,CA East,N/A,0.053662,GBP
E15,StandardSSD_LRS,256,IN Central Jio,N/A,15.740926,GBP
E15,Premium_LRS,N/A,US South Central,N/A,2.938008,GBP
E15,StandardSSD_LRS,N/A,IN West Jio,N/A,6.855352,GBP
E15,Premium_LRS,N/A,AU Central 2,N/A,0.005403,GBP
E4,StandardSSD_LRS,32,EU West,westeurope,2.683112,GBP
E30,StandardSSD_LRS,1024,JA East,N/A,57.239731,GBP
P60,Premium_LRS,8192,AU Central,N/A,705.121938,GBP
P60,StandardSSD_LRS,N/A,JA East,N/A,14.200372,GBP
S80,Standard_LRS,32767,NO East,N/A,1074.579063,GBP
S80,Premium_LRS,N/A,EU North,N/A,5.876016,GBP
S80,StandardSSD_LRS,N/A,,N/A,0.0,GBP
S80,StandardSSD_LRS,N/A,US North Central,N/A,45.702347,GBP
S80,StandardSSD_LRS,N/A,ZA West,N/A,4.653709,GBP
E50,StandardSSD_LRS,4096,BR South,N/A,427.389992,GBP
E50,StandardSSD_LRS,N/A,SE Central,N/A,0.251914,GBP
E4,StandardSSD_LRS,32,NO West,N/A,2.5579,GBP
E4,Premium_LRS,N/A,KR Central,N/A,0.12074,GBP
E4,Premium_LRS,N/A,IN Central,N/A,26.659702,GBP
E4,Premium_LRS,N/A,EU North,N/A,45.702347,GBP
E4,Premium_LRS,N/A,UK South,uksouth,0.111796,GBP
S40,Standard_LRS,2048,US West,N/A,61.055713,GBP
S40,StandardSSD_LRS,N/A,US West 2,N/A,0.335389,GBP
S40,Premium_LRS,N/A,BR South,N/A,0.178874,GBP
S40,StandardSSD_LRS,N/A,UK West,N/A,1.786505,GBP
S40,Premium_LRS,N/A,DE West Central,N/A,49.510876,GBP
S40,StandardSSD_LRS,N/A,US West Central,N/A,5.876016,GBP
P70,Premium_LRS,16384,CH West,N/A,2112.58067,GBP
P70,StandardSSD_LRS,N/A,NO East,N/A,0.491903,GBP
P70,Premium_LRS,N/A,CA East,N/A,11.752032,GBP
P70,Premium_LRS,N/A,CH North,N/A,7.002252,GBP
E4,StandardSSD_LRS,32,UK South,uksouth,1.967615,GBP
P20,Premium_LRS,512,KR Central,N/A,54.571524,GBP
P20,StandardSSD_LRS,N/A,NO West,N/A,9.103204,GBP
P20,Premium_LRS,N/A,US Central,N/A,0.055003,GBP
S60,Standard_LRS,8192,KR Central,N/A,244.222853,GBP
P6,Premium_LRS,64,AP Southeast,N/A,7.607368,GBP
P6,Premium_LRS,N/A,US West 3,N/A,0.89437,GBP
P40,Premium_LRS,2048,AU Southeast,N/A,193.069091,GBP
P40,StandardSSD_LRS,N/A,NO East,N/A,0.128193,GBP
P40,Premium_LRS,2048,US Central,N/A,193.069091,GBP
P40,Premium_LRS,N/A,EU North,N/A,2.146489,GBP
P6,Premium_LRS,64,IN West Jio,N/A,7.607368,GBP
P4,Premium_LRS,32,US South Central,N/A,3.577557,GBP
E20,StandardSSD_LRS,512,SE South,N/A,37.205825,GBP
P20,Premium_LRS,512,CH North,N/A,66.029905,GBP
P20,Premium_LRS,N/A,ZA North,N/A,0.00544,GBP
E60,StandardSSD_LRS,8192,US East 2,N/A,457.917849,GBP
E60,Premium_LRS,N/A,DE West Central,N/A,0.029067,GBP
E60,Premium_LRS,N/A,US Gov,N/A,5.876016,GBP
E60,Premium_LRS,N/A,FR Central,N/A,12.2417,GBP
E60,StandardSSD_LRS,N/A,UK West,N/A,213.821699,GBP
S6,Standard_LRS,64,NO West,N/A,3.205574,GBP
E30,StandardSSD_LRS,1024,US Gov AZ,N/A,62.963703,GBP
E30,StandardSSD_LRS,N/A,BR Southeast,N/A,2.511393,GBP
E30,Premium_LRS,N/A,FR South,N/A,29.76466,GBP
E50,StandardSSD_LRS,4096,CA East,N/A,251.854817,GBP
E50,StandardSSD_LRS,N/A,US Central,N/A,200.763885,GBP
E50,StandardSSD_LRS,N/A,FR Central,N/A,0.491903,GBP
P60,Premium_LRS,8192,US East 2,N/A,641.084989,GBP
P60,StandardSSD_LRS,N/A,IN Central,N/A,26.659702,GBP
P4,Premium_LRS,32,KR South,N/A,3.934858,GBP
S70,Standard_LRS,16384,AE North,N/A,468.911157,GBP
P15,Premium_LRS,256,UK South,uksouth,34.278677,GBP
P15,Premium_LRS,N/A,NO West,N/A,3.325568,GBP
E10,StandardSSD_LRS,128,AP Southeast,N/A,7.154966,GBP
E10,StandardSSD_LRS,N/A,US East 2,N/A,0.089437,GBP
S10,Standard_LRS,128,US North Central,N/A,4.388379,GBP
S10,StandardSSD_LRS,N/A,US Central,N/A,0.89437,GBP
E50,StandardSSD_LRS,4096,UK West,N/A,251.854817,GBP
E50,Premium_LRS,N/A,SE South,N/A,3.022973,GBP
E50,Premium_LRS,N/A,CH West,N/A,0.007266,GBP
E50,StandardSSD_LRS,N/A,UK South,uksouth,12.2417,GBP
E50,Premium_LRS,N/A,KR South,N/A,2.235927,GBP
E50,StandardSSD_LRS,N/A,NO West,N/A,0.639475,GBP
E10,StandardSSD_LRS,128,US East 2,N/A,10.732449,GBP
E10,StandardSSD_LRS,N/A,US East 2,N/A,19.042644,GBP
P6,Premium_LRS,64,US Gov,N/A,7.607368,GBP
E60,StandardSSD_LRS,8192,AU Southeast,N/A,622.765294,GBP
E60,StandardSSD_LRS,N/A,FR Central,N/A,0.245951,GBP
E70,StandardSSD_LRS,16384,SE South,N/A,1190.586408,GBP
E80,StandardSSD_LRS,32767,IN West Jio,N/A,2014.838538,GBP
E60,StandardSSD_LRS,8192,US West,N/A,457.917849,GBP
S20,Standard_LRS,512,KR South,N/A,16.217923,GBP
S20,Premium_LRS,N/A,NO West,N/A,18.205662,GBP
S20,StandardSSD_LRS,N/A,AU Central,N/A,236.672872,GBP
S40,Standard_LRS,2048,FR Central,N/A,63.795339,GBP
S40,Premium_LRS,N/A,EU North,N/A,0.004471,GBP
S40,StandardSSD_LRS,N/A,CA East,N/A,0.107324,GBP
S40,Standard_LRS,2048,DE West Central,N/A,61.055713,GBP
S40,Premium_LRS,N/A,US East,N/A,0.022359,GBP
E15,StandardSSD_LRS,256,AU East,N/A,19.461508,GBP
E6,StandardSSD_LRS,64,FR South,N/A,5.1158,GBP
P40,Premium_LRS,2048,US East,N/A,193.069091,GBP
E80,StandardSSD_LRS,32767,EU North,N/A,1831.671398,GBP
E80,Premium_LRS,N/A,DE West Central,N/A,6.365684,GBP
E10,StandardSSD_LRS,128,US West Central,N/A,7.154966,GBP
E10,StandardSSD_LRS,N/A,US West 2,N/A,2.452066,GBP
E10,Premium_LRS,N/A,KR South,N/A,0.027949,GBP
P70,Premium_LRS,16384,JA West,N/A,1404.415561,GBP
P70,StandardSSD_LRS,N/A,AE North,N/A,0.029514,GBP
P50,Premium_LRS,4096,US West 2,N/A,335.806423,GBP
P50,Premium_LRS,N/A,US Central,N/A,22.5292,GBP
P50,Premium_LRS,N/A,US West 2,N/A,0.19378,GBP
E80,StandardSSD_LRS,32767,FR Central,N/A,2014.838538,GBP
E80,Premium_LRS,N/A,IN South,N/A,28.754021,GBP
E80,Premium_LRS,N/A,JA East,N/A,0.005403,GBP
S6,Standard_LRS,64,AU Southeast,N/A,3.587023,GBP
S6,StandardSSD_LRS,N/A,CA East,N/A,0.245951,GBP
S6,Premium_LRS,N/A,BR South,N/A,2.720377,GBP
S60,Standard_LRS,8192,US Gov,N/A,268.611955,GBP
S60,Premium_LRS,N/A,AU East,N/A,0.983807,GBP
S60,StandardSSD_LRS,N/A,KR South,N/A,6.120477,GBP
S60,StandardSSD_LRS,N/A,US West,N/A,3.187686,GBP
S4,Standard_LRS,32,US East 2,N/A,1.144794,GBP
P20,Premium_LRS,512,KR South,N/A,54.571524,GBP
S40,Standard_LRS,2048,US West 3,N/A,58.002927,GBP
S40,StandardSSD_LRS,N/A,KR South,N/A,0.027949,GBP
S40,StandardSSD_LRS,N/A,FR Central,N/A,3.06471,GBP
E40,StandardSSD_LRS,2048,AE North,N/A,137.375354,GBP
P30,Premium_LRS,1024,EU West,westeurope,110.812542,GBP
P70,Premium_LRS,16384,EU West,westeurope,1477.32914,GBP
S50,Standard_LRS,4096,US Gov AZ,N/A,134.305977,GBP
P6,Premium_LRS,64,US Central,N/A,7.607368,GBP
E4,StandardSSD_LRS,32,IN West Jio,N/A,1.967615,GBP
P6,Premium_LRS,64,FR Central,N/A,9.204491,GBP
P6,Premium_LRS,N/A,SE Central,N/A,0.089437,GBP
P6,StandardSSD_LRS,N/A,IN West Jio,N/A,13.710704,GBP
E4,StandardSSD_LRS,32,CA East,N/A,1.967615,GBP
S40,Standard_LRS,2048,IN West Jio,N/A,67.161284,GBP
S40,StandardSSD_LRS,N/A,FR Central,N/A,0.848161,GBP
S40,Premium_LRS,N/A,US East,N/A,0.350295,GBP
P50,Premium_LRS,4096,UK South,uksouth,446.892419,GBP
P50,StandardSSD_LRS,N/A,FR South,N/A,0.072667,GBP
P50,Premium_LRS,N/A,AP East,N/A,15.179708,GBP
E6,StandardSSD_LRS,64,ZA North,N/A,5.223125,GBP
E15,StandardSSD_LRS,256,CH West,N/A,20.463203,GBP
E15,StandardSSD_LRS,N/A,US Gov AZ,N/A,0.055898,GBP
E70,StandardSSD_LRS,16384,JA West,N/A,915.835699,GBP
S30,Standard_LRS,1024,CA Central,N/A,33.580642,GBP
S30,Premium_LRS,N/A,AU Central,N/A,0.064841,GBP
P40,Premium_LRS,2048,AE North,N/A,210.64221,GBP
P40,Premium_LRS,N/A,US West 3,N/A,0.19378,GBP
P40,StandardSSD_LRS,N/A,AE Central,N/A,280.742994,GBP
P30,Premium_LRS,1024,AP Southeast,N/A,100.743417,GBP
P4,Premium_LRS,32,JA East,N/A,4.525814,GBP
P4,Premium_LRS,N/A,UK South,uksouth,0.848161,GBP
P4,Premium_LRS,N/A,JA West,N/A,0.542584,GBP
P4,Premium_LRS,N/A,US Gov AZ,N/A,0.848161,GBP
P4,StandardSSD_LRS,N/A,US Gov,N/A,0.111796,GBP
P4,StandardSSD_LRS,N/A,US West 3,N/A,0.678231,GBP
P4,StandardSSD_LRS,N/A,DE West Central,N/A,0.058134,GBP
P4,StandardSSD_LRS,N/A,AE North,N/A,12.927384,GBP
P40,Premium_LRS,2048,DE West Central,N/A,212.368346,GBP
S30,Standard_LRS,1024,IN West Jio,N/A,33.580642,GBP
S20,Standard_LRS,512,FR Central,N/A,17.839716,GBP
S20,StandardSSD_LRS,N/A,AU Central 2,N/A,1.97805,GBP
S20,Premium_LRS,N/A,ZA North,N/A,0.065289,GBP
P70,Premium_LRS,16384,AU Central,N/A,1343.091536,GBP
E70,StandardSSD_LRS,16384,NO East,N/A,1007.419269,GBP
E70,Premium_LRS,N/A,AU Central,N/A,0.280981,GBP
P4,Premium_LRS,32,FR South,N/A,6.189247,GBP
P4,Premium_LRS,N/A,KR South,N/A,204.028338,GBP
S10,Standard_LRS,128,US East 2,N/A,4.388379,GBP
S10,StandardSSD_LRS,N/A,EU North,N/A,0.232536,GBP
S10,Premium_LRS,N/A,US East,N/A,0.678231,GBP
E10,StandardSSD_LRS,128,US North Central,N/A,7.154966,GBP
E80,StandardSSD_LRS,32767,NO West,N/A,2619.29159,GBP
S80,Standard_LRS,32767,US Central,N/A,976.891412,GBP
S10,Standard_LRS,128,AU Central,N/A,7.021407,GBP
P30,Premium_LRS,1024,US Gov TX,N/A,100.743417,GBP
E15,StandardSSD_LRS,256,KR South,N/A,14.309932,GBP
S6,Standard_LRS,64,US Gov AZ,N/A,2.466078,GBP
S6,StandardSSD_LRS,N/A,EU West,westeurope,24.755438,GBP
E10,StandardSSD_LRS,128,CA East,N/A,7.870463,GBP
P6,Premium_LRS,64,BR Southeast,N/A,17.08474,GBP
P30,Premium_LRS,1024,AE Central,N/A,142.870369,GBP
P30,Premium_LRS,1024,NO East,N/A,121.895286,GBP
P30,Premium_LRS,N/A,AU East,N/A,14.200372,GBP
P30,StandardSSD_LRS,N/A,EU West,westeurope,1.341556,GBP
P30,Premium_LRS,N/A,US Gov,N/A,0.004658,GBP
P30,StandardSSD_LRS,N/A,ZA West,N/A,0.084965,GBP
S70,Standard_LRS,16384,FR Central,N/A,488.445706,GBP
S70,Premium_LRS,N/A,CH West,N/A,4.550647,GBP
S70,Premium_LRS,N/A,AU Central 2,N/A,0.648418,GBP
P50,Premium_LRS,4096,IN South,N/A,332.414596,GBP
P4,Premium_LRS,32,US West,N/A,3.934858,GBP
P4,Premium_LRS,N/A,DE North,N/A,0.151297,GBP
E70,StandardSSD_LRS,16384,IN West Jio,N/A,1007.419269,GBP
E70,Premium_LRS,N/A,JA East,N/A,1.296837,GBP
E70,Premium_LRS,N/A,DE West Central,N/A,1.767872,GBP
E70,Premium_LRS,N/A,EU North,N/A,0.804933,GBP
E70,StandardSSD_LRS,N/A,US East,N/A,19.042644,GBP
P6,Premium_LRS,64,US East 2,N/A,6.916542,GBP
E6,StandardSSD_LRS,64,AP Southeast,N/A,3.577483,GBP
E6,Premium_LRS,N/A,ZA North,N/A,1.305781,GBP
E50,StandardSSD_LRS,4096,AU East,N/A,311.384137,GBP
S70,Standard_LRS,16384,CH North,N/A,537.290276,GBP
S70,StandardSSD_LRS,N/A,IN West,N/A,1.881905,GBP
E60,StandardSSD_LRS,8192,US Gov,N/A,503.709634,GBP
E60,StandardSSD_LRS,8192,IN South,N/A,457.917849,GBP
E80,StandardSSD_LRS,32767,US Gov TX,N/A,2014.838538,GBP
E80,Premium_LRS,N/A,NO East,N/A,0.031973,GBP
E80,Premium_LRS,N/A,AE North,N/A,24.177823,GBP
E15,StandardSSD_LRS,256,NO East,N/A,15.740926,GBP
P70,Premium_LRS,16384,US West 2,N/A,1221.114265,GBP
S40,Standard_LRS,2048,AP East,N/A,61.055713,GBP
S40,StandardSSD_LRS,N/A,IN West,N/A,0.123721,GBP
S40,Premium_LRS,N/A,US Central,N/A,100.378216,GBP
S40,Standard_LRS,N/A,US Gov,N/A,0.000465,GBP
S10,Standard_LRS,128,JA East,N/A,4.388379,GBP
S10,Premium_LRS,N/A,CH North,N/A,14.004505,GBP
S10,Premium_LRS,N/A,NO East,N/A,116.700483,GBP
S10,Premium_LRS,N/A,IN South,N/A,7.39421,GBP
P60,Premium_LRS,8192,AU Southeast,N/A,705.121938,GBP
E20,StandardSSD_LRS,512,AP Southeast,N/A,28.619865,GBP
E4,StandardSSD_LRS,32,FR South,N/A,2.5579,GBP
S10,Standard_LRS,128,DE West Central,N/A,4.388379,GBP
S10,Premium_LRS,N/A,DE West Central,N/A,0.116268,GBP
S10,Premium_LRS,N/A,US West Central,N/A,0.107324,GBP
S10,StandardSSD_LRS,N/A,JA East,N/A,3.555123,GBP
P70,Premium_LRS,16384,US East 2,N/A,1221.114265,GBP
P40,Premium_LRS,2048,IN Central,N/A,193.069091,GBP
P40,StandardSSD_LRS,N/A,NO East,N/A,0.031973,GBP
S80,Standard_LRS,32767,AE Central,N/A,1219.161556,GBP
S80,Premium_LRS,N/A,CH West,N/A,18.205856,GBP
S80,StandardSSD_LRS,N/A,UK West,N/A,0.245951,GBP
P20,Premium_LRS,512,SE South,N/A,78.035342,GBP
P20,Premium_LRS,N/A,US West 3,N/A,1.788741,GBP
P20,Premium_LRS,N/A,US Gov AZ,N/A,12.2417,GBP
P20,Premium_LRS,N/A,DE West Central,N/A,212.189472,GBP
S20,Standard_LRS,512,CA East,N/A,17.839716,GBP
S40,Standard_LRS,2048,AU Central 2,N/A,97.68765,GBP
S40,Premium_LRS,N/A,IN Central,N/A,25.643101,GBP
S40,Premium_LRS,N/A,US West 2,N/A,4.89668,GBP
S40,Premium_LRS,N/A,NO West,N/A,2.528833,GBP
S80,Standard_LRS,32767,IN Central Jio,N/A,1074.579063,GBP
S80,StandardSSD_LRS,N/A,UK West,N/A,0.117013,GBP
P70,Premium_LRS,16384,FR Central,N/A,1625.06429,GBP
S30,Standard_LRS,1024,US West 2,N/A,30.527856,GBP
S30,StandardSSD_LRS,N/A,SE South,N/A,32.182442,GBP
S70,Standard_LRS,16384,IN West Jio,N/A,537.293258,GBP
S70,Premium_LRS,N/A,DE West Central,N/A,23.811877,GBP
S70,Premium_LRS,N/A,AE North,N/A,25.136291,GBP
P6,Premium_LRS,64,EU North,N/A,7.607368,GBP
P6,StandardSSD_LRS,N/A,IN Central,N/A,0.491903,GBP
S4,Standard_LRS,32,US South Central,N/A,1.144794,GBP
P15,Premium_LRS,256,AU Central 2,N/A,28.330685,GBP
S4,Standard_LRS,32,US East,N/A,1.144794,GBP
S4,Premium_LRS,N/A,IN Central Jio,N/A,2.504238,GBP
S4,StandardSSD_LRS,N/A,AU Central,N/A,0.5083,GBP
S4,StandardSSD_LRS,N/A,JA West,N/A,2.113696,GBP
P10,Premium_LRS,128,NO East,N/A,17.774129,GBP
P10,Premium_LRS,N/A,IN Central,N/A,6.855352,GBP
P10,Premium_LRS,N/A,EU West,westeurope,0.455383,GBP
P10,StandardSSD_LRS,N/A,CA Central,N/A,0.053662,GBP
P60,Premium_LRS,8192,CA East,N/A,705.196469,GBP
E70,StandardSSD_LRS,16384,BR Southeast,N/A,2571.668581,GBP
E70,Premium_LRS,N/A,DE North,N/A,275.846313,GBP
E70,StandardSSD_LRS,N/A,SE South,N/A,275.846313,GBP
S30,Standard_LRS,1024,EU West,westeurope,30.527856,GBP
S30,Premium_LRS,N/A,US Gov TX,N/A,1.117963,GBP
S30,StandardSSD_LRS,N/A,US East 2,N/A,0.044718,GBP
E20,StandardSSD_LRS,512,US West 2,N/A,42.929798,GBP
E20,Premium_LRS,N/A,AU Central,N/A,3.549906,GBP
P4,Premium_LRS,32,US West Central,N/A,3.577557,GBP
E40,StandardSSD_LRS,2048,,N/A,0.0,GBP
E70,StandardSSD_LRS,16384,US East 2,N/A,915.835699,GBP
E70,StandardSSD_LRS,N/A,AU Southeast,N/A,0.304086,GBP
E70,StandardSSD_LRS,N/A,AE North,N/A,215.453925,GBP
S20,Standard_LRS,512,CH West,N/A,23.191904,GBP
S20,Premium_LRS,N/A,FR Central,N/A,99.029206,GBP
S20,StandardSSD_LRS,N/A,US Central,N/A,0.834,GBP
P70,Premium_LRS,16384,AE Central,N/A,1904.935273,GBP
P70,StandardSSD_LRS,N/A,AE North,N/A,0.536622,GBP
P70,StandardSSD_LRS,N/A,AE North,N/A,0.117758,GBP
P70,StandardSSD_LRS,N/A,AP Southeast,N/A,212.189472,GBP
P70,Premium_LRS,N/A,EU West,westeurope,6.492386,GBP
P70,Premium_LRS,N/A,US West,N/A,0.8817,GBP
P70,StandardSSD_LRS,N/A,US South Central,N/A,22.851173,GBP
P70,Premium_LRS,N/A,FR Central,N/A,0.055898,GBP
P20,Premium_LRS,512,DE West Central,N/A,60.027186,GBP
P20,StandardSSD_LRS,N/A,US West 2,N/A,0.447185,GBP
P20,Premium_LRS,N/A,US West 2,N/A,0.044718,GBP
P15,Premium_LRS,256,BR South,N/A,48.942844,GBP
E30,StandardSSD_LRS,1024,US North Central,N/A,57.239731,GBP
E30,Premium_LRS,N/A,NO East,N/A,0.128193,GBP
E30,Premium_LRS,N/A,JA West,N/A,1.050885,GBP
E30,Premium_LRS,N/A,DE North,N/A,0.32719,GBP
E40,StandardSSD_LRS,2048,CH North,N/A,137.375354,GBP
E40,StandardSSD_LRS,N/A,US North Central,N/A,2.942479,GBP
P50,Premium_LRS,4096,FR Central,N/A,446.892419,GBP
P50,StandardSSD_LRS,N/A,US South Central,N/A,0.89437,GBP
P50,Premium_LRS,N/A,KR Central,N/A,6.61089,GBP
P50,Premium_LRS,N/A,SE Central,N/A,0.004844,GBP
S80,Standard_LRS,32767,US West Central,N/A,976.891412,GBP
S80,StandardSSD_LRS,N/A,AU East,N/A,1.216344,GBP
E70,StandardSSD_LRS,16384,US West Central,N/A,915.835699,GBP
P4,Premium_LRS,32,CA Central,N/A,3.935231,GBP
P4,Premium_LRS,N/A,US Gov TX,N/A,0.055898,GBP
P4,StandardSSD_LRS,N/A,NO West,N/A,0.041588,GBP
P4,Premium_LRS,N/A,JA East,N/A,0.648418,GBP
P4,Premium_LRS,N/A,AE Central,N/A,0.038383,GBP
P4,StandardSSD_LRS,N/A,CH North,N/A,57.127934,GBP
P4,Premium_LRS,N/A,CH North,N/A,27.47507,GBP
S6,Standard_LRS,64,KR South,N/A,2.241889,GBP
E50,StandardSSD_LRS,4096,FR Central,N/A,377.782225,GBP
E50,Premium_LRS,N/A,AU Central,N/A,2.593675,GBP
P10,Premium_LRS,128,AU Central 2,N/A,14.69004,GBP
S15,Standard_LRS,256,IN South,N/A,8.44286,GBP
S15,StandardSSD_LRS,N/A,FR South,N/A,1.27895,GBP
S15,Premium_LRS,N/A,EU North,N/A,11.752032,GBP
S15,Premium_LRS,N/A,FR South,N/A,0.728912,GBP
S15,StandardSSD_LRS,N/A,CA Central,N/A,195.867205,GBP
S15,Premium_LRS,N/A,US West 3,N/A,81.611335,GBP
E15,StandardSSD_LRS,256,IN South,N/A,14.309932,GBP
E6,StandardSSD_LRS,64,AU Central,N/A,4.865377,GBP
S60,Standard_LRS,8192,DE West Central,N/A,234.450361,GBP
S60,Premium_LRS,N/A,US West,N/A,0.455383,GBP
E50,StandardSSD_LRS,4096,ZA West,N/A,384.653974,GBP
E50,StandardSSD_LRS,N/A,US Gov AZ,N/A,0.001863,GBP
E50,StandardSSD_LRS,N/A,EU West,westeurope,0.00149,GBP
E50,Premium_LRS,N/A,US West Central,N/A,0.004471,GBP
P40,Premium_LRS,2048,,N/A,0.0,GBP
E40,StandardSSD_LRS,2048,IN Central,N/A,125.927408,GBP
E40,StandardSSD_LRS,N/A,JA East,N/A,0.223592,GBP
S60,Standard_LRS,8192,SE Central,N/A,244.222853,GBP
S60,StandardSSD_LRS,N/A,KR South,N/A,0.223592,GBP
S60,Premium_LRS,N/A,US Gov AZ,N/A,23.803678,GBP
E4,StandardSSD_LRS,32,AU Southeast,N/A,2.432688,GBP
