"_time",MACdm,Source,Destination,"_timediff",killchain
"09/30/2019 18:30:00","40:16:7e:f4:82:50","74.63.28.242","192.168.109.55",,CommandAndControl
"09/30/2019 18:30:00","40:16:7e:f4:82:50","74.63.28.243","192.168.1.138",,CommandAndControl
"09/30/2019 18:30:00","40:16:7e:f4:82:50","74.63.28.243","192.168.109.55",,CommandAndControl
"09/30/2019 18:30:00","40:16:7e:f4:82:50","74.63.28.244","192.168.1.138",,CommandAndControl
"09/30/2019 18:30:00","40:16:7e:f4:82:50","74.63.28.244","192.168.109.55",,CommandAndControl
"09/30/2019 18:30:00","40:16:7e:f4:82:50","74.63.28.246","192.168.1.138",,CommandAndControl
"09/30/2019 18:30:00","40:16:7e:f4:82:50","74.63.28.246","192.168.109.55",,CommandAndControl
"09/30/2019 18:30:00","40:16:7e:f4:82:50","74.63.28.247","192.168.1.138",,CommandAndControl
"09/30/2019 18:30:00","40:16:7e:f4:82:50","74.63.28.247","192.168.109.55",,CommandAndControl
"09/30/2019 18:30:00","40:16:7e:f4:82:50","74.63.28.248","192.168.1.138",,CommandAndControl
"09/30/2019 18:30:00","40:16:7e:f4:82:50","74.63.28.250","192.168.1.138",,CommandAndControl
"09/30/2019 18:30:00","40:16:7e:f4:82:50","74.63.28.250","192.168.109.55",,CommandAndControl
"09/30/2019 19:00:00","00:0c:29:20:42:21","fe80::133c:3d13:4562:495c","ff02::fb",,CommandAndControl
"09/30/2019 19:00:00","00:0c:29:a8:75:84","fe80::7b9:86e1:4ef5:283b","ff02::fb",,CommandAndControl
"09/30/2019 19:00:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.242","192.168.1.138",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.242","192.168.109.55",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.243","192.168.1.138",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.243","192.168.109.55",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.244","192.168.1.138",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.244","192.168.109.55",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.246","192.168.1.138",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.246","192.168.109.55",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.247","192.168.1.138",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.247","192.168.109.55",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.248","192.168.1.138",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.250","192.168.1.138",,CommandAndControl
"09/30/2019 19:00:00","40:16:7e:f4:82:50","74.63.28.250","192.168.109.55",,CommandAndControl
"09/30/2019 19:30:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"09/30/2019 20:00:00","00:0c:29:20:42:21","fe80::133c:3d13:4562:495c","ff02::fb",,CommandAndControl
"09/30/2019 20:00:00","00:0c:29:a8:75:84","fe80::7b9:86e1:4ef5:283b","ff02::fb",,CommandAndControl
"09/30/2019 20:00:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"09/30/2019 20:00:00","00:50:56:ac:25:6d","fe80::cd6d:e825:3a65:9d5f","ff02::fb",,CommandAndControl
"09/30/2019 20:30:00","00:0c:29:20:42:21","fe80::133c:3d13:4562:495c","ff02::fb",,CommandAndControl
"09/30/2019 20:30:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"09/30/2019 21:00:00","00:0c:29:a8:75:84","fe80::7b9:86e1:4ef5:283b","ff02::fb",,CommandAndControl
"09/30/2019 21:00:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"09/30/2019 21:00:00","00:50:56:ac:25:6d","fe80::cd6d:e825:3a65:9d5f","ff02::fb",,CommandAndControl
"09/30/2019 22:30:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"09/30/2019 23:00:00","00:0c:29:20:42:21","fe80::133c:3d13:4562:495c","ff02::fb",,CommandAndControl
"09/30/2019 23:00:00","00:0c:29:a8:75:84","fe80::7b9:86e1:4ef5:283b","ff02::fb",,CommandAndControl
"09/30/2019 23:00:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"09/30/2019 23:00:00","00:50:56:ac:25:6d","fe80::cd6d:e825:3a65:9d5f","ff02::fb",,CommandAndControl
"10/01/2019 00:00:00","00:0c:29:20:42:21","fe80::133c:3d13:4562:495c","ff02::fb",,CommandAndControl
"10/01/2019 00:00:00","00:0c:29:a8:75:84","fe80::7b9:86e1:4ef5:283b","ff02::fb",,CommandAndControl
"10/01/2019 00:00:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 00:00:00","00:50:56:ac:25:6d","fe80::cd6d:e825:3a65:9d5f","ff02::fb",,CommandAndControl
"10/01/2019 00:30:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 00:30:00","00:50:56:ac:25:6d","fe80::cd6d:e825:3a65:9d5f","ff02::fb",,CommandAndControl
"10/01/2019 01:00:00","00:0c:29:a8:75:84","fe80::7b9:86e1:4ef5:283b","ff02::fb",,CommandAndControl
"10/01/2019 01:00:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 01:30:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 02:00:00","00:0c:29:a8:75:84","fe80::7b9:86e1:4ef5:283b","ff02::fb",,CommandAndControl
"10/01/2019 02:00:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 02:00:00","00:50:56:ac:25:6d","fe80::cd6d:e825:3a65:9d5f","ff02::fb",,CommandAndControl
"10/01/2019 02:30:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 03:00:00","00:0c:29:a8:75:84","fe80::7b9:86e1:4ef5:283b","ff02::fb",,CommandAndControl
"10/01/2019 03:00:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 03:00:00","00:50:56:ac:25:6d","fe80::cd6d:e825:3a65:9d5f","ff02::fb",,CommandAndControl
"10/01/2019 03:30:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 04:00:00","00:0c:29:a8:75:84","fe80::7b9:86e1:4ef5:283b","ff02::fb",,CommandAndControl
"10/01/2019 04:00:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 04:00:00","00:50:56:ac:25:6d","fe80::cd6d:e825:3a65:9d5f","ff02::fb",,CommandAndControl
"10/01/2019 04:30:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 06:00:00","00:0c:29:a8:75:84","fe80::7b9:86e1:4ef5:283b","ff02::fb",,CommandAndControl
"10/01/2019 06:00:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 06:00:00","00:50:56:ac:25:6d","fe80::cd6d:e825:3a65:9d5f","ff02::fb",,CommandAndControl
"10/01/2019 08:00:00","00:0c:29:a8:75:84","fe80::7b9:86e1:4ef5:283b","ff02::fb",,CommandAndControl
"10/01/2019 08:00:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 08:00:00","00:50:56:ac:25:6d","fe80::cd6d:e825:3a65:9d5f","ff02::fb",,CommandAndControl
"10/01/2019 08:30:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 09:00:00","00:0c:29:20:42:21","fe80::133c:3d13:4562:495c","ff02::fb",,CommandAndControl
"10/01/2019 09:00:00","00:50:56:ac:25:6d","fe80::cd6d:e825:3a65:9d5f","ff02::fb",,CommandAndControl
"10/01/2019 09:30:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 10:30:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 11:00:00","00:0c:29:20:42:21","fe80::133c:3d13:4562:495c","ff02::fb",,CommandAndControl
"10/01/2019 11:00:00","00:0c:29:a8:75:84","fe80::7b9:86e1:4ef5:283b","ff02::fb",,CommandAndControl
"10/01/2019 11:00:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 11:00:00","00:50:56:ac:25:6d","fe80::cd6d:e825:3a65:9d5f","ff02::fb",,CommandAndControl
"10/01/2019 11:30:00","00:0c:29:f3:54:2f","fe80::7c4d:f8d7:91b8:fb8f","ff02::fb",,CommandAndControl
"10/01/2019 00:00:00","a4:ba:db:e6:15:f7","fe80::a6ba:dbff:fee6:15f7","ff02::fb",,CommandAndControl
"10/01/2019 00:00:00","b8:ac:6f:ba:6e:85","fe80::baac:6fff:feba:6e85","ff02::fb",,CommandAndControl
"10/01/2019 00:00:00","a4:ba:db:e6:15:c9","fe80::a6ba:dbff:fee6:15c9","ff02::fb",,CommandAndControl
"10/01/2019 00:00:00","d4:be:d9:a6:fc:4a","fe80::94b9:78ff:fe2d:619b","ff02::fb",,CommandAndControl
"10/03/2019 00:00:00","00:0c:29:1a:2f:de","fe80::7dba:bbce:d5e:ebd9","ff02::1:3",,CommandAndControl
"10/03/2019 11:30:00","00:0c:29:1a:2f:de","fe80::7dba:bbce:d5e:ebd9","ff02::1:3",,CommandAndControl
"10/03/2019 11:30:00","00:0c:29:1a:2f:de","fe80::7dba:bbce:d5e:ebd9","ff02::fb",,CommandAndControl
"10/03/2019 00:50:56","00:50:56:ac:1b:06","fe80::7875:7511:3498:d923","ff02::fb",,CommandAndControl
"10/07/2019 11:00:00","00:0c:29:00:6e:48","fe80::7d32:bf70:2d74:29f8","ff02::1:3",,CommandAndControl
