_key,nLocType,nLocAutoExecType,nLocIsMalwarePercent,nLocMalwareUsesPercent,strLocDisplayName,strLocFullPath
"6d85c657-17e5-47bb-94f8-fc5c71e6b6ce","0","0","90","5","LSA Security Packages (32)","HKEY_LOCAL_MACHINE\system\currentcontrolset\control\lsa"
"6dcdac28-ae85-443b-944f-dd570a366edd","0","0","95","5","AppInit DLLs","HKEY_LOCAL_MACHINE\software\microsoft\windows nt\currentversion\windows"
"6e05e3eb-d28b-4ab4-9f5f-bab8ead4b1be","0","0","55","3","Local Machine Regedit File Command (Default)","HKEY_LOCAL_MACHINE\software\classes\regedit\shell\open\command"
"6e308b40-c3ab-41cf-895f-34a0230f265e","1","0","75","0","Current User System Policies Shell (32)","HKEY_CURRENT_USER\software\microsoft\currentversion\policies\system"
"6e765619-8e7e-4037-a41e-1d22215e9549","0","0","5","0","Session Manager SetupExecute (32)","HKEY_LOCAL_MACHINE\system\currentcontrolset\control\session manager"
"6e99b15a-78fd-433c-bf28-3f2fe23f7045","0","2","10","3","Local Machine AboutURLs PostNotCached (32)","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\abouturls"
"6f2a34cb-9d5d-4f8b-a145-941c7eab3c3b","2","1","20","15","%systemroot%\system","%systemroot%\system"
"6f329a70-0710-403e-9090-f5342fa92c9b","0","0","95","5","Image File Execution Options Debugger (32)","HKEY_LOCAL_MACHINE\software\microsoft\windows nt\currentversion\image file execution options\%dynamicvalue%"
"6f3d9fc7-c5b8-47a9-ade9-f0949f9d5f17","0","0","95","50","Local Machine Prevent New ExeFile Command (32)","HKEY_LOCAL_MACHINE\software\classes\exefile\shell"
"6fc10785-599c-4462-bbb7-b2049a4920de","0","0","55","3","Local Machine Regedit File Command (Default) (32)","HKEY_LOCAL_MACHINE\software\classes\regedit\shell\open\command"
"70f36547-c5f7-4687-bd00-4759aa6a93ba","0","0","65","3","Local Machine ContextMenuHandlers (32)","HKEY_LOCAL_MACHINE\software\classes\*\shellex\contextmenuhandlers"
"71bb6083-0596-48c3-93be-9512e14eb23c","0","0","65","0","Local Machine RunOnceEx (32)","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\runonceex"
"72545e27-0539-429c-8563-cec42b997b66","2","0","10","15","%systemroot%\tasks","%systemroot%\tasks"
"731f0b3e-9ac5-4d63-b5ea-e5d8b7d9853f","0","2","40","20","Local Machine Policies","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\policies"
"739a12a0-e888-4160-814c-f8b94fbf3962","1","0","10","5","Current User IE URLSearchHooks","HKEY_CURRENT_USER\software\microsoft\internet explorer\urlsearchhooks"
"73af8b91-be66-4efa-9df9-8568109f881e","0","2","10","3","Local Machine AboutURLs Blank (32)","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\abouturls"
"7431c1d7-b922-427a-b08c-d2d59cb6fe8a","0","0","70","5","AEDebug Debugger (32)","HKEY_LOCAL_MACHINE\software\microsoft\windows nt\currentversion\aedebug"
"74783778-5c84-4f51-9012-83d6742117f4","20","1","95","50","%profilesdirectory%\%au%\local settings","%profilesdirectory%\%au%\local settings"
"74e125a9-a29a-48b3-9bc2-9006a3a1bc17","0","0","25","3","IE Toolbar Hijack (32)","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\toolbar"
"75d40962-4ecc-4b4e-b3bf-2196c4f05e15","0","0","95","25","Local Machine ExeFile Command IsolatedCommand (32)","HKEY_LOCAL_MACHINE\software\classes\exefile\shell\open\command"
"760f7d64-cc40-42ed-a433-b75f94997daf","1","0","5","65","Current User RunOnce","HKEY_CURRENT_USER\software\microsoft\windows\currentversion\runonce"
"7666fa20-3458-40f2-a654-b2e0416a4dfe","0","2","5","3","Local Internet SafeSites (32)","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\internet settings\safesites"
"76834687-d7e3-425c-b384-1b089479cf9e","0","0","90","3","Local Machine BatFile Command (Default) (32)","HKEY_LOCAL_MACHINE\software\classes\batfile\shell\open\command"
"76c3f7e2-19f0-4527-8808-9733d99fa6e3","2","1","5","75","%systemroot%\system32\drivers","%systemroot%\system32\drivers"
"7743b54d-e8d9-4086-b74d-7b1506d8d3de","1","2","5","5","Current User Home Page Use Search Asst (32)","HKEY_CURRENT_USER\software\microsoft\internet explorer\main"
"78553c18-b08e-44a0-bb56-815685ee1ed6","1","2","40","20","Current User Policies (32)","HKEY_CURRENT_USER\software\microsoft\windows\currentversion\policies"
"789a2f48-42c0-4058-aaaa-66240b1c0ae5","0","0","65","3","Local Machine Drive-Shellex-ContextMenuHandlers (32)","HKEY_LOCAL_MACHINE\software\classes\drive\shellex\contextmenuhandlers"
"78b0db10-532e-4b87-a9cb-379c306e0d3a","0","0","65","5","Local Machine NT-WOW-Boot (32)","HKEY_LOCAL_MACHINE\software\microsoft\windows nt\currentversion\wow\boot"
"78ba7f37-fa84-45d7-b07c-98fedc05cbc2","1","3","5","3","Current User Domains (32)","HKEY_CURRENT_USER\software\microsoft\windows\currentversion\internet settings\zonemap\domains"
"78c0bd1a-e83a-486f-8003-78b2b01e4603","1","3","5","0","Current User Software VB and VBA Settings (32)","HKEY_CURRENT_USER\software\vb and vba program settings"
"798ce17b-84cd-4ab4-9863-4d712d2a1db2","0","0","65","3","Local Directory-Shellex-PropertySheetHandlers (32)","HKEY_LOCAL_MACHINE\software\classes\directory\shellex\propertysheethandlers"
"7ab9ab8f-abae-40ae-a409-f21cbe745aaf","0","0","90","3","Local Machine Java VM Classpath (32)","HKEY_LOCAL_MACHINE\software\microsoft\java vm"
"7bba7dff-a71a-4ac3-9646-05e99fd4c345","20","2","5","10","%profilesdirectory%\%au%\favorites\links","%profilesdirectory%\%au%\favorites\links"
"7c648c96-c14b-4f98-b0a5-fe381e84f115","0","0","80","3","Local Machine Command Processor AutoRun","HKEY_LOCAL_MACHINE\software\microsoft\command processor"
"7d677147-6ae6-491b-9115-0c57d86e22fd","0","0","10","85","Local Machine NT-Notify","HKEY_LOCAL_MACHINE\software\microsoft\windows nt\currentversion\winlogon\notify"
"7d685302-67b0-4d75-8ada-0ac7193afff4","0","0","50","3","Local Machine Prevent New TxtFile Command (32)","HKEY_LOCAL_MACHINE\software\classes\txtfile\shell"
"7dbdec2e-41d4-45e1-9f40-6d14b2bcd780","1","0","15","20","Current User MediaPlayer-UIPlugins","HKEY_CURRENT_USER\software\microsoft\mediaplayer\uiplugins"
"7deb22ee-e9af-4089-9d9d-ccf313fa0f8a","0","0","80","3","Local Machine ComFile Command (Default)","HKEY_LOCAL_MACHINE\software\classes\comfile\shell\open\command"
"7dfe7884-06d4-4931-bc13-8bf53b7850c8","0","0","95","3","Local Machine WOW-BootShell Shell (32)","HKEY_LOCAL_MACHINE\software\microsoft\windows nt\currentversion\wow\boot"
"7e06a3ff-7d2c-4491-a09d-98db38b3530b","0","0","65","10","Local AllFilesystemObjects ContextMenuHandlers (32)","HKEY_LOCAL_MACHINE\software\classes\allfilesystemobjects\shellex\contextmenuhandlers"
"7e66d1c1-d655-4d69-9466-fee6d1329b68","0","0","95","15","Local Machine LnkFile Command (Default)","HKEY_LOCAL_MACHINE\software\classes\lnkfile\shell\open\command"
"7f1325ef-e318-435f-95cf-4f688f8021dd","0","0","65","0","Local Machine RunOnceEx","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\runonceex"
"7fecfdf5-2bfc-4f63-96a6-1ebe5966b93c","0","2","10","3","Local Machine AboutURLs OfflineInformation (32)","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\abouturls"
"80131f45-7dbe-43a9-9e18-4ef8f2ab5569","1","2","15","3","Current User Active Setup Installed Components (32)","HKEY_CURRENT_USER\software\microsoft\active setup\installed components"
"81191823-45bf-424b-948c-cb0fa5698e91","0","0","65","3","Local Directory-Shellex-ExtShellFolderViews (32)","HKEY_LOCAL_MACHINE\software\classes\directory\shellex\extshellfolderviews"
"822b2203-98ab-4fce-8f2d-58c36bab3ecd","0","0","10","50","Local Machine IE ExplorerBars","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\explorer bars"
"849cabd3-279c-4430-ab4c-a81b802ed6e7","1","0","15","80","Current User IE Toolbar Explorer (32)","HKEY_CURRENT_USER\software\microsoft\internet explorer\toolbar\explorer"
"850a8ae5-cfc6-4e5d-9ef8-5d09ee2f2029","1","0","15","20","Current User MediaPlayer-UIPlugins (32)","HKEY_CURRENT_USER\software\microsoft\mediaplayer\uiplugins"
"854f8bbf-784c-443c-a729-d01db0d9ddda","1","3","5","5","Current User Explorer CLSID","HKEY_CURRENT_USER\software\microsoft\windows\currentversion\explorer\clsid"
"85a559db-3cb9-4b40-9c59-a3f3d6f8375a","2","1","10","5","c:\","c:\"
"85b383f4-d6a3-4976-afa3-efd4cb86c430","1","3","5","0","Current User Software VB and VBA Settings","HKEY_CURRENT_USER\software\vb and vba program settings"
"8759c92a-326c-4bd1-807f-c38c2725ba7f","0","0","95","3","Local Machine URL-Prefixes mosaic","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\url\prefixes"
"879471b0-768f-4929-bbb9-1d96ce3185e9","0","0","65","3","Local Directory-Shellex-DragDropHandlers","HKEY_LOCAL_MACHINE\software\classes\directory\shellex\dragdrophandlers"
"87b6fbef-a017-4e7b-9e62-3adb1a5ec26d","0","2","10","3","Local Machine AboutURLs NavigationCanceled","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\abouturls"
"896f3d2b-629d-4dd9-bb74-c8a648ed645c","1","0","35","3","Current User ShellService Delay Object Load","HKEY_CURRENT_USER\software\microsoft\windows\currentversion\shellserviceobjectdelayload"
"8a464724-3d56-43a1-8d20-48af3f1812d9","20","2","5","10","%profilesdirectory%\%au%\favorites\links","%profilesdirectory%\%au%\favorites\links"
"8e050539-5612-4f11-9c9d-431f852b7766","0","3","5","5","Local Machine OLE (32)","HKEY_LOCAL_MACHINE\software\microsoft\ole"
"8f81f0ad-5a40-4f90-b0be-1011b7163ce8","0","0","65","3","Local Machine DragDropHandlers (32)","HKEY_LOCAL_MACHINE\software\classes\*\shellex\dragdrophandlers"
"9053e77c-a74b-472f-a2f7-9d7ce621dfdf","0","0","5","15","Local Machine CCS-Winsock2-ProtocolCatalogEntries (32)","HKEY_LOCAL_MACHINE\system\currentcontrolset\services\winsock2\parameters\protocol_catalog9\catalog_entries"
"90a12615-2db7-452d-ae8f-5e8a4733ba95","0","0","85","5","Local Machine Scrfile Command (Default) (32)","HKEY_LOCAL_MACHINE\software\classes\scrfile\shell\open\command"
"9126e029-a1f6-4dbc-8010-3ada262592ea","0","0","35","3","Local Machine Shell Service Object","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\shellserviceobject"
"9129c2ab-b2ac-4828-8910-f232a12e47d3","0","0","90","3","Local Machine WinLogon GinaDLL (32)","HKEY_LOCAL_MACHINE\software\microsoft\windows nt\currentversion\winlogon"
"91573a66-99b6-4397-943b-55e7b6524a2f","2","1","55","15","%programfiles%\common files","%programfiles%\common files"
"91b2cd27-8617-4796-b2b3-d293a3e849ed","0","0","80","0","Local Machine Drive Find (Default) (32)","HKEY_LOCAL_MACHINE\software\classes\drive\shell\find\command"
"91c9b133-90ef-4ac3-8690-fad42905b191","0","0","90","10","Local Machine WinLogon TaskMan","HKEY_LOCAL_MACHINE\software\microsoft\windows nt\currentversion\winlogon"
"9207d4fe-5271-4bea-9990-3b1293153d46","0","0","5","1","Local Machine Print Providers (32)","HKEY_LOCAL_MACHINE\system\currentcontrolset\control\print\providers"
"922b61f2-f27b-4fa8-9d6b-839512cf291d","1","2","5","5","Current User Home Page Local Page (32)","HKEY_CURRENT_USER\software\microsoft\internet explorer\main"
"95240fbe-f977-486f-88f0-1e2596964e88","2","1","5","75","%systemroot%\system32\drivers","%systemroot%\system32\drivers"
"96599f0e-1fae-4a6e-8d1d-88978b10c81d","0","2","5","5","IE Customize Search (32)","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\search"
"96c35026-bdeb-4455-85b1-326944e680fa","0","0","5","15","Local Machine CCS-Winsock2-NameSpaceCatalogEntries","HKEY_LOCAL_MACHINE\system\currentcontrolset\services\winsock2\parameters\namespace_catalog5\catalog_entries"
"97b11480-be5b-4e5c-9728-7d120c211d02","0","2","50","3","Safe Boot AlternateShell (32)","HKEY_LOCAL_MACHINE\system\currentcontrolset\control\safeboot"
"98812fb3-02a4-45da-bf13-117970707c8a","1","0","10","5","Current User IE Desktop Components","HKEY_CURRENT_USER\software\microsoft\internet explorer\desktop\components"
"99c7ce5d-7f32-4306-ac6d-528954733308","1","0","65","5","Current User Policies Explorer Run","HKEY_CURRENT_USER\software\microsoft\windows\currentversion\policies\explorer\run"
"9a036cb8-40b1-47a4-b47b-8076a8c08278","20","1","95","50","%profilesdirectory%\%au%\local settings","%profilesdirectory%\%au%\local settings"
"9aae5669-40f7-4751-b8ee-16ea43816053","1","0","65","0","Current User RunOnceEx (32)","HKEY_CURRENT_USER\software\microsoft\windows\currentversion\runonceex"
"9b0e362f-70ef-4ea9-823c-9a460ff58fdc","1","0","10","50","Current User IE Toolbar","HKEY_CURRENT_USER\software\microsoft\internet explorer\toolbar"
"9b58cafc-d050-44ba-ab37-35d795233030","0","0","5","0","Local Machine AcroFile Command (Default)","HKEY_LOCAL_MACHINE\software\classes\acroexch.document\shell\open\command"
"9b756dc6-ed5c-410c-810d-047c39a7a0d3","0","2","5","5","IE Customize Search","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\search"
"9c05d142-da08-4674-97d6-f85518a996c0","1","2","5","5","Current User Home Page Use Search Asst","HKEY_CURRENT_USER\software\microsoft\internet explorer\main"
"9c07ed9a-8944-418b-814b-a5c588ff9a20","2","0","10","15","%systemroot%\syswow64\tasks","%systemroot%\syswow64\tasks"
"9c75d4b8-785a-4072-89d8-d64f8d6ec3d3","2","1","5","85","%systemroot%\syswow64","%systemroot%\syswow64"
"9dbca640-f95f-4509-bba6-04a2d2c24835","1","2","5","5","Current User Home Page Local Page","HKEY_CURRENT_USER\software\microsoft\internet explorer\main"
"9df1975f-cc96-414e-875c-029939682010","1","0","10","90","Current User Run (32)","HKEY_CURRENT_USER\software\microsoft\windows\currentversion\run"
"9f0982ef-0ca6-4c80-b6d4-987e10a671c0","0","0","10","85","Local Machine CCS-Services (32)","HKEY_LOCAL_MACHINE\system\currentcontrolset\services"
"9f3dc2d2-dd7f-4c74-aa2f-0696f69636a2","0","2","10","3","Local Machine AboutURLs PostNotCached","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\abouturls"
"9fd0a0b8-9b6c-4730-baab-c0230e41be9d","0","0","80","3","Local Machine ComFile Command (Default) (32)","HKEY_LOCAL_MACHINE\software\classes\comfile\shell\open\command"
"9fd8d572-54c5-4a1c-9152-b364d2a3f098","0","0","65","10","Local AllFilesystemObjects PropertySheetHandlers","HKEY_LOCAL_MACHINE\software\classes\allfilesystemobjects\shellex\propertysheethandlers"
"9fffd72b-63b9-463b-8951-290910794013","0","2","10","3","Local Machine AboutURLs Mozilla","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\abouturls"
"a0749ce4-5b00-4dc0-886d-8b7ae57f07b4","20","1","95","50","%profilesdirectory%\%au%\local settings\application data","%profilesdirectory%\%au%\local settings\application data"
"a0c11643-6da5-486f-8eb2-c1e8dd216dcb","1","3","5","5","Current User Explorer CLSID (32)","HKEY_CURRENT_USER\software\microsoft\windows\currentversion\explorer\clsid"
"a1bdda6b-6064-4cb6-98f5-4c3695a2055e","0","0","25","3","IE Toolbar Hijack","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\toolbar"
"a263ebef-580f-4118-8f43-cb956defd7ec","1","0","35","3","Current User ShellService Delay Object Load (32)","HKEY_CURRENT_USER\software\microsoft\windows\currentversion\shellserviceobjectdelayload"
"a3b14774-46cf-4b7e-a476-beceacfdf332","0","2","5","3","Session Manager ProtectionMode (32)","HKEY_LOCAL_MACHINE\system\currentcontrolset\control\session manager"
"a48b1b6d-918b-47da-bd2f-89a593784779","1","2","15","3","Current User Active Setup Installed Components","HKEY_CURRENT_USER\software\microsoft\active setup\installed components"
"a564bfb0-0ddc-46ac-a8a6-66d1faac329e","1","0","10","90","Current User Run","HKEY_CURRENT_USER\software\microsoft\windows\currentversion\run"
"a5f46892-21e5-4454-b1c7-b4006e641c43","1","0","85","1","Current User IE Extension-Cmd Mapping (32)","HKEY_CURRENT_USER\software\microsoft\internet explorer\extensions\cmdmapping"
"a628c4c1-fcd9-4c2e-b091-21c661551e3d","0","0","95","3","Local Machine URL-Prefixes home (32)","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\url\prefixes"
"a647410f-0a4f-4830-8265-b0395b325814","1","0","10","5","Current User IE Desktop Components (32)","HKEY_CURRENT_USER\software\microsoft\internet explorer\desktop\components"
"a6656bfb-9e80-4547-8eb6-dcaf26fc9484","0","0","10","75","Local Machine Browser Helper Objects","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\explorer\browser helper objects"
"a6c789fa-304d-4875-9355-3f6b700c61bf","0","2","10","3","Local Machine AboutURLs DesktopItemNavigationFailure","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\abouturls"
"a6eafcba-108e-4ad8-9f9f-407e47146d11","0","3","5","5","Local Machine Classes AppID (32)","HKEY_LOCAL_MACHINE\software\classes\appid"
"a82999cb-0609-4e5d-86b3-dc6e2a1489bf","0","0","90","5","LSA Security Packages","HKEY_LOCAL_MACHINE\system\currentcontrolset\control\lsa"
"a83f7464-18fe-42d8-888f-a925ed4b397d","0","2","80","3","AD Policies DisableGPO","HKEY_LOCAL_MACHINE\software\policies\microsoft\windows\system"
"a8d8e5e9-7287-4514-aafe-135b1cdaff62","0","0","5","3","Session Manager BootExecute","HKEY_LOCAL_MACHINE\system\currentcontrolset\control\session manager"
"a908860e-e15d-4662-b40c-948c5476947a","0","0","65","3","Local Folder-Shellex-ExtShellFolderViews (32)","HKEY_LOCAL_MACHINE\software\classes\folder\shellex\extshellfolderviews"
"a972d9b1-4d21-46f5-b7ad-395c11ce1e6e","1","2","5","5","Current User Home Page Search Bar","HKEY_CURRENT_USER\software\microsoft\internet explorer\main"
"a9d767ff-432b-4410-91ad-62b13e525f82","0","3","5","10","Local Machine Shell Extensions Approved","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\shell extensions\approved"
"aabaa29b-0e34-45e7-8c2b-cd812e9f29f0","1","0","65","0","Current User RunServices","HKEY_CURRENT_USER\software\microsoft\windows\currentversion\runservices"
"ab754552-554d-400d-82af-c5cd4c802fa1","2","1","5","85","%systemroot%\syswow64\dllcache","%systemroot%\syswow64\dllcache"
"ac80997f-f51f-44cd-96a7-14dfa479de7e","0","0","5","3","Session Manager BootExecute (32)","HKEY_LOCAL_MACHINE\system\currentcontrolset\control\session manager"
"acfc0dc8-20ce-45b2-80ed-8d81c96c2f2f","0","2","5","5","IE Main Settings Default Page URL","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\main"
"aeba34b5-01b0-4bb6-9500-5a60372ed6bd","0","0","75","75","Local Machine Explorer-ShellExecuteHooks (32)","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\explorer\shellexecutehooks"
"b063f09d-c4a7-4feb-b0f3-fa5625f3d383","2","1","5","10","%systemroot%\downloaded program files","%systemroot%\downloaded program files"
"b218d265-9d71-4f21-a552-fb9592790d8e","0","0","65","3","Local Directory-Shellex-DragDropHandlers (32)","HKEY_LOCAL_MACHINE\software\classes\directory\shellex\dragdrophandlers"
"b2d4bc19-03cb-436a-b6bb-d0f428a4a833","0","0","5","15","Local Machine CCS-Winsock2-NameSpaceCatalogEntries (32)","HKEY_LOCAL_MACHINE\system\currentcontrolset\services\winsock2\parameters\namespace_catalog5\catalog_entries"
"b328b841-b2c3-4c1e-86e1-2293089cb2c5","2","1","5","5","%systemroot%\occache","%systemroot%\occache"
"b34e41ca-71ff-43b6-8eec-986b9ba9685d","0","0","10","3","Local Machine CCS-Control Print Monitor (32)","HKEY_LOCAL_MACHINE\system\currentcontrolset\control\print\monitors"
"b3735fb4-6a8f-44d7-bf6e-e4da649b5535","0","0","65","3","Local Machine Name-SpaceHandler","HKEY_LOCAL_MACHINE\software\classes\protocols\name-space handler"
"b3db6078-5114-467f-98e0-c5f5d5d34de6","1","0","85","1","Current User IE Extension-Cmd Mapping","HKEY_CURRENT_USER\software\microsoft\internet explorer\extensions\cmdmapping"
"b40fd2db-cb50-4551-ae56-800ce21c9ce8","0","0","10","15","Local Machine MediaPlayer-UIPlugins (32)","HKEY_LOCAL_MACHINE\software\microsoft\mediaplayer\uiplugins"
"b42736ff-a9d8-4f65-8ff2-da5d79864da0","20","1","95","50","%profilesdirectory%\%au%\local settings\application data","%profilesdirectory%\%au%\local settings\application data"
"b4f2ae28-78f0-4db0-8629-b2a77db8bca5","1","0","80","3","Current User Command Processor AutoRun (32)","HKEY_CURRENT_USER\software\microsoft\command processor"
"b58653ca-9f32-4ab0-922e-e256e23160de","20","1","95","50","%profilesdirectory%\%au%\application data","%profilesdirectory%\%au%\application data"
"b5e86a6b-e3cc-49e8-8290-58b433dffd53","1","0","80","5","Current User Block Load and Run Run","HKEY_CURRENT_USER\software\microsoft\windows nt\currentversion\windows"
"b61a68d4-8f61-496a-9a5f-57fbec44a6b4","0","3","5","85","Local Machine CLSID","HKEY_LOCAL_MACHINE\software\classes\clsid"
"b6401963-b99e-477d-826d-72be04008a48","0","0","95","3","Local Machine URL-Prefixes gopher","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\url\prefixes"
"b8615a42-5e5c-4f59-9d39-584df4579a59","2","0","10","15","%systemroot%\tasks","%systemroot%\tasks"
"b8936219-55c2-475e-9513-53b20f94d429","0","0","95","3","Local Machine PifFile Command (Default) (32)","HKEY_LOCAL_MACHINE\software\classes\piffile\shell\open\command"
"b8bd0bc5-da0e-4305-912a-ded00a88b5c5","0","0","85","1","Local Machine IE MenuExt","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\menuext"
"b8d9d327-dfbd-48f2-97c9-8bb12c6a5d7e","0","0","70","5","AEDebug Debugger","HKEY_LOCAL_MACHINE\software\microsoft\windows nt\currentversion\aedebug"
"b9c96784-2de7-4896-a37a-dfae25745126","0","0","90","3","TCPIP Params DataBasePath","HKEY_LOCAL_MACHINE\system\currentcontrolset\services\tcpip\parameters"
"ba4beaf6-da42-4dce-a4be-bd3e6cba7b6b","0","3","5","15","Local Machine CCS-KnownDLLs","HKEY_LOCAL_MACHINE\system\currentcontrolset\control\session manager\knowndlls"
"bbb7d8d5-8a6c-4cf6-b1b3-de680c58210f","0","0","65","3","Local Folder-Shellex-ColumnHandlers","HKEY_LOCAL_MACHINE\software\classes\folder\shellex\columnhandlers"
"bbe77ff1-a846-4ec1-8fd8-25912f079bf8","0","0","90","5","LSA Authentication Packages","HKEY_LOCAL_MACHINE\system\currentcontrolset\control\lsa"
"bcf3686c-b280-4105-8c5a-b072caa986d2","2","1","5","85","%systemroot%\system32","%systemroot%\system32"
"bcf72268-691d-48d4-956c-c8ccd39a3bd3","2","1","5","85","%systemroot%\syswow64\dllcache","%systemroot%\syswow64\dllcache"
"c01a47c7-a5d0-46c7-bb2c-cb3784930650","0","0","35","3","Local Machine Shell Service Object (32)","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\shellserviceobject"
"c0bee2b2-71de-4185-963f-c0a89746424a","0","0","95","3","Local Machine URL-Prefixes ftp","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\url\prefixes"
"c2026b70-1487-4da2-b58b-226e46fa8bb3","1","0","10","50","Current User IE Toolbar ShellBrowser (32)","HKEY_CURRENT_USER\software\microsoft\internet explorer\toolbar\shellbrowser"
"c2aece35-b8a8-40e4-a3c6-8626b1cf9f21","0","2","50","3","Safe Boot AlternateShell","HKEY_LOCAL_MACHINE\system\currentcontrolset\control\safeboot"
"c333eebb-17d6-409b-99ca-7da9316aedff","0","2","5","5","Local Machine AboutURLs Home","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\abouturls"
"c36b9417-8534-4b17-a430-31250c41d6b3","0","0","90","3","Local Machine WinLogon GinaDLL","HKEY_LOCAL_MACHINE\software\microsoft\windows nt\currentversion\winlogon"
"c39d693a-68de-4144-9050-1637c2bda79f","2","1","5","85","%systemroot%\system32\dllcache","%systemroot%\system32\dllcache"
"c4575a58-1712-4326-a034-878294951949","0","0","80","0","Local Machine HtaFile Command (Default)","HKEY_LOCAL_MACHINE\software\classes\htafile\shell\open\command"
"c4abdaca-a092-4cd6-bc07-114a9e8e05a2","1","3","5","3","Current User Classes (32)","HKEY_CURRENT_USER\software\classes"
"c4c2c6a6-558d-479a-b097-e5e6ea4d417a","0","0","10","75","Local Machine IE Active X (32)","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\activex compatibility"
"c5be219c-d3f2-44f6-b0f0-8679b0574ad8","1","0","80","5","Current User Block Load and Run Load","HKEY_CURRENT_USER\software\microsoft\windows nt\currentversion\windows"
"c8b973ec-a331-4333-b714-004a4ece9ca8","0","0","95","15","Local Machine ExeFile RunAs (Default) (32)","HKEY_LOCAL_MACHINE\software\classes\exefile\shell\runas\command"
"c8e9ba31-938b-43d2-8fd7-6a9ae2e987aa","0","0","65","3","Local Folder-Shellex-ContextMenuHandlers","HKEY_LOCAL_MACHINE\software\classes\folder\shellex\contextmenuhandlers"
"c907b471-2dbd-4801-8dc4-5b5bea42f59e","0","0","5","15","Local Machine CCS-Winsock2-ProtocolCatalogEntries","HKEY_LOCAL_MACHINE\system\currentcontrolset\services\winsock2\parameters\protocol_catalog9\catalog_entries"
"c9c352f5-2591-4bbc-a054-bf8008417eca","0","0","95","15","Local Machine ExeFile RunAs (Default)","HKEY_LOCAL_MACHINE\software\classes\exefile\shell\runas\command"
"ca3cd51b-002a-4622-bfa9-e28689112cc9","2","1","5","75","%systemroot%\syswow64\drivers","%systemroot%\syswow64\drivers"
"ca54fa7f-bcc0-4b41-9e5e-f7b693530700","0","2","10","3","Local Machine AboutURLs Mozilla (32)","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\abouturls"
"ca745b5c-e3aa-439b-b793-df84e0f9f15c","0","2","5","5","IE Search Assistant","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\search"
"ca9a419e-f0c7-4bab-a664-10803339d22a","0","0","35","0","Local Machine Explorer Shared Task Scheduler (32)","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\explorer\sharedtaskscheduler"
"cb657c9b-16b5-4d91-a6d4-09f580ffd709","0","0","30","5","Local Machine TxtFile Command (Default) (32)","HKEY_LOCAL_MACHINE\software\classes\txtfile\shell\open\command"
"cb9891dc-94ad-4d0f-bf23-206442623678","0","2","10","3","Local Machine AboutURLs OfflineInformation","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\abouturls"
"cbadfc12-8be4-42b4-ba49-1e0567049858","2","1","55","15","%programfiles%\common files","%programfiles%\common files"
"cd4e8530-62fd-470b-8be4-54c4c5daa4d8","0","0","65","3","Local Folder-Shellex-ColumnHandlers (32)","HKEY_LOCAL_MACHINE\software\classes\folder\shellex\columnhandlers"
"ce2b80e8-09eb-41c5-8667-b841a2db0007","0","0","80","3","Local Machine CmdFile Command (Default) (32)","HKEY_LOCAL_MACHINE\software\classes\cmdfile\shell\open\command"
"cead207b-2b98-4893-9f82-0f28e703e8c5","0","2","5","5","IE Main Settings Default Search URL (32)","HKEY_LOCAL_MACHINE\software\microsoft\internet explorer\main"
"cec3cd2b-3ba8-4c0d-a3d5-c25f3925a845","0","0","75","3","Local Machine App Paths (Default)","HKEY_LOCAL_MACHINE\software\microsoft\windows\currentversion\app paths\%dynamicvalue%"
