"id","name","description","default","savedsearches","stanza"
"78bc5783-81d9-4d73-ac97-59f6db4f72a8","Relevant Anti-Virus Signature Keywords In Application Log","Detects potentially highly relevant antivirus events in the application log based on known virus signature names and malware keywords.","source=""WinEventLog:Application"" ""Adfind"" OR ""ASP/BackDoor"" OR ""ATK/"" OR ""Backdoor.ASP"" OR ""Backdoor.Cobalt"" OR ""Backdoor.JSP"" OR ""Backdoor.PHP"" OR ""Blackworm"" OR ""Brutel"" OR ""BruteR"" OR ""Chopper"" OR ""Cobalt"" OR ""COBEACON"" OR ""Cometer"" OR ""CRYPTES"" OR ""Cryptor"" OR ""Destructor"" OR ""DumpCreds"" OR ""Exploit.Script.CVE"" OR ""FastReverseProxy"" OR ""Filecoder"" OR ""GrandCrab"" OR ""HackTool"" OR ""HKTL:"" OR ""HKTL."" OR ""HKTL/"" OR ""HTool"" OR ""IISExchgSpawnCMD"" OR ""Impacket"" OR ""JSP/BackDoor"" OR ""Keylogger"" OR ""Koadic"" OR ""Krypt"" OR ""Lazagne"" OR ""Metasploit"" OR ""Meterpreter"" OR ""MeteTool"" OR ""Mimikatz"" OR ""Mpreter"" OR ""Nighthawk"" OR ""Packed.Generic.347"" OR ""PentestPowerShell"" OR ""Phobos"" OR ""PHP/BackDoor"" OR ""PowerSploit"" OR ""PowerSSH"" OR ""PshlSpy"" OR ""PSWTool"" OR ""PWCrack"" OR ""PWDump"" OR ""Ransom"" OR ""Rozena"" OR ""Ryzerlo"" OR ""Sbelt"" OR ""Seatbelt"" OR ""SecurityTool"" OR ""SharpDump"" OR ""Sliver"" OR ""Splinter"" OR ""Swrort"" OR ""Tescrypt"" OR ""TeslaCrypt"" OR ""Valyria"" OR ""Webshell"" NOT (""Keygen"" OR ""Crack"" OR ""anti_ransomware_service.exe"" OR ""cyber-protect-service.exe"" OR Level=4 OR Provider_Name=""Microsoft-Windows-RestartManager"")","",""
"b17ea6f7-6e90-447e-a799-e6c0a493d6ce","Shadow Copies Creation Using Operating Systems Utilities","Shadow Copies creation using operating systems utilities, possible credential access","Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\wmic.exe"", ""*\\vssadmin.exe"") OR OriginalFileName IN (""PowerShell.EXE"", ""pwsh.dll"", ""wmic.exe"", ""VSSADMIN.EXE"") CommandLine=""*shadow*"" CommandLine=""*create*""","",""
"850d55f9-6eeb-4492-ad69-a72338f65ba4","Ilasm Lolbin Use Compile C-Sharp","Detect use of Ilasm.exe to compile c# code into dll or exe.","Image=""*\\ilasm.exe"" OR OriginalFileName=""ilasm.exe""","",""
"2fdefcb3-dbda-401e-ae23-f0db027628bc","Sticky Key Like Backdoor Execution","Detects the usage and installation of a backdoor that uses an option to register a malicious debugger for built-in tools that are accessible in the login screen","ParentImage=""*\\winlogon.exe"" Image IN (""*\\cmd.exe"", ""*\\cscript.exe"", ""*\\mshta.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\regsvr32.exe"", ""*\\rundll32.exe"", ""*\\wscript.exe"", ""*\\wt.exe"") CommandLine IN (""*sethc.exe*"", ""*utilman.exe*"", ""*osk.exe*"", ""*Magnify.exe*"", ""*Narrator.exe*"", ""*DisplaySwitch.exe*"")","",""
"17a1be64-8d88-40bf-b5ff-a4f7a50ebcc8","Suspicious New Service Creation","Detects creation of a new service via ""sc"" command or the powershell ""new-service"" cmdlet with suspicious binary paths","(Image=""*\\sc.exe"" CommandLine=""*create*"" CommandLine=""*binPath=*"") OR (CommandLine=""*New-Service*"" CommandLine=""*-BinaryPathName*"") CommandLine IN (""*powershell*"", ""*mshta*"", ""*wscript*"", ""*cscript*"", ""*svchost*"", ""*dllhost*"", ""*cmd *"", ""*cmd.exe /c*"", ""*cmd.exe /k*"", ""*cmd.exe /r*"", ""*rundll32*"", ""*C:\\Users\\Public*"", ""*\\Downloads\\*"", ""*\\Desktop\\*"", ""*\\Microsoft\\Windows\\Start Menu\\Programs\\Startup\\*"", ""*C:\\Windows\\TEMP\\*"", ""*\\AppData\\Local\\Temp*"")","",""
"87e3c4e8-a6a8-4ad9-bb4f-46e7ff99a180","Change PowerShell Policies to an Insecure Level","Detects changing the PowerShell script execution policy to a potentially insecure level using the ""-ExecutionPolicy"" flag.","OriginalFileName IN (""PowerShell.EXE"", ""pwsh.dll"") OR Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") CommandLine IN (""*-executionpolicy *"", ""* -ep *"", ""* -exec *"") CommandLine IN (""*Bypass*"", ""*Unrestricted*"")","",""
"ba3f5c1b-6272-4119-9dbd-0bc8d21c2702","Potential WinAPI Calls Via CommandLine","Detects the use of WinAPI Functions via the commandline. As seen used by threat actors via the tool winapiexec","CommandLine IN (""*AddSecurityPackage*"", ""*AdjustTokenPrivileges*"", ""*Advapi32*"", ""*CloseHandle*"", ""*CreateProcessWithToken*"", ""*CreatePseudoConsole*"", ""*CreateRemoteThread*"", ""*CreateThread*"", ""*CreateUserThread*"", ""*DangerousGetHandle*"", ""*DuplicateTokenEx*"", ""*EnumerateSecurityPackages*"", ""*FreeHGlobal*"", ""*FreeLibrary*"", ""*GetDelegateForFunctionPointer*"", ""*GetLogonSessionData*"", ""*GetModuleHandle*"", ""*GetProcAddress*"", ""*GetProcessHandle*"", ""*GetTokenInformation*"", ""*ImpersonateLoggedOnUser*"", ""*kernel32*"", ""*LoadLibrary*"", ""*memcpy*"", ""*MiniDumpWriteDump*"", ""*ntdll*"", ""*OpenDesktop*"", ""*OpenProcess*"", ""*OpenProcessToken*"", ""*OpenThreadToken*"", ""*OpenWindowStation*"", ""*PtrToString*"", ""*QueueUserApc*"", ""*ReadProcessMemory*"", ""*RevertToSelf*"", ""*RtlCreateUserThread*"", ""*secur32*"", ""*SetThreadToken*"", ""*VirtualAlloc*"", ""*VirtualFree*"", ""*VirtualProtect*"", ""*WaitForSingleObject*"", ""*WriteInt32*"", ""*WriteProcessMemory*"", ""*ZeroFreeGlobalAllocUnicode*"") NOT (Image=""*\\MpCmdRun.exe"" CommandLine=""*GetLoadLibraryWAddress32*"")","",""
"220457c1-1c9f-4c2e-afe6-9598926222c1","Delete All Scheduled Tasks","Detects the usage of schtasks with the delete flag and the asterisk symbole to delete all tasks from the schedule of the local computer, including tasks scheduled by other users.","Image=""*\\schtasks.exe"" CommandLine=""* /delete *"" CommandLine=""*/tn \**"" CommandLine=""* /f*""","",""
"91174a41-dc8f-401b-be89-7bfc140612a0","Office Macro File Creation","Detects the creation of a new office macro files on the systems","TargetFilename IN (""*.docm"", ""*.dotm"", ""*.xlsm"", ""*.xltm"", ""*.potm"", ""*.pptm"")","",""
"0f06a3a5-6a09-413f-8743-e6cf35561297","WMI Event Subscription","Detects creation of WMI event subscription persistence method","EventCode IN (19, 20, 21)","",""
"20f0ee37-5942-4e45-b7d5-c5b5db9df5cd","CurrentVersion Autorun Keys Modification","Detects modification of autostart extensibility point (ASEP) in registry.","TargetObject=""*\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion*"" TargetObject IN (""*\\ShellServiceObjectDelayLoad*"", ""*\\Run\\*"", ""*\\RunOnce\\*"", ""*\\RunOnceEx\\*"", ""*\\RunServices\\*"", ""*\\RunServicesOnce\\*"", ""*\\Policies\\System\\Shell*"", ""*\\Policies\\Explorer\\Run*"", ""*\\Group Policy\\Scripts\\Startup*"", ""*\\Group Policy\\Scripts\\Shutdown*"", ""*\\Group Policy\\Scripts\\Logon*"", ""*\\Group Policy\\Scripts\\Logoff*"", ""*\\Explorer\\ShellServiceObjects*"", ""*\\Explorer\\ShellIconOverlayIdentifiers*"", ""*\\Explorer\\ShellExecuteHooks*"", ""*\\Explorer\\SharedTaskScheduler*"", ""*\\Explorer\\Browser Helper Objects*"", ""*\\Authentication\\PLAP Providers*"", ""*\\Authentication\\Credential Providers*"", ""*\\Authentication\\Credential Provider Filters*"") NOT (Details=""(Empty)"" OR TargetObject=""*\\NgcFirst\\ConsecutiveSwitchCount"" OR Image IN (""*\\AppData\\Local\\Microsoft\\OneDrive\\Update\\OneDriveSetup.exe"", ""*\\AppData\\Roaming\\Spotify\\Spotify.exe"", ""*\\AppData\\Local\\WebEx\\WebexHost.exe"") OR Image IN (""C:\\WINDOWS\\system32\\devicecensus.exe"", ""C:\\Windows\\system32\\winsat.exe"", ""C:\\Program Files\\Microsoft OneDrive\\StandaloneUpdater\\OneDriveSetup.exe"", ""C:\\Program Files\\Microsoft OneDrive\\Update\\OneDriveSetup.exe"", ""C:\\Program Files (x86)\\Microsoft OneDrive\\Update\\OneDriveSetup.exe"", ""C:\\Program Files\\KeePass Password Safe 2\\ShInstUtil.exe"", ""C:\\Program Files\\Everything\\Everything.exe"", ""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe"") OR (Image=""C:\\Windows\\system32\\LogonUI.exe"" TargetObject IN (""*\\Authentication\\Credential Providers\\{D6886603-9D2F-4EB2-B667-1971041FA96B}\\*"", ""*\\Authentication\\Credential Providers\\{BEC09223-B018-416D-A0AC-523971B639F5}\\*"", ""*\\Authentication\\Credential Providers\\{8AF662BF-65A0-4D0A-A540-A338A999D36F}\\*"", ""*\\Authentication\\Credential Providers\\{27FBDB57-B613-4AF2-9D7E-4FA7A66C21AD}\\*"")) OR Image IN (""C:\\Program Files (x86)\\Microsoft\\EdgeUpdate\\Install\\*"", ""C:\\Program Files (x86)\\Microsoft\\EdgeWebView\\*"", ""C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe*"") OR (Image=""C:\\Windows\\system32\\regsvr32.exe"" TargetObject=""*DropboxExt*"" Details=""*A251-47B7-93E1-CDD82E34AF8B}"") OR (TargetObject=""*\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run\\Opera Browser Assistant"" Details=""C:\\Program Files\\Opera\\assistant\\browser_assistant.exe"") OR (TargetObject=""*\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run\\iTunesHelper"" Details=""\""C:\\Program Files\\iTunes\\iTunesHelper.exe\"""") OR (TargetObject=""*\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\RunOnce\\zoommsirepair"" Details=""\""C:\\Program Files\\Zoom\\bin\\installer.exe\"" /repair"") OR (TargetObject=""*\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run\\Greenshot"" Details=""C:\\Program Files\\Greenshot\\Greenshot.exe"") OR (TargetObject=""*\\Software\\Microsoft\\Windows\\CurrentVersion\\Run\\GoogleDriveFS"" Details=""C:\\Program Files\\Google\\Drive File Stream\\*"" Details=""*\\GoogleDriveFS.exe*"") OR (TargetObject=""*GoogleDrive*"" Details IN (""{CFE8B367-77A7-41D7-9C90-75D16D7DC6B6}"", ""{A8E52322-8734-481D-A7E2-27B309EF8D56}"", ""{C973DA94-CBDF-4E77-81D1-E5B794FBD146}"", ""{51EF1569-67EE-4AD6-9646-E726C3FFC8A2}"")) OR (Details IN (""C:\\Windows\\system32\\cmd.exe /q /c rmdir /s /q \""C:\\Users\\*"", ""C:\\Windows\\system32\\cmd.exe /q /c del /q \""C:\\Users\\*"") Details=""*\\AppData\\Local\\Microsoft\\OneDrive\\*"") OR (TargetObject=""*\\Microsoft\\Windows\\CurrentVersion\\RunOnce\\{*"" Details=""*\\AppData\\Local\\Package Cache\\{*"" Details=""*}\\python-*"" Details=""*.exe\"" /burn.runonce"") OR (Image IN (""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\*"", ""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\*"") Image=""*\\OfficeClickToRun.exe"") OR Image=""C:\\Program Files\\Windows Defender\\MsMpEng.exe"" OR (Image=""*\\Microsoft\\Teams\\current\\Teams.exe"" Details=""*\\Microsoft\\Teams\\Update.exe --processStart *"") OR (Image=""C:\\Windows\\system32\\userinit.exe"" Details=""ctfmon.exe /n"") OR (Image=""C:\\Program Files\\AVG\\Antivirus\\Setup\\*"" Details IN (""\""C:\\Program Files\\AVG\\Antivirus\\AvLaunch.exe\"" /gui"", ""\""C:\\Program Files (x86)\\AVG\\Antivirus\\AvLaunch.exe\"" /gui"", ""{472083B0-C522-11CF-8763-00608CC02F24}"")) OR (Image IN (""*\\aurora-agent-64.exe"", ""*\\aurora-agent.exe"") TargetObject=""*\\Microsoft\\Windows\\CurrentVersion\\Run\\aurora-dashboard"" Details=""C:\\Program Files\\Aurora-Agent\\tools\\aurora-dashboard.exe"") OR (TargetObject=""*\\Microsoft\\Windows\\CurrentVersion\\Run\\Everything"" Details=""*\\Everything\\Everything.exe\"" -startup"")) | table SecurityID,ObjectName,OldValueType,NewValueType","",""
"d4ca7c59-e9e4-42d8-bf57-91a776efcb87","LOLBIN Execution From Abnormal Drive","Detects LOLBINs executing from an abnormal or uncommon drive such as a mounted ISO.","Image IN (""*\\calc.exe"", ""*\\certutil.exe"", ""*\\cmstp.exe"", ""*\\cscript.exe"", ""*\\installutil.exe"", ""*\\mshta.exe"", ""*\\regsvr32.exe"", ""*\\rundll32.exe"", ""*\\wscript.exe"") OR OriginalFileName IN (""CALC.EXE"", ""CertUtil.exe"", ""CMSTP.EXE"", ""cscript.exe"", ""installutil.exe"", ""MSHTA.EXE"", ""REGSVR32.EXE"", ""RUNDLL32.EXE"", ""wscript.exe"") NOT (CurrentDirectory=""*C:\\*"" OR CurrentDirectory="""" OR CurrentDirectory!=*)","",""
"d5866ddf-ce8f-4aea-b28e-d96485a20d3d","Files With System Process Name In Unsuspected Locations","Detects the creation of an executable with a system process name in folders other than the system ones (System32, SysWOW64...etc).","TargetFilename IN (""*\\AtBroker.exe"", ""*\\audiodg.exe"", ""*\\backgroundTaskHost.exe"", ""*\\bcdedit.exe"", ""*\\bitsadmin.exe"", ""*\\cmdl32.exe"", ""*\\cmstp.exe"", ""*\\conhost.exe"", ""*\\csrss.exe"", ""*\\dasHost.exe"", ""*\\dfrgui.exe"", ""*\\dllhost.exe"", ""*\\dwm.exe"", ""*\\eventcreate.exe"", ""*\\eventvwr.exe"", ""*\\explorer.exe"", ""*\\extrac32.exe"", ""*\\fontdrvhost.exe"", ""*\\ipconfig.exe"", ""*\\iscsicli.exe"", ""*\\iscsicpl.exe"", ""*\\logman.exe"", ""*\\LogonUI.exe"", ""*\\LsaIso.exe"", ""*\\lsass.exe"", ""*\\lsm.exe"", ""*\\msiexec.exe"", ""*\\msinfo32.exe"", ""*\\mstsc.exe"", ""*\\nbtstat.exe"", ""*\\odbcconf.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\regini.exe"", ""*\\regsvr32.exe"", ""*\\rundll32.exe"", ""*\\RuntimeBroker.exe"", ""*\\schtasks.exe"", ""*\\SearchFilterHost.exe"", ""*\\SearchIndexer.exe"", ""*\\SearchProtocolHost.exe"", ""*\\SecurityHealthService.exe"", ""*\\SecurityHealthSystray.exe"", ""*\\services.exe"", ""*\\ShellAppRuntime.exe"", ""*\\sihost.exe"", ""*\\smartscreen.exe"", ""*\\smss.exe"", ""*\\spoolsv.exe"", ""*\\svchost.exe"", ""*\\SystemSettingsBroker.exe"", ""*\\taskhost.exe"", ""*\\taskhostw.exe"", ""*\\Taskmgr.exe"", ""*\\TiWorker.exe"", ""*\\vssadmin.exe"", ""*\\w32tm.exe"", ""*\\WerFault.exe"", ""*\\WerFaultSecure.exe"", ""*\\wermgr.exe"", ""*\\wevtutil.exe"", ""*\\wininit.exe"", ""*\\winlogon.exe"", ""*\\winrshost.exe"", ""*\\WinRTNetMUAHostServer.exe"", ""*\\wlanext.exe"", ""*\\wlrmdr.exe"", ""*\\WmiPrvSE.exe"", ""*\\wslhost.exe"", ""*\\WSReset.exe"", ""*\\WUDFHost.exe"", ""*\\WWAHost.exe"") NOT ((TargetFilename IN (""C:\\Windows\\System32\\*"", ""C:\\Windows\\SysWOW64\\*"", ""C:\\Windows\\WinSxS\\*"", ""C:\\Windows\\SoftwareDistribution\\*"", ""\\SystemRoot\\System32\\*"") Image IN (""*\\Windows\\System32\\dism.exe"", ""*\\TiWorker.exe"")) OR (TargetFilename=""C:\\$WINDOWS.~BT\\*"" Image=""C:\\$WINDOWS.~BT\\Sources\\SetupHost.exe"") OR (TargetFilename=""*\\RuntimeBroker.exe"" Image=""C:\\Windows\\system32\\wbengine.exe"") OR (Image=""*:\\Windows\\system32\\svchost.exe"" TargetFilename=""C:\\Windows\\SoftwareDistribution\\Download\\*"" TargetFilename IN (""*\\spoolsv.exe"", ""*\\bcdedit.exe"")) OR (Image=""*:\\Windows\\system32\\svchost.exe"" TargetFilename=""C:Program Files\\WindowsApps\\*"") OR Image=""C:\\Windows\\System32\\wuauclt.exe"" OR TargetFilename=""C:\\Windows\\explorer.exe"" OR (Image=""C:\\WINDOWS\\system32\\msiexec.exe"" TargetFilename=""C:\\Program Files\\PowerShell\\7\\pwsh.exe"") OR (TargetFilename=""C:\\Windows\\System32\\SecurityHealth\\*"" TargetFilename=""*\\SecurityHealthSystray.exe"" Image=""*\\SecurityHealthSetup.exe"")) | table Image","",""
"de587dce-915e-4218-aac4-835ca6af6f70","Potential Persistence Attempt Via Run Keys Using Reg.EXE","Detects suspicious command line reg.exe tool adding key to RUN key in Registry","CommandLine=""*reg*"" CommandLine=""* ADD *"" CommandLine=""*Software\\Microsoft\\Windows\\CurrentVersion\\Run*""","",""
"c7e91a02-d771-4a6d-a700-42587e0b1095","Regsvr32 Network Activity","Detects network connections and DNS queries initiated by Regsvr32.exe","Image=""*\\regsvr32.exe"" | table ComputerName,User,Image,DestinationIp,DestinationPort","",""
"3e3ceccd-6c06-48b8-b5ff-ab1d25db8c1d","Hardware Model Reconnaissance Via Wmic.EXE","Detects the execution of WMIC with the ""csproduct"" which is used to obtain information such as hardware models and vendor information","Image=""*\\wmic.exe"" OR OriginalFileName=""wmic.exe"" CommandLine=""*csproduct*""","",""
"3a6586ad-127a-4d3b-a677-1e6eacdf8fde","Windows Shell/Scripting Processes Spawning Suspicious Programs","Detects suspicious child processes of a Windows shell and scripting processes such as wscript, rundll32, powershell, mshta...etc.","ParentImage IN (""*\\mshta.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\rundll32.exe"", ""*\\cscript.exe"", ""*\\wscript.exe"", ""*\\wmiprvse.exe"", ""*\\regsvr32.exe"") Image IN (""*\\schtasks.exe"", ""*\\nslookup.exe"", ""*\\certutil.exe"", ""*\\bitsadmin.exe"", ""*\\mshta.exe"") NOT (CurrentDirectory=""*\\ccmcache\\*"" OR ParentCommandLine IN (""*\\Program Files\\Amazon\\WorkSpacesConfig\\Scripts\\setup-scheduledtask.ps1*"", ""*\\Program Files\\Amazon\\WorkSpacesConfig\\Scripts\\set-selfhealing.ps1*"", ""*\\Program Files\\Amazon\\WorkSpacesConfig\\Scripts\\check-workspacehealth.ps1*"", ""*\\nessus_*"") OR CommandLine=""*\\nessus_*"" OR (ParentImage=""*\\mshta.exe"" Image=""*\\mshta.exe"" ParentCommandLine=""*C:\\MEM_Configmgr_*"" ParentCommandLine=""*\\splash.hta*"" ParentCommandLine=""*{1E460BD7-F1C3-4B2E-88BF-4E770A288AF5}*"" CommandLine=""*C:\\MEM_Configmgr_*"" CommandLine=""*\\SMSSETUP\\BIN\\*"" CommandLine=""*\\autorun.hta*"" CommandLine=""*{1E460BD7-F1C3-4B2E-88BF-4E770A288AF5}*"")) | table CommandLine,ParentCommandLine,CurrentDirectory,Image,ParentImage","",""
"4281cb20-2994-4580-aa63-c8b86d019934","Hiding Files with Attrib.exe","Detects usage of attrib.exe to hide files from users.","Image=""*\\attrib.exe"" OR OriginalFileName=""ATTRIB.EXE"" CommandLine=""* +h *"" NOT (CommandLine=""*\\desktop.ini *"" OR (ParentImage=""*\\cmd.exe"" CommandLine=""+R +H +S +A \\\*.cui"" ParentCommandLine=""C:\\WINDOWS\\system32\\\*.bat""))","",""
"a2863fbc-d5cb-48d5-83fb-d976d4b1743b","RDP Sensitive Settings Changed to Zero","Detects tampering of RDP Terminal Service/Server sensitive settings.
Such as allowing unauthorized users access to a system via the 'fAllowUnsolicited' or enabling RDP via 'fDenyTSConnections', etc.
","TargetObject IN (""*\\fDenyTSConnections"", ""*\\fSingleSessionPerUser"", ""*\\UserAuthentication"") Details=""DWORD (0x00000000)""","",""
"f4bbd493-b796-416e-bbf2-121235348529","Non Interactive PowerShell Process Spawned","Detects non-interactive PowerShell activity by looking at the ""powershell"" process with a non-user GUI process such as ""explorer.exe"" as a parent.","Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") OR OriginalFileName IN (""PowerShell.EXE"", ""pwsh.dll"") NOT (ParentImage IN (""*C:\\Windows\\explorer.exe"", ""*C:\\Windows\\System32\\CompatTelRunner.exe"", ""*C:\\Windows\\SysWOW64\\explorer.exe"") OR ParentImage=""C:\\$WINDOWS.~BT\\Sources\\SetupHost.exe"") NOT (ParentImage=""C:\\Users\\*"" ParentImage=""*\\AppData\\Local\\Programs\\Microsoft VS Code\\Code.exe"" ParentCommandLine=""* --ms-enable-electron-run-as-node *"")","",""
"79ce34ca-af29-4d0e-b832-fc1b377020db","Suspicious Whoami.EXE Execution From Privileged Process","Detects the execution of ""whoami.exe"" by privileged accounts that are often abused by threat actors","OriginalFileName=""whoami.exe"" OR Image=""*\\whoami.exe"" User IN (""*AUTHORI*"", ""*AUTORI*"", ""*TrustedInstaller*"")","",""
"b27077d6-23e6-45d2-81a0-e2b356eea5fd","Use of TTDInject.exe","Detects the executiob of TTDInject.exe, which is used by Windows 10 v1809 and newer to debug time travel (underlying call of tttracer.exe)","Image=""*ttdinject.exe"" OR OriginalFileName=""TTDInject.EXE""","",""
"d5601f8c-b26f-4ab0-9035-69e11a8d4ad2","CobaltStrike Named Pipe","Detects the creation of a named pipe as used by CobaltStrike","(PipeName=""*\\MSSE-*"" PipeName=""*-server*"") OR PipeName=""\\postex_*"" OR PipeName=""\\status_*"" OR PipeName=""\\msagent_*"" OR PipeName=""\\mojo_*"" OR PipeName=""\\interprocess_*"" OR PipeName=""\\samr_*"" OR PipeName=""\\netlogon_*"" OR PipeName=""\\srvsvc_*"" OR PipeName=""\\lsarpc_*"" OR PipeName=""\\wkssvc_*""","",""
"646ea171-dded-4578-8a4d-65e9822892e3","Process Memory Dump Via Comsvcs.DLL","Detects a process memory dump via ""comsvcs.dll"" using rundll32, covering multiple different techniques (ordinal, minidump function, etc.)","(Image=""*\\rundll32.exe"" OR OriginalFileName=""RUNDLL32.EXE"" OR CommandLine=""*rundll32*"" CommandLine=""*comsvcs*"" CommandLine=""*full*"" CommandLine IN (""*#-*"", ""*#+*"", ""*#24*"", ""*24 *"", ""*MiniDump*"")) OR (CommandLine=""*24*"" CommandLine=""*comsvcs*"" CommandLine=""*full*"" CommandLine IN (""* #*"", ""*,#*"", ""*, #*""))","",""
"c1337eb8-921a-4b59-855b-4ba188ddcc42","Deletion of Volume Shadow Copies via WMI with PowerShell - PS Script","Detects deletion of Windows Volume Shadow Copies with PowerShell code and Get-WMIObject. This technique is used by numerous ransomware families such as Sodinokibi/REvil","ScriptBlockText IN (""*Get-WmiObject*"", ""*gwmi*"", ""*Get-CimInstance*"", ""*gcim*"") ScriptBlockText=""*Win32_Shadowcopy*"" ScriptBlockText IN (""*.Delete()*"", ""*Remove-WmiObject*"", ""*rwmi*"", ""*Remove-CimInstance*"", ""*rcim*"")","",""
"7ec2c172-dceb-4c10-92c9-87c1881b7e18","HackTool - Rubeus Execution","Detects the execution of the hacktool Rubeus via PE information of command line parameters","Image=""*\\Rubeus.exe"" OR OriginalFileName=""Rubeus.exe"" OR Description=""Rubeus"" OR CommandLine IN (""*asreproast *"", ""*dump /service:krbtgt *"", ""*dump /luid:0x*"", ""*kerberoast *"", ""*createnetonly /program:*"", ""*ptt /ticket:*"", ""*/impersonateuser:*"", ""*renew /ticket:*"", ""*asktgt /user:*"", ""*harvest /interval:*"", ""*s4u /user:*"", ""*s4u /ticket:*"", ""*hash /password:*"", ""*golden /aes256:*"", ""*silver /user:*"")","",""
