"id","name","description","default","savedsearches","stanza"
"02030f2f-6199-49ec-b258-ea71b07e03dc","Malicious PowerShell Commandlets - ProcessCreation","Detects Commandlet names from well-known PowerShell exploitation frameworks","CommandLine IN (""*Add-Exfiltration*"", ""*Add-Persistence*"", ""*Add-RegBackdoor*"", ""*Add-RemoteRegBackdoor*"", ""*Add-ScrnSaveBackdoor*"", ""*Check-VM*"", ""*ConvertTo-Rc4ByteStream*"", ""*Decrypt-Hash*"", ""*Disable-ADIDNSNode*"", ""*Disable-MachineAccount*"", ""*Do-Exfiltration*"", ""*Enable-ADIDNSNode*"", ""*Enable-MachineAccount*"", ""*Enabled-DuplicateToken*"", ""*Exploit-Jboss*"", ""*Export-ADR*"", ""*Export-ADRCSV*"", ""*Export-ADRExcel*"", ""*Export-ADRHTML*"", ""*Export-ADRJSON*"", ""*Export-ADRXML*"", ""*Find-Fruit*"", ""*Find-GPOLocation*"", ""*Find-TrustedDocuments*"", ""*Get-ADIDNS*"", ""*Get-ApplicationHost*"", ""*Get-ChromeDump*"", ""*Get-ClipboardContents*"", ""*Get-FoxDump*"", ""*Get-GPPPassword*"", ""*Get-IndexedItem*"", ""*Get-KerberosAESKey*"", ""*Get-Keystrokes*"", ""*Get-LSASecret*"", ""*Get-MachineAccountAttribute*"", ""*Get-MachineAccountCreator*"", ""*Get-PassHashes*"", ""*Get-RegAlwaysInstallElevated*"", ""*Get-RegAutoLogon*"", ""*Get-RemoteBootKey*"", ""*Get-RemoteCachedCredential*"", ""*Get-RemoteLocalAccountHash*"", ""*Get-RemoteLSAKey*"", ""*Get-RemoteMachineAccountHash*"", ""*Get-RemoteNLKMKey*"", ""*Get-RickAstley*"", ""*Get-Screenshot*"", ""*Get-SecurityPackages*"", ""*Get-ServiceFilePermission*"", ""*Get-ServicePermission*"", ""*Get-ServiceUnquoted*"", ""*Get-SiteListPassword*"", ""*Get-System*"", ""*Get-TimedScreenshot*"", ""*Get-UnattendedInstallFile*"", ""*Get-Unconstrained*"", ""*Get-USBKeystrokes*"", ""*Get-VaultCredential*"", ""*Get-VulnAutoRun*"", ""*Get-VulnSchTask*"", ""*Grant-ADIDNSPermission*"", ""*Gupt-Backdoor*"", ""*HTTP-Login*"", ""*Install-ServiceBinary*"", ""*Install-SSP*"", ""*Invoke-ACLScanner*"", ""*Invoke-ADRecon*"", ""*Invoke-ADSBackdoor*"", ""*Invoke-AgentSmith*"", ""*Invoke-AllChecks*"", ""*Invoke-ARPScan*"", ""*Invoke-AzureHound*"", ""*Invoke-BackdoorLNK*"", ""*Invoke-BadPotato*"", ""*Invoke-BetterSafetyKatz*"", ""*Invoke-BypassUAC*"", ""*Invoke-Carbuncle*"", ""*Invoke-Certify*"", ""*Invoke-ConPtyShell*"", ""*Invoke-CredentialInjection*"", ""*Invoke-DAFT*"", ""*Invoke-DCSync*"", ""*Invoke-DinvokeKatz*"", ""*Invoke-DllInjection*"", ""*Invoke-DNSUpdate*"", ""*Invoke-DomainPasswordSpray*"", ""*Invoke-DowngradeAccount*"", ""*Invoke-EgressCheck*"", ""*Invoke-Eyewitness*"", ""*Invoke-FakeLogonScreen*"", ""*Invoke-Farmer*"", ""*Invoke-Get-RBCD-Threaded*"", ""*Invoke-Gopher*"", ""*Invoke-Grouper*"", ""*Invoke-HandleKatz*"", ""*Invoke-ImpersonatedProcess*"", ""*Invoke-ImpersonateSystem*"", ""*Invoke-InteractiveSystemPowerShell*"", ""*Invoke-Internalmonologue*"", ""*Invoke-Inveigh*"", ""*Invoke-InveighRelay*"", ""*Invoke-KrbRelay*"", ""*Invoke-LdapSignCheck*"", ""*Invoke-Lockless*"", ""*Invoke-MalSCCM*"", ""*Invoke-Mimikatz*"", ""*Invoke-Mimikittenz*"", ""*Invoke-MITM6*"", ""*Invoke-NanoDump*"", ""*Invoke-NetRipper*"", ""*Invoke-Nightmare*"", ""*Invoke-NinjaCopy*"", ""*Invoke-OfficeScrape*"", ""*Invoke-OxidResolver*"", ""*Invoke-P0wnedshell*"", ""*Invoke-Paranoia*"", ""*Invoke-PortScan*"", ""*Invoke-PoshRatHttp*"", ""*Invoke-PostExfil*"", ""*Invoke-PowerDump*"", ""*Invoke-PowerShellTCP*"", ""*Invoke-PowerShellWMI*"", ""*Invoke-PPLDump*"", ""*Invoke-PsExec*"", ""*Invoke-PSInject*"", ""*Invoke-PsUaCme*"", ""*Invoke-ReflectivePEInjection*"", ""*Invoke-ReverseDNSLookup*"", ""*Invoke-Rubeus*"", ""*Invoke-RunAs*"", ""*Invoke-SafetyKatz*"", ""*Invoke-SauronEye*"", ""*Invoke-SCShell*"", ""*Invoke-Seatbelt*"", ""*Invoke-ServiceAbuse*"", ""*Invoke-ShadowSpray*"", ""*Invoke-Sharp*"", ""*Invoke-Shellcode*"", ""*Invoke-SMBScanner*"", ""*Invoke-Snaffler*"", ""*Invoke-Spoolsample*"", ""*Invoke-SpraySinglePassword*"", ""*Invoke-SSHCommand*"", ""*Invoke-StandIn*"", ""*Invoke-StickyNotesExtract*"", ""*Invoke-SystemCommand*"", ""*Invoke-Tasksbackdoor*"", ""*Invoke-Tater*"", ""*Invoke-Thunderfox*"", ""*Invoke-ThunderStruck*"", ""*Invoke-TokenManipulation*"", ""*Invoke-Tokenvator*"", ""*Invoke-TotalExec*"", ""*Invoke-UrbanBishop*"", ""*Invoke-UserHunter*"", ""*Invoke-VoiceTroll*"", ""*Invoke-Whisker*"", ""*Invoke-WinEnum*"", ""*Invoke-winPEAS*"", ""*Invoke-WireTap*"", ""*Invoke-WmiCommand*"", ""*Invoke-WMIExec*"", ""*Invoke-WScriptBypassUAC*"", ""*Invoke-Zerologon*"", ""*MailRaider*"", ""*New-ADIDNSNode*"", ""*New-DNSRecordArray*"", ""*New-HoneyHash*"", ""*New-InMemoryModule*"", ""*New-MachineAccount*"", ""*New-SOASerialNumberArray*"", ""*Out-Minidump*"", ""*Port-Scan*"", ""*PowerBreach*"", ""*powercat *"", ""*PowerUp*"", ""*PowerView*"", ""*Remove-ADIDNSNode*"", ""*Remove-MachineAccount*"", ""*Remove-Update*"", ""*Rename-ADIDNSNode*"", ""*Revoke-ADIDNSPermission*"", ""*Set-ADIDNSNode*"", ""*Set-MacAttribute*"", ""*Set-MachineAccountAttribute*"", ""*Set-Wallpaper*"", ""*Show-TargetScreen*"", ""*Start-CaptureServer*"", ""*Start-WebcamRecorder*"", ""*VolumeShadowCopyTools*"")","",""
"b9d9cc83-380b-4ba3-8d8f-60c0e7e2930c","Suspicious PowerShell Encoded Command Patterns","Detects PowerShell command line patterns in combincation with encoded commands that often appear in malware infection chains","Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") OR OriginalFileName IN (""PowerShell.Exe"", ""pwsh.dll"") CommandLine IN (""* -e *"", ""* -en *"", ""* -enc *"", ""* -enco*"") CommandLine IN (""* JAB*"", ""* SUVYI*"", ""* SQBFAFgA*"", ""* aWV4I*"", ""* IAB*"", ""* PAA*"", ""* aQBlAHgA*"") NOT (ParentImage IN (""*C:\\Packages\\Plugins\\Microsoft.GuestConfiguration.ConfigurationforWindows\\*"", ""*\\gc_worker.exe*""))","",""
"eeb2e3dc-c1f4-40dd-9bd5-149ee465ad50","Remote Thread Creation Via PowerShell","Detects the creation of a remote thread from a Powershell process to another process","SourceImage IN (""*\\powershell.exe"", ""*\\pwsh.exe"") NOT SourceParentImage=""C:\\Windows\\System32\\CompatTelRunner.exe""","",""
"1fb76ab8-fa60-4b01-bddd-71e89bf555da","Pubprn.vbs Proxy Execution","Detects the use of the 'Pubprn.vbs' Microsoft signed script to execute commands.","CommandLine=""*\\pubprn.vbs*"" CommandLine=""*script:*""","",""
"f331aa1f-8c53-4fc3-b083-cc159bc971cb","Malicious PowerShell Scripts - FileCreation","Detects the creation of known offensive powershell scripts used for exploitation","TargetFilename IN (""*\\Add-ConstrainedDelegationBackdoor.ps1"", ""*\\Add-Exfiltration.ps1"", ""*\\Add-Persistence.ps1"", ""*\\Add-RegBackdoor.ps1"", ""*\\Add-RemoteRegBackdoor.ps1"", ""*\\Add-ScrnSaveBackdoor.ps1"", ""*\\ADRecon.ps1"", ""*\\AzureADRecon.ps1"", ""*\\Check-VM.ps1"", ""*\\ConvertTo-ROT13.ps1"", ""*\\Copy-VSS.ps1"", ""*\\Create-MultipleSessions.ps1"", ""*\\DNS_TXT_Pwnage.ps1"", ""*\\Do-Exfiltration.ps1"", ""*\\DomainPasswordSpray.ps1"", ""*\\Download_Execute.ps1"", ""*\\Download-Execute-PS.ps1"", ""*\\Enable-DuplicateToken.ps1"", ""*\\Enabled-DuplicateToken.ps1"", ""*\\Execute-Command-MSSQL.ps1"", ""*\\Execute-DNSTXT-Code.ps1"", ""*\\Execute-OnTime.ps1"", ""*\\ExetoText.ps1"", ""*\\Exploit-Jboss.ps1"", ""*\\Find-AVSignature.ps1"", ""*\\Find-Fruit.ps1"", ""*\\Find-GPOLocation.ps1"", ""*\\Find-TrustedDocuments.ps1"", ""*\\FireBuster.ps1"", ""*\\FireListener.ps1"", ""*\\Get-ApplicationHost.ps1"", ""*\\Get-ChromeDump.ps1"", ""*\\Get-ClipboardContents.ps1"", ""*\\Get-ComputerDetail.ps1"", ""*\\Get-FoxDump.ps1"", ""*\\Get-GPPAutologon.ps1"", ""*\\Get-GPPPassword.ps1"", ""*\\Get-IndexedItem.ps1"", ""*\\Get-Keystrokes.ps1"", ""*\\Get-LSASecret.ps1"", ""*\\Get-MicrophoneAudio.ps1"", ""*\\Get-PassHashes.ps1"", ""*\\Get-PassHints.ps1"", ""*\\Get-RegAlwaysInstallElevated.ps1"", ""*\\Get-RegAutoLogon.ps1"", ""*\\Get-RickAstley.ps1"", ""*\\Get-Screenshot.ps1"", ""*\\Get-SecurityPackages.ps1"", ""*\\Get-ServiceFilePermission.ps1"", ""*\\Get-ServicePermission.ps1"", ""*\\Get-ServiceUnquoted.ps1"", ""*\\Get-SiteListPassword.ps1"", ""*\\Get-System.ps1"", ""*\\Get-TimedScreenshot.ps1"", ""*\\Get-UnattendedInstallFile.ps1"", ""*\\Get-Unconstrained.ps1"", ""*\\Get-USBKeystrokes.ps1"", ""*\\Get-VaultCredential.ps1"", ""*\\Get-VulnAutoRun.ps1"", ""*\\Get-VulnSchTask.ps1"", ""*\\Get-WebConfig.ps1"", ""*\\Get-WebCredentials.ps1"", ""*\\Get-WLAN-Keys.ps1"", ""*\\Gupt-Backdoor.ps1"", ""*\\HTTP-Backdoor.ps1"", ""*\\HTTP-Login.ps1"", ""*\\Install-ServiceBinary.ps1"", ""*\\Install-SSP.ps1"", ""*\\Invoke-ACLScanner.ps1"", ""*\\Invoke-ADSBackdoor.ps1"", ""*\\Invoke-AmsiBypass.ps1"", ""*\\Invoke-ARPScan.ps1"", ""*\\Invoke-BackdoorLNK.ps1"", ""*\\Invoke-BadPotato.ps1"", ""*\\Invoke-BetterSafetyKatz.ps1"", ""*\\Invoke-BruteForce.ps1"", ""*\\Invoke-BypassUAC.ps1"", ""*\\Invoke-Carbuncle.ps1"", ""*\\Invoke-Certify.ps1"", ""*\\Invoke-ConPtyShell.ps1"", ""*\\Invoke-CredentialInjection.ps1"", ""*\\Invoke-CredentialsPhish.ps1"", ""*\\Invoke-DAFT.ps1"", ""*\\Invoke-DCSync.ps1"", ""*\\Invoke-Decode.ps1"", ""*\\Invoke-DinvokeKatz.ps1"", ""*\\Invoke-DllInjection.ps1"", ""*\\Invoke-DNSUpdate.ps1"", ""*\\Invoke-DowngradeAccount.ps1"", ""*\\Invoke-EgressCheck.ps1"", ""*\\Invoke-Encode.ps1"", ""*\\Invoke-EventViewer.ps1"", ""*\\Invoke-Eyewitness.ps1"", ""*\\Invoke-FakeLogonScreen.ps1"", ""*\\Invoke-Farmer.ps1"", ""*\\Invoke-Get-RBCD-Threaded.ps1"", ""*\\Invoke-Gopher.ps1"", ""*\\Invoke-Grouper2.ps1"", ""*\\Invoke-Grouper3.ps1"", ""*\\Invoke-HandleKatz.ps1"", ""*\\Invoke-Interceptor.ps1"", ""*\\Invoke-Internalmonologue.ps1"", ""*\\Invoke-Inveigh.ps1"", ""*\\Invoke-InveighRelay.ps1"", ""*\\Invoke-JSRatRegsvr.ps1"", ""*\\Invoke-JSRatRundll.ps1"", ""*\\Invoke-KrbRelay.ps1"", ""*\\Invoke-KrbRelayUp.ps1"", ""*\\Invoke-LdapSignCheck.ps1"", ""*\\Invoke-Lockless.ps1"", ""*\\Invoke-MalSCCM.ps1"", ""*\\Invoke-Mimikatz.ps1"", ""*\\Invoke-MimikatzWDigestDowngrade.ps1"", ""*\\Invoke-Mimikittenz.ps1"", ""*\\Invoke-MITM6.ps1"", ""*\\Invoke-NanoDump.ps1"", ""*\\Invoke-NetRipper.ps1"", ""*\\Invoke-NetworkRelay.ps1"", ""*\\Invoke-NinjaCopy.ps1"", ""*\\Invoke-OxidResolver.ps1"", ""*\\Invoke-P0wnedshell.ps1"", ""*\\Invoke-P0wnedshellx86.ps1"", ""*\\Invoke-Paranoia.ps1"", ""*\\Invoke-PortScan.ps1"", ""*\\Invoke-PoshRatHttp.ps1"", ""*\\Invoke-PoshRatHttps.ps1"", ""*\\Invoke-PostExfil.ps1"", ""*\\Invoke-PowerDump.ps1"", ""*\\Invoke-PowerShellIcmp.ps1"", ""*\\Invoke-PowerShellTCP.ps1"", ""*\\Invoke-PowerShellTcpOneLine.ps1"", ""*\\Invoke-PowerShellTcpOneLineBind.ps1"", ""*\\Invoke-PowerShellUdp.ps1"", ""*\\Invoke-PowerShellUdpOneLine.ps1"", ""*\\Invoke-PowerShellWMI.ps1"", ""*\\Invoke-PowerThIEf.ps1"", ""*\\Invoke-PPLDump.ps1"", ""*\\Invoke-Prasadhak.ps1"", ""*\\Invoke-PsExec.ps1"", ""*\\Invoke-PsGcat.ps1"", ""*\\Invoke-PsGcatAgent.ps1"", ""*\\Invoke-PSInject.ps1"", ""*\\Invoke-PsUaCme.ps1"", ""*\\Invoke-ReflectivePEInjection.ps1"", ""*\\Invoke-ReverseDNSLookup.ps1"", ""*\\Invoke-Rubeus.ps1"", ""*\\Invoke-RunAs.ps1"", ""*\\Invoke-SafetyKatz.ps1"", ""*\\Invoke-SauronEye.ps1"", ""*\\Invoke-SCShell.ps1"", ""*\\Invoke-Seatbelt.ps1"", ""*\\Invoke-ServiceAbuse.ps1"", ""*\\Invoke-SessionGopher.ps1"", ""*\\Invoke-ShellCode.ps1"", ""*\\Invoke-SMBScanner.ps1"", ""*\\Invoke-Snaffler.ps1"", ""*\\Invoke-Spoolsample.ps1"", ""*\\Invoke-SSHCommand.ps1"", ""*\\Invoke-SSIDExfil.ps1"", ""*\\Invoke-StandIn.ps1"", ""*\\Invoke-StickyNotesExtract.ps1"", ""*\\Invoke-Tater.ps1"", ""*\\Invoke-Thunderfox.ps1"", ""*\\Invoke-ThunderStruck.ps1"", ""*\\Invoke-TokenManipulation.ps1"", ""*\\Invoke-Tokenvator.ps1"", ""*\\Invoke-TotalExec.ps1"", ""*\\Invoke-UrbanBishop.ps1"", ""*\\Invoke-UserHunter.ps1"", ""*\\Invoke-VoiceTroll.ps1"", ""*\\Invoke-Whisker.ps1"", ""*\\Invoke-WinEnum.ps1"", ""*\\Invoke-winPEAS.ps1"", ""*\\Invoke-WireTap.ps1"", ""*\\Invoke-WmiCommand.ps1"", ""*\\Invoke-WScriptBypassUAC.ps1"", ""*\\Invoke-Zerologon.ps1"", ""*\\Keylogger.ps1"", ""*\\MailRaider.ps1"", ""*\\New-HoneyHash.ps1"", ""*\\OfficeMemScraper.ps1"", ""*\\Offline_Winpwn.ps1"", ""*\\Out-CHM.ps1"", ""*\\Out-DnsTxt.ps1"", ""*\\Out-Excel.ps1"", ""*\\Out-HTA.ps1"", ""*\\Out-Java.ps1"", ""*\\Out-JS.ps1"", ""*\\Out-Minidump.ps1"", ""*\\Out-RundllCommand.ps1"", ""*\\Out-SCF.ps1"", ""*\\Out-SCT.ps1"", ""*\\Out-Shortcut.ps1"", ""*\\Out-WebQuery.ps1"", ""*\\Out-Word.ps1"", ""*\\Parse_Keys.ps1"", ""*\\Port-Scan.ps1"", ""*\\PowerBreach.ps1"", ""*\\powercat.ps1"", ""*\\Powermad.ps1"", ""*\\PowerRunAsSystem.psm1"", ""*\\PowerSharpPack.ps1"", ""*\\PowerUp.ps1"", ""*\\PowerUpSQL.ps1"", ""*\\PowerView.ps1"", ""*\\PSAsyncShell.ps1"", ""*\\RemoteHashRetrieval.ps1"", ""*\\Remove-Persistence.ps1"", ""*\\Remove-PoshRat.ps1"", ""*\\Remove-Update.ps1"", ""*\\Run-EXEonRemote.ps1"", ""*\\Schtasks-Backdoor.ps1"", ""*\\Set-DCShadowPermissions.ps1"", ""*\\Set-MacAttribute.ps1"", ""*\\Set-RemotePSRemoting.ps1"", ""*\\Set-RemoteWMI.ps1"", ""*\\Set-Wallpaper.ps1"", ""*\\Show-TargetScreen.ps1"", ""*\\Speak.ps1"", ""*\\Start-CaptureServer.ps1"", ""*\\Start-WebcamRecorder.ps1"", ""*\\StringToBase64.ps1"", ""*\\TexttoExe.ps1"", ""*\\VolumeShadowCopyTools.ps1"", ""*\\WinPwn.ps1"", ""*\\WSUSpendu.ps1"") OR (TargetFilename=""*Invoke-Sharp*"" TargetFilename=""*.ps1"")","",""
"cea72823-df4d-4567-950c-0b579eaf0846","Potential Dropper Script Execution Via WScript/CScript","Detects wscript/cscript executions of scripts located in user directories","Image IN (""*\\wscript.exe"", ""*\\cscript.exe"") CommandLine IN (""*:\\Temp\\*"", ""*:\\Tmp\\*"", ""*:\\Users\\Public\\*"", ""*:\\Windows\\Temp\\*"", ""*\\AppData\\Local\\Temp\\*"") CommandLine IN (""*.js*"", ""*.jse*"", ""*.vba*"", ""*.vbe*"", ""*.vbs*"", ""*.wsf*"")","",""
"1547e27c-3974-43e2-a7d7-7f484fb928ec","Registry Persitence via Service in Safe Mode","Detects the modification of the registry to allow a driver or service to persist in Safe Mode.","TargetObject IN (""HKLM\\SYSTEM\\CurrentControlSet\\Control\\SafeBoot\\Minimal\\*"", ""HKLM\\SYSTEM\\CurrentControlSet\\Control\\SafeBoot\\Network\\*"") TargetObject=""*\\(Default)"" Details=""Service"" NOT (Image=""C:\\WINDOWS\\system32\\msiexec.exe"" TargetObject IN (""HKLM\\System\\CurrentControlSet\\Control\\SafeBoot\\Minimal\\SAVService\\(Default)"", ""HKLM\\System\\CurrentControlSet\\Control\\SafeBoot\\Network\\SAVService\\(Default)""))","",""
"38879043-7e1e-47a9-8d46-6bec88e201df","Potential Persistence Attempt Via Existing Service Tampering","Detects the modification of an existing service in order to execute an arbitrary payload when the service is started or killed as a potential method for persistence.","(CommandLine=""*sc *"" CommandLine=""*config *"" CommandLine=""*binpath=*"") OR (CommandLine=""*sc *"" CommandLine=""*failure*"" CommandLine=""*command=*"") OR ((CommandLine=""*reg *"" CommandLine=""*add *"" CommandLine=""*FailureCommand*"") OR (CommandLine=""*reg *"" CommandLine=""*add *"" CommandLine=""*ImagePath*"") CommandLine IN (""*.sh*"", ""*.exe*"", ""*.dll*"", ""*.bin$*"", ""*.bat*"", ""*.cmd*"", ""*.js*"", ""*.msh$*"", ""*.reg$*"", ""*.scr*"", ""*.ps*"", ""*.vb*"", ""*.jar*"", ""*.pl*""))","",""
"03cc0c25-389f-4bf8-b48d-11878079f1ca","Suspicious MSHTA Child Process","Detects a suspicious process spawning from an ""mshta.exe"" process, which could be indicative of a malicious HTA script execution","ParentImage=""*\\mshta.exe"" Image IN (""*\\cmd.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\wscript.exe"", ""*\\cscript.exe"", ""*\\sh.exe"", ""*\\bash.exe"", ""*\\reg.exe"", ""*\\regsvr32.exe"", ""*\\bitsadmin.exe"") OR OriginalFileName IN (""Cmd.Exe"", ""PowerShell.EXE"", ""pwsh.dll"", ""wscript.exe"", ""cscript.exe"", ""Bash.exe"", ""reg.exe"", ""REGSVR32.EXE"", ""bitsadmin.exe"")","",""
"0d5675be-bc88-4172-86d3-1e96a4476536","Potential Tampering With RDP Related Registry Keys Via Reg.EXE","Detects the execution of ""reg.exe"" for enabling/disabling the RDP service on the host by tampering with the 'CurrentControlSet\Control\Terminal Server' values","Image=""*\\reg.exe"" OR OriginalFileName=""reg.exe"" CommandLine=""* add *"" CommandLine=""*\\CurrentControlSet\\Control\\Terminal Server*"" CommandLine=""*REG_DWORD*"" CommandLine=""* /f*"" (CommandLine=""*Licensing Core*"" CommandLine=""*EnableConcurrentSessions*"") OR CommandLine IN (""*WinStations\\RDP-Tcp*"", ""*MaxInstanceCount*"", ""*fEnableWinStation*"", ""*TSUserEnabled*"", ""*TSEnabled*"", ""*TSAppCompat*"", ""*IdleWinStationPoolCount*"", ""*TSAdvertise*"", ""*AllowTSConnections*"", ""*fSingleSessionPerUser*"", ""*fDenyTSConnections*"")","",""
"89819aa4-bbd6-46bc-88ec-c7f7fe30efa6","Malicious PowerShell Commandlets - ScriptBlock","Detects Commandlet names from well-known PowerShell exploitation frameworks","ScriptBlockText IN (""*Add-Exfiltration*"", ""*Add-Persistence*"", ""*Add-RegBackdoor*"", ""*Add-RemoteRegBackdoor*"", ""*Add-ScrnSaveBackdoor*"", ""*Check-VM*"", ""*ConvertTo-Rc4ByteStream*"", ""*Decrypt-Hash*"", ""*Disable-ADIDNSNode*"", ""*Disable-MachineAccount*"", ""*Do-Exfiltration*"", ""*Enable-ADIDNSNode*"", ""*Enable-MachineAccount*"", ""*Enabled-DuplicateToken*"", ""*Exploit-Jboss*"", ""*Export-ADR*"", ""*Export-ADRCSV*"", ""*Export-ADRExcel*"", ""*Export-ADRHTML*"", ""*Export-ADRJSON*"", ""*Export-ADRXML*"", ""*Find-Fruit*"", ""*Find-GPOLocation*"", ""*Find-TrustedDocuments*"", ""*Get-ADIDNS*"", ""*Get-ApplicationHost*"", ""*Get-ChromeDump*"", ""*Get-ClipboardContents*"", ""*Get-FoxDump*"", ""*Get-GPPPassword*"", ""*Get-IndexedItem*"", ""*Get-KerberosAESKey*"", ""*Get-Keystrokes*"", ""*Get-LSASecret*"", ""*Get-MachineAccountAttribute*"", ""*Get-MachineAccountCreator*"", ""*Get-PassHashes*"", ""*Get-RegAlwaysInstallElevated*"", ""*Get-RegAutoLogon*"", ""*Get-RemoteBootKey*"", ""*Get-RemoteCachedCredential*"", ""*Get-RemoteLocalAccountHash*"", ""*Get-RemoteLSAKey*"", ""*Get-RemoteMachineAccountHash*"", ""*Get-RemoteNLKMKey*"", ""*Get-RickAstley*"", ""*Get-Screenshot*"", ""*Get-SecurityPackages*"", ""*Get-ServiceFilePermission*"", ""*Get-ServicePermission*"", ""*Get-ServiceUnquoted*"", ""*Get-SiteListPassword*"", ""*Get-System*"", ""*Get-TimedScreenshot*"", ""*Get-UnattendedInstallFile*"", ""*Get-Unconstrained*"", ""*Get-USBKeystrokes*"", ""*Get-VaultCredential*"", ""*Get-VulnAutoRun*"", ""*Get-VulnSchTask*"", ""*Grant-ADIDNSPermission*"", ""*Gupt-Backdoor*"", ""*HTTP-Login*"", ""*Install-ServiceBinary*"", ""*Install-SSP*"", ""*Invoke-ACLScanner*"", ""*Invoke-ADRecon*"", ""*Invoke-ADSBackdoor*"", ""*Invoke-AgentSmith*"", ""*Invoke-AllChecks*"", ""*Invoke-ARPScan*"", ""*Invoke-AzureHound*"", ""*Invoke-BackdoorLNK*"", ""*Invoke-BadPotato*"", ""*Invoke-BetterSafetyKatz*"", ""*Invoke-BypassUAC*"", ""*Invoke-Carbuncle*"", ""*Invoke-Certify*"", ""*Invoke-ConPtyShell*"", ""*Invoke-CredentialInjection*"", ""*Invoke-DAFT*"", ""*Invoke-DCSync*"", ""*Invoke-DinvokeKatz*"", ""*Invoke-DllInjection*"", ""*Invoke-DNSUpdate*"", ""*Invoke-DomainPasswordSpray*"", ""*Invoke-DowngradeAccount*"", ""*Invoke-EgressCheck*"", ""*Invoke-Eyewitness*"", ""*Invoke-FakeLogonScreen*"", ""*Invoke-Farmer*"", ""*Invoke-Get-RBCD-Threaded*"", ""*Invoke-Gopher*"", ""*Invoke-Grouper*"", ""*Invoke-HandleKatz*"", ""*Invoke-ImpersonatedProcess*"", ""*Invoke-ImpersonateSystem*"", ""*Invoke-InteractiveSystemPowerShell*"", ""*Invoke-Internalmonologue*"", ""*Invoke-Inveigh*"", ""*Invoke-InveighRelay*"", ""*Invoke-KrbRelay*"", ""*Invoke-LdapSignCheck*"", ""*Invoke-Lockless*"", ""*Invoke-MalSCCM*"", ""*Invoke-Mimikatz*"", ""*Invoke-Mimikittenz*"", ""*Invoke-MITM6*"", ""*Invoke-NanoDump*"", ""*Invoke-NetRipper*"", ""*Invoke-Nightmare*"", ""*Invoke-NinjaCopy*"", ""*Invoke-OfficeScrape*"", ""*Invoke-OxidResolver*"", ""*Invoke-P0wnedshell*"", ""*Invoke-Paranoia*"", ""*Invoke-PortScan*"", ""*Invoke-PoshRatHttp*"", ""*Invoke-PostExfil*"", ""*Invoke-PowerDump*"", ""*Invoke-PowerShellTCP*"", ""*Invoke-PowerShellWMI*"", ""*Invoke-PPLDump*"", ""*Invoke-PsExec*"", ""*Invoke-PSInject*"", ""*Invoke-PsUaCme*"", ""*Invoke-ReflectivePEInjection*"", ""*Invoke-ReverseDNSLookup*"", ""*Invoke-Rubeus*"", ""*Invoke-RunAs*"", ""*Invoke-SafetyKatz*"", ""*Invoke-SauronEye*"", ""*Invoke-SCShell*"", ""*Invoke-Seatbelt*"", ""*Invoke-ServiceAbuse*"", ""*Invoke-ShadowSpray*"", ""*Invoke-Sharp*"", ""*Invoke-Shellcode*"", ""*Invoke-SMBScanner*"", ""*Invoke-Snaffler*"", ""*Invoke-Spoolsample*"", ""*Invoke-SpraySinglePassword*"", ""*Invoke-SSHCommand*"", ""*Invoke-StandIn*"", ""*Invoke-StickyNotesExtract*"", ""*Invoke-SystemCommand*"", ""*Invoke-Tasksbackdoor*"", ""*Invoke-Tater*"", ""*Invoke-Thunderfox*"", ""*Invoke-ThunderStruck*"", ""*Invoke-TokenManipulation*"", ""*Invoke-Tokenvator*"", ""*Invoke-TotalExec*"", ""*Invoke-UrbanBishop*"", ""*Invoke-UserHunter*"", ""*Invoke-VoiceTroll*"", ""*Invoke-Whisker*"", ""*Invoke-WinEnum*"", ""*Invoke-winPEAS*"", ""*Invoke-WireTap*"", ""*Invoke-WmiCommand*"", ""*Invoke-WMIExec*"", ""*Invoke-WScriptBypassUAC*"", ""*Invoke-Zerologon*"", ""*MailRaider*"", ""*New-ADIDNSNode*"", ""*New-DNSRecordArray*"", ""*New-HoneyHash*"", ""*New-InMemoryModule*"", ""*New-MachineAccount*"", ""*New-SOASerialNumberArray*"", ""*Out-Minidump*"", ""*Port-Scan*"", ""*PowerBreach*"", ""*powercat *"", ""*PowerUp*"", ""*PowerView*"", ""*Remove-ADIDNSNode*"", ""*Remove-MachineAccount*"", ""*Remove-Update*"", ""*Rename-ADIDNSNode*"", ""*Revoke-ADIDNSPermission*"", ""*Set-ADIDNSNode*"", ""*Set-MacAttribute*"", ""*Set-MachineAccountAttribute*"", ""*Set-Wallpaper*"", ""*Show-TargetScreen*"", ""*Start-CaptureServer*"", ""*Start-WebcamRecorder*"", ""*VolumeShadowCopyTools*"") NOT (ScriptBlockText IN (""*Get-SystemDriveInfo*"", ""*C:\\ProgramData\\Amazon\\EC2-Windows\\Launch\\Module\\*""))","",""
