City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
San Diego,BLACK,COMPLETED,2017-10-14 04:49:00 +0000 UTC,2017-10-14 05:03:27 +0000 UTC,32.7522301464,-117.212068561,"Valley View Casino Center, Uber Zone - Main Entrance, Valley View Casino Center",2017-10-14 05:24:25 +0000 UTC,32.72593,-117.17017,"2044 Kettner Blvd, San Diego, CA 92101, USA",3.57,28.74,USD
San Diego,uberX,CANCELED,2017-10-14 04:47:17 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,32.7847977871,-117.239533607,,1970-01-01 00:00:00 +0000 UTC,32.7874491014,-117.239996758,"2044 Kettner Blvd, San Diego, CA 92101, USA",0.00,0,USD
San Diego,uberX,COMPLETED,2017-10-14 02:11:18 +0000 UTC,2017-10-14 02:15:37 +0000 UTC,32.8267908236,-117.277183989,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-10-14 02:38:25 +0000 UTC,32.7544,-117.21328,"Sports Arena Blvd, San Diego, CA 92110, USA",7.51,20.01,USD
Portland,uberX,COMPLETED,2017-10-13 16:21:48 +0000 UTC,2017-10-13 16:23:57 +0000 UTC,45.5555437,-122.647768,"1663 NE Prescott St, Portland, OR 97211, USA",2017-10-13 16:47:00 +0000 UTC,45.4954807,-122.8187871,"3485 SW Knowlton Rd, Beaverton, OR 97005, United States",12.30,21.34,USD
San Diego,uberX,COMPLETED,2017-10-11 16:32:23 +0000 UTC,2017-10-11 16:34:51 +0000 UTC,32.8267772449,-117.277237298,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-10-11 17:00:00 +0000 UTC,32.73161,-117.19669,"Terminal 1 (SAN), San Diego, CA 92101, USA",14.45,24.36,USD
San Diego,BLACK,COMPLETED,2017-10-04 13:47:03 +0000 UTC,2017-10-04 13:53:32 +0000 UTC,32.8267443,-117.2773513,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-10-04 14:29:06 +0000 UTC,32.7317725,-117.196899,,10.54,58.56,USD
Washington D.C.,uberX,COMPLETED,2017-10-01 15:57:12 +0000 UTC,2017-10-01 16:02:47 +0000 UTC,38.7396561343,-77.2718742175,"7919 Glenbarr Ct, Fairfax Station, VA 22039, USA",2017-10-01 16:31:30 +0000 UTC,38.8499387676,-77.0436726609,"Arlington, VA 22202, United States",22.87,45.14,USD
Washington D.C.,uberX,COMPLETED,2017-09-28 17:17:39 +0000 UTC,2017-09-28 17:24:48 +0000 UTC,38.9126339,-77.0253081,"931 R St NW, Washington, DC 20001, USA",2017-09-28 18:03:33 +0000 UTC,38.7397001,-77.2717844,"7919 Glenbarr Ct, Fairfax Station, VA 22039, USA",23.84,36.62,USD
Washington D.C.,uberXL,COMPLETED,2017-09-28 02:59:29 +0000 UTC,2017-09-28 03:03:17 +0000 UTC,38.901586356,-77.0202483744,"611 Massachusetts Ave NW, Washington, DC 20001, USA",2017-09-28 03:08:30 +0000 UTC,38.9126200052,-77.0256170084,"931 R St NW, Washington, DC 20001, USA",1.02,8.84,USD
Washington D.C.,uberX,COMPLETED,2017-09-26 12:55:51 +0000 UTC,2017-09-26 12:59:16 +0000 UTC,38.9126169925,-77.0251949733,"931 R St NW, Washington, DC 20001, USA",2017-09-26 13:07:28 +0000 UTC,38.9054804916,-77.0239876286,"801 Mt Vernon Pl NW, Washington, DC 20001, USA",0.76,9.84,USD
Washington D.C.,uberX,COMPLETED,2017-09-26 12:47:09 +0000 UTC,2017-09-26 12:49:45 +0000 UTC,38.911122,-77.0272128,"1601-1673 11th St NW, Washington, DC 20001, USA",2017-09-26 12:55:02 +0000 UTC,38.9126615,-77.0259528,,0.69,9.9,USD
Washington D.C.,uberX,CANCELED,2017-09-26 12:42:49 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,38.9054984,-77.0198667,,1970-01-01 00:00:00 +0000 UTC,38.9078525,-77.0198978,"801 Mt Vernon Pl NW, Washington, DC 20001, USA",0.00,0,USD
San Diego,uberX,COMPLETED,2017-09-23 20:05:55 +0000 UTC,2017-09-23 20:08:50 +0000 UTC,32.8267217,-117.2772982,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-09-23 20:37:13 +0000 UTC,32.7320141,-117.1974941,"Terminal 1 (SAN), San Diego, CA 92101, USA",14.99,22.06,USD
San Diego,uberX,COMPLETED,2017-09-23 18:35:46 +0000 UTC,2017-09-23 18:38:01 +0000 UTC,32.843240116,-117.27209139,"1110 Torrey Pines Rd, La Jolla, CA 92037, USA",2017-09-23 18:46:41 +0000 UTC,32.82669,-117.2775,"352 Palomar Ave, La Jolla, CA 92037, USA",1.81,7.05,USD
San Diego,uberX,COMPLETED,2017-09-20 23:03:24 +0000 UTC,2017-09-20 23:06:56 +0000 UTC,32.8267793,-117.2771849,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-09-20 23:13:28 +0000 UTC,32.8434308,-117.2715352,"1110 Torrey Pines Rd Ste H, La Jolla, CA 92037, US",1.91,7.53,USD
San Diego,uberX,COMPLETED,2017-09-15 15:22:10 +0000 UTC,2017-09-15 15:28:37 +0000 UTC,32.8267160151,-117.277334109,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-09-15 16:03:45 +0000 UTC,32.94134,-117.02924,"13950 Stowe Dr, Poway, California 92064, US",23.19,29.15,USD
San Diego,uberX,COMPLETED,2017-09-14 04:28:05 +0000 UTC,2017-09-14 04:35:08 +0000 UTC,32.7315294508,-117.198282847,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2017-09-14 05:02:14 +0000 UTC,32.82677,-117.27717,,13.26,24.76,USD
San Diego,uberX,COMPLETED,2017-09-13 12:37:30 +0000 UTC,2017-09-13 12:43:30 +0000 UTC,32.8267375115,-117.277314406,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-09-13 13:04:18 +0000 UTC,32.73112,-117.20354,"Terminal 1 (SAN), San Diego, CA 92101, USA",13.20,21.49,USD
San Diego,uberX,COMPLETED,2017-09-09 21:51:11 +0000 UTC,2017-09-09 21:53:55 +0000 UTC,32.8268466,-117.2772471,"350-352 Palomar Ave, La Jolla, CA 92037, USA",2017-09-09 22:01:34 +0000 UTC,32.8000841,-117.2577328,"4650 Mission Blvd, San Diego, CA 92109, USA",2.41,7.71,USD
San Diego,uberX,COMPLETED,2017-09-09 09:03:42 +0000 UTC,2017-09-09 09:12:25 +0000 UTC,32.731603,-117.198266,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2017-09-09 09:36:55 +0000 UTC,32.8268012,-117.2771981,"352 Palomar Ave, La Jolla, CA 92037, USA",14.94,25.39,USD
Portland,uberX,COMPLETED,2017-09-04 05:46:21 +0000 UTC,2017-09-04 05:55:49 +0000 UTC,45.5493208,-122.9006612,"21860 NE Imbrie Dr, Hillsboro, OR 97124, USA",2017-09-04 06:01:23 +0000 UTC,45.5324603,-122.8839424,"1705 NW Amberglen Ct, Hillsboro, OR 97006, USA",2.04,7.94,USD
Portland,uberX,COMPLETED,2017-09-04 03:57:15 +0000 UTC,2017-09-04 04:04:06 +0000 UTC,45.5324287,-122.8839789,"1500-1698 NW Amberglen Ct, Hillsboro, OR 97006, USA",2017-09-04 04:10:58 +0000 UTC,45.5492869,-122.9007386,"4045 NW Cornelius Pass Rd, Hillsboro, OR 97124, USA",2.23,6.67,USD
San Diego,BLACK,COMPLETED,2017-08-28 11:57:06 +0000 UTC,2017-08-28 12:04:59 +0000 UTC,32.8268060368,-117.277170662,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-08-28 12:28:27 +0000 UTC,32.72756,-117.1793,"Terminal 1 (SAN), San Diego, CA 92101, USA",15.85,73.09,USD
San Diego,uberX,CANCELED,2017-08-28 11:55:02 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,32.7558254,-117.1590923,,1970-01-01 00:00:00 +0000 UTC,32.7522223,-117.1568009,"Terminal 1 (SAN), San Diego, CA 92101, USA",0.00,0,USD
Los Angeles,uberXL,COMPLETED,2017-08-27 09:25:05 +0000 UTC,2017-08-27 09:27:14 +0000 UTC,34.083418772,-118.385491764,"692 N Robertson Blvd, West Hollywood, CA 90069, USA",2017-08-27 09:40:57 +0000 UTC,34.1006493224,-118.325194429,"6250 Hollywood Blvd, Los Angeles, CA 90028, United States",4.87,26.65,USD
Los Angeles,uberX,COMPLETED,2017-08-27 07:40:26 +0000 UTC,2017-08-27 07:45:37 +0000 UTC,34.1007256927,-118.32582009,"6250 Hollywood Blvd, Hollywood, CA 90028, US",2017-08-27 07:59:41 +0000 UTC,34.0835803002,-118.385584569,"692 N Robertson Blvd, West Hollywood, CA 90069, US",4.31,10.28,USD
Los Angeles,uberX,CANCELED,2017-08-27 07:38:59 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,34.1073928,-118.3373727,,1970-01-01 00:00:00 +0000 UTC,34.1088239,-118.3365883,"692 N Robertson Blvd, West Hollywood, CA 90069, US",0.00,0,USD
San Diego,uberX,COMPLETED,2017-08-24 22:44:44 +0000 UTC,2017-08-24 22:49:44 +0000 UTC,32.8267783346,-117.277174518,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-08-24 22:54:29 +0000 UTC,32.84311,-117.27198,"1110 Torrey Pines Rd Ste H, La Jolla, CA 92037, US",1.47,6.57,USD
San Diego,uberX,COMPLETED,2017-08-18 20:18:09 +0000 UTC,2017-08-18 20:23:31 +0000 UTC,32.8000967,-117.2577583,"630-632 Missouri St, San Diego, CA 92109, USA",2017-08-18 20:30:25 +0000 UTC,32.8268186,-117.2771959,"352 Palomar Ave, La Jolla, CA 92037, USA",2.35,7.46,USD
San Diego,uberX,COMPLETED,2017-08-10 06:44:57 +0000 UTC,2017-08-10 06:50:15 +0000 UTC,32.7316974197,-117.198546063,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2017-08-10 07:13:32 +0000 UTC,32.82679,-117.27711,,11.34,22.13,USD
San Diego,uberX,COMPLETED,2017-08-08 13:04:41 +0000 UTC,2017-08-08 13:08:29 +0000 UTC,32.826764039,-117.277200759,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-08-08 13:33:20 +0000 UTC,32.7316,-117.19668,"Terminal 1 (SAN), San Diego, CA 92101, USA",12.78,18.34,USD
San Diego,uberX,COMPLETED,2017-08-06 01:42:28 +0000 UTC,2017-08-06 01:45:21 +0000 UTC,32.8267641873,-117.277200123,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-08-06 02:05:21 +0000 UTC,32.83004,-117.16339,"4863 Shawline St, San Diego, CA 92111, USA",9.58,10.03,USD
San Diego,uberX,COMPLETED,2017-08-01 13:05:06 +0000 UTC,2017-08-01 13:11:18 +0000 UTC,32.8268683562,-117.2772031,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-08-01 13:56:56 +0000 UTC,32.7307,-117.1957,"Terminal 1 (SAN), San Diego, CA 92101, USA",12.60,20.02,USD
San Diego,uberX,COMPLETED,2017-07-27 01:31:00 +0000 UTC,2017-07-27 01:37:38 +0000 UTC,32.8267681435,-117.277183175,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-07-27 01:47:30 +0000 UTC,32.80844,-117.24718,"1408 Opal St, San Diego, CA 92109, USA",2.71,8.48,USD
San Diego,uberX,COMPLETED,2017-07-25 05:27:42 +0000 UTC,2017-07-25 05:34:17 +0000 UTC,32.7317034966,-117.198690483,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2017-07-25 05:58:36 +0000 UTC,32.82676,-117.27723,"352 Palomar Ave, La Jolla, CA 92037, USA",14.89,26.48,USD
Washington D.C.,uberX,COMPLETED,2017-07-21 04:39:53 +0000 UTC,2017-07-21 04:45:51 +0000 UTC,38.8492726446,-77.0424659138,"Terminal A, Arrivals, Southwest, Ronald Reagan Washington National Airport",2017-07-21 05:16:28 +0000 UTC,38.7396624266,-77.2718428262,"7919 Glenbarr Ct, Fairfax Station, VA 22039, USA",21.33,33.25,USD
San Diego,uberX,COMPLETED,2017-07-20 19:20:40 +0000 UTC,2017-07-20 19:26:38 +0000 UTC,32.8267928772,-117.277301503,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-07-20 19:52:58 +0000 UTC,32.73167,-117.19676,"Terminal 1 (SAN), San Diego, CA 92101, USA",14.43,21.28,USD
San Diego,uberX,COMPLETED,2017-07-20 15:47:29 +0000 UTC,2017-07-20 15:51:52 +0000 UTC,32.73165,-117.19869,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2017-07-20 16:19:45 +0000 UTC,32.8268833,-117.2773567,"352 Palomar Ave, La Jolla, CA 92037, USA",11.33,24.65,USD
Seattle,uberX,COMPLETED,2017-07-20 11:25:36 +0000 UTC,2017-07-20 11:28:44 +0000 UTC,47.4315388,-122.2944597,"3100 S 192nd St, Seattle, WA 98188, USA",2017-07-20 11:36:32 +0000 UTC,47.443901,-122.3014475,"17801 International Blvd, Seattle, WA 98158, United States",2.39,10.85,USD
Seattle,uberX,CANCELED,2017-07-20 11:21:58 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,47.4092885061,-122.298251772,,1970-01-01 00:00:00 +0000 UTC,47.3909822897,-122.281229448,"17801 International Blvd, Seattle, WA 98158, United States",0.00,0,USD
Seattle,uberX,COMPLETED,2017-07-20 05:30:34 +0000 UTC,2017-07-20 05:33:06 +0000 UTC,47.6309481031,-122.340792781,"1232 Westlake Ave N, Seattle, WA 98109, USA",2017-07-20 05:55:38 +0000 UTC,47.4315612764,-122.29440406,"3100 S 192nd St, Seattle, WA 98188, USA",16.73,32.73,USD
Seattle,uberX,COMPLETED,2017-07-19 22:05:18 +0000 UTC,2017-07-19 22:08:56 +0000 UTC,47.4315039861,-122.294432642,"3100 S 192nd St, Seattle, WA 98188, USA",2017-07-19 22:40:41 +0000 UTC,47.6307972288,-122.340741987,"1232 Westlake Ave N, Seattle, WA 98109, USA",16.09,32.75,USD
Seattle,uberX,COMPLETED,2017-07-19 21:20:14 +0000 UTC,2017-07-19 21:29:18 +0000 UTC,47.4439167,-122.3003711,"Parking Garage, Floor 3, TNC/Rideshare, Seattle–Tacoma International Airport",2017-07-19 21:34:51 +0000 UTC,47.4315553,-122.2943908,"3100 S 192nd St, Seattle, WA 98188, USA",1.17,11.25,USD
Portland,uberX,COMPLETED,2017-07-19 17:26:58 +0000 UTC,2017-07-19 17:29:59 +0000 UTC,45.5425543,-122.8897988,"20520 NW Evergreen Pkwy, Hillsboro, OR 97124, USA",2017-07-19 18:04:52 +0000 UTC,45.5888673,-122.592684,"7000 NE Airport Way, Portland, OR 97218, USA",25.26,42.48,USD
Portland,uberX,COMPLETED,2017-07-19 15:39:42 +0000 UTC,2017-07-19 15:43:24 +0000 UTC,45.532509,-122.8839036,"1705 NW Amberglen Ct, Hillsboro, OR 97006, USA",2017-07-19 15:49:26 +0000 UTC,45.5437666,-122.8901145,"20520 NW Evergreen Pkwy, Hillsboro, OR 97124, USA",1.54,6.93,USD
Portland,uberX,COMPLETED,2017-07-19 03:18:05 +0000 UTC,2017-07-19 03:22:02 +0000 UTC,45.5893771,-122.5920874,"Lower Level, Arrivals, Island 1, Portland International Airport",2017-07-19 03:57:45 +0000 UTC,45.5328144,-122.8838294,"1705 NW Amberglen Ct, Hillsboro, OR 97006, USA",24.81,41.46,USD
Seattle,uberX,COMPLETED,2017-07-18 22:25:18 +0000 UTC,2017-07-18 22:32:49 +0000 UTC,47.551676711,-122.065029595,"Lake Place Office Complex I, 2001 NW Sammamish Rd, Issaquah, WA 98027, USA",2017-07-18 23:15:01 +0000 UTC,47.443556936,-122.301768795,"17801 International Blvd, Seattle, WA 98158, US",17.66,38.02,USD
Seattle,uberX,COMPLETED,2017-07-18 17:44:10 +0000 UTC,2017-07-18 17:52:36 +0000 UTC,47.4441037,-122.3003138,"Parking Garage, Floor 3, TNC/Rideshare, Seattle–Tacoma International Airport",2017-07-18 18:25:51 +0000 UTC,47.5512161,-122.0648636,"Lake Place Office Complex I, 2001 NW Sammamish Rd, Issaquah, WA 98027, USA",21.93,49.78,USD
San Diego,uberX,COMPLETED,2017-07-18 12:09:50 +0000 UTC,2017-07-18 12:32:10 +0000 UTC,32.826763066,-117.277191591,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-07-18 12:52:32 +0000 UTC,32.73136,-117.19639,"Terminal 1 (SAN), San Diego, CA 92101, USA",14.40,20.11,USD
San Diego,uberX,COMPLETED,2017-07-14 07:53:29 +0000 UTC,2017-07-14 07:57:49 +0000 UTC,32.7316334,-117.1983867,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2017-07-14 08:26:12 +0000 UTC,32.8267972,-117.2772321,,12.60,24.23,USD
Portland,uberX,COMPLETED,2017-07-13 16:37:42 +0000 UTC,2017-07-13 16:49:55 +0000 UTC,45.5326966,-122.8843259,"20358-20450 NW Amberwood Dr, Hillsboro, OR 97006, USA",2017-07-13 17:15:28 +0000 UTC,45.5204401,-122.6830578,"303 SW 12th Ave, Portland, OR 97205, US",11.84,22.84,USD
Portland,uberX,COMPLETED,2017-07-13 07:58:50 +0000 UTC,2017-07-13 08:11:25 +0000 UTC,45.4628469,-122.6392332,"8325 SE McLoughlin Blvd, Portland, OR 97202, USA",2017-07-13 08:52:10 +0000 UTC,45.5327737,-122.8837763,,18.90,27.39,USD
Portland,uberX,COMPLETED,2017-07-13 06:03:16 +0000 UTC,2017-07-13 06:06:17 +0000 UTC,45.5210901,-122.6832415,"1103 SW Alder St, Portland, OR 97205, USA",2017-07-13 06:21:14 +0000 UTC,45.4626892,-122.6390696,"8325 SE McLoughlin Blvd, Portland, OR 97202, US",6.70,14.34,USD
San Diego,uberX,COMPLETED,2017-07-11 12:58:57 +0000 UTC,2017-07-11 13:06:32 +0000 UTC,32.8267608139,-117.277201682,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-07-11 13:29:57 +0000 UTC,32.73154,-117.19661,"Terminal 1 (SAN), San Diego, CA 92101, USA",14.63,19.82,USD
San Diego,uberX,COMPLETED,2017-07-09 08:46:10 +0000 UTC,2017-07-09 08:52:13 +0000 UTC,32.7257308,-117.170173,"2064 Kettner Blvd, San Diego, CA 92101, USA",2017-07-09 09:08:32 +0000 UTC,32.82678,-117.2771982,"352 Palomar Ave, La Jolla, CA 92037, USA",13.71,41.58,USD
San Diego,uberX,CANCELED,2017-07-09 08:43:07 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,32.7190267,-117.1638866,,1970-01-01 00:00:00 +0000 UTC,32.7192566,-117.1638929,"352 Palomar Ave, La Jolla, CA 92037, USA",0.00,0,USD
San Diego,uberX,COMPLETED,2017-07-09 07:32:38 +0000 UTC,2017-07-09 07:34:28 +0000 UTC,32.7135958735,-117.160084337,"770 Fifth Ave, San Diego, CA 92101, USA",2017-07-09 08:09:12 +0000 UTC,32.82676,-117.2772,"352 Palomar Ave, La Jolla, CA 92037, USA",15.15,24.28,USD
San Diego,uberX,COMPLETED,2017-07-09 06:12:17 +0000 UTC,2017-07-09 06:17:50 +0000 UTC,32.7147101,-117.1735399,"11 Navy Pier, San Diego, CA 92132, USA",2017-07-09 06:34:27 +0000 UTC,32.7180433,-117.1069158,"770 5th Ave, San Diego, CA 92101, US",4.30,9.74,USD
San Diego,uberX,COMPLETED,2017-07-09 03:03:51 +0000 UTC,2017-07-09 03:10:06 +0000 UTC,32.8267881,-117.2772141,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-07-09 03:33:17 +0000 UTC,32.7234972,-117.1733155,"1800 N Harbor Dr, San Diego, CA 92101, US",13.68,25.62,USD
San Diego,uberX,COMPLETED,2017-07-05 05:21:23 +0000 UTC,2017-07-05 05:27:47 +0000 UTC,32.8043505329,-117.238204861,"1792a Missouri St, San Diego, CA 92109, USA",2017-07-05 05:37:35 +0000 UTC,32.82687,-117.27717,"352 Palomar Ave, La Jolla, CA 92037, USA",3.53,33.32,USD
San Diego,uberX,COMPLETED,2017-07-05 02:28:20 +0000 UTC,2017-07-05 02:36:36 +0000 UTC,32.8267416941,-117.277287353,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-07-05 02:51:58 +0000 UTC,32.80432,-117.23835,,4.24,12.42,USD
San Diego,uberX,COMPLETED,2017-07-05 01:53:30 +0000 UTC,2017-07-05 01:57:27 +0000 UTC,32.7982929535,-117.256451107,"4650 Mission Blvd, San Diego, CA 92109, USA",2017-07-05 02:05:10 +0000 UTC,32.82675,-117.27724,"352 Palomar Ave, La Jolla, CA 92037, USA",2.47,10.43,USD
San Diego,uberX,COMPLETED,2017-07-04 21:21:35 +0000 UTC,2017-07-04 21:25:35 +0000 UTC,32.8267288,-117.2771819,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-07-04 21:32:19 +0000 UTC,32.8008547,-117.2587373,"4650 Mission Blvd, San Diego, CA 92109, USA",2.35,5.44,USD
San Diego,uberX,COMPLETED,2017-07-01 16:50:04 +0000 UTC,2017-07-01 16:54:20 +0000 UTC,32.7129389983,-117.155600325,"707 Tenth Ave, San Diego, CA 92101, USA",2017-07-01 17:17:11 +0000 UTC,32.82677,-117.27715,"352 Palomar Ave, La Jolla, CA 92037, USA",14.99,24.88,USD
San Diego,uberX,COMPLETED,2017-07-01 09:58:29 +0000 UTC,2017-07-01 10:00:04 +0000 UTC,32.7247116,-117.1697535,"1980 Kettner Blvd, San Diego, CA 92101, USA",2017-07-01 10:05:27 +0000 UTC,32.712539,-117.1552132,"707 10th Ave, San Diego, California 92101, US",1.65,5.73,USD
San Diego,uberX,COMPLETED,2017-07-01 08:56:02 +0000 UTC,2017-07-01 09:04:36 +0000 UTC,32.7140079373,-117.160158023,"801-813 Fifth Ave, San Diego, CA 92101, USA",2017-07-01 09:11:17 +0000 UTC,32.72472,-117.16964,"1980 Kettner Blvd, San Diego, CA 92101, USA",1.50,9.96,USD
San Diego,,UNFULFILLED,2017-07-01 08:33:39 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"1980 Kettner Blvd, San Diego, CA 92101, USA",0.00,0,
San Diego,uberX,COMPLETED,2017-07-01 03:12:49 +0000 UTC,2017-07-01 03:14:17 +0000 UTC,32.7248614049,-117.169704791,"1980 Kettner Blvd, San Diego, CA 92101, USA",2017-07-01 03:26:51 +0000 UTC,32.70838,-117.1583,"100 Park Blvd, San Diego, CA 92101, United States",1.78,6.22,USD
San Diego,POOL: MATCHED,COMPLETED,2017-07-01 01:49:40 +0000 UTC,2017-07-01 01:54:22 +0000 UTC,32.826789273,-117.277179379,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-07-01 02:28:22 +0000 UTC,32.72492,-117.16973,"1980 Kettner Blvd, San Diego, CA 92101, US",12.04,9.41,USD
San Diego,uberX,COMPLETED,2017-06-30 23:17:53 +0000 UTC,2017-06-30 23:24:40 +0000 UTC,32.8000123434,-117.257871292,"632 Missouri St, San Diego, CA 92109, USA",2017-06-30 23:33:09 +0000 UTC,32.82673,-117.27732,"352 Palomar Ave, La Jolla, CA 92037, USA",2.39,6.74,USD
San Diego,uberX,COMPLETED,2017-06-20 01:01:57 +0000 UTC,2017-06-20 01:05:09 +0000 UTC,32.7128506987,-117.155600168,"707 Tenth Ave, San Diego, CA 92101, USA",2017-06-20 01:10:53 +0000 UTC,32.72594,-117.17018,"2001 Kettner Blvd, San Diego, CA 92101, US",1.93,3.39,USD
San Diego,uberX,COMPLETED,2017-06-19 15:29:52 +0000 UTC,2017-06-19 15:36:06 +0000 UTC,32.826810563,-117.277192455,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-06-19 15:42:49 +0000 UTC,32.80009,-117.25784,"4650 Mission Blvd, San Diego, CA 92109, USA",2.39,7.95,USD
San Diego,uberX,COMPLETED,2017-06-18 15:29:53 +0000 UTC,2017-06-18 15:36:08 +0000 UTC,32.807928063,-117.253951784,"1044 Tourmaline St, San Diego, CA 92109, USA",2017-06-18 15:41:43 +0000 UTC,32.8268,-117.2772,"352 Palomar Ave, La Jolla, CA 92037, USA",2.17,6.69,USD
San Diego,uberX,COMPLETED,2017-06-16 02:39:50 +0000 UTC,2017-06-16 02:48:18 +0000 UTC,32.7316011535,-117.198350597,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2017-06-16 03:16:23 +0000 UTC,32.8268,-117.2772,"352 Palomar Ave, La Jolla, CA 92037, USA",14.91,26,USD
San Diego,uberX,COMPLETED,2017-06-04 20:56:02 +0000 UTC,2017-06-04 21:03:38 +0000 UTC,33.084486,-117.2996007,"540 La Costa Ave, Encinitas, CA 92024, USA",2017-06-04 21:37:04 +0000 UTC,32.7085,-117.1546537,"100 Park Blvd, San Diego, CA 92101, United States",30.34,44.76,USD
San Diego,uberX,COMPLETED,2017-06-03 17:56:06 +0000 UTC,2017-06-03 18:00:54 +0000 UTC,32.8267692363,-117.277178493,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-06-03 18:29:03 +0000 UTC,32.94778,-117.26255,"390 Stratford Ct, Del Mar, CA 92014, USA",10.59,21.59,USD
San Diego,uberX,COMPLETED,2017-06-03 15:30:35 +0000 UTC,2017-06-03 15:32:56 +0000 UTC,32.7247441007,-117.169649411,"1980 Kettner Blvd, San Diego, CA 92101, USA",2017-06-03 15:56:44 +0000 UTC,32.82674,-117.27732,"352 Palomar Ave, La Jolla, CA 92037, USA",11.56,23.02,USD
San Diego,uberX,CANCELED,2017-06-03 15:29:59 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,32.7283591859,-117.171235086,,1970-01-01 00:00:00 +0000 UTC,32.7283591859,-117.171235086,"352 Palomar Ave, La Jolla, CA 92037, USA",0.00,0,USD
San Diego,uberX,COMPLETED,2017-06-03 01:55:52 +0000 UTC,2017-06-03 02:02:50 +0000 UTC,32.8267032678,-117.27746111,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-06-03 02:28:36 +0000 UTC,32.72483,-117.16969,"1980 Kettner Blvd, San Diego, CA 92101, USA",12.22,24.7,USD
San Diego,uberX,COMPLETED,2017-06-02 07:07:32 +0000 UTC,2017-06-02 07:14:28 +0000 UTC,32.8267843,-117.2773058,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-06-02 07:35:13 +0000 UTC,32.712925,-117.1555813,"707 10th Ave, San Diego, California 92101, US",14.80,22.47,USD
San Diego,uberX,COMPLETED,2017-05-26 03:36:53 +0000 UTC,2017-05-26 03:41:49 +0000 UTC,32.7315765107,-117.198294774,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2017-05-26 04:07:02 +0000 UTC,32.82677,-117.27717,"352 Palomar Ave, La Jolla, CA 92037, USA",14.91,28.01,USD
San Diego,uberX,COMPLETED,2017-05-23 14:47:03 +0000 UTC,2017-05-23 14:58:29 +0000 UTC,32.8267616,-117.2771965,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-05-23 15:26:28 +0000 UTC,32.7317915,-117.1968269,"Terminal 1 (SAN), San Diego, CA 92101, USA",14.49,17.92,USD
San Diego,SUV,COMPLETED,2017-05-19 00:18:57 +0000 UTC,2017-05-19 00:25:32 +0000 UTC,32.8000379,-117.2578356,"632 Missouri St, San Diego, CA 92109, USA",2017-05-19 01:29:35 +0000 UTC,32.5441818,-117.0287586,"4211 Camino de la Plaza, San Diego, CA 92173, US",26.85,156.05,USD
San Diego,uberX,COMPLETED,2017-05-18 22:27:42 +0000 UTC,2017-05-18 22:31:31 +0000 UTC,32.8267161916,-117.277401622,"352 Palomar Ave, La Jolla, CA 92037, USA",2017-05-18 22:41:08 +0000 UTC,32.79999,-117.25796,"4650 Mission Blvd, San Diego, CA 92109, USA",2.70,5.38,USD
