Identificador,Categoria,Subcategoria,Monitorizacion,Explicacion,Ejemplo,Valor,,
PR-AC-7,Gestión de autenticación de identidades y control de accesos (Identity Managment Authentication and Access Control),"Usuarios, dispositivos y otros activos están autenticados (Ej, segundo factor o multifactor de autenticación) de manera adecuada al riesgo de la transacción (Ej, seguridad de los individuos y riesgos de privacidad y otros riesgos organizativos)",Es necesario identificar y validar de forma exclusiva a los usuarios del sistema,La organización verificará de manera inequívoca que el usuario se conecte a los sistemas de la organización.,"Cada usuario del sistema tendrá un nombre de usuario único (que está asignado a una persona en particular). En cuanto al usuario genérico, se indicará quién tiene el nombre de usuario genérico y los usuarios aplicativos serán propiedad del administrador del sistema.",2,,
PR-AC-7,Gestión de autenticación de identidades y control de accesos (Identity Managment Authentication and Access Control),"Usuarios, dispositivos y otros activos están autenticados (Ej, segundo factor o multifactor de autenticación) de manera adecuada al riesgo de la transacción (Ej, seguridad de los individuos y riesgos de privacidad y otros riesgos organizativos)",Implementar la autenticación multifactor para iniciar sesión en cuentas con privilegios excesivos en toda la red,La organización implementará la identificación local por varios medios de identificación (dos o más) en ls cuentas sensibles,"Se puede realizar, por ejemplo, mediante el uso de tarjetas magnéticas, huellas digitales u otros mecanismos compatibles con Directorio Activo.",2,,
PR-AC-7,Gestión de autenticación de identidades y control de accesos (Identity Managment Authentication and Access Control),"Usuarios, dispositivos y otros activos están autenticados (Ej, segundo factor o multifactor de autenticación) de manera adecuada al riesgo de la transacción (Ej, seguridad de los individuos y riesgos de privacidad y otros riesgos organizativos)",Implemente la autenticación multifactor para el inicio de sesión local de cuentas con privilegios excesivos,La organización implementará la identificación por varios medios de identificación (dos o más) en cuentas sensibles en el inicio de sesión local,"Se puede realizar, por ejemplo, mediante el uso de tarjetas magnéticas, huellas digitales u otros mecanismos compatibles con Directoro Active",3,,
PR-AC-7,Gestión de autenticación de identidades y control de accesos (Identity Managment Authentication and Access Control),"Usuarios, dispositivos y otros activos están autenticados (Ej, segundo factor o multifactor de autenticación) de manera adecuada al riesgo de la transacción (Ej, seguridad de los individuos y riesgos de privacidad y otros riesgos organizativos)",Implementar un Mecanismo de autenticación que sea resistente a la repetición al conectar cada cuenta (con énfasis en el mecanismo de verificación por medio de encriptación).,La organización implementará un mecanismo de identificación a prueba de escuchas (como un mecanismo de identidad que emite una identificación única) para todas las cuentas.,Se puede realizar a través de mecanismos como tarjetas inteligentes o contraseña de un solo uso.,4,,
PR-AC-7,Gestión de autenticación de identidades y control de accesos (Identity Managment Authentication and Access Control),"Usuarios, dispositivos y otros activos están autenticados (Ej, segundo factor o multifactor de autenticación) de manera adecuada al riesgo de la transacción (Ej, seguridad de los individuos y riesgos de privacidad y otros riesgos organizativos)","Gestionar medios de identificación del sistema, que incluye: seleccionar los medios de identificación de un empleado u titular de la oficina y su colocación y bloqueo posterior durante de un período de desuso.","Gestionar un conjunto de métodos de identificación y su emisión. Además, es posible cancelar los medios de identificación a través de un sistema central",Se puede realizar a través del sistema de gestión OTP si es así. una identificación más fuerte significa que se requiere el sistema existente.,2,,
PR-AC-7,Gestión de autenticación de identidades y control de accesos (Identity Managment Authentication and Access Control),"Usuarios, dispositivos y otros activos están autenticados (Ej, segundo factor o multifactor de autenticación) de manera adecuada al riesgo de la transacción (Ej, seguridad de los individuos y riesgos de privacidad y otros riesgos organizativos)",La organización debe hacer cumplir. política de contraseñas a través de la tecnología.,"La aplicación de la política debe incluir un mínimo: un ajuste de complejidad mínima, variación de contraseñas anteriores, establecer un tiempo de caducidad un requisito para definir una nueva contraseña después de un inicio de sesión inicial.",Se puede realizar utilizando la Política de grupo y la Política de dominio.,2,,
PR-AC-7,Gestión de autenticación de identidades y control de accesos (Identity Managment Authentication and Access Control),"Usuarios, dispositivos y otros activos están autenticados (Ej, segundo factor o multifactor de autenticación) de manera adecuada al riesgo de la transacción (Ej, seguridad de los individuos y riesgos de privacidad y otros riesgos organizativos)",Asegúrese de que los comentarios del sistema de información durante todo el proceso de verificación no brinden información que pueda causar daños si se descubre o si será utilizada por partes no autorizadas,Disfrazar los campos de autenticación ocultando la contraseña,Se puede realizar a través de mecanismos integrados en los sistemas operativos. También es posible implementar en páginas web definiendo el campo como una contraseña,2,,
PR-AC-7,Gestión de autenticación de identidades y control de accesos (Identity Managment Authentication and Access Control),"Usuarios, dispositivos y otros activos están autenticados (Ej, segundo factor o multifactor de autenticación) de manera adecuada al riesgo de la transacción (Ej, seguridad de los individuos y riesgos de privacidad y otros riesgos organizativos)",Implementar mecanismos de autenticación encriptado,"El objetivo es que la información de identificación no se exponga (Texto claro). La información de identificación expuesta puede ser robada si se transfiere a través de un medio de comunicación no cifrado, por ejemplo, en caso de un ataque MIDM",Se puede realizar a través de mecanismos como tarjetas inteligentes o contraseña de un solo uso,2,,
PR-AC-7,Gestión de autenticación de identidades y control de accesos (Identity Managment Authentication and Access Control),"Usuarios, dispositivos y otros activos están autenticados (Ej, segundo factor o multifactor de autenticación) de manera adecuada al riesgo de la transacción (Ej, seguridad de los individuos y riesgos de privacidad y otros riesgos organizativos)",El acceso a las interfaces hombre-máquina se permitirán mediante el uso de autenticación fuerte,La organización definirá una autenticación sólida para acceder a la interfaz hombre-máquina,"Es posible utilizar una variedad de medios, como biometría, tarjetas inteligentes, OTP y más.",4,,
PR-AC-7,Gestión de autenticación de identidades y control de accesos (Identity Managment Authentication and Access Control),"Usuarios, dispositivos y otros activos están autenticados (Ej, segundo factor o multifactor de autenticación) de manera adecuada al riesgo de la transacción (Ej, seguridad de los individuos y riesgos de privacidad y otros riesgos organizativos)",Implementar métodos para evitar la intrusión de componentes falsos del sistema,"Dichos mecanismos están destinados a evitar la intrusión de software falso de componentes de hardware en la organización, intencionalmente o engañando a un elemento de la cadena de suministro.","Dichos mecanismos pueden ser: verificación de componentes de software, inspección y verificación de archivos de software entrantes, etc. Tales mecanismos pueden consistir en varios niveles de seguridad desde la compartimentación del acceso físico a las computadoras, la contraseña de BIOD, el cifrado al anochecer, lo que limita el sistema operativo para INICIAR desde el HD solo, reglas dentro del sistema SIEM, etc.",3,,
PR-DS-1,Seguridad de datos (Data Security),Datos en reposo están protegidos,Es imperativo implementar un cifrado completo de la información almacenada en los dispositivos móviles para proteger la confidencialidad e integridad de la información.,La organización cifrará el espacio en disco de los dispositivos móviles que se conectan para conducir sus sistemas.,Esto se puede aplicar a través de una política que se distribuirá a los dispositivos móviles mediante Mobile Device Management y será compatible con la mayoría de los dispositivos Android y Apple.,3,,
PR-DS-1,Seguridad de datos (Data Security),Datos en reposo están protegidos,Implementar el cifrado de datos confidenciales almacenados en dispositivos móviles,"Los datos confidenciales de la organización, almacenados en el dispositivo móvil, como el correo electrónico corporativo, confidenciales, por ejemplo), o por medio de archivos y aplicaciones confidenciales de particiones cifradas, utilizarán el sistema operativo
encriptarse usando el sistema operativo del dispositivo o mediante aplicaciones dedicadas.","La configuración se puede aplicar usando aplicaciones que realizan encriptación de datos (aplicación de correo electrónico seguro, por ejemplo), o por medio de particiones encriptadas usando el sistema operativo",2,,
PR-DS-2,Seguridad de datos (Data Security),Datos en tránsito están protegidos,"Implementar el cifrado de la información confidencial transmitida entre la organización y las interfaces externas, proveedores y sistemas externos",La organización implementará comunicación encriptada con proveedores y sistemas fuera de la organización.,"Se puede realizar utilizando protocolos como SSL, SSH, HTTPS, SFTP y más",2,,
PR-DS-2,Seguridad de datos (Data Security),Datos en tránsito están protegidos,Implementar el cifrado de información confidencial transmitida entre sistemas dentro de la organización,La organización implementará tráfico cifrado en las interfaces entre servidores y servicios que transmiten información confidencial y preferirá utilizar protocolos que codifiquen el tráfico.,"Se puede realizar utilizando protocolos como SSL, SSH, HTTPS y más",3,,
PR-DS-2,Seguridad de datos (Data Security),Datos en tránsito están protegidos,Implementar cifrado de datos confidenciales en la comunicación entrante y saliente de dispositivos móviles.,"Las comunicaciones de datos, entrantes y salientes desde teléfonos móviles, utilizan redes públicas no seguras. Para proteger la información de la exposición, es necesario cifrarla.",Puede realizarse utilizando protocolos de cifrado convencionales y aplicaciones que realizan operaciones de cifrado mientras acceden a la red de la organización.,2,,
PR-DS-2,Seguridad de datos (Data Security),Datos en tránsito están protegidos,Implementar mecanismos de encriptación para asegurar los medios digitales transferidos fuera de la organización,"La organización implementará tecnologías de cifrado con respecto a los medios destinados a salir de la organización, o está en uso constante fuera de la organización (medios extraíbles)","Puede implementarse mediante herramientas de cifrado de datos extraíbles, cifrado de cintas de respaldo, durante el respaldo, etc.",3,,
PR-DS-3,Seguridad de datos (Data Security),"Activos están formalmente administrados durante la eliminación, traslado (transfer) y disposición","Configuración de bloqueo de las herramientas se instalarán en los sistemas End Of Life, incluidos los sistemas operativos obsoletos.","La organización implementará herramientas que bloquean la configuración del sistema en una configuración ""limpia"" si no hay una opción para actualizar el equipo.",,2,,
PR-DS-3,Seguridad de datos (Data Security),"Activos están formalmente administrados durante la eliminación, traslado (transfer) y disposición","Implementar  configuraciones de seguridad en los teléfonos, que restrinjan el acceso al teléfono móvil, mantengan el software actualizado, limiten los riesgos de instalar aplicaciones peligrosas, etc.","La organización debe establecer varios parámetros para la implementación en los sistemas operativos de los teléfonos móviles y hacer cumplir la implementación de estas configuraciones en los dispositivos. Estas configuraciones incluyen la aplicación de actualizaciones de software, la restricción de servicios peligrosos, la limitación de la instalación de software desconocido o riesgoso, etc.","Se puede realizar mediante una política automatizada mediante la configuración de políticas automatizadas, aplicada en el dispositivo cuando se conecta a la red de la empresa a través de un sistema de gestión centralizado",3,,
PR-DS-3,Seguridad de datos (Data Security),"Activos están formalmente administrados durante la eliminación, traslado (transfer) y disposición","Implemente un sistema de gestión centralizado, que gestiona la configuración de dispositivos móviles y permite la eliminación remota de datos del dispositivo.","La aplicación de una configuración segura de teléfonos móviles y el control remoto de datos confidenciales almacenados en dispositivos móviles es posible a través de un sistema de administración central y componentes de administración, que se aplican a los dispositivos.",,2,,
PR-DS-3,Seguridad de datos (Data Security),"Activos están formalmente administrados durante la eliminación, traslado (transfer) y disposición",Definir medios procesos de ennegrecimiento (blackening) y / o destrucción.,"La organización definirá los procedimientos y procesos para el ennegrecimiento (Blackening elimina todos los datos confidenciales de un componente, antes de salir de la organización o la asignación a un uso diferente) y la destrucción de los medios, así como realizar una vigilancia continua de la implementación de estos procedimientos de ennegrecimiento y destrucción. Asegurar que los datos confidenciales no salgan de la organización sin control.","El ennegrecimiento de los medios se puede realizar manualmente (como la eliminación individual de datos confidenciales: detalles de la tarjeta de crédito, detalles que pueden servir para identificar a los clientes, etc.) o tecnológicamente (eliminación sistemática de patrones conocidos). La destrucción de los medios se puede hacer triturando / magnetizando / reiniciando sobrescribiendo.",2,,
PR-DS-4,Seguridad de datos (Data Security),Se asegura una capacidad adecuada para mantener la disponibilidad de los datos,La organización debe escribir e implementar una política de clasificación de información organizacional y procedimientos de implementación para los empleados de la organización con el propósito de etiquetar la información.,La política de clasificación debe incluir definiciones claras de cómo y de qué manera clasificar cada tipo de información caracterizada. También se debe agregar un procedimiento para guiar cómo manejar cada clasificación de información.,"1. Caracterizar los tipos de información disponibles en la organización según su importancia. según las necesidades del negocio o las normas y reglamentos aplicables a la organización. 2. Producir. matriz que incluye todas las categorías de clasificación (es decir, qué tipo de información, por ejemplo: privada, comercial, salud, seguridad pública, etc.) y los diferentes tipos de manejo de información (almacenamiento, transferencia, destrucción, protección física y lógica, etc.) .",3,,
PR-DS-4,Seguridad de datos (Data Security),Se asegura una capacidad adecuada para mantener la disponibilidad de los datos,"Implementar mecanismos de protección para monitorear y prevenir el acceso, uso o eliminación de información, definida como sensible por la organización a entidades no autorizadas dentro y fuera de la organización.","La organización debe implementar mecanismos para la protección de la información mientras la guarda en las arrays de almacenamiento de la organización, que pueden ser servidores físicos, virtuales y en la nube, así como al proteger las estaciones de trabajo de la organización; asegúrese de que los mecanismos de protección no permitan la replicación, impresión, envío, eliminación, etc. de información definida como información confidencial contraria a la política establecida con respecto a esa información.","Can be realized using technologies to prevent information leakage in order to monitor, warn and prevent these actions. Can also be implemented using document protection solutions (Document Security) as well as through monitoring and restricting access to sensitive files (expanded on in the chapters on access control and monitoring).",3,,
PR-DS-4,Seguridad de datos (Data Security),Se asegura una capacidad adecuada para mantener la disponibilidad de los datos,"Garantizar la disponibilidad de información incluso en caso de pérdida de claves de cifrado

","La organización implementará un sistema de recuperación de datos cifrados mediante la implementación de procesos administrados y herramientas apropiadas.
","
Por ejemplo, la matriz de recuperación de cifrado de disco de las computadoras portátiles utilizando las herramientas de cifrado de disco del fabricante y los procesos de recuperación administrados",3,,
PR-DS-5,Seguridad de datos (Data Security),Protección contra brechas de seguridad está siendo implementada,Evitar la transferencia no autorizada de datos a través de recursos compartidos del sistema,"La organización debe evitar la transferencia de información de manera no autorizada, por ejemplo, mediante el uso de carpetas compartidas, correo electrónico, medios extraíbles","Restringir el uso de carpetas compartidas para transferir información, especialmente cuando también se realizan por tarea a partes no autorizadas. Es posible de usar un Sistema DLP para evitar la transferencia de información almacenada en carpetas compartidas.",1,,
PR-DS-5,Seguridad de datos (Data Security),Protección contra brechas de seguridad está siendo implementada,La organización debe escribir e implementar políticas y procedimientos relevantes para proteger la información y actualizarla periódicamente.,"La política debe incluir al menos una referencia a varios tipos de información en el sistema de la organización. La política debe incluir definiciones claras sobre la obtención de información más allá de los límites de la organización y el método de divulgación de esa información. Además, es necesario hacer referencia a todos los canales y equipos terminales de la organización: estaciones de trabajo, servidores, equipos móviles, incluidos computadoras, tabletas, teléfonos móviles y equipos informáticos portátiles (relojes inteligentes, etc.).","Este control puede implementarse mediante un documento de política escrito sobre la protección de la información en la organización. El documento debe incluir definiciones para los diversos tipos de información en la organización, qué tipos de información se pueden enviar fuera de la organización. Además, también es necesario escribir procedimientos complementarios sobre cómo se envía la información de forma segura.",2,,
PR-DS-5,Seguridad de datos (Data Security),Protección contra brechas de seguridad está siendo implementada,Implementar salvaguardas para evitar la fuga de información al transferir información a partes internas o externas,La organización debe implementar mecanismos para la protección de la información cuando se mueva entre sistemas empresariales y cuando se envíe a terceros fuera de la organización de acuerdo con la política de protección de la información corporativa.,"Se puede realizar utilizando varias tecnologías, cada una de las cuales puede evitar ciertos escenarios: 1. Un sistema de prevención de fugas de información; 2 .. sistema seguro para transferir información como seguro. correo electrónico encriptado, caja fuerte electrónica, etc",2,,
PR-DS-6,Seguridad de datos (Data Security),"Mecanismos de comprobación de integridad están siendo utilizados para verificar software, firmware e integridad de la información","Establecer una política para controlar, hacer cumplir y monitorear la instalación de software en los PC de la organización",El propósito del control es asegurarse de que el software se instale en puntos finales y servidores solo con la aprobación y después de examinar la necesidad y el riesgo que implica el uso del software,"Este control se puede realizar restringiendo las cuentas de usuario para la instalación y modificaciones de los puntos finales del software, así como mediante el uso de una herramienta de control de aplicaciones",2,,
PR-DS-6,Seguridad de datos (Data Security),"Mecanismos de comprobación de integridad están siendo utilizados para verificar software, firmware e integridad de la información",Configurar y usar Listas blancas de software permitido el uso y bloqueo cualquier otro software,"La organización definirá una lista de software permitido el uso o bloqueo de la instalación y el uso de cualquier otro software utilizando el sistema de gestión de configuración de la organización, o mediante el uso de una herramienta de terceros que bloqueará la instalación de estos programas de software.",Es posible configurar una lista de software permitido para usar con el Directorio Activo de administración de configuración. Algunos de los servidores y herramientas de protección de puntos finales admiten las capacidades anteriores.,3,,
PR-DS-6,Seguridad de datos (Data Security),"Mecanismos de comprobación de integridad están siendo utilizados para verificar software, firmware e integridad de la información",Instalar herramientas para la verificación de firma de archivos (Verificación de integridad) para escanear archivos que se transfieren o se instalen  en el entorno de administración ,,Se puede realizar utilizando una variedad de herramientas de Comprobación de integridad de archivos.,3,,
PR-DS-6,Seguridad de datos (Data Security),"Mecanismos de comprobación de integridad están siendo utilizados para verificar software, firmware e integridad de la información",Implementar un mecanismo de resistencia a la manipulación dentro del sistema.,La organización verificará que los desarrolladores implementaron dentro del sistema una capacidad de resistencia a la manipulación.,"Los mecanismos de resistencia a la manipulación se pueden implementar mediante firmas digitales, cifrado, creación de copias, etc.",4,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,"Escribir e implemente la política de separación de entornos, revíselarla y actualízarla periódicamente","La organización redactará e implementará una política de separación de entornos, como producción, desarrollo, pruebas, soporte, Internet, entornos de red de invitados, etc. El propósito de la separación es evitar la capacidad de moverse entre entornos mediante el uso de pertasks de acceso o infraestructura compartida.","La política debe contener una definición de los tipos ambientales de separación, el nivel de separación requerido (por ejemplo, separación lógica o física) y derivación a los procedimientos apropiados.",2,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,"Configurar los entornos separados para desarrollo, pruebas y producción.",La organización definirá y delineará los entornos que deben separarse para evitar fugas de incidentes cibernéticos entre los entornos en caso de que uno de ellos sufra un ataque o fallo.,"Definir los diferentes entornos, sistemas de mapeo y desmarcación demarcation tecnológica (redes, servidores y bases de datos) de cada entorno.",2,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,Restringir el uso de datos confidenciales de producción (datos del cliente o datos definidos por la organización como confidenciales) en entornos que no sean de producción si no están protegidos al mismo nivel que en el entorno de producción.,"Dado que los desarrolladores y el personal de control de calidad acceden a los entornos inferiores de una manera menos controlada, existe la preocupación de que se filtren datos confidenciales. Además, el nivel de seguridad en estos entornos generalmente se basa en un nivel de seguridad más bajo que en el entorno de producción. Para reducir la exposición debido al acceso de los desarrolladores y otros a los entornos de prueba e integración, es necesario evitar la transferencia de datos confidenciales en estos entornos.",Es posible utilizar el proceso de anonimato (identificadores de codificación de datos o tareas) o datos de prueba sintéticos para entornos de desarrollo y prueba.,2,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,Configurar un proceso de  aprobación para transferir datos del entorno de producción a otros entornos y configurar un proceso para la transferencia segura de datos.,"La transferencia de datos confidenciales del entorno de producción a otros entornos a veces se requiere como parte de los procesos de desarrollo y prueba. Para evitar el abuso de estos procesos, es necesario implementar un proceso controlado de transferencia de datos, que requiere aprobaciones apropiadas antes de la ejecución.","Se puede aplicar mediante un proceso mecanizado, incluyendo la aprobación por factores de seguridad de la información.",2,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,Configurar un proceso controlado de transferencia de componentes de software desde los entornos de desarrollo y prueba al entorno de producción.,"Implementar el proceso de transferencia de componentes de software al entorno de producción, diseñado para garantizar la finalización de los procedimientos de prueba y obtener las aprobaciones adecuadas antes de ejecutar la transferencia.","Se puede aplicar en el marco del ""Comité de producción"" que concentra los cambios en el entorno de producción y su aprobación antes de ejecutar la transferencia.",3,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,"Entornos separados que implementan diferentes niveles de seguridad, de manera que se tiene en cuenta, el nivel de amenaza que representan el entorno ""más seguro"" que el ""menos seguro""","Los entornos de producción tienden a ser manejados cuidadosamente y tienen amplios controles y salvaguardas, mientras que los entornos de desarrollo y prueba tienden a tener una gestión más flexible y contienen menos controles y salvaguardas. Para evitar daños en el entorno de producción debido a la utilización de debilidades en entornos bajos, se recomienda establecer los diferentes sistemas y niveles de seguridad del entorno y entornos separados que implementen diferentes niveles de seguridad.",,2,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,"Apliquar la separación entre entornos en la red de telecomunicaciones, sistemas de almacenamiento, visualización, procesos de identificación y gestión de claves de cifrado.","Una separación completa entre entornos requiere la aplicación de redes físicas e infraestructuras separadas. El uso de infraestructuras compartidas requiere la implementación de mecanismos de separación de los proveedores, adaptados al nivel de amenaza y la naturaleza de los riesgos planteados al entorno tecnológico.",,3,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,"Implementar mecanismos de filtrado bidireccional en las comunicaciones y las interfaces de transferencia de datos entre entornos, para evitar el paso de código malicioso, atacar las debilidades, la explotación de interfaces aplicativas y la liberación incontrolada de información.","Una separación completa entre entornos requiere la aplicación de redes físicas e infraestructuras separadas. El uso de infraestructuras compartidas requiere la implementación de mecanismos de separación de los proveedores, adaptados al nivel de amenaza y la naturaleza de los riesgos planteados al entorno tecnológico.",Se puede realizar a través de tecnologías de filtrado avanzadas que permiten el filtrado de contenido y las reglas de filtrado avanzadas.,3,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,"El acceso de los proveedores de soporte a la red de producción será posible con autorización previa, así como mediante el uso de una comunicación segura e identificada, que permita registrar las acciones del proveedor.",La organización implementará una red de comunicaciones segura para el acceso de los proveedores y revisará el acceso del proveedor a la organización al proporcionar una autorización previa para cualquier conexión del proveedor a la red de control.,"Se puede aplicar usando un sistema de administración de servidor VPN para usuarios dedicados para cada proveedor de testamento (prioridad del usuario para cada empleado del proveedor), que generalmente se bloqueará y abrirá solo cuando sea necesario",2,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,"Los servicios innecesarios estarán limitados en el entorno de producción y los sistemas de soporte, como las interfaces hombre-máquina y los sensores inteligentes.","La organización cancelará y/o limitará los servicios innecesarios para todos los sistemas en el entorno de control, ya sea a nivel de sistema operativo, nivel de comunicaciones y nivel de aplicación.","Es posible basarse en los documentos de endurecimiento de los fabricantes del sistema operativo y las aplicaciones, y cerrar servicios, bloquear puertos, limitar el acceso de aplicación a ciertas funciones y más.",2,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,La comunicación inalámbrica en el entorno de producción estará limitada mediante el uso de protocolos seguros.,,"Usar WPA-2 PSK y, si es posible, se recomienda usar una versión certificada digitalmente para estas redes inalámbricas.",1,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,Las actualizaciones de software del fabricante se instalarán en los entornos inferiores (entornos de prueba/ test) antes de su instalación en el entorno de producción,La organización garantizará la instalación de actualizaciones en un entorno de prueba y las ejecutará a lo largo del tiempo para probar la estabilidad del sistema y el proceso.,"Puede realizarse estableciendo un entorno inferior (al menos parcialmente), desviando la comunicación a este entorno durante una ventana de mantenimiento en el entorno de producción y probando el proceso.",2,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,Instalar actualizaciones del sistema operativo que son compatibles con el proveedor en el entorno de producción.,La organización implementará dentro de un tiempo razonable el sistema operativo y las actualizaciones de la aplicación tal como se reciben del proveedor del sistema y exigirá a los proveedores actualizaciones de seguridad por fallas graves a medida que se publiquen.,,3,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,"El desarrollo seguro requiere que los desarrolladores de sistemas empleen herramientas y métodos de desarrollo seguros, como parte integral del proceso de desarrollo.",La organización integrará metodologías de desarrollo seguras y garantizará su asimilación dentro de los proveedores de sistemas y servicios que realizan procesos de desarrollo.,"El proveedor de software entregará documentación de su implementación real de principios de desarrollo seguro, detallando las herramientas y métodos utilizados, los controles que se deben suministrar para el nivel de protección del sistema, etc.",2,,
PR-DS-7,Seguridad de datos (Data Security),Los ambientes de desarrollo y testing están separados del entorno de producción,"Para mantener las operaciones seguras se debe actualizar el manual de administración del sistema de datos, incluyendo el mejor método de configuración de seguridad.",El manual de instalación y operación incluirá la información necesaria para una configuración segura.,"Dentro de la documentación de configuración se incluyen: un manual de instalación, refuerzo de infraestructura y aplicaciones, implementación recomendada, etc. y sistemas por encima del nivel de valor, afirman previamente la configuración recomendada del sistema, como los puertos abiertos, el uso de la red, el empleo de protocolos verificados, el cambio de contraseña predeterminado, etc., ya que la gestión del cambio de configuración es difícil de controlar y seguir manualmente, activos de nivel de valor y superiores incluirá un mecanismo de compensación para la prueba automática de cambios de configuración (reglas dentro del SIEM, un sistema de gestión de configuración central, monitoreo de control de continuidad).",2,,
PR-DS-8,Seguridad de datos (Data Security),Mecanismo de comprobación de integridad están siendo usados para verificar la integridad del hardware,"Implementar mecanismos de cifrado en los medios de los dispositivos portátiles (computadoras portátiles, teléfonos móviles, tabletas, etc.)",La organización implementará el cifrado de disco duro de dispositivos móviles y dispositivos de medios portátiles.,Los dispositivos móviles y las tabletas pueden usar el sistema de cifrado de disco del fabricante. Otros sistemas operativos pueden usar las herramientas de los proveedores que permiten el cifrado de disco,2,,
PR-IP-1,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Unos niveles básicos de configuración de la información de los sistemas de control tecnológicos/industrial están siendo mantenidos incorporando los principios de seguridad (ej concepto de menor  funcionalidad o least functionality),"Configurar, grabar y actualizar cuando sea necesario la configuración básica requerida del sistema de información.","La organización registrará la configuración del sistema de información durante su establecimiento, incluida la documentación de los componentes, la comunicación, la configuración del sistema, así como su procedimiento de instalación.",Se puede aplicar preparando una cartera de sistemas.,3,,
PR-IP-1,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Unos niveles básicos de configuración de la información de los sistemas de control tecnológicos/industrial están siendo mantenidos incorporando los principios de seguridad (ej concepto de menor  funcionalidad o least functionality),"Implementar un mecanismo para la gestión centralizada, implementación y validación de la configuración del sistema.",,"En los sistemas Windows, es posible usar herramientas de directiva de grupo como Active Directory; En los sistemas Linux es posible utilizar, por ejemplo, las herramientas de Red Hat o, alternativamente, la herramienta de distribución de administración y configuración automática como Chef",3,,
PR-IP-1,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Unos niveles básicos de configuración de la información de los sistemas de control tecnológicos/industrial están siendo mantenidos incorporando los principios de seguridad (ej concepto de menor  funcionalidad o least functionality),Configurar e implementar medidas de seguridad para detectar y alertar sobre cambios no autorizados en la configuración.,"Los cambios en la configuración del sistema pueden reducir el nivel de protección del activo. Por lo tanto, por ejemplo, un cambio en la configuración de la longitud de la contraseña, o por tarea para instalar software que no está de acuerdo con la política de la organización, lo expone al riesgo.","Se puede lograr mediante la definición de leyes relevantes en el sistema SIEM mediante la comparación de informes periódicos (configuración actual versus anterior), por medio de monitorización y control dedicado aherramientas de comando y control que proporcionan una indicación de los cambios de configuración, etc. Se recomienda adoptar herramientas CCM (Control de Continuidad de Monitorización) para recibir notificaciones en tiempo real.",3,,
PR-IP-1,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Unos niveles básicos de configuración de la información de los sistemas de control tecnológicos/industrial están siendo mantenidos incorporando los principios de seguridad (ej concepto de menor  funcionalidad o least functionality),"Escribir, gestionar y supervisar la política corporativa para la protección del entorno del sistema de control industrial.",,"Puede realizarse escribiendo políticas y procedimientos de apoyo que definan requisitos únicos para el entorno del sistema de control industrial con respecto a la naturaleza del entorno de los controles (fabricación, logística, control ambiental, producción de energía, etc.). Se debe hacer referencia a los aspectos regulatorios disponibles para estos entornos (por ejemplo, FDA, GXP, ciber Authority).",3,,
PR-IP-1,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Unos niveles básicos de configuración de la información de los sistemas de control tecnológicos/industrial están siendo mantenidos incorporando los principios de seguridad (ej concepto de menor  funcionalidad o least functionality),Definir reglas para el uso adecuado del equipo en el entorno de producción y señalización de lugares que explique estas reglas.,La organización definirá una señalización que explique las prácticas de seguridad de datos en las estaciones de trabajo que rigen y supervisan el entorno de producción.,"La señalización puede incluir el uso de estaciones de trabajo compartidas, el uso de dispositivos de medios extraíbles, el cierre de sesión de los usuarios y más.",1,,
