bulletinNumber,bulletinProductId,hwEoxId,replacementProductId,replacementProductEoSaleDate,wasUpdated,resolutionStatus,resolutionHops
2961,7300-2OC3POS-MM,166717,SPA-2XOC3-POS=,2013-08-30,False,no_mapping,2
1046,POSIP-OC3-50-SM=,86151,SPA-2XOC3-POS,2013-08-30,False,no_mapping,2
1046,POSIP-OC3-50-SM,86150,SPA-2XOC3-POS,2013-08-30,False,no_mapping,2
1046,POSIP-OC3-50-MM=,86149,SPA-2XOC3-POS,2013-08-30,False,no_mapping,2
1046,POSIP-OC3-50-MM,86148,SPA-2XOC3-POS,2013-08-30,False,no_mapping,2
1046,POSIP-OC3-40-SM=,86147,SPA-2XOC3-POS,2013-08-30,False,no_mapping,2
1046,POSIP-OC3-40-SM,86146,SPA-2XOC3-POS,2013-08-30,False,no_mapping,2
1046,POSIP-OC3-40-MM=,86145,SPA-2XOC3-POS,2013-08-30,False,no_mapping,2
1046,POSIP-OC3-40-MM,86144,SPA-2XOC3-POS,2013-08-30,False,no_mapping,2
644,POSIP-OC3-20-SM=,41766,SPA-2XOC3-POS,2013-08-30,False,no_mapping,2
644,POSIP-OC3-20-SM,41765,SPA-2XOC3-POS,2013-08-30,False,no_mapping,2
644,POSIP-OC3-20-MM=,41764,SPA-2XOC3-POS,2013-08-30,False,no_mapping,2
644,POSIP-OC3-20-MM,41763,SPA-2XOC3-POS,2013-08-30,False,no_mapping,2
2199,OSM-8OC3-POS-MM,41343,SPA-1XOC48POS/RPR=,2022-08-15,False,no_mapping,1
EOL6859,MCS7835I2-K9-UCA1A,234146,MCS7835I3-K9-UCA1A,2013-08-09,False,no_mapping,1
EOL6857,MCS7835H2-K9-UCA1A,233941,MCS7835I3-K9-UCA1A,2013-08-09,False,no_mapping,1
EOL10864,C819HG-V-K9,319317,IR1835-K9,,True,ok_null_eos,3
EOL10864,C819HG-4G-V-K9,319313,IR1835-K9,,True,ok_null_eos,3
EOL10592,C819HG-4G-A-K9,313435,IR1835-K9,,True,ok_null_eos,3
EOL10360,WS-C2918-24TT-C,309771,C1300-16FP-2G,,True,ok_null_eos,3
EOL10360,WS-C2918-24TC-C,309770,C1300-16FP-2G,,True,ok_null_eos,3
EOL9449,WS-C2960-24TC-S,286006,C1300-16FP-2G,,True,ok_null_eos,3
EOL9449,WS-C2960-24-S,286000,C1300-16FP-2G,,True,ok_null_eos,3
EOL1094,WS-C2950T-24,77873,C1300-16FP-2G,,True,ok_null_eos,3
EOL9449,WS-C2960-24TT-L,286007,C1300-16FP-2G,,True,ok_null_eos,3
EOL9449,WS-C2960-24TC-L,286005,C1300-16FP-2G,,True,ok_null_eos,3
EOL7935,C1861-SRST-C-B/K9,260044,C1861E-UC-4FXO-K9,2014-05-07,False,no_mapping,2
EOL13527,VEDGE-100B-AC-K9=,476623,ISR1100-6G,2026-07-28,False,ok_future_eos,1
EOL13527,VEDGE-100B-AC-K9,476622,ISR1100-6G,2026-07-28,False,ok_future_eos,1
EOL4077,WAE-611-K9=,76827,WAE-612-K9=,2010-08-02,False,no_mapping,1
EOL4077,WAE-611-K9,76826,WAE-612-K9=,2010-08-02,False,no_mapping,1
EOL5842,CP-7920-AU-K9=,175302,CP-7921G-W-K9=,2012-01-30,False,no_mapping,3
EOL5842,CP-7920-AP-K9=,175300,CP-7921G-W-K9=,2012-01-30,False,no_mapping,3
EOL5842,CP-7920-JA-K9=,175314,CP-7921G-W-K9=,2012-01-30,False,no_mapping,3
EOL5842,CP-7920-JA-K9,175313,CP-7921G-W-K9=,2012-01-30,False,no_mapping,3
EOL5842,CP-7920-ET-K9=,175308,CP-7921G-W-K9=,2012-01-30,False,no_mapping,3
EOL5471,C7200-I/O,174180,C7200-I/O-GE+E,2012-09-29,False,no_mapping,1
1399A,C7200-I/O-FE=,166735,C7200-I/O-GE+E,2012-09-29,False,no_mapping,1
EOL5471,C7200-I/O=,174181,C7200-I/O-GE+E,2012-09-29,False,no_mapping,1
1399A,C7200-I/O-FE=,166735,C7200-I/O-GE+E,2012-09-29,False,no_mapping,1
EOL2039,CISCO7202=,219083,7206VXR/NPE-G2,2012-09-29,False,no_mapping,1
1165,CISCO7206,26853,7206VXR/NPE-G2,2012-09-29,False,no_mapping,1
EOL7874,ESW-540-48-K9,260828,C1300-16XTS,,True,ok_null_eos,4
EOL7874,ESW-540-48-K9,260828,C1300-16XTS,,True,ok_null_eos,4
EOL7874,ESW-540-48-K9,260828,C1300-16XTS,,True,ok_null_eos,4
EOL7874,ESW-540-48-K9,260828,C1300-16XTS,,True,ok_null_eos,4
EOL11633,SG300-28SFP-K9-CN,338257,C1300-16XTS,,True,ok_null_eos,3
EOL6859,MCS7835I2-K9-UCB1A,234148,MCS7835I3-K9-UCA1A,2013-08-09,False,no_mapping,1
EOL6859,MCS7835I2-K9-UCB1,234147,MCS7835I3-K9-UCA1A,2013-08-09,False,no_mapping,1
EOL6857,MCS-7835-H2-RC2,234078,MCS7835I3-K9-UCA1A,2013-08-09,False,no_mapping,1
EOL6857,MCS7835H2-K9-UCB1,233942,MCS7835I3-K9-UCA1A,2013-08-09,False,no_mapping,1
1156,SA-COMP/1,60013,SA-COMP/4,2001-10-31,False,no_mapping,1
EOL13835,SG250X-48-K9-UK,496928,CBS250-24T-4X-UK,2024-10-29,False,no_mapping,1
EOL13835,SG250X-48-K9-NA,496926,CBS250-24T-4X-UK,2024-10-29,False,no_mapping,1
EOL13835,SG250X-48-K9-JP,496925,CBS250-24T-4X-UK,2024-10-29,False,no_mapping,1
EOL13835,SG250X-48-K9-EU,496923,CBS250-24T-4X-UK,2024-10-29,False,no_mapping,1
EOL13835,SG250X-48-K9-AU,496920,CBS250-24T-4X-UK,2024-10-29,False,no_mapping,1
EOL13835,SG250X-48-K9-AR,496919,CBS250-24T-4X-UK,2024-10-29,False,no_mapping,1
EOL15070,SE-NODE-G2=,547177,ND-NODE-L4=,2026-06-18,False,ok_future_eos,1
EOL15070,SE-NODE-G2,546062,ND-NODE-L4=,2026-06-18,False,ok_future_eos,1
EOL11008,UCSC-C240-M3S=,321093,UCSC-C240-M4S=,2019-02-14,False,no_mapping,3
EOL11008,UCSC-C240-M3S2=,321092,UCSC-C240-M4S=,2019-02-14,False,no_mapping,3
EOL12419,SG300-52P-K9-UK,399627,C1300-16XTS,,True,ok_null_eos,3
EOL12419,SG300-52P-K9-NA,399624,C1300-16XTS,,True,ok_null_eos,3
EOL12419,SG300-52P-K9-EU,399621,C1300-16XTS,,True,ok_null_eos,3
EOL12419,SG300-52P-K9-CN,399618,C1300-16XTS,,True,ok_null_eos,3
EOL12419,SG300-52P-K9-AU,399615,C1300-16XTS,,True,ok_null_eos,3
EOL11972,SG300-28MP-K9-CN,366584,C1300-16XTS,,True,ok_null_eos,3
EOL11972,SG300-28MP-K9-AU,366583,C1300-16XTS,,True,ok_null_eos,3
EOL11972,SG300-28MP-K9-AR,366582,C1300-16XTS,,True,ok_null_eos,3
EOL12169,SRW2024-K9-UK,385922,C1300-16XTS,,True,ok_null_eos,3
EOL12169,SRW2024-K9-NA,385919,C1300-16XTS,,True,ok_null_eos,3
EOL12169,SRW2024-K9-JP,385916,C1300-16XTS,,True,ok_null_eos,3
EOL12169,SRW2024-K9-EU,385913,C1300-16XTS,,True,ok_null_eos,3
EOL13363,SG350-20-K9-CN,468233,C1300-16XTS,,True,ok_null_eos,3
EOL12169,SRW2024-K9-CN,385910,C1300-16XTS,,True,ok_null_eos,3
EOL12169,SRW2024-K9-BR,385908,C1300-16XTS,,True,ok_null_eos,3
EOL6160,4OC12E/POS-MM-SC=,175552,4OC12/POS-MM-SC-B=,2003-08-31,False,no_mapping,2
EOL6160,4OC12E/POS-MM-SC,175551,4OC12/POS-MM-SC-B=,2003-08-31,False,no_mapping,2
EOL6160,4OC12E/POS-IR-SC=,175550,4OC12/POS-MM-SC-B=,2003-08-31,False,no_mapping,2
EOL6160,4OC12E/POS-IR-SC,175549,4OC12/POS-MM-SC-B=,2003-08-31,False,no_mapping,2
EOL8044,WS-C3560G-24PS-S,265176,C9300-24T-A,,True,ok_null_eos,3
EOL8044,WS-C3560E-24PD-S,265162,C9300-24T-A,,True,ok_null_eos,3
EOL8044,WS-C3750E-24PD-E,265191,C9300-24T-A,,True,ok_null_eos,3
EOL8044,WS-C3560G-24PS-E,265175,C9300-24T-A,,True,ok_null_eos,3
EOL8044,WS-C3560E-24PD-E,265161,C9300-24T-A,,True,ok_null_eos,3
EOL13189,WS-C2960C-12PC-L,464023,C1300-16FP-2G,,True,ok_null_eos,3
EOL10360,WS-C2918-48TT-C,309773,C1300-16FP-2G,,True,ok_null_eos,3
EOL10360,WS-C2918-48TC-C,309772,C1300-16FP-2G,,True,ok_null_eos,3
EOL9449,WS-C2960-48TT-S,286013,C1300-16FP-2G,,True,ok_null_eos,3
EOL9449,WS-C2960-48TC-S,286011,C1300-16FP-2G,,True,ok_null_eos,3
EOL9449,WS-C2960-48TT-L,286012,C1300-16FP-2G,,True,ok_null_eos,3
EOL9449,WS-C2960-48TC-L,286010,C1300-16FP-2G,,True,ok_null_eos,3
EOL9449,WS-C2960-48PST-S,286009,C1300-16FP-2G,,True,ok_null_eos,3
EOL9449,WS-C2960-48PST-L,286008,C1300-16FP-2G,,True,ok_null_eos,3
EOL5528,MCS7825H2-K9-CM50,171679,MCS7825H3-K9-CMB1,2009-10-30,False,no_mapping,1
EOL5513,MCS7825H2-K9-CMA2,170021,MCS7825H3-K9-CMB1,2009-10-30,False,no_mapping,1
EOL10279,C887VAG+7-K9,308733,C1127-8PLTEP,,True,ok_null_eos,3
EOL10279,C881G+7-K9,308723,C1127-8PLTEP,,True,ok_null_eos,3
EOL10279,C819G+7-K9,308715,C1127-8PLTEP,,True,ok_null_eos,3
EOL10134,C881G-U-K9,304736,C1127-8PLTEP,,True,ok_null_eos,3
EOL10279,C819G-4G-V-K9,308720,C1127-8PLTEP,,True,ok_null_eos,3
EOL10134,C819G-V-K9,304733,C1127-8PLTEP,,True,ok_null_eos,3
EOL10134,C819G-S-K9,304731,C1127-8PLTEP,,True,ok_null_eos,3
EOL12419,SRW208G-K9-CN,399762,C1300-16XTS,,True,ok_null_eos,3
EOL11972,SRW248G4-K9-CN,366664,C1300-16XTS,,True,ok_null_eos,3
EOL12419,SRW208-K9-CN,399753,C1300-16XTS,,True,ok_null_eos,3
EOL7423,CP-7921G-A-K9=,258094,CP-7925G-A-K9=,2016-10-15,False,no_mapping,2
EOL7423,CP-7921G-A-K9,258093,CP-7925G-A-K9=,2016-10-15,False,no_mapping,2
EOL6660,MCS-7835H2-K9-DMM5,231377,MCS7835H2-DMM51K9,2010-05-18,False,no_mapping,2
EOL10972,ASR-9922-RP-TR,322723,A9K-20HG-FLEX-TR=,,True,ok_null_eos,2
EOL10972,ASR-9900-RP-TR,322056,A9K-20HG-FLEX-TR=,,True,ok_null_eos,2
EOL10972,ASR-9922-RP-SE=,322722,A9K-20HG-FLEX-TR=,,True,ok_null_eos,2
EOL10972,ASR-9900-RP-SE=,322055,A9K-20HG-FLEX-TR=,,True,ok_null_eos,2
EOL10972,ASR-9922-RP-SE,322721,A9K-20HG-FLEX-TR=,,True,ok_null_eos,2
EOL10972,ASR-9900-RP-SE,322054,A9K-20HG-FLEX-TR=,,True,ok_null_eos,2
EOL4024,SMFLR-8-155-LC/B=,86919,SFP-8-155=,2011-07-30,False,no_mapping,1
EOL4024,SMFIR-8-155-LC/B=,86915,SFP-8-155=,2011-07-30,False,no_mapping,1
EOL4024,MMF-8-155-MT/B=,86911,SFP-8-155=,2011-07-30,False,no_mapping,1
EOL4024,MGX-SMFLR-4-155/C=,86909,SFP-8-155=,2011-07-30,False,no_mapping,1
EOL4024,MGX-SMFIR-4-155/C=,86907,SFP-8-155=,2011-07-30,False,no_mapping,1
EOL4024,MGX-MMF-4-155/C=,86905,SFP-8-155=,2011-07-30,False,no_mapping,1
EOL4024,SMFLR-8-155-LC/B,86918,SFP-8-155=,2011-07-30,False,no_mapping,1
EOL4024,SMFIR-8-155-LC/B,86914,SFP-8-155=,2011-07-30,False,no_mapping,1
EOL4024,MMF-8-155-MT/B,86910,SFP-8-155=,2011-07-30,False,no_mapping,1
EOL4024,MGX-SMFLR-4-155/C,86908,SFP-8-155=,2011-07-30,False,no_mapping,1
EOL4024,MGX-SMFIR-4-155/C,86906,SFP-8-155=,2011-07-30,False,no_mapping,1
EOL4024,MGX-MMF-4-155/C,86904,SFP-8-155=,2011-07-30,False,no_mapping,1
EOL11616,SF110D-16HP-AU,338244,CBS110-8PP-D-AU,,True,ok_null_eos,2
EOL10608,SG100-16-UK,313079,CBS110-8PP-D-AU,,True,ok_null_eos,2
EOL10608,SG100-16-NA,313078,CBS110-8PP-D-AU,,True,ok_null_eos,2
EOL6294,OSM-2+4GE-WAN+=,181772,7600-ES20-GE3C=,2011-03-31,False,no_mapping,2
1163,GE-GBIC-SC-A=,33337,GE-SX/LH-SC=,2001-02-01,False,no_mapping,1
EOL10043,WS-C2960S-F48TS-S,303893,C9200L-24T-4G,,True,ok_null_eos,2
EOL10043,WS-C2960S-48TS-S,304634,C9200L-24T-4G,,True,ok_null_eos,2
EOL10043,WS-C2960S-F48TS-L,303892,C9200L-24T-4G,,True,ok_null_eos,2
EOL10043,WS-C2960S-48TS-L,304633,C9200L-24T-4G,,True,ok_null_eos,2
EOL10043,WS-C2960S-48TD-L,304632,C9200L-24T-4G,,True,ok_null_eos,2
EOL12445,AIR-CAP1702I-Z-K9,402019,AIR-AP1832I-Z-K9,2022-05-01,False,no_mapping,1
EOL11978,AIR-SAP702I-B-K9,374220,AIR-AP1815I-F-K9,2022-05-01,False,no_mapping,1
EOL11978,AIR-CAP702W-B-K9,374183,AIR-AP1815I-F-K9,2022-05-01,False,no_mapping,1
EOL11978,AIR-SAP702I-A-K9,374216,AIR-AP1815I-F-K9,2022-05-01,False,no_mapping,1
EOL11978,AIR-CAP702W-A-K9,374179,AIR-AP1815I-F-K9,2022-05-01,False,no_mapping,1
EOL11978,AIR-CAP702I-A-K9,374121,AIR-AP1815I-F-K9,2022-05-01,False,no_mapping,1
EOL12448,AIR-CAP1532I-Z-K9,401944,AIR-AP1562E-Q-K9,2023-01-31,False,no_mapping,1
EOL15258,GX20-HW-US,561109,GX50-HW-US,2025-04-29,False,no_mapping,1
EOL15258,GX20-HW-UK,561108,GX50-HW-US,2025-04-29,False,no_mapping,1
EOL15258,GX20-HW-EU,561107,GX50-HW-US,2025-04-29,False,no_mapping,1
EOL5065,WS-SVC-WLAN-1-K9=,154456,WS-SVC-WISM-1-K9=,2012-04-23,False,no_mapping,2
EOL5065,WS-SVC-WLAN-1-K9,154455,WS-SVC-WISM-1-K9=,2012-04-23,False,no_mapping,2
EOL4048,MGX8830-DC=,39732,MGX8830/B-DC=,2011-07-30,False,no_mapping,1
EOL15062,HX220C-M5SX=,546001,HX220C-M6S=,2024-04-04,False,no_mapping,1
EOL10972,ASR-9922-RP-TR=,322724,A9K-20HG-FLEX-TR=,,True,ok_null_eos,2
EOL10972,ASR-9900-RP-TR=,322057,A9K-20HG-FLEX-TR=,,True,ok_null_eos,2
EOL5441,MCS-7845-H1-RC1,161743,MCS-7845-H2-IPC1,2009-07-10,False,no_mapping,3
EOL5441,MCS-7845-H1-ECS1,161740,MCS-7845-H2-IPC1,2009-07-10,False,no_mapping,3
2629,MCS-7845H-3.0-ECS1,39065,MCS-7845-H2-IPC1,2009-07-10,False,no_mapping,3
2566,MCS-7845H-2.4-ECS1,39061,MCS-7845-H2-IPC1,2009-07-10,False,no_mapping,3
EOL4048,MGX8830-AC=,39726,MGX8830/B-DC=,2011-07-30,False,no_mapping,1
EOL4048,MGX8830-AC,39724,MGX8830/B-DC=,2011-07-30,False,no_mapping,1
EOL13095,TG5504-K9,463559,TG-M6-K9,2026-03-31,True,ok_future_eos,2
EOL13095,TG5004-K9,463544,TG-M6-K9,2026-03-31,True,ok_future_eos,2
EOL5459,WS-C3750G-16TD-S,174408,C9300-24T-A,,True,ok_null_eos,4
EOL6501,WS-C3750G-24TS-E,229175,CD-3750-EMI=,2016-10-31,False,no_mapping,1
EOL13834,SG350X-48MP-K9-BR,497342,C1300-16XTS,,True,ok_null_eos,2
EOL6152,10720-SR-LC-POS=,176565,7300-1OC48POS-SMI,2010-07-04,False,no_mapping,1
EOL6152,10720-SR-LC-POS,176564,7300-1OC48POS-SMI,2010-07-04,False,no_mapping,1
3113,7300-1OC48POS-SMS,166715,7300-1OC48POS-SMI=,2010-07-04,False,no_mapping,1
1107,NP-4GU,167975,PA-A3-T3,2006-12-31,False,no_mapping,2
EOL7002,WS-X6066-SLB-S-K9,236532,ACE20-MOD-K9=,2012-03-01,False,no_mapping,2
EOL6964,WS-X6066-SLB-APC,236530,ACE20-MOD-K9=,2012-03-01,False,no_mapping,2
EOL6737,WS-SVC-SSL-1-K9,231611,ACE20-MOD-K9=,2012-03-01,False,no_mapping,2
EOL4042,CSS-11801-AC=,172164,CSS11503-AC,2011-09-21,False,no_mapping,2
EOL4042,CSS-11801-AC,172162,CSS11503-AC,2011-09-21,False,no_mapping,2
2194,LD-417G,85674,CSS11503-AC,2011-09-21,False,no_mapping,2
2194,LD-417,85673,CSS11503-AC,2011-09-21,False,no_mapping,2
1691,LDIR-430,38351,CSS11503-AC,2011-09-21,False,no_mapping,2
1770,LDIR-416,38349,CSS11503-AC,2011-09-21,False,no_mapping,2
EOL4042,CSS-11801-AC=,172164,CSS11503-AC,2011-09-21,False,no_mapping,2
EOL4042,CSS-11801-AC,172162,CSS11503-AC,2011-09-21,False,no_mapping,2
2194,LD-417G,85674,CSS11503-AC,2011-09-21,False,no_mapping,2
2194,LD-417,85673,CSS11503-AC,2011-09-21,False,no_mapping,2
1691,LDIR-430,38351,CSS11503-AC,2011-09-21,False,no_mapping,2
1770,LDIR-416,38349,CSS11503-AC,2011-09-21,False,no_mapping,2
EOL11045,AIR-SAP2602E-N-K9,320718,AIR-AP2802I-E-K9C,2022-10-31,False,no_mapping,1
EOL12446,AIR-CAP2702E-N-K9,402071,AIR-AP2802I-E-K9,2022-10-31,False,no_mapping,1
EOL11045,AIR-CAP2602E-N-K9,320367,AIR-AP2802I-E-K9C,2022-10-31,False,no_mapping,1
EOL11045,AIR-SAP2602E-K-K9,320715,AIR-AP2802I-E-K9C,2022-10-31,False,no_mapping,1
EOL12446,AIR-CAP2702E-K-K9,402068,AIR-AP2802I-E-K9,2022-10-31,False,no_mapping,1
EOL11045,AIR-CAP2602E-K-K9,320364,AIR-AP2802I-E-K9C,2022-10-31,False,no_mapping,1
EOL11045,AIR-SAP2602E-I-K9,320712,AIR-AP2802I-E-K9C,2022-10-31,False,no_mapping,1
EOL12446,AIR-CAP2702E-I-K9,402065,AIR-AP2802I-E-K9,2022-10-31,False,no_mapping,1
EOL11045,AIR-CAP2602E-I-K9,320361,AIR-AP2802I-E-K9C,2022-10-31,False,no_mapping,1
EOL7255,ESR-HH-4CT3=,252499,SPA-1XOC48POS/RPR=,2022-08-15,False,no_mapping,1
EOL6293,OSM-12CT3/T1=,181241,SPA-4XCT3/DS0=,2014-11-26,False,no_mapping,2
2390,6CT3-SMB=,151623,SPA-4XCT3/DS0=,2014-11-26,False,no_mapping,2
EOL6366,CISCO1718,183166,IAD881F-K9,2012-08-07,False,no_mapping,1
EOL6613,WS-X6148-RJ-45=,229979,C9600-SUP-1,,True,ok_null_eos,4
EOL6188,PWR-1900-AC/6,178336,PWR-2700-AC,2016-07-24,False,no_mapping,1
EOL5788,WS-F6K-GE48-AF,218155,C9600-SUP-1,,True,ok_null_eos,4
EOL5784,WS-F6K-VPWR-GE=,176357,C9600-SUP-1,,True,ok_null_eos,4
EOL5784,WS-F6K-VPWR-GE,176355,C9600-SUP-1,,True,ok_null_eos,4
EOL5788,WS-F6K-GE48-AF=,174847,C9600-SUP-1,,True,ok_null_eos,4
EOL6501,WS-C3750G-24TS-S,229176,CD-3750-EMI=,2016-10-31,False,no_mapping,1
EOL13295,SF550X-48-K9-EU,466663,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500X-48-K9-G5,383387,C1300-16XTS,,True,ok_null_eos,4
EOL12082,SG500-52-K9-G5,383345,C1300-16XTS,,True,ok_null_eos,4
EOL12849,SF550X-48-K9-CN,448602,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500-52-K9-CN,383342,C1300-16XTS,,True,ok_null_eos,4
EOL11631,SG500X-48-K9-CN,338263,C1300-16XTS,,True,ok_null_eos,4
EOL13295,SF550X-48-K9-BR,466662,C1300-16XTS,,True,ok_null_eos,3
EOL13295,SF550X-48-K9-AU,466661,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500X-48-K9-AU,383381,C1300-16XTS,,True,ok_null_eos,4
EOL12082,SG500-52-K9-AU,383338,C1300-16XTS,,True,ok_null_eos,4
EOL13295,SF550X-24P-K9-UK,466655,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500-28P-K9-G5,383332,C1300-16XTS,,True,ok_null_eos,4
EOL13295,SF550X-24P-K9-NA,466654,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500-28P-K9-NA,383335,C1300-16XTS,,True,ok_null_eos,4
EOL13295,SF550X-24P-K9-EU,466653,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500-28P-K9-G5,383332,C1300-16XTS,,True,ok_null_eos,4
EOL12849,SF550X-24P-K9-CN,448601,C1300-16XTS,,True,ok_null_eos,3
EOL11631,SG500X-24P-K9-CN,338262,C1300-16XTS,,True,ok_null_eos,4
EOL13295,SF550X-24P-K9-BR,466652,C1300-16XTS,,True,ok_null_eos,3
EOL13295,SF550X-24P-K9-AU,466651,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500-28P-K9-AU,383329,C1300-16XTS,,True,ok_null_eos,4
EOL12082,SG500X-24MPP-K9-G5,383375,C1300-16XTS,,True,ok_null_eos,4
EOL12082,SG500-28MPP-K9-G5,383325,C1300-16XTS,,True,ok_null_eos,4
EOL12082,SG500X-24MPP-K9-NA,383376,C1300-16XTS,,True,ok_null_eos,4
EOL12082,SG500-28MPP-K9-NA,383326,C1300-16XTS,,True,ok_null_eos,4
EOL12082,SG500X-24MPP-K9-G5,383375,C1300-16XTS,,True,ok_null_eos,4
EOL12082,SG500-28MPP-K9-G5,383325,C1300-16XTS,,True,ok_null_eos,4
EOL13295,SF550X-24MP-K9-UK,466646,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500X-24P-K9-G5,383379,C1300-16XTS,,True,ok_null_eos,4
EOL13295,SF550X-24MP-K9-NA,466645,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500X-24P-K9-NA,383380,C1300-16XTS,,True,ok_null_eos,4
EOL6869,WS-C4510R,235870,C9400-LC-24XS,,True,ok_null_eos,3
EOL12169,SF300-48PP-K9-UK,385850,C1300-16XTS,,True,ok_null_eos,3
EOL12169,SF300-48PP-K9-NA,385849,C1300-16XTS,,True,ok_null_eos,3
EOL12169,SF300-48PP-K9-EU,385848,C1300-16XTS,,True,ok_null_eos,3
EOL12169,SF300-48PP-K9-AU,385846,C1300-16XTS,,True,ok_null_eos,3
EOL12419,SF300-24PP-K9-UK,399503,C1300-16XTS,,True,ok_null_eos,3
EOL12419,SF300-24PP-K9-NA,399502,C1300-16XTS,,True,ok_null_eos,3
EOL12419,SF300-24PP-K9-EU,399500,C1300-16XTS,,True,ok_null_eos,3
EOL12419,SF300-24PP-K9-AU,399497,C1300-16XTS,,True,ok_null_eos,3
EOL6659,10000-2P2-2DC,230722,10000-2P4-2DC,2012-05-30,False,no_mapping,1
EOL6659,10000-2P2-2AC,230721,10000-2P4-2DC,2012-05-30,False,no_mapping,1
EOL6817,NME-TPO=,232793,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,5
EOL6817,AIM-TPO-2=,232791,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,5
EOL6817,AIM-TPO-1=,232789,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,5
EOL6363,NM-CE-BP-80G-K9=,186951,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,5
EOL6363,NM-CE-BP-40G-K9=,186946,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,5
EOL6817,NME-TPO,232792,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,5
EOL6817,AIM-TPO-2=,232791,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,5
EOL6817,AIM-TPO-2,232790,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,5
EOL6817,AIM-TPO-1=,232789,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,5
EOL6817,AIM-TPO-1,232788,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,5
EOL6363,NM-CE-BP-80G-K9,186949,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,5
EOL6363,NM-CE-BP-40G-K9,186944,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,5
EOL8168,WS-C4507R-E=,267150,C9400-LC-24XS,,True,ok_null_eos,2
EOL8168,WS-C4507R-E,267149,C9400-LC-24XS,,True,ok_null_eos,2
EOL6869,WS-C4506,235862,C9400-LC-24XS,,True,ok_null_eos,3
EOL11157,CISCO3945-CHASSIS,322413,C8300-2N2S-4T2X,,True,ok_null_eos,2
EOL9542,C812G-CIFI+7-N-K9,287634,IR1835-K9,,True,ok_null_eos,4
EOL6211,NM-1A-OC3SML=,179223,NM-1A-OC3-POM,2015-10-01,False,no_mapping,1
EOL6211,NM-1A-OC3SML-EP=,179222,NM-1A-OC3-POM,2015-10-01,False,no_mapping,1
EOL6211,NM-1A-OC3SML-EP,179221,NM-1A-OC3-POM,2015-10-01,False,no_mapping,1
EOL6211,NM-1A-OC3SML,179220,NM-1A-OC3-POM,2015-10-01,False,no_mapping,1
EOL6211,NM-1A-OC3SMI=,179219,NM-1A-OC3-POM,2015-10-01,False,no_mapping,1
EOL6211,NM-1A-OC3SMI-EP=,179218,NM-1A-OC3-POM,2015-10-01,False,no_mapping,1
EOL6211,NM-1A-OC3SMI-EP,179217,NM-1A-OC3-POM,2015-10-01,False,no_mapping,1
EOL6211,NM-1A-OC3SMI,179216,NM-1A-OC3-POM,2015-10-01,False,no_mapping,1
EOL6211,NM-1A-OC3MM=,179215,NM-1A-OC3-POM,2015-10-01,False,no_mapping,1
EOL6211,NM-1A-OC3MM-EP=,179214,NM-1A-OC3-POM,2015-10-01,False,no_mapping,1
EOL6211,NM-1A-OC3MM-EP,179213,NM-1A-OC3-POM,2015-10-01,False,no_mapping,1
EOL6211,NM-1A-OC3MM,179212,NM-1A-OC3-POM,2015-10-01,False,no_mapping,1
1069,WS-C2926F,77854,WS-X5540,2002-05-15,False,no_mapping,2
EOL10691,WS-C3560C-12PC-S,315029,C9200CX-12P-2X2G-A,,True,ok_null_eos,2
EOL7332,ASR5K-01OC3-SM-K9=,241592,ASR5K-4OC3C-SM-K9=,2016-01-30,False,no_mapping,1
EOL7332,ASR5K-01OC3-SM-K9,241591,ASR5K-4OC3C-SM-K9=,2016-01-30,False,no_mapping,1
EOL7332,ASR5K-01OC3-MM-K9=,241590,ASR5K-4OC3C-SM-K9=,2016-01-30,False,no_mapping,1
EOL7332,ASR5K-01OC3-MM-K9,241589,ASR5K-4OC3C-SM-K9=,2016-01-30,False,no_mapping,1
EOL9020,MCS7845-I3-CTS1-K9,280138,CTS-CTRS-K9,2013-09-24,False,no_mapping,1
EOL9020,MCS-7845-I3-CTS1=,280136,CTS-CTRS-K9,2013-09-24,False,no_mapping,1
EOL9020,MCS-7845-I3-CTS1,280135,CTS-CTRS-K9,2013-09-24,False,no_mapping,1
