action_id,name,class_desc,covering_action_name,parent_class_desc,covering_parent_action_name,configuration_level,containing_group_name
RWC,REVOKE WITH CASCADE,SERVER,SERVER_PERMISSION_CHANGE_GROUP,NULL,NULL,NULL,SERVER_PERMISSION_CHANGE_GROUP
DWC,DENY WITH CASCADE,SERVER,SERVER_PERMISSION_CHANGE_GROUP,NULL,NULL,NULL,SERVER_PERMISSION_CHANGE_GROUP
R,REVOKE,ENDPOINT,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
D,DENY,ENDPOINT,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
G,GRANT,ENDPOINT,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
GWG,GRANT WITH GRANT,ENDPOINT,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
RWG,REVOKE WITH GRANT,ENDPOINT,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
RWC,REVOKE WITH CASCADE,ENDPOINT,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
DWC,DENY WITH CASCADE,ENDPOINT,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
R,REVOKE,SERVER ROLE,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
D,DENY,SERVER ROLE,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
G,GRANT,SERVER ROLE,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
GWG,GRANT WITH GRANT,SERVER ROLE,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
RWG,REVOKE WITH GRANT,SERVER ROLE,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
RWC,REVOKE WITH CASCADE,SERVER ROLE,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
DWC,DENY WITH CASCADE,SERVER ROLE,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
R,REVOKE,AVAILABILITY GROUP,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
D,DENY,AVAILABILITY GROUP,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
G,GRANT,AVAILABILITY GROUP,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
GWG,GRANT WITH GRANT,AVAILABILITY GROUP,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
RWG,REVOKE WITH GRANT,AVAILABILITY GROUP,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
RWC,REVOKE WITH CASCADE,AVAILABILITY GROUP,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
DWC,DENY WITH CASCADE,AVAILABILITY GROUP,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
R,REVOKE,LOGIN,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
D,DENY,LOGIN,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
G,GRANT,LOGIN,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
GWG,GRANT WITH GRANT,LOGIN,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
RWG,REVOKE WITH GRANT,LOGIN,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
RWC,REVOKE WITH CASCADE,LOGIN,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
DWC,DENY WITH CASCADE,LOGIN,NULL,SERVER,SERVER_OBJECT_PERMISSION_CHANGE_GROUP,NULL,SERVER_OBJECT_PERMISSION_CHANGE_GROUP
TO,TAKE OWNERSHIP,DATABASE,DATABASE_OWNERSHIP_CHANGE_GROUP,SERVER,DATABASE_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,OBJECT,NULL,DATABASE,SCHEMA_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,SCHEMA_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,TYPE,NULL,DATABASE,SCHEMA_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,SCHEMA_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,SCHEMA,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,XML SCHEMA COLLECTION,NULL,DATABASE,SCHEMA_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,SCHEMA_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,ASSEMBLY,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,ROLE,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,MESSAGE TYPE,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,CONTRACT,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,SERVICE,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,REMOTE SERVICE BINDING,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,ROUTE,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,FULLTEXT CATALOG,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,FULLTEXT STOPLIST,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,SEARCH PROPERTY LIST,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,SYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,CERTIFICATE,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,ASYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,DATABASE_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,ENDPOINT,NULL,SERVER,SERVER_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,SERVER_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,AVAILABILITY GROUP,NULL,SERVER,SERVER_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,SERVER_OBJECT_OWNERSHIP_CHANGE_GROUP
TO,TAKE OWNERSHIP,SERVER ROLE,NULL,SERVER,SERVER_OBJECT_OWNERSHIP_CHANGE_GROUP,NULL,SERVER_OBJECT_OWNERSHIP_CHANGE_GROUP
CR,CREATE,DATABASE,DATABASE_CHANGE_GROUP,SERVER,DATABASE_CHANGE_GROUP,NULL,DATABASE_CHANGE_GROUP
AL,ALTER,DATABASE,DATABASE_CHANGE_GROUP,SERVER,DATABASE_CHANGE_GROUP,NULL,DATABASE_CHANGE_GROUP
DR,DROP,DATABASE,DATABASE_CHANGE_GROUP,SERVER,DATABASE_CHANGE_GROUP,NULL,DATABASE_CHANGE_GROUP
BA,BACKUP,DATABASE,BACKUP_RESTORE_GROUP,SERVER,BACKUP_RESTORE_GROUP,NULL,BACKUP_RESTORE_GROUP
BAL,BACKUP LOG,DATABASE,BACKUP_RESTORE_GROUP,SERVER,BACKUP_RESTORE_GROUP,NULL,BACKUP_RESTORE_GROUP
CP,CHECKPOINT,DATABASE,DATABASE_OPERATION_GROUP,SERVER,DATABASE_OPERATION_GROUP,NULL,DATABASE_OPERATION_GROUP
SUQN,SUBSCRIBE QUERY NOTIFICATION,DATABASE,DATABASE_OPERATION_GROUP,SERVER,DATABASE_OPERATION_GROUP,NULL,DATABASE_OPERATION_GROUP
AUTH,AUTHENTICATE,DATABASE,DATABASE_OPERATION_GROUP,SERVER,DATABASE_OPERATION_GROUP,NULL,DATABASE_OPERATION_GROUP
SPLN,SHOW PLAN,DATABASE,DATABASE_OPERATION_GROUP,SERVER,DATABASE_OPERATION_GROUP,NULL,DATABASE_OPERATION_GROUP
CR,CREATE,EVENT NOTIFICATION DATABASE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,EVENT NOTIFICATION OBJECT,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,EVENT NOTIFICATION DATABASE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,EVENT NOTIFICATION DATABASE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,EVENT NOTIFICATION OBJECT,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,EVENT NOTIFICATION OBJECT,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,TRIGGER DATABASE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,TRIGGER DATABASE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,TRIGGER DATABASE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,OBJECT,NULL,DATABASE,SCHEMA_OBJECT_CHANGE_GROUP,NULL,SCHEMA_OBJECT_CHANGE_GROUP
AL,ALTER,OBJECT,NULL,DATABASE,SCHEMA_OBJECT_CHANGE_GROUP,NULL,SCHEMA_OBJECT_CHANGE_GROUP
DR,DROP,OBJECT,NULL,DATABASE,SCHEMA_OBJECT_CHANGE_GROUP,NULL,SCHEMA_OBJECT_CHANGE_GROUP
TRO,TRANSFER,OBJECT,NULL,DATABASE,SCHEMA_OBJECT_CHANGE_GROUP,NULL,SCHEMA_OBJECT_CHANGE_GROUP
CR,CREATE,PARTITION FUNCTION,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,PARTITION FUNCTION,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,PARTITION FUNCTION,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,PARTITION SCHEME,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,PARTITION SCHEME,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,PARTITION SCHEME,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,TYPE,NULL,DATABASE,SCHEMA_OBJECT_CHANGE_GROUP,NULL,SCHEMA_OBJECT_CHANGE_GROUP
DR,DROP,TYPE,NULL,DATABASE,SCHEMA_OBJECT_CHANGE_GROUP,NULL,SCHEMA_OBJECT_CHANGE_GROUP
TRO,TRANSFER,TYPE,NULL,DATABASE,SCHEMA_OBJECT_CHANGE_GROUP,NULL,SCHEMA_OBJECT_CHANGE_GROUP
CR,CREATE,SCHEMA,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,SCHEMA,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,SCHEMA,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,XML SCHEMA COLLECTION,NULL,DATABASE,SCHEMA_OBJECT_CHANGE_GROUP,NULL,SCHEMA_OBJECT_CHANGE_GROUP
AL,ALTER,XML SCHEMA COLLECTION,NULL,DATABASE,SCHEMA_OBJECT_CHANGE_GROUP,NULL,SCHEMA_OBJECT_CHANGE_GROUP
DR,DROP,XML SCHEMA COLLECTION,NULL,DATABASE,SCHEMA_OBJECT_CHANGE_GROUP,NULL,SCHEMA_OBJECT_CHANGE_GROUP
TRO,TRANSFER,XML SCHEMA COLLECTION,NULL,DATABASE,SCHEMA_OBJECT_CHANGE_GROUP,NULL,SCHEMA_OBJECT_CHANGE_GROUP
CR,CREATE,ASSEMBLY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,ASSEMBLY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,ASSEMBLY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,USER,NULL,DATABASE,DATABASE_PRINCIPAL_CHANGE_GROUP,NULL,DATABASE_PRINCIPAL_CHANGE_GROUP
AL,ALTER,USER,NULL,DATABASE,DATABASE_PRINCIPAL_CHANGE_GROUP,NULL,DATABASE_PRINCIPAL_CHANGE_GROUP
PWR,RESET PASSWORD,USER,NULL,DATABASE,USER_CHANGE_PASSWORD_GROUP,NULL,USER_CHANGE_PASSWORD_GROUP
PWRS,RESET OWN PASSWORD,USER,NULL,DATABASE,USER_CHANGE_PASSWORD_GROUP,NULL,USER_CHANGE_PASSWORD_GROUP
PWCS,CHANGE OWN PASSWORD,USER,NULL,DATABASE,USER_CHANGE_PASSWORD_GROUP,NULL,USER_CHANGE_PASSWORD_GROUP
PWC,CHANGE PASSWORD,USER,NULL,DATABASE,USER_CHANGE_PASSWORD_GROUP,NULL,USER_CHANGE_PASSWORD_GROUP
DR,DROP,USER,NULL,DATABASE,DATABASE_PRINCIPAL_CHANGE_GROUP,NULL,DATABASE_PRINCIPAL_CHANGE_GROUP
DBAS,DATABASE AUTHENTICATION SUCCEEDED,DATABASE,SUCCESSFUL_DATABASE_AUTHENTICATION_GROUP,SERVER,SUCCESSFUL_DATABASE_AUTHENTICATION_GROUP,NULL,SUCCESSFUL_DATABASE_AUTHENTICATION_GROUP
DBAF,DATABASE AUTHENTICATION FAILED,DATABASE,FAILED_DATABASE_AUTHENTICATION_GROUP,SERVER,FAILED_DATABASE_AUTHENTICATION_GROUP,NULL,FAILED_DATABASE_AUTHENTICATION_GROUP
DBL,DATABASE LOGOUT,DATABASE,DATABASE_LOGOUT_GROUP,SERVER,DATABASE_LOGOUT_GROUP,NULL,DATABASE_LOGOUT_GROUP
CR,CREATE,ROLE,NULL,DATABASE,DATABASE_PRINCIPAL_CHANGE_GROUP,NULL,DATABASE_PRINCIPAL_CHANGE_GROUP
AL,ALTER,ROLE,NULL,DATABASE,DATABASE_PRINCIPAL_CHANGE_GROUP,NULL,DATABASE_PRINCIPAL_CHANGE_GROUP
DR,DROP,ROLE,NULL,DATABASE,DATABASE_PRINCIPAL_CHANGE_GROUP,NULL,DATABASE_PRINCIPAL_CHANGE_GROUP
CR,CREATE,APPLICATION ROLE,NULL,DATABASE,DATABASE_PRINCIPAL_CHANGE_GROUP,NULL,DATABASE_PRINCIPAL_CHANGE_GROUP
AL,ALTER,APPLICATION ROLE,NULL,DATABASE,DATABASE_PRINCIPAL_CHANGE_GROUP,NULL,DATABASE_PRINCIPAL_CHANGE_GROUP
PWC,CHANGE PASSWORD,APPLICATION ROLE,NULL,DATABASE,APPLICATION_ROLE_CHANGE_PASSWORD_GROUP,NULL,APPLICATION_ROLE_CHANGE_PASSWORD_GROUP
DR,DROP,APPLICATION ROLE,NULL,DATABASE,DATABASE_PRINCIPAL_CHANGE_GROUP,NULL,DATABASE_PRINCIPAL_CHANGE_GROUP
CR,CREATE,MESSAGE TYPE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,MESSAGE TYPE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,MESSAGE TYPE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,CONTRACT,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,CONTRACT,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,SERVICE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,SERVICE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,SERVICE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,REMOTE SERVICE BINDING,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,REMOTE SERVICE BINDING,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,REMOTE SERVICE BINDING,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,ROUTE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,ROUTE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,ROUTE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,BROKER PRIORITY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,BROKER PRIORITY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,BROKER PRIORITY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,FULLTEXT CATALOG,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,FULLTEXT CATALOG,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,FULLTEXT CATALOG,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,FULLTEXT STOPLIST,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,FULLTEXT STOPLIST,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,FULLTEXT STOPLIST,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,SEARCH PROPERTY LIST,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,SEARCH PROPERTY LIST,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,SEARCH PROPERTY LIST,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AS,ACCESS,FULLTEXT CATALOG,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,SYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,SYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,SYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
BA,BACKUP,SYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
OP,OPEN,SYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,CERTIFICATE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,CERTIFICATE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,CERTIFICATE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
BA,BACKUP,CERTIFICATE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AS,ACCESS,CERTIFICATE,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,ASYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,ASYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,ASYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AS,ACCESS,ASYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,MASTER KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
OP,OPEN,MASTER KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,MASTER KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
BA,BACKUP,MASTER KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
RS,RESTORE,MASTER KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,MASTER KEY,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
BA,BACKUP,MASTER KEY,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
RS,RESTORE,MASTER KEY,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
DR,DROP,MASTER KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,DATABASE ENCRYPTION KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
AL,ALTER,DATABASE ENCRYPTION KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
DR,DROP,DATABASE ENCRYPTION KEY,NULL,DATABASE,DATABASE_OBJECT_CHANGE_GROUP,NULL,DATABASE_OBJECT_CHANGE_GROUP
CR,CREATE,CRYPTOGRAPHIC PROVIDER,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
