ID,Title,Description,CMMC Practice,PCI DSS,NIST SP 800-53
NSA-ROUT-035,Weak RIP Authentication Keys,*ABBREV*RIP*-ABBREV* capable devices can be configured to send route updates to each other over the network. This enables devices to dynamically adapt to changes in the network topology and enables router devices to make informed decisions when routing network traffic between networks. *ABBREV*RIP*-ABBREV* can be configured with authentication keys to ensure that any routing updates sent to the device are sent from trusted sources.,,,
NSA-ROUT-036,Not All RIP Updates Were Authenticated,"*ABBREV*RIP*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes in the network infrastructure. There are three main versions of *ABBREV*RIP*-ABBREV*; version 1, 2 and *ABBREV*NG*-ABBREV*. Version 2 of *ABBREV*RIP*-ABBREV* supports authentication using either clear-text or *ABBREV*MD5*-ABBREV* authentication methods. This ensures that routing updates were sent from a trusted source.",,,
NSA-ROUT-037,No RIP Update Neighbors Were Configured,"*ABBREV*RIP*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes in the network infrastructure. The routing devices can be configured to send *ABBREV*RIP*-ABBREV* routing updates to specified *ABBREV*RIP*-ABBREV* neighbors. If not specified, *ABBREV*RIP*-ABBREV* routing updates will be sent to all *ABBREV*LAN*-ABBREV* hosts.",,,
NSA-ROUT-038,Network RIP Update Neighbors Were Configured,"*ABBREV*RIP*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes in the network infrastructure. The routing devices can be configured to send *ABBREV*RIP*-ABBREV* routing updates to specified *ABBREV*RIP*-ABBREV* neighbors. If not specified, *ABBREV*RIP*-ABBREV* routing updates will be sent to all *ABBREV*LAN*-ABBREV* hosts.",,,
NSA-ROUT-039,RIP NG Was Configured,ABBREV*RIP*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes in the network infrastructure. There are three main versions of *ABBREV*RIP*-ABBREV*:,,,
NSA-ROUT-040,RIP Version 1 Was Configured,*ABBREV*RIP*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes in the network infrastructure. There are three main versions of *ABBREV*RIP*-ABBREV*:,,,
NSA-ROUT-041,Clear-Text VRRP Group Authentication Was Configured,*ABBREV*VRRP*-ABBREV* is an industry standard protocol used to provide router redundancy against a single point of failure. *ABBREV*VRRP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-042,Default VRRP Group Authentication Keys,*ABBREV*VRRP*-ABBREV* is an industry standard protocol used to provide router redundancy against a single point of failure. *ABBREV*VRRP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-043,Dictionary-Based VRRP Group Authentication Keys,*ABBREV*VRRP*-ABBREV* is an industry standard protocol used to provide router redundancy against a single point of failure. *ABBREV*VRRP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-044,Not All VRRP Groups Were Authenticated,*ABBREV*VRRP*-ABBREV* is an industry standard protocol used to provide router redundancy against a single point of failure. *ABBREV*VRRP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-045,Weak VRRP Group Authentication Keys,*ABBREV*VRRP*-ABBREV* is an industry standard protocol used to provide router redundancy against a single point of failure. *ABBREV*VRRP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-046,Low VRRP Router Priorities,*ABBREV*VRRP*-ABBREV* is an industry standard protocol used to provide router redundancy against a single point of failure. Multiple routers can be configured in a *ABBREV*VRRP*-ABBREV* group in a master and backup router configuration. The master router is determined by an election where the router with the highest priority will become the master. Router priorities can be between 1 and 254.,,,
NSA-SNMP-001,Clear-Text SNMP In Use,"*ABBREV*SNMP*-ABBREV* is an industry standard protocol for monitoring and managing a variety of devices. *ABBREV*SNMP*-ABBREV* services typically offer detailed information that includes a device's operating system, network interfaces, memory, system counters and system users. With write access to *ABBREV*SNMP*-ABBREV*, it is possible to re-configure networking, system properties and even shutdown a device.",SC.2.179,2.3.b,
NSA-SNMP-002,Default SNMP Community Strings Were Configured,"*ABBREV*SNMP*-ABBREV* is an industry standard protocol for monitoring and managing a variety of devices. *ABBREV*SNMP*-ABBREV* services typically offer detailed information that includes a device's operating system, network interfaces, memory, system counters and system users. Access to the *ABBREV*SNMP*-ABBREV* *ABBREV*MIB*-ABBREV* with protocol versions 1 and 2 is restricted using a community string to help prevent unauthorized access.",,2.1.a,IA-5(5)
NSA-SNMP-003,Dictionary-Based SNMP Community Strings Were Configured,"*ABBREV*SNMP*-ABBREV* is an industry standard protocol for monitoring and managing a variety of devices. *ABBREV*SNMP*-ABBREV* services typically offer detailed information that includes a device's operating system, network interfaces, memory, system counters and system users. Access to the *ABBREV*SNMP*-ABBREV* *ABBREV*MIB*-ABBREV* with protocol versions 1 and 2 is restricted using a community string to help prevent unauthorized access.",,,
NSA-SNMP-004,Dictionary-Based SNMP Informs,"*ABBREV*SNMP*-ABBREV* traps and informs can be configured to send notifications to a *ABBREV*SNMP*-ABBREV* *ABBREV*NMS*-ABBREV* host. Trap notifications are sent without any confirmation of receipt from the receiving host, whilst with inform notifications the receiving host sends a confirmation of receipt. Community strings can be configured for traps and inform notifications to provide a method of authentication.",,,
NSA-SNMP-005,Dictionary-Based SNMP Traps,"*ABBREV*SNMP*-ABBREV* traps and informs can be configured to send notifications to a *ABBREV*SNMP*-ABBREV* *ABBREV*NMS*-ABBREV* host. Trap notifications are sent without any confirmation of receipt from the receiving host, whilst with inform notifications the receiving host sends a confirmation of receipt. Community strings can be configured for traps and inform notifications to provide a method of authentication.",,,
NSA-SNMP-006,SNMP Access Without Network Filtering,"*ABBREV*SNMP*-ABBREV* is an industry standard protocol for monitoring and managing a variety of devices. *ABBREV*SNMP*-ABBREV* services typically offer detailed information that includes a device's operating system, network interfaces, memory, system counters and system users. Access to the *ABBREV*SNMP*-ABBREV* service can be restricted to specific *ABBREV*NMS*-ABBREV*, or *ABBREV*SNMP*-ABBREV* management hosts, using a filter list.",CM.3.067,,CM-5(1)
NSA-SNMP-007,SNMP Access With No View,"*ABBREV*SNMP*-ABBREV* is an industry standard protocol for monitoring and managing a variety of devices. *ABBREV*SNMP*-ABBREV* services typically offer detailed information that includes a device's operating system, network interfaces, memory, system counters and system users. Views are used to restrict access to specific sections of the *ABBREV*SNMP*-ABBREV* *ABBREV*MIB*-ABBREV*. This enables an administrator to restrict *ABBREV*SNMP*-ABBREV* access to only the information that the caller requires.",CM.3.067,,CM-5(1)
NSA-SNMP-008,SNMP Reload Option Enabled,A *ABBREV*SNMP*-ABBREV* system reload facility can be enabled for some *ABBREV*SNMP*-ABBREV* capable devices. The *ABBREV*SNMP*-ABBREV* system reload facility can assist with the remote administration of a device enabling a network administrator to reset the device without requiring physical access.,CM.3.067,,CM-5(1)
NSA-SNMP-009,SNMP System Shutdown Enabled,A *ABBREV*SNMP*-ABBREV* system shutdown facility can be configured for some *ABBREV*SNMP*-ABBREV* agents so that network administrators can remotely reset the devices using *ABBREV*SNMP*-ABBREV*.,CM.3.067,,CM-5(1)
NSA-SNMP-010,SNMP Access To All MIB Objects,"*ABBREV*SNMP*-ABBREV* community strings can be configured with either a Manager or Operator view of the *ABBREV*SNMP*-ABBREV* *ABBREV*MIB*-ABBREV*. A community string with a Manager view can access all *ABBREV*MIB*-ABBREV* objects, while a community string with a Operator view can access all *ABBREV*MIB*-ABBREV* objects except the configuration *ABBREV*MIB*-ABBREV*.",CM.3.067,,CM-5(1)
NSA-SNMP-011,No SNMP TFTP Server Access List Configured,"Using *ABBREV*SNMP*-ABBREV*, some network devices can be instructed to send its configuration to a file on a specified *ABBREV*TFTP*-ABBREV* server. This feature enables network administrators and management software to quickly obtain a copy of a device's configuration. A network access list can be configured on those devices to help secure access to this functionality (supported on Cisco *ABBREV*IOS*-ABBREV* devices from version 10.2).",CM.3.067,,CM-5(1)
NSA-SNMP-012,SNMPv3 Users with Dictionary-Based Authentication were Configured,"*ABBREV*SNMP*-ABBREV* is an industry standard protocol for monitoring and managing a variety of devices. *ABBREV*SNMP*-ABBREV* services typically offer detailed information that includes a device's operating system, network interfaces, memory, system counters and system users. Access to the *ABBREV*SNMP*-ABBREV* *ABBREV*MIB*-ABBREV* with protocol versions 3 is restricted to specific users who can be configured with an authentication password.",,,
NSA-SNMP-013,SNMPv3 Users with Dictionary-Based Privacy were Configured,"*ABBREV*SNMP*-ABBREV* is an industry standard protocol for monitoring and managing a variety of devices. *ABBREV*SNMP*-ABBREV* services typically offer detailed information that includes a device's operating system, network interfaces, memory, system counters and system users. Transmission of messages with protocol versions 3 is encrypted using a privacy password.",,,
NSA-SNMP-014,SNMPv3 User Configured With No Authentication or Privacy,"*ABBREV*SNMPv3*-ABBREV* defines a secure version of *ABBREV*SNMP*-ABBREV* by specifying a *ABBREV*USM*-ABBREV* with the following communication mechanisms: NoAuthNoPriv, AuthNoPrive, AuthPriv",CM.3.067,,CM-5(1)
NSA-SNMP-015,SNMPv3 User Configured With No Privacy,"*ABBREV*SNMPv3*-ABBREV* defines a secure version of *ABBREV*SNMP*-ABBREV* by specifying a *ABBREV*USM*-ABBREV* with the following communication mechanisms: NoAuthNoPriv, AuthNoPrive, AuthPriv",,,
NSA-SNMP-016,SNMPv3 Users with Dictionary-Based Authentication were Configured,"*ABBREV*SNMP*-ABBREV* is an industry standard protocol for monitoring and managing a variety of devices. *ABBREV*SNMP*-ABBREV* services typically offer detailed information that includes a device's operating system, network interfaces, memory, system counters and system users. Access to the *ABBREV*SNMP*-ABBREV* *ABBREV*MIB*-ABBREV* with protocol versions 3 is restricted to specific users who can be configured with an authentication password.",,,
NSA-SNMP-017,SNMPv3 Users with Dictionary-Based Privacy were Configured,"*ABBREV*SNMP*-ABBREV* is an industry standard protocol for monitoring and managing a variety of devices. *ABBREV*SNMP*-ABBREV* services typically offer detailed information that includes a device's operating system, network interfaces, memory, system counters and system users. Transmission of messages with protocol versions 3 is encrypted using a privacy password.",,,
NSA-SNMP-018,Weak SNMP Community Strings Were Configured,"*ABBREV*SNMP*-ABBREV* is an industry standard protocol for monitoring and managing a variety of devices. *ABBREV*SNMP*-ABBREV* services typically offer detailed information that includes a device's operating system, network interfaces, memory, system counters and system users. Access to the *ABBREV*SNMP*-ABBREV* *ABBREV*MIB*-ABBREV* with protocol versions 1 and 2 is restricted using a community string to help prevent unauthorized access.",,,
NSA-SNMP-019,Weak SNMP Informs,"*ABBREV*SNMP*-ABBREV* traps and informs can be configured to send notifications to a *ABBREV*SNMP*-ABBREV* *ABBREV*NMS*-ABBREV* host. Trap notifications are sent without any confirmation of receipt from the receiving host, whilst with inform notifications the receiving host sends a confirmation of receipt. Community strings can be configured for traps and inform notifications to provide a method of authentication.",,,
NSA-SNMP-020,Weak SNMP NMS Access Restrictions,"*ABBREV*SNMP*-ABBREV* agents provides remote management and monitoring information such as device configuration details, performance data, network information and more. Remote access to the *ABBREV*SNMP*-ABBREV* agent from *ABBREV*SNMP*-ABBREV* *ABBREV*NMS*-ABBREV* hosts can be restricted to specific network addresses.",CM.3.067,,CM-5(1)
NSA-SNMP-021,Weak SNMPv3 User Authentication Hashing Algorithm Configured,*ABBREV*SNMPv3*-ABBREV* Users can be configured to authenticate *ABBREV*SNMP*-ABBREV* messages sent using either *ABBREV*MD5*-ABBREV* or *ABBREV*SHA*-ABBREV* protocols.,,,
NSA-SNMP-022,Weak SNMPv3 User Privacy Encryption Algorithm Configured,*ABBREV*SNMPv3*-ABBREV* Users can be configured to encrypt *ABBREV*SNMP*-ABBREV* messages sent using a number of different protocols.  Privacy encryption is used to ensure that the data contained in the message cannot be read in transport.,,,
NSA-SNMP-023,Weak SNMP Traps,"*ABBREV*SNMP*-ABBREV* traps and informs can be configured to send notifications to a *ABBREV*SNMP*-ABBREV* *ABBREV*NMS*-ABBREV* host. Trap notifications are sent without any confirmation of receipt from the receiving host, whilst with inform notifications the receiving host sends a confirmation of receipt. Community strings can be configured for traps and inform notifications to provide a method of authentication.",,,
NSA-SNMP-024,SNMP Write Access Enabled,"*ABBREV*SNMP*-ABBREV* is an industry standard protocol for monitoring and managing a variety of devices. *ABBREV*SNMP*-ABBREV* services typically offer detailed information that includes a device's operating system, network interfaces, memory, system counters and system users. With write access to *ABBREV*SNMP*-ABBREV* it can be possible to re-configure networking, system properties and even shutdown a device.",CM.3.067,,CM-5(1)
NSA-TIME-001,No Time Synchronization Configured,"Time synchronization for network devices is inherently important, not just for the various services that make use of time, but also for the accurate logging of events. Therefore network devices can be configured to synchronize their time against a network time source in order to ensure that the time is synchronized.",AU.2.043,10.4.1.b,AU-8(1)
NSA-TIME-002,NTP Authentication Was Disabled,*ABBREV*NTP*-ABBREV* (described in *RFC*5905*-RFC*) is a complex time synchronization protocol with a number of different features and options such as time update authentication.,AU.2.043,10.4.1.b,AU-8(1)
NSA-TIME-003,NTP Broadcast Updates Enabled,*ABBREV*NTP*-ABBREV* (described in *RFC*5905*-RFC*) is a complex time synchronization protocol with a number of different features and options including broadcast time updates.,AU.2.043,10.4.1.b,AU-8(1)
NSA-TIME-004,NTP Control Queries Were Permitted,"*ABBREV*NTP*-ABBREV* (described in *RFC*5905*-RFC*) is a complex time synchronization protocol with a number of different features and options. In addition to time, a number of control queries can be made to an *ABBREV*NTP*-ABBREV* server, these include requesting a list of the servers *ABBREV*NTP*-ABBREV* peers and a number of different variables.",AU.2.043,10.4.1.b,AU-8(1)
NSA-TIME-005,Default Time Authentication Key,*ABBREV*NTP*-ABBREV* (described in *RFC*5905*-RFC*) is a complex time synchronization protocol with a number of different features and options such as time update authentication.,AU.2.043,10.4.1.b,AU-8(1)
NSA-TIME-006,Dictionary-Based Time Authentication Key,*ABBREV*NTP*-ABBREV* (described in *RFC*5905*-RFC*) is a complex time synchronization protocol with a number of different features and options such as time update authentication.,AU.2.043,10.4.1.b,AU-8(1)
NSA-TIME-007,Weak Time Authentication Key,*ABBREV*NTP*-ABBREV* (described in *RFC*5905*-RFC*) is a complex time synchronization protocol with a number of different features and options such as time update authentication.,AU.2.043,10.4.1.b,AU-8(1)
NSA-TIME-008,Not All NTP Time Sources Were Authenticated,"Time synchronization for network devices is inherently important, not just for the various services that make use of time, but also for the accurate logging of events. Therefore, network devices can be configured to synchronize their time against a network time source in order to ensure that the time is synchronized.",AU.2.043,10.4.1.b,AU-8(1)
NSA-TIME-009,NTP Peers Configured Without Authentication,"*ABBREV*NTP*-ABBREV* (described in *RFC*5905*-RFC*) is a complex time synchronization protocol with a number of different features and options such as time update authentication. In addition to requesting time information from a centralized time source, some devices are also capable of offering *ABBREV*NTP*-ABBREV* time updates to peers.",AU.2.043,10.4.1.b,AU-8(1)
NSA-TIME-010,SNTP Authentication Was Disabled,"*ABBREV*SNTP*-ABBREV* (described in *RFC*4330*-RFC*) is more simplified version of *ABBREV*NTP*-ABBREV* (described in *RFC*5905*-RFC*), although the protocol does still support a number of different features and options such as time update authentication.",AU.2.043,10.4.1.b,AU-8(1)
NSA-TIME-011,Not All SNTP Time Sources Were Authenticated,"*ABBREV*SNTP*-ABBREV* (described in *RFC*4330*-RFC*) is more simplified version of *ABBREV*NTP*-ABBREV* (described in *RFC*5905*-RFC*), although the protocol does still support a number of different features and options such as time update authentication.",AU.2.043,10.4.1.b,
