ip,domain,intel
"108.128.204.189","covidsche.com","malwarepatrol.net"
"52.214.219.69","covidsche.com","malwarepatrol.net"
"73.143.168.184","covidgalaxy.com","malwarepatrol.net"
"217.160.0.93","covid21.brussels","malwarepatrol.net"
"217.160.0.56","covid19-medical24.com","malwarepatrol.net"
"128.65.195.221","coronacityrun.com","malwarepatrol.net"
"145.239.37.162","boiteaideecovid.com","malwarepatrol.net"
"34.77.10.20","alexgcoronado.com","malwarepatrol.net"
"81.169.145.161","covidtest.berlin","malwarepatrol.net"
"3.82.213.106","covidssf.com","malwarepatrol.net"
"74.208.215.245","covidplusid.com","malwarepatrol.net"
"64.207.139.181","covidhealthhelps.com","malwarepatrol.net"
"127.0.0.1","covid-funds-gov.com","malwarepatrol.net"
"104.31.71.186","covidfreehugs.com","malwarepatrol.net"
"104.31.70.186","covidfreehugs.com","malwarepatrol.net"
"172.67.150.237","covidfreehugs.com","malwarepatrol.net"
"50.87.253.62","covidexpresscare.com","malwarepatrol.net"
"54.38.206.54","covid-dezynfekcja.com","malwarepatrol.net"
"23.227.38.69","covidcontrolboutique.com","malwarepatrol.net"
"88.99.76.20","covidamed.com","malwarepatrol.net"
"162.215.254.66","coronazubairlab.com","malwarepatrol.net"
"145.131.10.248","coronationmarketing.com","malwarepatrol.net"
"212.44.102.209","coronanogo.com","malwarepatrol.net"
"198.54.126.162","coronakalyanam.com","malwarepatrol.net"
"89.163.209.199","coronafinanzen.com","malwarepatrol.net"
"37.17.230.13","corona-antitest.com","malwarepatrol.net"
"217.160.0.77","comprar-test-coronavirus.com","malwarepatrol.net"
"111.90.150.81","canadagovcovid.com","malwarepatrol.net"
"52.33.207.7","annocovid19.com","malwarepatrol.net"
"104.24.112.91","aftercoronainvest.com","malwarepatrol.net"
"104.24.113.91","aftercoronainvest.com","malwarepatrol.net"
"172.67.143.232","aftercoronainvest.com","malwarepatrol.net"
"146.88.234.245","covidstrategie.com","malwarepatrol.net"
"5.181.218.105","covidiot101.com","malwarepatrol.net"
"54.154.44.39","covidinromania.com","malwarepatrol.net"
"34.242.161.146","covidinromania.com","malwarepatrol.net"
"34.250.168.42","covidinromania.com","malwarepatrol.net"
"66.113.136.229","covidinnovator.com","malwarepatrol.net"
"85.214.253.151","covid-helper-app.com","malwarepatrol.net"
"52.211.90.123","covid-compare.com","malwarepatrol.net"
"81.17.241.117","covidcabs.com","malwarepatrol.net"
"199.34.228.42","covidaviationcalculator.com","malwarepatrol.net"
"159.8.210.35","covid614g.com","malwarepatrol.net"
"148.105.251.17","covid-19-safe-events.com","malwarepatrol.net"
"69.90.104.80","covid19maskcard.com","malwarepatrol.net"
"80.67.17.73","corona-test-berlin.com","malwarepatrol.net"
"82.94.246.35","coronaenleefstijl.com","malwarepatrol.net"
"91.195.241.136","corona-doku.com","malwarepatrol.net"
"208.91.197.87","coronacondo.com","malwarepatrol.net"
"162.241.62.137","coronacomercial.com","malwarepatrol.net"
"213.145.228.16","corona-antigen-test.com","malwarepatrol.net"
"78.153.220.11","communitycovidwebinar.com","malwarepatrol.net"
"217.160.0.177","cic-desinfection-covid.com","malwarepatrol.net"
"94.23.73.16","bludimetilene-covid19.com","malwarepatrol.net"
"46.28.105.2","anticovidrecipes.com","malwarepatrol.net"
"62.6.210.220","covidvaccinesupply.com","malwarepatrol.net"
"51.83.172.12","covid-pw.com","malwarepatrol.net"
"72.167.242.48","covidproofair.com","malwarepatrol.net"
"50.97.186.164","covidkilledtokyo.com","malwarepatrol.net"
"50.97.186.163","covidkilledtokyo.com","malwarepatrol.net"
"3.139.11.87","covidiantech.com","malwarepatrol.net"
"18.221.5.16","covidiantech.com","malwarepatrol.net"
"104.28.28.197","covid-fr.com","malwarepatrol.net"
"172.67.173.136","covid-fr.com","malwarepatrol.net"
"104.28.29.197","covid-fr.com","malwarepatrol.net"
"66.96.130.46","covidescort.com","malwarepatrol.net"
"208.94.116.135","covideochatgames.com","malwarepatrol.net"
"185.30.32.248","corona-impfung.bayern","malwarepatrol.net"
"3.234.181.234","cictwuhan-app.com","malwarepatrol.net"
"nbparking-lb1-e8979d80a94bc16b.elb.us-east-1.amazonaws.com.","cictwuhan-app.com","malwarepatrol.net"
"comingsoon.namebright.com.","cictwuhan-app.com","malwarepatrol.net"
"217.160.0.101","buythecovidvaccine.com","malwarepatrol.net"
"172.67.209.23","pharmacovid.click","malwarepatrol.net"
"104.27.130.65","pharmacovid.click","malwarepatrol.net"
"104.27.131.65","pharmacovid.click","malwarepatrol.net"
"81.88.48.71","covidpersistent.cat","malwarepatrol.net"
"217.160.0.240","corona-killer.club","malwarepatrol.net"
"31.11.35.13","lmpots-covide-public.cloud","malwarepatrol.net"
"69.46.6.164","covidsupplyindia.com","malwarepatrol.net"
"23.227.38.36","covidnoneteen.com","malwarepatrol.net"
"3.138.89.151","covidisova.com","malwarepatrol.net"
"209.182.213.131","covidcdcq.com","malwarepatrol.net"
"79.98.25.1","covid19vakcina.com","malwarepatrol.net"
"104.18.42.109","covid19traxx.com","malwarepatrol.net"
"172.67.199.153","covid19traxx.com","malwarepatrol.net"
"104.18.43.109","covid19traxx.com","malwarepatrol.net"
"5.101.218.57","covid19resourceinfo.com","malwarepatrol.net"
"78.46.12.212","corona-schnelltest.center","malwarepatrol.net"
"88.99.101.251","corona-schnelltest.app","malwarepatrol.net"
"217.160.0.13","corona-info-tour.com","malwarepatrol.net"
"185.182.56.53","corona-campaign.com","malwarepatrol.net"
"34.225.91.190","cfscovidform.com","malwarepatrol.net"
"149.202.105.228","allvscovid.com","malwarepatrol.net"
"69.172.201.218","aeratedcovid.com","malwarepatrol.net"
"217.160.0.186","covid-killer.club","malwarepatrol.net"
"69.163.226.96","covidcurated.blog","malwarepatrol.net"
"185.183.96.101","aanvraagcorona.com","malwarepatrol.net"
"98.124.199.89","2353coronaave.com","malwarepatrol.net"
"89.46.107.219","cra-covid19.cloud","malwarepatrol.net"
"67.20.76.98","covidtreatmentoptions.com","malwarepatrol.net"
"54.208.77.124","coronaviruscare.com","malwarepatrol.net"
"35.169.58.188","coronaviruscare.com","malwarepatrol.net"
"34.206.12.234","coronaviruscare.com","malwarepatrol.net"
"5.39.10.93","corona-tribunal.com","malwarepatrol.net"
"217.160.231.196","corona-test-24.com","malwarepatrol.net"
"185.107.225.77","coronastoreunits.com","malwarepatrol.net"
"81.19.154.98","coronaschnelltester.com","malwarepatrol.net"
"51.75.86.155","coronaquicktester.com","malwarepatrol.net"
"135.181.104.17","corona-infoportal.com","malwarepatrol.net"
"217.160.0.252","coronafelpudos.com","malwarepatrol.net"
"50.87.170.84","comunidadescontracovid.com","malwarepatrol.net"
"165.232.109.32","claim-covid-ref.com","malwarepatrol.net"
"194.209.26.19","causacorona.com","malwarepatrol.net"
"82.223.128.212","cambrabcncovid.cat","malwarepatrol.net"
"74.208.236.43","aide-financiere-covid19.com","malwarepatrol.net"
"66.96.162.132","pandemicpussy.blog","malwarepatrol.net"
"188.93.150.105","fasttestcorona.com","malwarepatrol.net"
"160.153.129.212","ethiopiacovid19test.com","malwarepatrol.net"
"74.207.247.154","covidsafeferries.com","malwarepatrol.net"
"35.208.184.113","covidglobalmap.com","malwarepatrol.net"
"82.98.135.44","covidfre.com","malwarepatrol.net"
"185.253.212.22","covidboxtests.com","malwarepatrol.net"
"68.66.216.23","coronateinternational.com","malwarepatrol.net"
"194.9.94.86","coronalion.com","malwarepatrol.net"
"194.9.94.85","coronalion.com","malwarepatrol.net"
"188.93.150.129","coronafasttests.com","malwarepatrol.net"
"194.36.191.222","coronaaanvraagnu.com","malwarepatrol.net"
"199.34.228.177","azcovidbustersllc.com","malwarepatrol.net"
"192.163.196.176","amvideoclassifiedscorona.com","malwarepatrol.net"
"82.98.155.3","covidstats.cat","malwarepatrol.net"
"31.15.10.132","artincovid.com","malwarepatrol.net"
"185.94.230.102","anticovidnasalspray.com","malwarepatrol.net"
"89.184.72.96","covid-award.best","malwarepatrol.net"
"78.46.152.16","covidampel.app","malwarepatrol.net"
"217.160.0.27","corona-kontakttagebuch.app","malwarepatrol.net"
"198.100.154.154","bmcovidscreen.com","malwarepatrol.net"
"195.142.1.93","app-pandemic.com","malwarepatrol.net"
"162.144.91.193","anticovid10.com","malwarepatrol.net"
"192.64.119.100","inpandemic.art","malwarepatrol.net"
"66.42.111.186","inpandemic.art","malwarepatrol.net"
"188.93.150.128","coronateststraat.amsterdam","malwarepatrol.net"
"188.93.150.65","coronasnelteststraat.amsterdam","malwarepatrol.net"
"3.129.252.224","517wuhan.com","malwarepatrol.net"
"154.212.115.166","027wuhanyese.com","malwarepatrol.net"
"85.13.163.81","corona-schutzmasken.biz","malwarepatrol.net"
"217.160.0.51","articuloscovid.com","malwarepatrol.net"
"216.55.149.9","ameli-remboursement-covid19.com","malwarepatrol.net"
"52.147.15.202","11coronationroad.com","malwarepatrol.net"
"107.180.3.244","utahcovidtrials.org","malwarepatrol.net"
"52.50.84.250","stopp-corona.info","malwarepatrol.net"
"54.216.244.26","stopp-corona.info","malwarepatrol.net"
"174.136.30.134","soroptimistcorona.org","malwarepatrol.net"
"195.77.116.8","plasmacovid.cat","malwarepatrol.net"
"185.30.35.9","pandemic-update.info","malwarepatrol.net"
"185.125.78.194","mascarillasanticovid.fun","malwarepatrol.net"
"62.210.130.236","impots-coronavirus.net","malwarepatrol.net"
"217.160.0.83","covidtest.london","malwarepatrol.net"
"87.118.77.64","covid-in-africa.org","malwarepatrol.net"
"13.235.129.86","covidimpactmohp.org","malwarepatrol.net"
"74.208.236.145","covidcomments.info","malwarepatrol.net"
"185.66.41.163","covidcatalunya.cat","malwarepatrol.net"
"93.184.77.58","covidax.org","malwarepatrol.net"
"209.239.123.175","covid19-maps.info","malwarepatrol.net"
"46.250.221.12","coronatrack.app","malwarepatrol.net"
"37.48.120.199","coronagame.org","malwarepatrol.net"
"197.221.14.21","corona-class-action-namibia.org","malwarepatrol.net"
"52.72.49.79","coronacarecallers.care","malwarepatrol.net"
"18.196.234.219","infoabout-covid19.com","malwarepatrol.net"
"18.193.63.169","infoabout-covid19.com","malwarepatrol.net"
"188.93.150.53","covidtestlane.com","malwarepatrol.net"
"91.191.174.52","covidtestankara.com","malwarepatrol.net"
"176.31.149.106","covidteoria.com","malwarepatrol.net"
"50.87.253.44","covidsecureme.com","malwarepatrol.net"
"192.254.190.187","covidresponseuk.com","malwarepatrol.net"
"197.221.14.96","covidnad.com","malwarepatrol.net"
"54.236.162.93","covidatlantic.com","malwarepatrol.net"
"45.88.202.115","covid19slide.com","malwarepatrol.net"
"66.235.200.147","coronatestingservices.com","malwarepatrol.net"
"54.230.74.32","artemiscovidtest.com","malwarepatrol.net"
"54.230.74.22","artemiscovidtest.com","malwarepatrol.net"
"54.230.74.90","artemiscovidtest.com","malwarepatrol.net"
"54.230.74.56","artemiscovidtest.com","malwarepatrol.net"
"43.255.154.112","bkccovidhospital.com","malwarepatrol.net"
"52.218.205.170","anchoragecovidtest.com","malwarepatrol.net"
"37.187.30.208","accovid.com","malwarepatrol.net"
"69.172.201.153","australiacovid.com","malwarepatrol.net"
"66.235.200.146","ateliercorona.com","malwarepatrol.net"
"108.167.140.85","anti-coronamasks.com","malwarepatrol.net"
"52.67.19.28","robocovid.app","malwarepatrol.net"
"31.220.104.211","covidrestaurante.com","malwarepatrol.net"
"67.222.27.102","covidnuts.com","malwarepatrol.net"
"107.180.14.32","covid19supersite.com","malwarepatrol.net"
"173.249.41.108","covid19msc.com","malwarepatrol.net"
"51.79.176.25","coronadetucsonroofing.com","malwarepatrol.net"
"107.180.32.152","askcovid19now.com","malwarepatrol.net"
"3.18.65.24","520wuhan.com","malwarepatrol.net"
"13.59.96.118","520wuhan.com","malwarepatrol.net"
"3.18.25.61","520wuhan.com","malwarepatrol.net"
"104.171.23.69","dotcovideos.com","malwarepatrol.net"
"104.171.23.70","dotcovideos.com","malwarepatrol.net"
"74.208.236.212","covidsurvivorgang.com","malwarepatrol.net"
"107.180.39.228","covidsolutionsperu.com","malwarepatrol.net"
"172.96.187.248","covidnewslive.com","malwarepatrol.net"
"47.90.80.180","chakracorona.com","malwarepatrol.net"
"35.192.42.3","checkcovid.app","malwarepatrol.net"
"185.66.41.131","viruscovid-19.cat","malwarepatrol.net"
"89.46.110.20","covid19-aml.cloud","malwarepatrol.net"
"162.241.252.98","aseoscovid19.com","malwarepatrol.net"
"104.28.7.54","arturocorona520.com","malwarepatrol.net"
"172.67.131.91","arturocorona520.com","malwarepatrol.net"
"104.28.6.54","arturocorona520.com","malwarepatrol.net"
"104.253.56.213","5wuhanjiluyi.com","malwarepatrol.net"
"104.253.56.212","555wuhanjiluyi.com","malwarepatrol.net"
"81.95.96.29","covid-sign.com","malwarepatrol.net"
"172.67.210.228","covid-deals.com","malwarepatrol.net"
"104.27.169.61","covid-deals.com","malwarepatrol.net"
"104.27.168.61","covid-deals.com","malwarepatrol.net"
"217.26.48.101","covid-19-therapeutic.com","malwarepatrol.net"
"167.172.221.254","covid19-ithaca.com","malwarepatrol.net"
"206.189.73.52","covid19-ithaca.com","malwarepatrol.net"
"covid19-ithaca.netlify.app.","covid19-ithaca.com","malwarepatrol.net"
"80.237.130.47","corona-music.com","malwarepatrol.net"
"195.128.100.12","coronakontaktliste.com","malwarepatrol.net"
"88.214.197.102","businesscovid.com","malwarepatrol.net"
"18.191.111.1","anoncovidtext.com","malwarepatrol.net"
"118.27.99.89","aftercorona-plan.com","malwarepatrol.net"
"192.64.119.156","pandemicliteracy.academy","malwarepatrol.net"
"74.208.236.178","covidvirusof2020.com","malwarepatrol.net"
"173.231.211.250","covidelectrostatic.com","malwarepatrol.net"
"66.96.160.128","covidcheck-in.com","malwarepatrol.net"
"202.71.129.17","coronationherbal.com","malwarepatrol.net"
"178.238.47.107","cacovid19frontlinehousing.com","malwarepatrol.net"
"35.208.120.96","covidiscurable.com","malwarepatrol.net"
"195.155.98.86","covidhizlitestkiti.com","malwarepatrol.net"
"34.235.102.52","covid-alabama.com","malwarepatrol.net"
"185.216.113.100","covid19diagnostickit.com","malwarepatrol.net"
"46.17.172.188","coronarybypassoperation.com","malwarepatrol.net"
"89.31.143.20","corona-name.com","malwarepatrol.net"
"192.64.119.30","chillpandemic.com","malwarepatrol.net"
"217.64.195.187","milancovidfree.biz","malwarepatrol.net"
"104.18.60.211","20gbdestek-webcovid19tr-girisleriniz.com","malwarepatrol.net"
"172.67.170.90","20gbdestek-webcovid19tr-girisleriniz.com","malwarepatrol.net"
"104.18.61.211","20gbdestek-webcovid19tr-girisleriniz.com","malwarepatrol.net"
"104.18.32.62","20gbdestekweb-covid19trgirisleriniz.com","malwarepatrol.net"
"172.67.210.200","20gbdestekweb-covid19trgirisleriniz.com","malwarepatrol.net"
"104.18.33.62","20gbdestekweb-covid19trgirisleriniz.com","malwarepatrol.net"
"81.169.145.84","anti-corona-folie.com","malwarepatrol.net"
"107.180.100.113","accesoscovid.com","malwarepatrol.net"
"192.185.5.27","covidsafetybundle.com","malwarepatrol.net"
"13.211.181.187","covidsafecollective.com","malwarepatrol.net"
"50.22.154.126","covidquickie.com","malwarepatrol.net"
"199.34.228.159","covid-19ipcgrants.com","malwarepatrol.net"
"54.76.177.85","covid19bulksuppliers.com","malwarepatrol.net"
"194.85.61.76","corona-ware.com","malwarepatrol.net"
"109.70.26.37","corona-ware.com","malwarepatrol.net"
"217.61.129.17","consultorescovid.com","malwarepatrol.net"
"199.34.228.75","athletecovidhealth.com","malwarepatrol.net"
"206.189.200.217","atacacovid.com","malwarepatrol.net"
"23.101.202.65","agricolaecovida.com","malwarepatrol.net"
"45.33.56.64","covidstrat.com","malwarepatrol.net"
"162.0.229.11","covidsafetyapp.com","malwarepatrol.net"
"104.31.89.222","covidratio.com","malwarepatrol.net"
"104.31.88.222","covidratio.com","malwarepatrol.net"
"172.67.165.246","covidratio.com","malwarepatrol.net"
"199.168.190.42","covidkerala.com","malwarepatrol.net"
"208.113.161.70","covidisbad.com","malwarepatrol.net"
"176.74.27.137","covidaboration.com","malwarepatrol.net"
"104.18.52.123","covid425rich.com","malwarepatrol.net"
"104.18.53.123","covid425rich.com","malwarepatrol.net"
"172.67.146.129","covid425rich.com","malwarepatrol.net"
"52.52.16.238","coronado211.com","malwarepatrol.net"
"52.9.71.138","coronado211.com","malwarepatrol.net"
"74.208.236.188","columbiacovidfails.com","malwarepatrol.net"
"52.2.192.9","anticovid19rapidtest.com","malwarepatrol.net"
"208.113.193.154","allcoronajokes.com","malwarepatrol.net"
"104.18.39.205","3900coronado.com","malwarepatrol.net"
"104.18.38.205","3900coronado.com","malwarepatrol.net"
"172.67.171.44","3900coronado.com","malwarepatrol.net"
"148.72.102.19","covid-studies.com","malwarepatrol.net"
"103.17.211.117","covidcuremalaysia.com","malwarepatrol.net"
"104.198.14.52","covidcreationsconcert.com","malwarepatrol.net"
"69.167.148.97","coronadoemdr.com","malwarepatrol.net"
"13.238.86.124","bureaucovid19arrete.com","malwarepatrol.net"
"173.236.185.218","covidtimemap.com","malwarepatrol.net"
"198.57.149.106","covidtestinginstitute.com","malwarepatrol.net"
"35.203.176.46","covidprecheck.app","malwarepatrol.net"
"74.208.236.79","covidmoron.com","malwarepatrol.net"
"199.34.228.44","covidmonologues.com","malwarepatrol.net"
"115.68.221.230","covid-19-seoul-publicart-project.com","malwarepatrol.net"
"81.88.57.70","covid19hiperstore.com","malwarepatrol.net"
"34.89.33.102","coronasmelltraining.com","malwarepatrol.net"
"85.13.138.58","coronaschutzschirmverfahren.com","malwarepatrol.net"
"150.95.255.38","coronainflu.com","malwarepatrol.net"
"107.180.97.91","coronagoodsca.com","malwarepatrol.net"
"217.160.0.78","coronaconsensusconference.com","malwarepatrol.net"
"217.160.0.190","corona-consensus-conference.com","malwarepatrol.net"
"35.208.205.0","cannabisdeliverycoronadelmar.com","malwarepatrol.net"
"173.236.146.193","postpandemicwebsites.blog","malwarepatrol.net"
"104.254.182.22","collectifcovid.com","malwarepatrol.net"
"61.4.115.232","b-corona.com","malwarepatrol.net"
"173.255.202.211","anti-covid19mask.com","malwarepatrol.net"
"45.205.36.226","23wuhan.com","malwarepatrol.net"
"13.229.38.226","vietnamdanhbaicovid2020.cyou","malwarepatrol.net"
"204.11.58.194","vacinaanticovid.net","malwarepatrol.net"
"217.76.156.252","stopcovid.madrid","malwarepatrol.net"
"68.65.122.88","covid19japan.money","malwarepatrol.net"
"91.206.201.8","covid19fake.info","malwarepatrol.net"
"162.210.70.23","anticovidserum.net","malwarepatrol.net"
"81.19.215.19","africorona.org","malwarepatrol.net"
"80.158.41.247","coronawarnapp.app","malwarepatrol.net"
"35.208.137.4","breathablecovidmasks.com","malwarepatrol.net"
