source,metric_name,type,description
DSNDQWAC,QWACUDFNF_CP         ,OTHR,Accumulated CPU time consumed executing User Defined Functions on the main application execution unit. This time does not include CPU consumed on an IBM specialty engine. Since these UDFs run entirely within DB2 this time represents class 1 and class 2 time.                                  
DSNDQWAC,QWACSP_CLS1se        ,OTHR,The accumlated CPU time used to satisfy Stored Procedure requests processed in a DB2 Stored Procedure/WLM Address Space while executing on an IBM specialty engine.  SQLP times are included in this time if the SQLP was called on a nested task and was not invoked by the main application execution unit.                        
DSNDQWAC,QWACSP_CLS2se        ,OTHR,The Accumulated CPU time consumed in DB2 processing SQL statements issued by Stored Procedure(s) processed in a DB2 Stored Procedure/WLM Address Space while executing on an IBM specialty engine. SQLP times are included in this time if the SQLP was called on a nested task and was not invoked by the main application execution unit. This time is a subset of XWACSP_CLS1se                       
DSNDQWAC,QWACUDF_CLS1se       ,OTHR,The accumulated CPU time used to satisfy UDF requests processed in a DB2 Stored Procedure/WLM Address Space while executing on an IBM specialty engine. 
DSNDQWAC,QWACUDF_CLS2se       ,OTHR,The Accumulated CPU time consumed in DB2 processing SQL statements issued by UDFs processed in a DB2 stored procedure/WLM Address Space while executing on an IBM specialty engine. This time is a subset of XWACUDF_CLS1se               
DSNDQWAC,QWACTRTE_se          ,OTHR,The Accumulated CPU time consumed on an IBM specialty engine while executing triggers on a nested task.   
DSNDQWAC,QWAC_AT_WAIT         ,OTHR,Accumulated time waiting for autonomous procedures to complete      
DSNDQWAC,QWAC_AT_COUNT        ,OTHR,1. for non-rollup records = the number of autonomous procedures executed; ** 2. for parallel query rollup records = 0; ** 3. for autonomous procedure rollup records = 0; ** 4. for a DDF/RRSAF rollup records = the number of autonomous procedures executed. These procedures are NOT counted in XWACPCNT. 
DSNDQWAC,QWAC_PT_COUNT        ,OTHR,1. for all non-rollup records = 0 ; ** 2. for a parallel query rollup record number of parallel child agents rolled into this record; ** 3. For an autonomous procedure rollup record = 0 ; ** 4. for a DDF/RRSAF rollup record the number of parallel query child agents rolled into this record. These agents are NOT counted in XWACPCNT. 
DSNDQWAC,QWAC_PQS_WAIT        ,OTHR,Accumulated time Waiting for parallel queries to synchronize between parent and child tasks  
DSNDQWAC,QWAC_PQS_COUNT       ,OTHR,Number of times a parallel query processing had to suspend waiting for parent/child to synchronize 
DSNDQWAC,QWAC_ACCEL_ELIG_ELA  ,OTHR,Accumulated elapsed time spent processing SQL in DB2 that may be eligible for execution on an accelerator
DSNDQWAC,QWAC_ACCEL_ELIG_CP   ,OTHR,Accumulated CPU time spent processing SQL in DB2 that may be eligible for execution on an accelerator this value does not include time spent processing on an IBM specialty engine
DSNDQWAC,QWAC_ACCEL_ELIG_SE   ,OTHR,Accumulated CPU time consumed on an IBM specialty engine processing SQL in DB2 that may be eligible for execution on an accelerator*/
DSNDQWAC,QWAC_WORKFILE_MAX    ,OTHR,Maximum number of workfile blocks being used by this agent at any given point in time (traditional workfile use, DGTT and DGTT indexes)                       
DSNDQWAC,QWAC_WORKFILE_CURR   ,OTHR,Current number of workfile blocks being used by this agent (traditional workfile use, DGTT and DGTT indexes)
DSNDQWAX,QWAXALOG             ,OTHR,Accumulated wait time due to processing of ARCHIVE LOG MODE(QUIESCE) commands  NOTE: This number represents the amount of time that an individual thread was suspended due to an ARCHIVE LOG MODE(QUIESCE) command and not the time that it took for the entire command to complete
DSNDQWAX,QWAXALCT             ,OTHR,Number of suspensions due to processing of ARCHIVE LOG MODE(QUIESCE) commands. QWAXALCT is a Class 1 value.
DSNDQWAX,QWAXARND             ,OTHR,Number of wait trace events processed for waits for a drain lock.
DSNDQWAX,QWAXAWDR             ,OTHR,Accumulated wait time for a drain lock.
DSNDQWAX,QWAXAWCL             ,OTHR,Accumulated wait time for a drain when waiting for claims to be released
DSNDQWAX,QWAXARNC             ,OTHR,Number of wait trace events processed for suspensions to wait for claims to be released
DSNDQWAX,QWAXAWAR             ,OTHR,Accumulated wait time for: - archive reads - active reads - active log prefetch reads
DSNDQWAX,QWAXANAR             ,OTHR,Number of wait trace events processed for: - archive reads - active reads - active log prefetch reads
DSNDQWAX,QWAXOCSE             ,OTHR,Accumulated wait time due to synchronous execution unit switch to the DB2 Open/Close data set service or the HSM recall service.
DSNDQWAX,QWAXSLSE             ,OTHR,Accumulated wait time due to synchronous execution unit switch to the DB2 SYSLGRNG recording service.  This service is also sometimes used for level-id checking for down level detection
DSNDQWAX,QWAXDSSE             ,OTHR,Accumulated wait time due to synchronous execution unit switch to the DB2 Dataspace Manager Services which include: - Define data set - Extend data set - Delete data set - Reset data set - VSAM catalog access 
DSNDQWAX,QWAXOTSE             ,OTHR,Accumulated wait time due to synchronous execution unit switch to other DB2 service tasks 
DSNDQWAX,QWAXOCNS             ,OTHR,Number of wait trace events processed for waits for synchronous execution unit switching to the Open/Close service.
DSNDQWAX,QWAXSLNS             ,OTHR,Number of wait trace events processed for waits for synchronous execution unit switching to the Syslgrng recording service.
DSNDQWAX,QWAXDSNS             ,OTHR,Number of wait trace events processed for waits for synchronous execution unit switching to Dataspace Manager service tasks.
DSNDQWAX,QWAXOTNS             ,OTHR,Number of wait trace events processed for waits for synchronous execution unit switching to other service tasks
DSNDQWAX,QWAXAWFC             ,OTHR,Accumulated wait time for commit phase 1 database write I/O completion.
DSNDQWAX,QWAXFCCT             ,OTHR,Number of wait trace events processed for force-at-commit
DSNDQWAX,QWAXIXLE             ,OTHR,Number of wait trace events processed for asynch IXLCACHE/IXLFCOMP invocations. These are incremented by IFCID 329 which is NOT part of a begin/end pair so this number represents the true # of events and is not doubled as are other wait events.
DSNDQWAX,QWAXIXLT             ,OTHR,Accumulated wait time for IXLCACHE and IXLFCOMP asynch req. in microseconds
DSNDQWAX,QWAXPIPE_WAIT        ,OTHR,Accumulated wait time for pipe wait
DSNDQWAX,QWAXPIPEWAIT_COUNT   ,OTHR,Number of wait trace events processed for pipe wait                           
DSNDQWAX,QWAXLOBCOMP_WAIT     ,OTHR,Accumulated wait time for LOB compression
DSNDQWAX,QWAXLOBCOMP_COUNT    ,OTHR,Number of wait trace events processed for LOB compression
DSNDQWSB,QWSBSRSW             ,OTHR,IFC Records Written 
DSNDQWSB,QWSBSRNW             ,OTHR,IFC Records Not Written
DSNDQWSB,QWSBSBUF             ,OTHR,IFC Buffer Errors
DSNDQWSB,QWSBSACT             ,OTHR,IFC Not Active Errors
DSNDQWSB,QWSBSRNA             ,OTHR,IFC Records Not Accepted 
DSNDQWSC,QWSCSRSW             ,OTHR,Records written
DSNDQWSC,QWSCSRNW             ,OTHR,Record not written
DSNDQWSC,QWSCSRND             ,OTHR,Record not desired instalation turned off(severe error)
DSNDQWSC,QWSCSBNA             ,OTHR,Buffer not available
DSNDQWSC,QWSCSCF              ,OTHR,Collection failure ABEND during collection(error return information)
DSNDQWSB,QWSBSWF              ,OTHR,IFC Writer Failures 
DSNDQWSD,QWSDCKPT             ,OTHR,Db2 CHECKPOINT Count        
DSNDQWSD,QWSDSCA              ,OTHR,Count of IFI ABENDS                     
DSNDQWSD,QWSDSCU              ,OTHR,Count of IFI UNRECOGNIZED Funtions     
DSNDQWSD,QWSDSCCO             ,OTHR,Count of IFI COMMAND requests           
DSNDQWSD,QWSDSCRA             ,OTHR,Count of IFI READA requests             
DSNDQWSD,QWSDSCRS             ,OTHR,Count of IFI READS requests              
DSNDQWSD,QWSDSCWR             ,OTHR,Count of IFI WRITE requests
DSNDQWSD,QWSDCDLC             ,OTHR,Number of LOG RECORDS Captured for which Data Capture processing was invoked   
DSNDQWSD,QWSDCDLR             ,OTHR,Number of Data Capture LOG READS performed      
DSNDQWSD,QWSDCDRR             ,OTHR,Nunber of Data Capture LOG RECORDS returned    
DSNDQWSD,QWSDCDDR             ,OTHR,Nomber of Data Capture DATA ROWS returned                             
DSNDQWSD,QWSDCDDD             ,OTHR,Number of Data Capture DATA DESCRIPTIONS returned
DSNDQWSD,QWSDCDMB             ,OTHR,Number of  Data Capture DESCRIBES performed       
DSNDQWSD,QWSDCDTB             ,OTHR,Number of Data Capture tables for which Data Capture DATA DESCRIPTIONS were returned  
DSNDQWSD,QWSDARTH             ,OTHR,Number of rollup accounting records written due to rollup threshold exceeded
DSNDQWSD,QWSDARSG             ,OTHR,Number of rollup accounting records written due to rollup accounting storage threshold exceeded 
DSNDQWSD,QWSDARST             ,OTHR,Number of rollup accounting records written due to staleness threshold exceeded 
DSNDQWSD,QWSDARIR             ,OTHR,Number of records failing to qualify for accounting rollup due to all rollup key fields = NULL or NULL values not being permitted   
DSNDQXPK,QPSELECT             ,OTHR,Number of SELECTS 
DSNDQXPK,QPINSRT              ,OTHR,Number of INSERTS 
DSNDQXPK,QPUPDTE              ,OTHR,Number of UPDATES 
DSNDQXPK,QPDELET              ,OTHR,Number of DELETES 
DSNDQXPK,QPDESC               ,OTHR,Number of DESCRIBES 
DSNDQXPK,QPPREP               ,OTHR,Number of PREPARES 
DSNDQXPK,QPOPEN               ,OTHR,Number of OPENS 
DSNDQXPK,QPCLOSE              ,OTHR,Number of CLOSES 
DSNDQXPK,QPFETCH              ,OTHR,Number of FETCHS 
DSNDQXPK,QPLOCK               ,OTHR,Number of LOCK TABLES 
DSNDQXPK,QPCALL               ,OTHR,Number of SQL CALL statements
DSNDQXST,QXSELECT             ,SQL, Number of SELECTS   
DSNDQXST,QXINSRT              ,SQL, Number of INSERTS   
DSNDQXST,QXUPDTE              ,SQL, Number of UPDATES   
DSNDQXST,QXDELET              ,SQL, Number of DELETES   
DSNDQXST,QXDESC               ,SQL, Number of DESCRIBES   
DSNDQXST,QXPREP               ,SQL, Number of PREPARES   
DSNDQXST,QXOPEN               ,SQL, Number of OPENS   
DSNDQXST,QXCLOSE              ,SQL, Number of CLOSES   
DSNDQXST,QXCRTAB              ,DML, Number of CREATE TABLE   
DSNDQXST,QXCRINX              ,DML, Number of CREATE INDEX   
DSNDQXST,QXCTABS              ,DML, Number of CREATE TABLESPACE   
DSNDQXST,QXCRSYN              ,DML, Number of CREATE SYNONYM   
DSNDQXST,QXCRDAB              ,DML, Number of CREATE DATABASE   
DSNDQXST,QXCRSTG              ,DML, Number of CREATE STORAGE GROUP   
DSNDQXST,QXDEFVU              ,DML, Number of CREATE VIEW   
DSNDQXST,QXDRPIX              ,DML, Number of DROP INDEX   
DSNDQXST,QXDRPTA              ,DML, Number of DROP TABLE   
DSNDQXST,QXDRPTS              ,DML, Number of DROP TABLESPACE   
DSNDQXST,QXDRPDB              ,DML, Number of DROP DATABASE   
DSNDQXST,QXDRPSY              ,DML, Number of DROP SYNONYM   
DSNDQXST,QXDRPST              ,DML, Number of DROP STORAGE GROUP   
DSNDQXST,QXDRPVU              ,DML, Number of DROP VIEW   
DSNDQXST,QXALTST              ,DML, Number of ALTER STORAGE GROUP   
DSNDQXST,QXFETCH              ,SQL, Number of FETCHS   
DSNDQXST,QXALTTS              ,DML, Number of ALTER TABLESPACE   
DSNDQXST,QXALTTA              ,DML, Number of ALTER TABLE   
DSNDQXST,QXALTIX              ,DML, Number of ALTER INDEX   
DSNDQXST,QXCMTON              ,DML, Number of COMMENT ON   
DSNDQXST,QXLOCK               ,DML, Number of LOCK TABLE   
DSNDQXST,QXGRANT              ,DML, Number of GRANT   
DSNDQXST,QXREVOK              ,DML, Number of REVOKE   
DSNDQXST,QXINCRB              ,OTH, Number of INCREMENTAL BINDS EXCLUDING PREPARES   
DSNDQXST,QXLABON              ,DML, Number of LABEL ON   
DSNDQXST,QXSETSQL             ,SQL, Number of Set Current SQLID   
DSNDQXST,QXCRALS              ,DML, Number of CREATE ALIAS   
DSNDQXST,QXDRPAL              ,DML, Number of DROP ALIAS   
DSNDQXST,QXMIAP               ,RID, Number of times RID list processing used. This field is incremented once for a given table access for Index Access with list prefetch and for Multiple Index Access.   
DSNDQXST,QXNSMIAP             ,RID, Number of times a RID list was not used for a given RID list process involving one index (Index Access with list prefetch) or involving multiple indexes (Multiple Index Access) because no storage was available to hold the list of RIDs.   
DSNDQXST,QXMRMIAP             ,RID, Number of times one or more RID lists were not used for a given RID list process involving one indx (Index Access with list prefetch) or involving multiple indexes (Multiple Index Access) because the number of RIDs exceeded one or more internal limits.   
DSNDQXST,QXSETHV              ,SQL, Number of Set Host-Variable statements  we don't trace the contents of the special register.   
DSNDQXST,QXALDAB              ,DML, Number of ALTER DATABASE   
DSNDQXST,QXDRPPKG             ,DML, Number of DROP PACKAGE STATEMENTS   
DSNDQXST,QXDSCRTB             ,SQL, Number of DESCRIBE TABLE STATEMENTS    
DSNDQXST,QXMAXDEG             ,PGR, Maximum degree of parallelism among the parallel groups to indicate the extent to which query parallelism applies.   
DSNDQXST,QXTOTGRP             ,PGR, Total number of parallel groups executed   
DSNDQXST,QXDEGCUR             ,PGR, Total number pf parallel groups which fell back to sequential mode because the cursor may be used in UPDATE/DELETE.   
DSNDQXST,QXDEGESA             ,PGR, Total number of parallel groups which fell back to sequential mode due to lack of ESA sort support.   
DSNDQXST,QXDEGBUF             ,PGR, Total number of parallel groups that have a planned degree greater than one at run time  but fell back to sequential mode because of storage shortage or contention on the buffer pool.   
DSNDQXST,QXREDGRP             ,PGR, Total number of parallel groups that have a planned degree greater than one at run time  but were processed to a parallel degree less than planned because of a storage shortage or contention on the buffer pool.   
DSNDQXST,QXNORGRP             ,PGR, Total number of parallel groups that have a planned degree greater than one at run time  and were executed to the same degree because of sufficient storage on the buffer pool.   
DSNDQXST,QXCON1               ,SQL, Number of CONNECT type 1 statements executed   
DSNDQXST,QXCON2               ,SQL, Number of CONNECT type 2 statements executed   
DSNDQXST,QXREL                ,SQL, Number of RELEASE statements executed   
DSNDQXST,QXSETCON             ,SQL, Number of SET CONNECTION statements executed   
DSNDQXST,QXSETCDG             ,SQL, Number of SET CURRENT DEGREE statements executed   
DSNDQXST,QXSETCRL             ,SQL, Number of SET CURRENT RULES statements   
DSNDQXST,QXCALL               ,SQL, Number of SQL CALL statements executed   
DSNDQXST,QXCALLAB             ,SQL, Number of times a stored procedure ABENDed   
DSNDQXST,QXCALLTO             ,SQL, Number of times an SQL CALL statement timed out waiting to be scheduled   
DSNDQXST,QXCALLRJ             ,SQL, Number of times an SQL CALL statement was rejected   
DSNDQXST,QXRLFDPA             ,PGR, If non-zero  then Query Parallelism is disabled by the RLF for at least one dynamic SELECT statement in this thread. See IFCID 0022 from a PREPARE statement for detailed information at the statement level.  This field is for accounting IFCID 0003 and does not apply to IFCID 0002.   
DSNDQXST,QXCOORNO             ,PGR, Total number of parallel groups executed on a single DB2 due to the COORDINATOR subsystem parameter being set to NO. When the statement was bound  the COORDINATOR subsystem parameter was set to YES.  This situation can also occur when a plan or package is bound on one DB2 where COORDINATOR=YES but is run on a DB2 where COORDINATOR=NO.   
DSNDQXST,QXISORR              ,PGR, Total number of parallel groups executed on a single DB2 due to repeatable-read or read-stability isolation.   
DSNDQXST,QXCRGTT              ,DML, Number of CREATE GLOBAL TEMPORARY TABLE   
DSNDQXST,QXSTREOP             ,OTH, Total number of times reoptimization occurs.  This field does not apply to IFCID 0002.   
DSNDQXST,QXXCBPNX             ,PGR, Total number of parallel groups that were intended to run across the data sharing group.  This count is only incremented on the parallelism coordinator at run time.   
DSNDQXST,QXXCSKIP             ,PGR, The number of times that the parallelism coordinator had to bypass a DB2 when distributing tasks because there was not enough buffer pool storage on one or more DB2 members.  This field is incremented only on the parallelism coordinator  and it is only incremented once per parallel group  even though it is possible that more than one DB2 had a buffer pool shortage for that parallel group. The purpose of this count is to indicate when there are not enough buffers on a member.  Therefore  this count is incremented only when the buffer pool is defined to allow parallelism.  For example  if VPXPSEQT = 0 on an assistant  DB2 does not send parallel work there  but this count is not incremented.   
DSNDQXST,QXALOCL              ,SQL, Number of ASSOCIATE LOCATOR statements executed   
DSNDQXST,QXALOCC              ,SQL, Number of ALLOCATE CURSOR statements statements executed   
DSNDQXST,QXSTFND              ,SQL, The number of times a PREPARE request was satisfied by making a copy from the prepared statement cache   
DSNDQXST,QXSTNFND             ,SQL, The number of times a PREPARE request was received but a matching statement was not found in the prepared statement cache.  Cache search is only done for DML SQL and only if cache option is active   
DSNDQXST,QXSTIPRPL            ,SQL, The number of times that an implicit prepare was performed because the KEEPDYNAMIC(YES) option was used and an OPEN  EXECUTE or DESCRIBE of a dynamic statement occurred after a COMMIT but DB2 no longer had a valid copy of the executable version of the prepared statement   
DSNDQXST,QXSTNPRP             ,SQL, The number of times that a prepare was avoided because KEEPDYNAMIC(YES) was used along with prepared statement caching and DB2 still had the application process copy of the executable version of the prepared statement   
DSNDQXST,QXSTDEXP             ,SQL, The number of times that an application process' executable copy of a prepared statement was discarded due to the MAXKEEPD system limit being exceeded   
DSNDQXST,QXSTDINV             ,SQL, The number of times that a prepared statement was purged from the cache because a DROP  ALTER  or REVOKE statement was issued on a dependent object.   
DSNDQXST,QXRNTAB              ,DML, Number of RENAME TABLE                            
DSNDQXST,QXCTRIG              ,DML, Number of CREATE TRIGGER                          
DSNDQXST,QXDRPTR              ,DML, Number of DROP TRIGGER                            
DSNDQXST,QXSETPTH             ,SQL, Number of SET CURRENT PATH statements             
DSNDQXST,QXDRPFN              ,DML, Number of DROP USER DEFINED FUNCTION              
DSNDQXST,QXDRPPR              ,DML, Number of DROP PROCEDURE                          
DSNDQXST,QXCDIST              ,DML, Number of CREATE DISTINCT TYPE statements         
DSNDQXST,QXDDIST              ,DML, Number of DROP   DISTINCT TYPE statements         
DSNDQXST,QXCRUDF              ,DML, Number of CREATE FUNCTION statements              
DSNDQXST,QXCRPRO              ,DML, Number of CREATE PROCEDURE statements             
DSNDQXST,QXHOLDL              ,SQL, Number of HOLD LOCATOR statements                 
DSNDQXST,QXFREEL              ,SQL, Number of FREE LOCATOR statements                 
DSNDQXST,QXREPOP1             ,PGR, Total number of parallel groups for which DB2 reformulated the parallel portion of the access path because the sysplex configuration was different from the sysplex configuration at bind time. This counter is only incremented by the parallelism coordinator at run time.   
DSNDQXST,QXREPOP2             ,PGR, Total number of parallel groups for which DB2 reformulated the paralllel portion of the access path because there was not enough buffer pool resource. This counter is only incremented by the parallelism coordinator at run time.   
DSNDQXST,QXCRATB              ,DML, Number of CREATE AUX TABLE statements   
DSNDQXST,QXSTLOBV             ,OTH, Max storage used for LOB values In KB for accounting  in MB for statistics   
DSNDQXST,QXALUDF              ,DML, Number of ALTER FUNCTION statements   
DSNDQXST,QXALPRO              ,DML, Number of ALTER PROCEDURE statements   
DSNDQXST,QXROIMAT             ,OTH, Number of times that direct row access was successful   
DSNDQXST,QXROIIDX             ,OTH, Number of times an attempt to use direct row access reverted to using an index to locate a record   
DSNDQXST,QXROITS              ,OTH, Number of times an attempt to use direct row access reverted to using a table space scan to locate a record   
DSNDQXST,QXSTTRG              ,OTH, Number of times a statement trigger was activated   
DSNDQXST,QXROWTRG             ,OTH, Number of times a row trigger was activated   
DSNDQXST,QXTRGERR             ,OTH, Number of times an SQL error occurred during execution of a triggered action   
DSNDQXST,QXCASCDP             ,OTH, Maximum level of nested SQL cascading.  This includes cascading due to triggers  UDFs and stored procedures.   
DSNDQXST,QXCAUD               ,OTH, Number of user defined functions executed   
DSNDQXST,QXCAUDAB             ,OTH, Number of times a UDF ABENDed   
DSNDQXST,QXCAUDTO             ,OTH, Number of times a UDF timed out waiting to be scheduled   
DSNDQXST,QXCAUDRJ             ,OTH, Number of times a UDF was rejected   
DSNDQXST,QXSETCPR             ,SQL, Number of SET CURRENT PRECISION statements executed   
DSNDQXST,QXDCLGTT             ,DML, Number of DECLARE GLOBAL TEMPORARY TABLE stmts   
DSNDQXST,QXDEGDTT             ,PGR, Total number of parallel groups that are part of a query block using a UDF and executed on a single DB2 due to the existence of a Declared Temporary Table in the application process. Neither the query block nor the parallel group references a Declared Temporary Table  and a parallel group may or may not use a UDF.   
DSNDQXST,QXCRESEQ             ,DML, Number of CREATE SEQUENCES   
DSNDQXST,QXALTSEQ             ,DML, Number of ALTER SEQUENCES   
DSNDQXST,QXDROSEQ             ,DML, Number of DROP SEQUENCES   
DSNDQXST,QXPRRESI             ,OTH, Number of PREPAREs for which use of an index/indexes were restricted because the index was in a pending state.   
DSNDQXST,QXALTVW              ,DML, Number of ALTER VIEW   
DSNDQXST,QXALTJR              ,DML, Number of ALTER JAR   
DSNDQXST,QXMERGE              ,SQL, Number of times MERGE statement was executed   
DSNDQXST,QXTRTBL              ,SQL, Number of times TRUNCATE TABLE was executed   
DSNDQXST,QXCRROL              ,DML, Number of CREATE ROLE   
DSNDQXST,QXDRPROL             ,DML, Number of DROP ROLE   
DSNDQXST,QXCRCTX              ,DML, Number of CREATE TRUSTED CONTEXT   
DSNDQXST,QXALTCTX             ,DML, Number of ALTER TRUSTED CONTEXT   
DSNDQXST,QXDRPCTX             ,DML, Number of DROP  TRUSTED CONTEXT   
DSNDQXST,QXRNIX               ,DML, Number of RENAME INDEX   
DSNDQXST,QXSTXMLV             ,OTH, Maximum storage used for XML values   
DSNDQXST,QXRWSFETCHD          ,SQL, Number of Rows Fetched   
DSNDQXST,QXRWSINSRTD          ,SQL, Number of Rows Inserted   
DSNDQXST,QXRWSUPDTD           ,SQL, Number of Rows Updated   
DSNDQXST,QXRWSDELETD          ,SQL, Number of Rows Deleted   
DSNDQXST,QXSTCWLP             ,OTH, Number of times DB2 parsed dynamic statements because CONCENTRATE STATEMENTS WITH LITERALS behavior was in effect for the prepare of the statement for the dynamic statement cache   
DSNDQXST,QXSTCWLR             ,OTH, Number of times DB2 replaced at least one literal in a dynamic statement because CONCENTRATE STATEMENTS WITH LITERALS was in effect for the prepare of the statement for dynamic statement cache   
DSNDQXST,QXSTCWLM             ,OTH, Number of times DB2 found a matching reusable copy of a dynamic statement in statement cache during prepare of a statement that had literals replaced because of CONCENTRATE STATEMENTS WITH LITERALS   
DSNDQXST,QXSTCWLD             ,OTH, Number of times DB2 created a duplicate stmt instance in the the statement cache for a dynamic statement that had literals replaced by CONCENTRATE STATEMENTS WITH LITERALS behavior and the duplicate stmt instance was needed because a cache match failed solely due to literal reusability criteria   
DSNDQXST,QXWFRIDS             ,RID, Number of times a RID list was overflown to a work file because no RIDPOOL storage was available to hold the list of RIDs.   
DSNDQXST,QXWFRIDT             ,RID, Number of times a RID list was overflown to a work file because the number of RIDs exceeded one or more internal limits.   
DSNDQXST,QXHJINCS             ,RID, Number of times a RID list append for a Hybrid Join was interrupted because no RIDPOOL storage was available to hold the list of RIDs (i.e. number of times DB2 interrupted the RID phase and switched to the Data phase).   
DSNDQXST,QXHJINCT             ,RID, Number of times a RID list append for a Hybrid Join was interrupted because the number of RIDs exceeded one or more internal limits (i.e. number of times DB2 interrupted the RID phase and switched to the Data phase).   
DSNDQXST,QXRSMIAP             ,RID, Number of times a RID list retrieval for multiple index access was skipped because it was not necessary due to DB2 being able to predetermine the outcome of index ANDing or ORing.   
DSNDQXST,QXCREMP              ,DML, Number of CREATE MASK OR PERMISSION   
DSNDQXST,QXDRPMP              ,DML, Number of DROP MASK OR PERMISSION   
DSNDQXST,QXALTMP              ,DML, Number of ALTER MASK OR PERMISSION   
DSNDQXST,QXCRTSV              ,DML, Number of CREATE VARIABLE   
DSNDQXST,QXDRPSV              ,DML, Number of DROP VARIABLE   
DSNDQXST,QXDEGAT              ,PGR, Total number of parallel groups which fell back to sequential mode due to executing under an autonomous procedure   
DSNDQXST,QXSTARRAY_EXPANSIONS ,OTH, Number of times an array var is expanded beyond 32K   
DSNDQXST,QXSTOREDGRP          ,PGR, Number of parallel group degree be reduced due to system negotiation result of system stress level   
DSNDQXST,QXSTODGNGRP          ,PGR, Number of parallel group is degenerated to sequential due to system negotiation result of system stress level   
DSNDQXST,QXMAXESTIDG          ,PGR, Maximum parallel group estimated degree. It is the bind time estimated degree based on the cost formula. If the parallel group contains a host variable or parameter marker  then bind time will estimate the parallel group degree based on a valid assumption value   
DSNDQXST,QXMAXPLANDG          ,PGR, Maximum parallel group planned degree. It is the ideal parallel group degree obtained at execution time after the host variable or parameter marker value is plug-in and before buffer pool negotiation and stystem negotiation are performed   
DSNDQXST,QXPAROPT             ,PGR, Number of parallel group is degenerated due to the optimization such as the result of parallel group is zero row returned or the parallel group is partitioned on single record   
DSNDQXST,QXSISTOR             ,OTH, Number of times that sparse index was disabled because of insufficient storage.   
DSNDQXST,QXSIWF               ,OTH, Number of times that sparse index built a physical work file for probing.
DSNDQXST,QXREFTBL             ,OTH,# of REFRESH TABLE 
DSNDQXST,QXTRNOWN             ,OTH,# of TRANSFER OWNERSHIP 
DSNDQXST,QXRWSINSRTDALG1      ,OTH,INSERT algorithm type 1 
DSNDQXST,QXRWSINSRTDALG2      ,OTH,INSERT algorithm type 2 
DSNDQXST,QXRSDMAD             ,OTH,# of times a DM was not called for RID list retrieval for multiple index access or LPF  because it was not necessary due to Runtime Adaptive Index processing being able to predetermine the outcome                               
DSNDQXST,QXR1BOAD             ,OTH,# of times we fetched 1 block and then never went on to fetch more               
DSNDQXST,QXSTSFND             ,OTH,# of times a PREPARE request was satisfied by making a copy from the stabilized statement in SYSIBM.SYSDYNQRY catalog table. The stabilized statement search is done only when no matching statement was found in the prepared statement cache.    
DSNDQXST,QXSTEHLST            ,OTH,# of execution history lost 
DSNDQXST,QXSTHVLST            ,OTH,# of HV recording lost in execution his 
DSNDQXST,QXRFMIAP             ,OTH,# of times RID list processing was not used. This field is incremented once when RID list processing could not be used for a given table access for Index Access with list prefetch and/or for Multiple Index Access.                             
QW0225  ,QW0225RG             ,OTHR,MVS extended region size
QW0225  ,QW0225LO             ,OTHR,MVS 24-bit low private
QW0225  ,QW0225HI             ,OTHR,MVS 24-bit high private
QW0225  ,QW0225EL             ,OTHR,MVS 31-bit extended low private
QW0225  ,QW0225EH             ,OTHR,MVS 31-bit extended high private
QW0225  ,QW0225TP             ,OTHR,Current high address of 24-bit private region
QW0225  ,QW0225EP             ,OTHR,Current high address of 31-bit private region
QW0225  ,QW0225CR             ,OTHR,31-bit storage reserved for must complete
QW0225  ,QW0225MV             ,OTHR,31-bit storage reserved for MVS
QW0225  ,QW0225SO             ,OTHR,Storage cushion warning to contract
QW0225  ,QW0225GS             ,OTHR,Total 31-bit getmained stack
QW0225  ,QW0225SU             ,OTHR,Total 31-bit stack in use
QW0225  ,QW0225VR             ,OTHR,Total 31-bit variable pool storage
QW0225  ,QW0225FX             ,OTHR,Total 31-bit fixed pool storage
QW0225  ,QW0225GM             ,OTHR,Total 31-bit getmained storage
QW0225  ,QW0225AV             ,OTHR,Amount of available 31-bit storage
QW0225  ,QW0225SS             ,OTHR,Total 31-bit stack in use for system agents.  This is a subset of QW0225SU.
QW0225  ,QW0225VA             ,OTHR,Total 64-bit private variable pool storage
QW0225  ,QW0225FA             ,OTHR,Total 64-bit private fixed pool storage
QW0225  ,QW0225GA             ,OTHR,Total 64-bit private getmained storage
QW0225  ,QW0225SM             ,OTHR,Total 64-bit private storage for storage manager control structures
QW0225  ,QW0225RL             ,OTHR,Number of real 4K frames in use for 31 and 64-bit private
QW0225  ,QW0225AX             ,OTHR,Number of 4K auxiliary slots in use for 31 and 64-bit private. This field includes reserved aux slots for pages that are paged in
QW0225  ,QW0225HVPagesInReal  ,OTHR,Number of real 4K frames in use for 64-bit private (available in >= z/OS 1.11)
QW0225  ,QW0225HVAuxSlots     ,OTHR,Number of 4K auxiliary slots in use for 64-bit private. This field includes reserved aux slots for pages that are paged in (available in >= z/OS 1.11)
QW0225  ,QW0225HVGPagesInReal ,OTHR,High water mark for number of real 4K frames in use for 64-bit private (available in >= z/OS 1.11)
QW0225  ,QW0225HVGAuxSlots    ,OTHR,High water mark for 4K auxiliary slots in use for 64-bit private. This field includes reserved aux slots for pages that are paged in (available in >= z/OS 1.11)
