"signature_id","virus_name"
11798,"ZAccess.BJEG (Trojan)"
19436,"Steckt.PEM (Trojan)"
21954,"Dorkbot.B_202 (Worm)"
20808,"Dropper.A_774 (Trojan)"
29359,"Banload.A_51 (Trojan)"
30165,"Malformed.xls.TL.56 (Exploit)"
37267,"MalAgent.I_515 (Trojan)"
15796,"Bublik.EB_2 (Trojan)"
9785,"Antavmu.D (Trojan)"
30863,"Malformed.fpx.TL.3 (Exploit)"
1621,"Banload.RSL (Trojan)"
21258,"Injector.BBKL (Trojan)"
17058,"Waski.A_65 (Trojan)"
30382,"Malformed.html.TL.094 (Exploit)"
36990,"MalAgent.I_506 (Trojan)"
202,"SwiftBrowse.AQ (Adware)"
1632,"Kryptik.BOQM (Trojan)"
13147,"LockScreen.AIV_3 (Trojan)"
30266,"Malformed.swf.MP.55 (Exploit)"
45980,"ATRAPS.GEN_217 (Trojan)"
7876,"JScript.Pegel.A (Exploit)"
23170,"Ramnit.A_79 (Virus)"
23323,"Trustezeb.J (Trojan)"
18437,"Morto.SM (Worm)"
31174,"KeyLogger.QZP_3 (Trojan)"
44095,"Irux.A (Trojan)"
14020,"ICLoader.A_90 (Adware)"
3212,"Wauchos.Z_14 (Trojan)"
4427,"Psyme.B_2 (Trojan)"
6269,"EncPk.DW_8 (Trojan)"
20405,"MalAgent.H_1873 (Trojan)"
28524,"Malformed.doc.TL.34 (Exploit)"
33728,"Lethic.AA_15 (Trojan)"
36378,"IRCBot.BHI (Trojan)"
8780,"Injector.ZPZ (Trojan)"
32548,"Upatre.A_61 (Trojan)"
20291,"Zortob.H_17 (Trojan)"
23572,"Wauchos.AF_22 (Trojan)"
13926,"Preloader.A (Trojan)"
26631,"Dropper.A_900 (Trojan)"
35129,"Ruskill.QCE (Trojan)"
16757,"Malformed.class.TL.32 (Exploit)"
6546,"Artemis_151 (Trojan)"
33325,"Webclient.A_3 (Trojan)"
21649,"Sytro.A_296 (Virus)"
32921,"KillAV.NQL (Trojan)"
5767,"Gamarue.A_12 (Worm)"
11773,"Buzus.A_16 (Trojan)"
24726,"Banload.SNJ (Trojan)"
19836,"Sytro.A_245 (Virus)"
23720,"Drixed.B (Trojan)"
24790,"Kryptik.DJXQ (Trojan)"
34290,"Delphi.A_59 (Trojan)"
11626,"Zbot.AAU_197 (Trojan)"
31439,"Amonetize.DEPO (Trojan)"
4073,"Patched.A_16 (Trojan)"
5584,"Gamarue.A_10 (Worm)"
21704,"MalAgent.H_1955 (Trojan)"
28507,"MalAgent.G_3809 (Trojan)"
34821,"XPACK.A_922 (Trojan)"
3134,"Banload.SXR_2 (Trojan)"
11804,"MalAgent.G_1968 (Trojan)"
18900,"Rotbrow.A_3 (Trojan)"
23552,"DownloadAdmin (Adware)"
9179,"Gamarue.AN_9 (Worm)"
23379,"Cutwail.BZ_16 (Trojan)"
25117,"Injector.EY (Trojan)"
1816,"Hijacker.A_18 (Trojan)"
5674,"AdGazelle.A_9 (Adware)"
33941,"Cakl.AUO (Trojan)"
49429,"Fakesysdef.BDF (Trojan)"
14679,"Fareit.ACNS (Trojan)"
16030,"Isobuster.ACV (Trojan)"
25122,"Koobface.NBG_8 (Worm)"
37298,"InstalleRex.A_29 (Trojan)"
3858,"Injector_22 (Trojan)"
33459,"Tepfer.SPMG (Trojan)"
50056,"Malformed.eps.TL.1 (Exploit)"
37564,"Malformed.jnt.MP.3 (Exploit)"
18261,"LoadMoney.RM_3 (Adware)"
23218,"Banload.UL (Trojan)"
37292,"Koobface.BK (Worm)"
21937,"Injector.A_102 (Trojan)"
38007,"Buzus.ANEE (Trojan)"
19818,"Malicious Certificate 1 (Exploit)"
24770,"CouponRuc.A_2 (Trojan)"
26250,"Malformed.sis.BP.90 (Exploit)"
34515,"Zbota.WQA (Trojan)"
34580,"Agent.QJA (Trojan)"
38140,"Suspicious#pdfexe.2 (Trojan)"
36616,"SdBot.GJB (Trojan)"
271,"Walta.HEUR (Trojan)"
1016,"VBInject.VI_4 (Virus)"
2918,"Cridex.POJ (Worm)"
12587,"Downloader.A_217 (Trojan)"
15069,"Malformed.html.MP.78 (Exploit)"
42088,"Rebhip.A (Virus)"
277,"LoadMoney.AFS (Adware)"
20361,"Autoit.A_108 (Trojan)"
32268,"Dropper_38 (Trojan)"
46282,"Malformed.xls.BP.7 (Exploit)"
8503,"Teerac.A_8 (Trojan)"
2217,"Peerfrag.FU_2 (Worm)"
35297,"MalAgent.G_1733 (Trojan)"
1936,"Llac.DSUU (Trojan)"
8230,"Nimnul.A_9 (Virus)"
20154,"Spybot.BFR_21 (Trojan)"
22561,"OutBrowse.CCPO_2 (Trojan)"
10208,"MalAgent.H_3047 (Trojan)"
22435,"VBNA.BAIB (Worm)"
24950,"Win32.VIKING_2 (Worm)"
14439,"Forucon.BMC_52 (Trojan)"
22113,"Signature4_2 (Trojan)"
27155,"Banload.ULD_3 (Trojan)"
35395,"Napolar.A_12 (Trojan)"
5836,"Banker.YOUR (Trojan)"
22882,"Hiloti.A_5 (Trojan)"
34529,"MultiPlug.WQL (Trojan)"
22184,"Berbew.DR_2 (Trojan)"
3336,"Agent.JG_5 (Trojan)"
15844,"Ainslot.AB_4 (Worm)"
28224,"Downloader.A_108 (Trojan)"
33996,"Waski.A_20 (Trojan)"
3004,"Dorkbot.B_200 (Worm)"
5319,"LoadMoney.AHM (Adware)"
23118,"Kryptik.BZI (Trojan)"
27223,"PornoAsset.AFLZ (Trojan)"
15675,"Conduit.O (Adware)"
28603,"Getnow.A_9 (Adware)"
19319,"Solimba.AH_88 (Trojan)"
17224,"Ruskill.RIS (Trojan)"
20325,"Agent.PRW_2 (Trojan)"
30217,"OnLineGames.NMY_11 (Trojan)"
32495,"Fareit.A_223 (Trojan)"
37824,"Dropper.A_1041 (Trojan)"
14798,"Dorkbot.B_236 (Worm)"
34571,"Necurs.A_14 (Trojan)"
25350,"Certificate.A_89 (Adware)"
33457,"Zbot.QTMR (Trojan)"
35224,"OutBrowse.CBPO_184 (Trojan)"
8930,"Krap.A_4 (Trojan)"
11671,"Banload.A_33 (Trojan)"
1516,"Reveton.N_5 (Trojan)"
22712,"Malformed.xls.BP.12 (Exploit)"
36449,"Malformed.png.BP.12 (Exploit)"
37565,"Malformed.jnt.MP.4 (Exploit)"
24059,"Injector.GS_5 (Trojan)"
25912,"KeepMySearch.A (Adware)"
5169,"Moure.A_4 (Trojan)"
11372,"Battdil.G_3 (Trojan)"
27366,"Wigon.PH_55 (Trojan)"
19358,"Androm.PWA (Trojan)"
24794,"Dropper.A_839 (Trojan)"
20316,"Bladabindi.BC_2 (Trojan)"
23771,"Coremhead.A_5 (Trojan)"
24925,"OutBrowse.BK_21 (Trojan)"
25710,"Koobface.DKF (Worm)"
40785,"IRCBot.OYV (Trojan)"
35236,"OutBrowse.CBPO_190 (Trojan)"
35094,"MultiPlug.A_283 (Adware)"
449,"MalAgent.H_2815 (Trojan)"
1537,"Androm.EMRQ (Trojan)"
17431,"Battdil.LCQ (Trojan)"
2718,"Expiro.A_20 (Virus)"
22797,"XPACK.A_605 (Trojan)"
33521,"Malformed.class.TL.2 (Exploit)"
27599,"SoftonicDownloader.G_12 (Trojan)"
38254,"Induc.A_16 (Virus)"
19598,"Rogue.A_10 (Trojan)"
36905,"InstallMonstr.IEPO_6 (Trojan)"
20327,"Bladabindi.AS_21 (Trojan)"
27770,"Conficker.GEN_2 (Worm)"
37252,"Multiplug.A_292 (Adware)"
6577,"Grinidou.B_38 (Trojan)"
13504,"MalAgent.G_3649 (Trojan)"
31419,"MalAgent.G_3901 (Trojan)"
28737,"Papras.DT_7 (Trojan)"
37536,"Socks.BO (Worm)"
11700,"Sirefef.EV_46 (Trojan)"
33890,"Malformed.pdf.CR.9 (Exploit)"
39371,"Inject.FACR (Trojan)"
34765,"Addrop.J_17 (Trojan)"
184,"KeyLogger.BN (Trojan)"
8565,"Tiny.A_12 (Trojan)"
15155,"Malformed.xwd.TL.2 (Exploit)"
18345,"Iminent.OV (Adware)"
5963,"Tepfer.TMJT (Trojan)"
8041,"AirAdInstaller.A_136 (Trojan)"
23017,"Steckt.AK (Trojan)"
28500,"Malformed.html.TL.214 (Exploit)"
33835,"Spatet.T_21 (Trojan)"
21547,"InstallCore.A_24 (Adware)"
15666,"Agent.A_38 (Trojan)"
27935,"Malformed.jar.TL.8 (Exploit)"
3076,"Stimilini.A (Trojan)"
6177,"Banload.TIY (Trojan)"
13183,"Onkods.K_4 (Trojan)"
37085,"Taterf.B_2 (Worm)"
37886,"Dloadr.CWQ (Trojan)"
26812,"Mytob.KV (Worm)"
36229,"QQRob-26_1 (Trojan)"
5783,"Dynamer.A_40 (Trojan)"
27667,"OutBrowse.CEPO_14 (Trojan)"
9928,"Dynamer.A_71 (Trojan)"
14253,"IBryte.BK_6 (Adware)"
15948,"Dyre.D_3 (Trojan)"
3428,"Bladabindi.CI_4 (Trojan)"
14298,"Nimnul.A_2 (Virus)"
14959,"Remhead.A_2 (Trojan)"
17973,"MalAgent.H_3157 (Trojan)"
35299,"MalAgent.G_1734 (Trojan)"
5546,"Fynloski.A_47 (Trojan)"
12404,"Bublik.NRF (Trojan)"
26000,"Kryptik.AAK_4 (Trojan)"
36543,"Mplug.KS (Adware)"
15121,"Malformed.swf.MP.89 (Exploit)"
16448,"Malformed.html.MP.44 (Exploit)"
28485,"MalAgent.H_2649 (Trojan)"
7371,"AutoRun.HAB (Trojan)"
36508,"MalAgent.I_495 (Trojan)"
15294,"Kryptik.D_12 (Trojan)"
26446,"Rbot.BNG_24 (Trojan)"
46973,"Malformed.pdf.BP.21 (Exploit)"
19890,"Dynamer.A_150 (Trojan)"
22222,"Loadmoney.FS (Adware)"
10213,"Kido.IH_63 (Worm)"
17377,"Filecoder.CO_20 (Trojan)"
19978,"Zbot.A_538 (Trojan)"
21676,"Sytro.A_301 (Virus)"
29888,"XPACK.A_720 (Trojan)"
13491,"IBryte.BJ_6 (Adware)"
14229,"Ainslot.AB_9 (Trojan)"
24620,"Malformed.xml.TL.20 (Exploit)"
33326,"Bebloh.K_6 (Trojan)"
4429,"SoftPulse.A_3 (Trojan)"
12448,"Kazy.QH (Trojan)"
37490,"Buzus.ANKA (Trojan)"
37913,"Agent.ANAP_2 (Trojan)"
3158,"Viking.NJ (Worm)"
19953,"Ogimant.A_84 (Trojan)"
31949,"MalAgent.H_3336 (Trojan)"
7427,"Bakcorox.A_4 (Trojan)"
5065,"Adload.AM_6 (Trojan)"
7163,"AirAdInstaller.EPOT_8 (Trojan)"
20961,"LoadMoney.ABE (Adware)"
7602,"Dropper.A_594 (Trojan)"
9981,"Banload.UGT (Trojan)"
30495,"AdGazelle.A_65 (Adware)"
31162,"BrowseFox.A_120 (Adware)"
32789,"Spatet.I_17 (Trojan)"
2551,"Llac.DGEU (Trojan)"
26357,"Ransom.A_31 (Trojan)"
33790,"Allaple.A_115 (Worm)"
8672,"Adload.R_3 (Trojan)"
20672,"Waski.A_39 (Trojan)"
5476,"MalAgent.G_3139 (Trojan)"
18298,"LoadMoney.AQV (Adware)"
46730,"StartPage.NDX (Trojan)"
13731,"PWSZbot.FKS_3 (Trojan)"
35682,"OutBrowse.CBPO_281 (Trojan)"
15212,"Malformed.class.BP.15 (Exploit)"
35540,"Bundlore.A_5 (Adware)"
37259,"MultiPlug.MS_30 (Adware)"
20002,"Ransom.A_26 (Trojan)"
36101,"Suspicious#RCryptor.2 (Worm)"
762,"CrossRider.BXPO_7 (Trojan)"
2071,"Small.ACB_2 (Trojan)"
29707,"Addrop.J_10 (Trojan)"
34011,"Malformed.ppt.TL.13 (Exploit)"
37075,"MultiPlug.VBW (Trojan)"
26504,"Ursnif.A_50 (Trojan)"
30879,"Malformed.mp4.TL.1 (Exploit)"
45842,"Rebhip.B_2 (Trojan)"
256,"Blocker.CDNT (Trojan)"
25355,"Zbot.FDP (Trojan)"
31455,"Injector.BSQU (Trojan)"
35428,"Malformed.class.TL.18 (Exploit)"
6149,"Foreign.KWOL (Trojan)"
31476,"ExKit.AQ_5 (Exploit)"
5464,"Solimba.AMPO_3 (Trojan)"
10017,"Gamarue.I_51 (Worm)"
1226,"Banload_117 (Trojan)"
33609,"Kryptik.BQWU (Trojan)"
35778,"Fareit.A_11 (Trojan)"
37718,"Allaple.A_142 (Worm)"
20088,"Banker.A_31 (Trojan)"
33780,"Malformed.asf.TL.1 (Exploit)"
7813,"AutoRun.ATRQ (Worm)"
11103,"Injector.GWGD (Trojan)"
17880,"Afouea (Trojan)"
30060,"Malformed.mov.TL.8 (Exploit)"
10939,"Tepfer.TWDY (Trojan)"
33847,"Ranbyus.J_4 (Trojan)"
39306,"Fakesysdef.BDO (Trojan)"
40426,"Generic.Shellcode.3 (Exploit)"
18485,"Sytro.A_214 (Virus)"
1222,"Delf.RSX (Trojan)"
10879,"Zbot.A_302 (Trojan)"
23341,"Bublik.CMNV (Trojan)"
51848,"Agent.MJE_3 (Exploit)"
37859,"Kryptik.D_21 (Trojan)"
30359,"Malformed.xls.TL.67 (Exploit)"
11156,"SpyEye.AN (Trojan)"
16042,"AutoIT.AWMN (Trojan)"
25271,"Expiro.NBO (Virus)"
30952,"CVE-2015-3105.A (Exploit)"
36443,"Malformed.rtf.BP.5 (Exploit)"
36527,"OutBrowse.CBPO_327 (Trojan)"
11620,"MultiPlug.A_127 (Adware)"
27556,"DigitalPlugin.A_34 (Adware)"
33963,"MultiPlug.MI_4 (Adware)"
8982,"MultiPlug.CN_68 (Adware)"
24680,"Blacole.DD (Exploit)"
25077,"Downloader.FATW (Trojan)"
35524,"Malformed.class.TL.27 (Exploit)"
35534,"InstalleRex.A_21 (Trojan)"
8235,"SwiftBrowse.Y_2 (Adware)"
27179,"InstallBrain.CQ (Adware)"
27868,"Malformed.s3m.MT.2 (Exploit)"
35007,"Dropper.A_95 (Trojan)"
10905,"Poison.FHPU (Trojan)"
26324,"Dropper.A_883 (Trojan)"
20183,"Fareit.A_254 (Trojan)"
21871,"FlyStudio.AS (Trojan)"
22275,"TDSS.BRQG (Trojan)"
19935,"Zbot.A_536 (Trojan)"
27301,"Tinba.B_2 (Trojan)"
36619,"Taterf.B_3 (Trojan)"
631,"SoftPulse.H_15 (Trojan)"
25094,"Fareit.O (Trojan)"
38461,"Palevo.JOS (Worm)"
22021,"ICLoader.IC_26 (Adware)"
37202,"MultiPlug.MS_25 (Adware)"
12558,"Morstar.A_15 (Adware)"
13705,"Rbot.A_21 (Worm)"
33169,"InstallMonstr.HIPO_10 (Trojan)"
35421,"CodeGreen.A_2 (Worm)"
35703,"OutBrowse.CBPO_285 (Trojan)"
23480,"Neurevt.SM (Trojan)"
21859,"Malformed.ppsx.TL.3 (Exploit)"
28526,"MalAgent.H_2656 (Trojan)"
29836,"XPACK.A_713 (Trojan)"
29855,"Andromeda.AEMQ (Trojan)"
9671,"Xpack_71 (Trojan)"
26599,"Dofoil.T_47 (Trojan)"
33351,"Dorkbot.B_253 (Worm)"
7465,"MultiPlug.CN_13 (Adware)"
32617,"Drixed.B_8 (Trojan)"
10709,"Cutwail.CTZ (Trojan)"
21002,"Badur.A_6 (Trojan)"
22957,"MalAgent.I_406 (Trojan)"
17813,"Kryptik.AZ_2 (Trojan)"
20351,"SuperThreat.D (Trojan)"
37876,"Downloader.JJRI (Trojan)"
18583,"ATRAPS.A_111 (Trojan)"
33364,"Caphaw.I_24 (Trojan)"
37315,"InstalleRex.A_30 (Trojan)"
18786,"Crowti.A_25 (Trojan)"
8681,"Sharik.SLO (Trojan)"
14983,"VBNA.IXO (Worm)"
18874,"Crowti.A_26 (Trojan)"
362,"PornoAsset.CBEU (Trojan)"
39341,"Cridex.E_10 (Trojan)"
12032,"Hesperbot.A_8 (Trojan)"
35810,"Zbot.IVAX (Trojan)"
37411,"OutBrowse.CBPO_369 (Trojan)"
36757,"OutBrowse.CBPO_339 (Trojan)"
1698,"Iced_2 (Virus)"
25642,"Dropper.A_867 (Trojan)"
11554,"CVE.GN (Exploit)"
13983,"Morstar.A_30 (Adware)"
20816,"Malformed.xps.TL.1 (Exploit)"
26260,"Nrgbot.CBI (Trojan)"
30818,"Malformed.xls.TL.15 (Exploit)"
2806,"IEPassView.EE (Trojan)"
14254,"Solimba.AH_63 (Trojan)"
25657,"InstallBrain.A_2 (Adware)"
16491,"Atraps.BN (Trojan)"
10940,"Tepfer.DECH (Trojan)"
11248,"FileLocker.A_11 (Virus)"
28768,"Linkury.A_26 (Adware)"
1617,"Koobface.NAO (Worm)"
9212,"Viknok.M (Trojan)"
13187,"Kryptik.BKKQ (Trojan)"
25287,"Autoit.UY (Trojan)"
27967,"MultiPlug.JY_7 (Adware)"
9443,"Papras.FVR (Trojan)"
18733,"Sobig.F (Worm)"
19030,"Gamarue.A_21 (Worm)"
32372,"Dynamer.A_113 (Trojan)"
27082,"Fareit.A_290 (Trojan)"
28188,"Zbot.A_586 (Trojan)"
3182,"NetWiredRC.A (Trojan)"
3343,"Ramnit.A_45 (Virus)"
4602,"OptimumInstaller.A_20 (Adware)"
36985,"Agent.PDF (Trojan)"
21698,"Zbot.AAU_44 (Trojan)"
6048,"Kuluoz.D_34 (Trojan)"
8783,"SoftPulse.A_43 (Adware)"
19868,"MalAgent.A_62 (Trojan)"
1609,"Fareit.PXC (Trojan)"
35282,"DelfInject_19 (Virus)"
34976,"XPACK.A_928 (Trojan)"
3402,"Downloader.A_181 (Trojan)"
705,"SoftPulse.H_17 (Trojan)"
19741,"Relevantknowledge.A_4 (Trojan)"
31489,"Jadtre.DF (Trojan)"
35715,"MalAgent.I_493 (Trojan)"
9021,"Expiro.BR_5 (Exploit)"
21824,"Spnr.A_37 (Trojan)"
29048,"IRCbot.FH_2 (Trojan)"
1625,"Zegost.RUM (Trojan)"
5033,"Solimba.G_7 (Adware)"
21293,"Malformed.html.TL.299 (Exploit)"
22846,"MalAgent.H_2067 (Trojan)"
32498,"Farfli.PZ_3 (Trojan)"
1747,"AutoRun.BCJZ (Worm)"
16126,"Exploit.CVE-2013-2729.A_4 (Trojan)"
30215,"Malformed.pdf.BP.13 (Exploit)"
31560,"InstallMonstr.FOPO (Trojan)"
35015,"Autoit.BGH (Trojan)"
9690,"Crowti.A_16 (Trojan)"
28782,"Mytob.IO (Worm)"
32765,"Tofsee.AX_17 (Trojan)"
34824,"XPACK.A_923 (Trojan)"
171,"BRSoftware.A (Adware)"
6881,"XDR.A_2 (Trojan)"
20413,"Ogimant.A_98 (Trojan)"
30515,"Allaple.A_88 (Worm)"
8532,"Suspect.MK (Trojan)"
17863,"OutBrowse.D_6 (Trojan)"
23454,"Banload.A_22 (Trojan)"
33365,"Malformed.vsd.TL.9 (Exploit)"
36118,"Suspicious#BERO (Worm)"
30233,"Injector.PGN_2 (Trojan)"
31649,"MultiPlug.EI_2 (Adware)"
29428,"MalAgent.DE_13 (Trojan)"
35149,"Certificate.A_250 (Adware)"
3319,"Dropper.A_470 (Trojan)"
31416,"Sharik.TAC (Trojan)"
36283,"Malformed.wps.TL.4 (Exploit)"
50263,"Malformed.pdf.TL.26 (Exploit)"
12169,"Kuluoz.ARH (Trojan)"
36398,"SdBot.DBO_3 (Trojan)"
420,"Maxy.A (Trojan)"
11110,"MalAgent.G_1824 (Trojan)"
14594,"Zbot.AAO_83 (Trojan)"
30737,"Banload.BAN (Trojan)"
30946,"Downloader.D_8 (Trojan)"
36009,"Suspicious#armadillo (Trojan)"
5612,"Crypted.A_2 (Trojan)"
10253,"Inject.BHD (Trojan)"
19098,"Zbot_118 (Trojan)"
36211,"Malformed.asf.BP.2 (Exploit)"
9133,"Crypted.A_3 (Trojan)"
19045,"Kuluoz.D_114 (Trojan)"
26671,"Fareit.A_273 (Trojan)"
18985,"Zbot.A_397 (Trojan)"
10978,"Kegotip.C_16 (Trojan)"
21641,"Zbot_149 (Trojan)"
26167,"Palevo.ESYP (Worm)"
27099,"Andromeda.A_3 (Trojan)"
3040,"MalAgent.B_208 (Trojan)"
14353,"Dynamer.A_8 (Trojan)"
29000,"ICLoader.IC_41 (Adware)"
35365,"Kork (Worm)"
35675,"FakeAV.OY_2 (Trojan)"
15812,"Mitsooz.A (Trojan)"
24926,"UltraDownloads.A_12 (Adware)"
38571,"Malformed.xls.TL.78 (Exploit)"
24144,"Solimba.AK_3 (Trojan)"
3762,"Injector.AHWC (Trojan)"
5418,"OxyPumper.A_6 (Trojan)"
5164,"DownloadGuide.EPOT (Trojan)"
19808,"Malformed.swf.OT.4 (Exploit)"
37487,"Agent.AMZT (Trojan)"
8502,"Bublik.CFEC (Trojan)"
18656,"Rotbrow.I (Trojan)"
20369,"Ogimant.A_93 (Trojan)"
25359,"Injector.CBLZ (Trojan)"
17681,"DomaIQ.AZ (Trojan)"
36294,"Malformed.xml.CR.1 (Exploit)"
32572,"Injector.AORA (Trojan)"
15076,"Reveton.AJ (Trojan)"
26894,"Agent.UVD (Trojan)"
30913,"Malformed.pdf.CV.4 (Exploit)"
13255,"Blocker.BZUW (Trojan)"
16231,"Upatre.A_18 (Trojan)"
21925,"Tepfer.PNFU (Trojan)"
24553,"IBryte.FSO_7 (Trojan)"
30739,"Bublik.KEJ (Trojan)"
32417,"Zbot.A_471 (Trojan)"
13224,"Wigon.PI (Trojan)"
8068,"MultiPlug.A_92 (Adware)"
23163,"CardSpy.NAF_10 (Trojan)"
26263,"MalAgent.H_2374 (Trojan)"
37647,"SaveNet.A_11 (Adware)"
16172,"Maximus.MXX (Trojan)"
24759,"MultiPlug.JY_4 (Adware)"
26563,"Pitou.B_2 (Trojan)"
29613,"Proxy.A_16 (Trojan)"
30377,"Malformed.jar.CV.1 (Exploit)"
8358,"IBryte.G_23 (Adware)"
59952,"Malformed.xls.OT.2 (Exploit)"
13145,"Troj.SPNR_171 (Trojan)"
23846,"Agent.NUS_4 (Trojan)"
7493,"MalAgent.C_233 (Trojan)"
13867,"Downloader.A_219 (Trojan)"
25138,"Malformed.swf.MP.31 (Exploit)"
25486,"PEPM.A_8 (Trojan)"
28045,"HEUR.QXZ (Trojan)"
37155,"AutoRun.BQLS (Worm)"
4034,"Starter.B_2 (Trojan)"
29203,"ZvuZona.C (Trojan)"
10290,"GupBoot.B_17 (Trojan)"
9301,"Vawtrak.F_8 (Trojan)"
15090,"Bublik.ACTZ_2 (Trojan)"
24140,"PEC2X.A (Trojan)"
25542,"Malformed.dex.BP.5 (Exploit)"
33565,"Tofsee.AX_25 (Trojan)"
3243,"MalAgent.H_200 (Trojan)"
15747,"MalAgent.H_1439 (Trojan)"
23577,"Dofoil.T_36 (Trojan)"
27393,"Dridex.V (Trojan)"
36457,"Malformed.png.BP.13 (Exploit)"
35633,"OutBrowse.CBPO_269 (Trojan)"
15299,"Barys.B_2 (Trojan)"
26059,"Kryptik.DGOI (Trojan)"
29384,"Invader.TWOO (Trojan)"
36056,"Malformed.doc.TL.28 (Exploit)"
36510,"MultiPlug.MI_23 (Adware)"
35634,"OutBrowse.CBPO_270 (Trojan)"
1264,"Wauchos.I_8 (Trojan)"
4293,"MalAgent.G_2828 (Trojan)"
24834,"MalAgent.H_2237 (Trojan)"
26338,"Banload.A_42 (Trojan)"
12086,"VBInject.A_45 (Trojan)"
14895,"Downloader.FASG (Trojan)"
19951,"Downloader.FSH_2 (Trojan)"
26044,"Addrop.A_4 (Trojan)"
30075,"Malformed.xls.TL.101 (Exploit)"
32934,"Neurevt.B_19 (Trojan)"
582,"Zbot.JNVI (Trojan)"
3476,"CeeInject.A_73 (Trojan)"
25183,"Injector.VB (Trojan)"
26087,"Sality.BH_6 (Virus)"
36073,"Malformed.xls.BP.24 (Exploit)"
12849,"Hangame.A (Trojan)"
22432,"Mabutu.A_4 (Worm)"
23487,"Hiclas.A (Trojan)"
30865,"Malformed.html.TL.040 (Exploit)"
28538,"CTBLocker.BL (Trojan)"
3410,"Zbot.YW_341 (Trojan)"
21209,"Malformed.pub.TL.7 (Exploit)"
12130,"Yakes.CAUT (Trojan)"
29559,"Malformed.sc.OT.19 (Exploit)"
34329,"Agent.QCF (Trojan)"
36323,"Malformed.png.BP.6 (Exploit)"
24648,"Kryptik.DHDK (Trojan)"
30257,"Waski.A_11 (Trojan)"
10815,"Inject.MXGV (Trojan)"
23683,"MalAgent.H_2149 (Trojan)"
35972,"Suspicious#vobfus_2 (Worm)"
20845,"Solimba.AJ (Trojan)"
11709,"Cidox.YIF (Trojan)"
20414,"Ogimant.A_99 (Trojan)"
8893,"Kryptik.DDKH (Trojan)"
10902,"Kuluoz.AGF (Trojan)"
10931,"Kryptik.YVV_2 (Trojan)"
25651,"LoadMoney.AEU (Adware)"
26588,"MultiPlug.A_242 (Adware)"
40882,"Generic.Shellcode.15 (Exploit)"
34741,"MultiPlug.MO_3 (Adware)"
27336,"Malformed.class.TL.7 (Exploit)"
24611,"IRCBot.NHR_6 (Trojan)"
32293,"Upatre.AR (Trojan)"
34474,"MalAgent.H_3371 (Trojan)"
3291,"Golroted.B_2 (Trojan)"
14184,"CNBTech.D_15 (Adware)"
15137,"Outbreak.ACB (Trojan)"
31694,"Waski.FL (Trojan)"
11454,"Blocker.AGFX (Trojan)"
19471,"Buzus.A_25 (Trojan)"
12437,"MalAgent.G_2030 (Trojan)"
33400,"Banker.ACGK (Trojan)"
36569,"AutoRun.CFT (Worm)"
15091,"Kryptik.ATDK (Trojan)"
20022,"Jadtre.A_5 (Trojan)"
21821,"Agent.KG_2 (Trojan)"
23135,"MediaMagnet.APPO (Trojan)"
30776,"Banker.AWS (Trojan)"
31532,"MalAgent.G_3906 (Trojan)"
29233,"JustAccept.A (Adware)"
36180,"Randon.T_3 (Worm)"
11600,"MalAgent.H_1017 (Trojan)"
11850,"MalAgent.G_1972 (Trojan)"
20637,"Allaple.A_9 (Virus)"
33512,"MalAgent.G_3999 (Trojan)"
33504,"BrowseFox.A_130 (Adware)"
37204,"OutBrowse.CCPO_26 (Trojan)"
23476,"Tinba.AW_4 (Trojan)"
28024,"Malformed.swf.MP.144 (Exploit)"
26805,"QQpass.FC_3 (Trojan)"
4768,"Vflooder.B (Trojan)"
5900,"Injector.VJ_3 (Trojan)"
14058,"Nimnul.A_19 (Virus)"
23021,"Kolab.BEFU (Worm)"
27445,"Fareit.A_106 (Trojan)"
35559,"Malformed.html.TL.248 (Exploit)"
36404,"VB.RTT (Trojan)"
33426,"Malformed.flac.TL.2 (Exploit)"
34890,"Java.CVE_25 (Exploit)"
13333,"InstallMonstr.DY_3 (Trojan)"
27218,"Malformed.tif.TL.9 (Exploit)"
16374,"Upatre.A_82 (Trojan)"
12283,"Zbot.AAO_31 (Trojan)"
25154,"PWDump.D (Trojan)"
808,"Klone.BJ_216 (Trojan)"
16686,"Artemis_82 (Trojan)"
35583,"OutBrowse.CBPO_259 (Trojan)"
2016,"Papras.CK_9 (Trojan)"
8977,"Tuguu.A_10 (Adware)"
10842,"Agent.QFM (Trojan)"
20718,"OnLineGames.ABZ_2 (Trojan)"
38272,"AutoRun.GNE (Worm)"
36304,"OutBrowse.CBPO_318 (Trojan)"
6600,"MediaMagnet.A_2 (Trojan)"
18380,"Berbew.I (Trojan)"
33015,"Dapato.BUFM (Trojan)"
6243,"Krap.A (Trojan)"
33984,"Malformed.html.TL.088 (Exploit)"
9351,"Hesperbot.N (Trojan)"
9618,"MalAgent.H_952 (Trojan)"
27889,"Zbot.ILX (Trojan)"
34150,"BrowseFox.GPOT_12 (Trojan)"
8588,"Amonetize.DYPO_4 (Trojan)"
25744,"Kilim.F (Trojan)"
30018,"Malformed.emf.TL.2 (Exploit)"
28552,"SoftPulse.U (Trojan)"
5488,"IBryte.BH_2 (Adware)"
5815,"CNBTech.A_8 (Adware)"
50897,"Malformed.pdf.MP.8 (Exploit)"
7320,"MultiPlug.AQ (Adware)"
