Architecture,BuildNumber,BuildType,ClassGuid,ClockSpeedMHz,CodeSet,CommandLine,ComputerName,CountryCode,Description,DeviceClass,DeviceID,DeviceName,DisplayName,DriverDate,DriverProviderName,DriverVersion,FreePhysicalMemoryKB,FreeVirtualMemoryKB,HardWareID,Host,ID,Id,InfName,InstallDate,LastBootUpTime,Locale,Manufacturer,Name,NumberOfCores,NumberOfProcessors,OS,ParentID,Path,ProcessId,"Processor_Id",SerialNumber,ServiceType,StartMode,StartTime,Started,State,Status,SystemDevice,SystemDirectory,SystemDrive,TotalPhysicalMemoryKB,TotalVirtualMemoryKB,Type,Version,"_raw","_time",componentId,componentInstance,componentValue,"cpu_architecture","cpu_cores","cpu_count","cpu_mhz",description,dest,eventtype,family,host,index,linecount,mem,"mem_free","mem_free_percent","mem_used","mem_used_percent",mount,"ms_exchange_host",os,process,"process_id",punct,serial,service,"service_exec","service_name","service_path",source,sourcetype,"splunk_server","splunk_server_group","start_mode",status,storage,"storage_free","storage_free_percent","storage_used","storage_used_percent",tag,"tag::eventtype","tmp_epochtime","vendor_product",version
,,,,,,,,,"This service monitors the current location of the system and manages geofences (a geographical location with associated events).  If you turn off this service, applications will be unable to use or receive notifications for geolocation or geofences.",,,,"Geolocation Service",,,,,,,,,,,,,,,lfsvc,,,,,"C:\Windows\system32\svchost.exe -k netsvcs -p",0,,,"Share Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""lfsvc""
DisplayName=""Geolocation Service""
Description=""This service monitors the current location of the system and manages geofences (a geographical location with associated events).  If you turn off this service, applications will be unable to use or receive notifications for geolocation or geofences.""
Path=""C:\Windows\system32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T03:16:35.000+0000","WinHostMon-lfsvc","C:\Windows\system32\svchost.exe -k netsvcs -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_""=""____________(_____)._______,____________",,"Geolocation Service","svchost.exe","Geolocation Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624936595,,
,,,,,,,,,"Manages local user identity keys used to authenticate user to identity providers as well as TPM virtual smart cards. If this service is disabled, local user identity keys and TPM virtual smart cards will not be accessible. It is recommended that you do not reconfigure this service.",,,,"Microsoft Passport Container",,,,,,,,,,,,,,,NgcCtnrSvc,,,,,"C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""NgcCtnrSvc""
DisplayName=""Microsoft Passport Container""
Description=""Manages local user identity keys used to authenticate user to identity providers as well as TPM virtual smart cards. If this service is disabled, local user identity keys and TPM virtual smart cards will not be accessible. It is recommended that you do not reconfigure this service.""
Path=""C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T03:11:35.000+0000","WinHostMon-NgcCtnrSvc","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""__""=""__________________._____,_____________.",,"Microsoft Passport Container","svchost.exe","Microsoft Passport Container","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624936295,,
,,,,,,,,,"Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped, this computer will not be able to login or access iSCSI targets. If this service is disabled, any services that explicitly depend on it will fail to start.",,,,"Microsoft iSCSI Initiator Service",,,,,,,,,,,,,,,MSiSCSI,,,,,"C:\Windows\system32\svchost.exe -k netsvcs -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""MSiSCSI""
DisplayName=""Microsoft iSCSI Initiator Service""
Description=""Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped, this computer will not be able to login or access iSCSI targets. If this service is disabled, any services that explicitly depend on it will fail to start.""
Path=""C:\Windows\system32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T03:11:35.000+0000","WinHostMon-MSiSCSI","C:\Windows\system32\svchost.exe -k netsvcs -p",0,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""___()_________._____,____________.____",,"Microsoft iSCSI Initiator Service","svchost.exe","Microsoft iSCSI Initiator Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"error
os
report
service
windows","error
os
report
service
windows",1624936295,,
,,,,,,,,,"Coordinates transactions that span multiple resource managers, such as databases, message queues, and file systems. If this service is stopped, these transactions will fail. If this service is disabled, any services that explicitly depend on it will fail to start.",,,,"Distributed Transaction Coordinator",,,,,,,,,,,,,,,MSDTC,,,,,"C:\Windows\System32\msdtc.exe",4160,,,"Own Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""MSDTC""
DisplayName=""Distributed Transaction Coordinator""
Description=""Coordinates transactions that span multiple resource managers, such as databases, message queues, and file systems. If this service is stopped, these transactions will fail. If this service is disabled, any services that explicitly depend on it will fail to start.""
Path=""C:\Windows\System32\msdtc.exe""
ServiceType=""Own Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=4160","2021-06-29T03:11:35.000+0000","WinHostMon-MSDTC","C:\Windows\System32\msdtc.exe",1,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,4160,"==""""=""__""=""______,___,__,___._____,____._____,____",,"Distributed Transaction Coordinator","msdtc.exe","Distributed Transaction Coordinator","C:\Windows\System32\msdtc.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"error
os
report
service
windows","error
os
report
service
windows",1624936295,,
,,,,,,,,,"Provides infrastructure support for the Microsoft Store. This service is started on demand and if disabled applications bought using Windows Store will not behave correctly.",,,,"Client License Service (ClipSVC)",,,,,,,,,,,,,,,ClipSVC,,,,,"C:\Windows\System32\svchost.exe -k wsappx -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""ClipSVC""
DisplayName=""Client License Service (ClipSVC)""
Description=""Provides infrastructure support for the Microsoft Store. This service is started on demand and if disabled applications bought using Windows Store will not behave correctly.""
Path=""C:\Windows\System32\svchost.exe -k wsappx -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T03:06:35.000+0000","WinHostMon-ClipSVC","C:\Windows\System32\svchost.exe -k wsappx -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___()""=""______.__________________.""="":\\\._-",,"Client License Service (ClipSVC)","svchost.exe","Client License Service (ClipSVC)","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624935995,,
,,,,,,,,,"Service supporting the audio gateway role of the Bluetooth Handsfree Profile.",,,,"Bluetooth Audio Gateway Service",,,,,,,,,,,,,,,BTAGService,,,,,"C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""BTAGService""
DisplayName=""Bluetooth Audio Gateway Service""
Description=""Service supporting the audio gateway role of the Bluetooth Handsfree Profile.""
Path=""C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T03:06:35.000+0000","WinHostMon-BTAGService","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""__________.""="":\\\._-_""=""_""=""""==""""=""""=",,"Bluetooth Audio Gateway Service","svchost.exe","Bluetooth Audio Gateway Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624935995,,
,,,,,,,,,"Allows the system to be configured to lock the user desktop upon smart card removal.",,,,"Smart Card Removal Policy",,,,,,,,,,,,,,,SCPolicySvc,,,,,"C:\Windows\system32\svchost.exe -k netsvcs",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""SCPolicySvc""
DisplayName=""Smart Card Removal Policy""
Description=""Allows the system to be configured to lock the user desktop upon smart card removal.""
Path=""C:\Windows\system32\svchost.exe -k netsvcs""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T03:01:35.000+0000","WinHostMon-SCPolicySvc","C:\Windows\system32\svchost.exe -k netsvcs",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""______________.""="":\\\._-_""=""_""=""""==""""",,"Smart Card Removal Policy","svchost.exe","Smart Card Removal Policy","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624935695,,
,,,,,,,,,"This service opens custom printer dialog boxes and handles notifications from a remote print server or a printer. If you turn off this service, you won’t be able to see printer extensions or notifications.",,,,"Printer Extensions and Notifications",,,,,,,,,,,,,,,PrintNotify,,,,,"C:\Windows\system32\svchost.exe -k print",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""PrintNotify""
DisplayName=""Printer Extensions and Notifications""
Description=""This service opens custom printer dialog boxes and handles notifications from a remote print server or a printer. If you turn off this service, you won’t be able to see printer extensions or notifications.""
Path=""C:\Windows\system32\svchost.exe -k print""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T03:01:35.000+0000","WinHostMon-PrintNotify","C:\Windows\system32\svchost.exe -k print",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""_________________.______,__________.""=",,"Printer Extensions and Notifications","svchost.exe","Printer Extensions and Notifications","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624935695,,
,,,,,,,,,"The Extensible Authentication Protocol (EAP) service provides network authentication in such scenarios as 802.1x wired and wireless, VPN, and Network Access Protection (NAP).  EAP also provides application programming interfaces (APIs) that are used by network access clients, including wireless and VPN clients, during the authentication process.  If you disable this service, this computer is prevented from accessing networks that require EAP authentication.",,,,"Extensible Authentication Protocol",,,,,,,,,,,,,,,Eaphost,,,,,"C:\Windows\System32\svchost.exe -k netsvcs -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""Eaphost""
DisplayName=""Extensible Authentication Protocol""
Description=""The Extensible Authentication Protocol (EAP) service provides network authentication in such scenarios as 802.1x wired and wireless, VPN, and Network Access Protection (NAP).  EAP also provides application programming interfaces (APIs) that are used by network access clients, including wireless and VPN clients, during the authentication process.  If you disable this service, this computer is prevented from accessing networks that require EAP authentication.""
Path=""C:\Windows\System32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T03:01:35.000+0000","WinHostMon-Eaphost","C:\Windows\System32\svchost.exe -k netsvcs -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""__""=""____()_________.___,_,_____().________(",,"Extensible Authentication Protocol","svchost.exe","Extensible Authentication Protocol","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624935695,,
,,,,,,,,,"Identifies the networks to which the computer has connected, collects and stores properties for these networks, and notifies applications when these properties change.",,,,"Network List Service",,,,,,,,,,,,,,,netprofm,,,,,"C:\Windows\System32\svchost.exe -k LocalService -p",2156,,,"Share Process",Manual,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""netprofm""
DisplayName=""Network List Service""
Description=""Identifies the networks to which the computer has connected, collects and stores properties for these networks, and notifies applications when these properties change.""
Path=""C:\Windows\System32\svchost.exe -k LocalService -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=true
State=""Running""
Status=""OK""
ProcessId=2156","2021-06-29T02:56:35.000+0000","WinHostMon-netprofm","C:\Windows\System32\svchost.exe -k LocalService -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,2156,"==""""=""__""=""________,_______,_______.""="":\\\._-__-""",,"Network List Service","svchost.exe","Network List Service","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624935395,,
,,,,,,,,,"Coordinates the communications that are required to use Volume Shadow Copy Service to back up applications and data on this virtual machine from the operating system on the physical computer.",,,,"Hyper-V Volume Shadow Copy Requestor",,,,,,,,,,,,,,,vmicvss,,,,,"C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""vmicvss""
DisplayName=""Hyper-V Volume Shadow Copy Requestor""
Description=""Coordinates the communications that are required to use Volume Shadow Copy Service to back up applications and data on this virtual machine from the operating system on the physical computer.""
Path=""C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:46:35.000+0000","WinHostMon-vmicvss","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""-____""=""_____________________________.""="":\\",,"Hyper-V Volume Shadow Copy Requestor","svchost.exe","Hyper-V Volume Shadow Copy Requestor","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624934795,,
,,,,,,,,,"Receives trap messages generated by local or remote Simple Network Management Protocol (SNMP) agents and forwards the messages to SNMP management programs running on this computer. If this service is stopped, SNMP-based programs on this computer will not receive SNMP trap messages. If this service is disabled, any services that explicitly depend on it will fail to start.",,,,"SNMP Trap",,,,,,,,,,,,,,,SNMPTRAP,,,,,"C:\Windows\System32\snmptrap.exe",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""SNMPTRAP""
DisplayName=""SNMP Trap""
Description=""Receives trap messages generated by local or remote Simple Network Management Protocol (SNMP) agents and forwards the messages to SNMP management programs running on this computer. If this service is stopped, SNMP-based programs on this computer will not receive SNMP trap messages. If this service is disabled, any services that explicitly depend on it will fail to start.""
Path=""C:\Windows\System32\snmptrap.exe""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:46:35.000+0000","WinHostMon-SNMPTRAP","C:\Windows\System32\snmptrap.exe",0,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_""=""____________()_____________._____,_-____",,"SNMP Trap","snmptrap.exe","SNMP Trap","C:\Windows\System32\snmptrap.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"error
os
report
service
windows","error
os
report
service
windows",1624934795,,
,,,,,,,,,"This service spools print jobs and handles interaction with the printer.  If you turn off this service, you won’t be able to print or see your printers.",,,,"Print Spooler",,,,,,,,,,,,,,,Spooler,,,,,"C:\Windows\System32\spoolsv.exe",2488,,,"Own Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""Spooler""
DisplayName=""Print Spooler""
Description=""This service spools print jobs and handles interaction with the printer.  If you turn off this service, you won’t be able to print or see your printers.""
Path=""C:\Windows\System32\spoolsv.exe""
ServiceType=""Own Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=2488","2021-06-29T02:41:35.000+0000","WinHostMon-Spooler","C:\Windows\System32\spoolsv.exe",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,2488,"==""""=""_""=""__________._______,__________.""="":\\\.""=",,"Print Spooler","spoolsv.exe","Print Spooler","C:\Windows\System32\spoolsv.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624934495,,
,,,,,,,,,"Manages objects in the Network and Dial-Up Connections folder, in which you can view both local area network and remote connections.",,,,"Network Connections",,,,,,,,,,,,,,,Netman,,,,,"C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""Netman""
DisplayName=""Network Connections""
Description=""Manages objects in the Network and Dial-Up Connections folder, in which you can view both local area network and remote connections.""
Path=""C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:41:35.000+0000","WinHostMon-Netman","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_""=""______-__,____________.""="":\\\._-__-""=""_",,"Network Connections","svchost.exe","Network Connections","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624934495,,
,,,,,,,,,"Coordinates transactions between the Distributed Transaction Coordinator (MSDTC) and the Kernel Transaction Manager (KTM). If it is not needed, it is recommended that this service remain stopped. If it is needed, both MSDTC and KTM will start this service automatically. If this service is disabled, any MSDTC transaction interacting with a Kernel Resource Manager will fail and any services that explicitly depend on it will fail to start.",,,,"KtmRm for Distributed Transaction Coordinator",,,,,,,,,,,,,,,KtmRm,,,,,"C:\Windows\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""KtmRm""
DisplayName=""KtmRm for Distributed Transaction Coordinator""
Description=""Coordinates transactions between the Distributed Transaction Coordinator (MSDTC) and the Kernel Transaction Manager (KTM). If it is not needed, it is recommended that this service remain stopped. If it is needed, both MSDTC and KTM will start this service automatically. If this service is disabled, any MSDTC transaction interacting with a Kernel Resource Manager will fail and any services that explicitly depend on it will fail to start.""
Path=""C:\Windows\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:36:35.000+0000","WinHostMon-KtmRm","C:\Windows\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p",0,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors nix_kernel_attached",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""____""=""_______()______()._____,________.____",,"KtmRm for Distributed Transaction Coordinator","svchost.exe","KtmRm for Distributed Transaction Coordinator","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"error
kernel
os
report
service
unix
windows","error
kernel
os
report
service
unix
windows",1624934195,,
,,,,,,,,,"The Connected User Experiences and Telemetry service enables features that support in-application and connected user experiences. Additionally, this service manages the event driven collection and transmission of diagnostic and usage information (used to improve the experience and quality of the Windows Platform) when the diagnostics and usage privacy option settings are enabled under Feedback and Diagnostics.",,,,"Connected User Experiences and Telemetry",,,,,,,,,,,,,,,DiagTrack,,,,,"C:\Windows\System32\svchost.exe -k utcsvc -p",0,,,"Own Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""DiagTrack""
DisplayName=""Connected User Experiences and Telemetry""
Description=""The Connected User Experiences and Telemetry service enables features that support in-application and connected user experiences. Additionally, this service manages the event driven collection and transmission of diagnostic and usage information (used to improve the experience and quality of the Windows Platform) when the diagnostics and usage privacy option settings are enabled under Feedback and Diagnostics.""
Path=""C:\Windows\System32\svchost.exe -k utcsvc -p""
ServiceType=""Own Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:36:35.000+0000","WinHostMon-DiagTrack","C:\Windows\System32\svchost.exe -k utcsvc -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""____""=""___________-____._,_______________(__",,"Connected User Experiences and Telemetry","svchost.exe","Connected User Experiences and Telemetry","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624934195,,
,,,,,,,,,"Manages the configuration and tracking of Component Object Model (COM)+-based components. If the service is stopped, most COM+-based components will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.",,,,"COM+ System Application",,,,,,,,,,,,,,,COMSysApp,,,,,"C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""COMSysApp""
DisplayName=""COM+ System Application""
Description=""Manages the configuration and tracking of Component Object Model (COM)+-based components. If the service is stopped, most COM+-based components will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.""
Path=""C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:36:35.000+0000","WinHostMon-COMSysApp","C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}",0,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""+__""=""_________()+-_._____,__+-_____._____,_",,"COM+ System Application","dllhost.exe","COM+ System Application","C:\Windows\system32\dllhost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"error
os
report
service
windows","error
os
report
service
windows",1624934195,,
,,,,,,,,,"Provides a mechanism to exchange data between the virtual machine and the operating system running on the physical computer.",,,,"Hyper-V Data Exchange Service",,,,,,,,,,,,,,,vmickvpexchange,,,,,"C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""vmickvpexchange""
DisplayName=""Hyper-V Data Exchange Service""
Description=""Provides a mechanism to exchange data between the virtual machine and the operating system running on the physical computer.""
Path=""C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:31:35.000+0000","WinHostMon-vmickvpexchange","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""-___""=""__________________.""="":\\\._-__-""=""_""",,"Hyper-V Data Exchange Service","svchost.exe","Hyper-V Data Exchange Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624933895,,
,,,,,,,,,"The Embedded Mode service enables scenarios related to Background Applications.  Disabling this service will prevent Background Applications from being activated.",,,,"Embedded Mode",,,,,,,,,,,,,,,embeddedmode,,,,,"C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""embeddedmode""
DisplayName=""Embedded Mode""
Description=""The Embedded Mode service enables scenarios related to Background Applications.  Disabling this service will prevent Background Applications from being activated.""
Path=""C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:31:35.000+0000","WinHostMon-embeddedmode","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_""=""_________.___________.""="":\\\._-__-""=""_""",,"Embedded Mode","svchost.exe","Embedded Mode","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624933895,,
