Architecture,BuildNumber,BuildType,ClassGuid,ClockSpeedMHz,CodeSet,CommandLine,ComputerName,CountryCode,Description,DeviceClass,DeviceID,DeviceName,DisplayName,DriverDate,DriverProviderName,DriverVersion,FreePhysicalMemoryKB,FreeVirtualMemoryKB,HardWareID,Host,ID,Id,InfName,InstallDate,LastBootUpTime,Locale,Manufacturer,Name,NumberOfCores,NumberOfProcessors,OS,ParentID,Path,ProcessId,"Processor_Id",SerialNumber,ServiceType,StartMode,StartTime,Started,State,Status,SystemDevice,SystemDirectory,SystemDrive,TotalPhysicalMemoryKB,TotalVirtualMemoryKB,Type,Version,"_raw","_time",componentId,componentInstance,componentValue,"cpu_architecture","cpu_cores","cpu_count","cpu_mhz",description,dest,eventtype,family,host,index,linecount,mem,"mem_free","mem_free_percent","mem_used","mem_used_percent",mount,"ms_exchange_host",os,process,"process_id",punct,serial,service,"service_exec","service_name","service_path",source,sourcetype,"splunk_server","splunk_server_group","start_mode",status,storage,"storage_free","storage_free_percent","storage_used","storage_used_percent",tag,"tag::eventtype","tmp_epochtime","vendor_product",version
,,,,,,,,,"Provides support for application and OS settings roaming",,,,"User Experience Virtualization Service",,,,,,,,,,,,,,,UevAgentService,,,,,"C:\Windows\system32\AgentService.exe",0,,,"Own Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""UevAgentService""
DisplayName=""User Experience Virtualization Service""
Description=""Provides support for application and OS settings roaming""
Path=""C:\Windows\system32\AgentService.exe""
ServiceType=""Own Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T10:31:35.000+0000","WinHostMon-UevAgentService","C:\Windows\system32\AgentService.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""_______""="":\\\.""=""_""=""""==""""=""""=",,"User Experience Virtualization Service","AgentService.exe","User Experience Virtualization Service","C:\Windows\system32\AgentService.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624962695,,
,,,,,,,,,"Discovers networked devices and services that use the SSDP discovery protocol, such as UPnP devices. Also announces SSDP devices and services running on the local computer. If this service is stopped, SSDP-based devices will not be discovered. If this service is disabled, any services that explicitly depend on it will fail to start.",,,,"SSDP Discovery",,,,,,,,,,,,,,,SSDPSRV,,,,,"C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p",0,,,"Share Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""SSDPSRV""
DisplayName=""SSDP Discovery""
Description=""Discovers networked devices and services that use the SSDP discovery protocol, such as UPnP devices. Also announces SSDP devices and services running on the local computer. If this service is stopped, SSDP-based devices will not be discovered. If this service is disabled, any services that explicitly depend on it will fail to start.""
Path=""C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p""
ServiceType=""Share Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T10:21:35.000+0000","WinHostMon-SSDPSRV","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p",0,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_""=""__________,____.___________._____,_-____",,"SSDP Discovery","svchost.exe","SSDP Discovery","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"error
os
report
service
windows","error
os
report
service
windows",1624962095,,
,,,,,,,,,"The Windows biometric service gives client applications the ability to capture, compare, manipulate, and store biometric data without gaining direct access to any biometric hardware or samples. The service is hosted in a privileged SVCHOST process.",,,,"Windows Biometric Service",,,,,,,,,,,,,,,WbioSrvc,,,,,"C:\Windows\system32\svchost.exe -k WbioSvcGroup",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""WbioSrvc""
DisplayName=""Windows Biometric Service""
Description=""The Windows biometric service gives client applications the ability to capture, compare, manipulate, and store biometric data without gaining direct access to any biometric hardware or samples. The service is hosted in a privileged SVCHOST process.""
Path=""C:\Windows\system32\svchost.exe -k WbioSvcGroup""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T10:16:34.000+0000","WinHostMon-WbioSrvc","C:\Windows\system32\svchost.exe -k WbioSvcGroup",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""__""=""__________,_,_,______________._________",,"Windows Biometric Service","svchost.exe","Windows Biometric Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624961794,,
,,,,,,,,,"The Offline Files service performs maintenance activities on the Offline Files cache, responds to user logon and logoff events, implements the internals of the public API, and dispatches interesting events to those interested in Offline Files activities and changes in cache state.",,,,"Offline Files",,,,,,,,,,,,,,,CscService,,,,,"C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""CscService""
DisplayName=""Offline Files""
Description=""The Offline Files service performs maintenance activities on the Offline Files cache, responds to user logon and logoff events, implements the internals of the public API, and dispatches interesting events to those interested in Offline Files activities and changes in cache state.""
Path=""C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T10:16:34.000+0000","WinHostMon-CscService","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_""=""___________,_______,_______,____________",,"Offline Files","svchost.exe","Offline Files","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624961794,,
,,,,,,,,,"Helps guard against intrusion attempts targeting known and newly discovered vulnerabilities in network protocols",,,,"Windows Defender Antivirus Network Inspection Service",,,,,,,,,,,,,,,WdNisSvc,,,,,"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2105.5-0\NisSrv.exe",5668,,,"Own Process",Manual,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""WdNisSvc""
DisplayName=""Windows Defender Antivirus Network Inspection Service""
Description=""Helps guard against intrusion attempts targeting known and newly discovered vulnerabilities in network protocols""
Path=""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2105.5-0\NisSrv.exe""
ServiceType=""Own Process""
StartMode=""Manual""
Started=true
State=""Running""
Status=""OK""
ProcessId=5668","2021-06-29T10:11:35.000+0000","WinHostMon-WdNisSvc","C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2105.5-0\NisSrv.exe",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,5668,"==""""=""_____""=""_____________""="":\\\_\\...-\.""=""_""=""",,"Windows Defender Antivirus Network Inspection Service","NisSrv.exe","Windows Defender Antivirus Network Inspection Service","C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2105.5-0\NisSrv.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624961495,,
,,,,,,,,,"The Extensible Authentication Protocol (EAP) service provides network authentication in such scenarios as 802.1x wired and wireless, VPN, and Network Access Protection (NAP).  EAP also provides application programming interfaces (APIs) that are used by network access clients, including wireless and VPN clients, during the authentication process.  If you disable this service, this computer is prevented from accessing networks that require EAP authentication.",,,,"Extensible Authentication Protocol",,,,,,,,,,,,,,,Eaphost,,,,,"C:\Windows\System32\svchost.exe -k netsvcs -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""Eaphost""
DisplayName=""Extensible Authentication Protocol""
Description=""The Extensible Authentication Protocol (EAP) service provides network authentication in such scenarios as 802.1x wired and wireless, VPN, and Network Access Protection (NAP).  EAP also provides application programming interfaces (APIs) that are used by network access clients, including wireless and VPN clients, during the authentication process.  If you disable this service, this computer is prevented from accessing networks that require EAP authentication.""
Path=""C:\Windows\System32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T10:06:34.000+0000","WinHostMon-Eaphost","C:\Windows\System32\svchost.exe -k netsvcs -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""__""=""____()_________.___,_,_____().________(",,"Extensible Authentication Protocol","svchost.exe","Extensible Authentication Protocol","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624961194,,
,,,,,,,,,"Host service for the Microsoft Storage Spaces management provider. If this service is stopped or disabled, Storage Spaces cannot be managed.",,,,"Microsoft Storage Spaces SMP",,,,,,,,,,,,,,,smphost,,,,,"C:\Windows\System32\svchost.exe -k smphost",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""smphost""
DisplayName=""Microsoft Storage Spaces SMP""
Description=""Host service for the Microsoft Storage Spaces management provider. If this service is stopped or disabled, Storage Spaces cannot be managed.""
Path=""C:\Windows\System32\svchost.exe -k smphost""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T10:01:36.000+0000","WinHostMon-smphost","C:\Windows\System32\svchost.exe -k smphost",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""________._______,_____.""="":\\\._-_""=""_",,"Microsoft Storage Spaces SMP","svchost.exe","Microsoft Storage Spaces SMP","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624960896,,
,,,,,,,,,"KDC Proxy Server service runs on edge servers to proxy Kerberos protocol messages to domain controllers on the corporate network.",,,,"KDC Proxy Server service (KPS)",,,,,,,,,,,,,,,KPSSVC,,,,,"C:\Windows\system32\svchost.exe -k KpsSvcGroup",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""KPSSVC""
DisplayName=""KDC Proxy Server service (KPS)""
Description=""KDC Proxy Server service runs on edge servers to proxy Kerberos protocol messages to domain controllers on the corporate network.""
Path=""C:\Windows\system32\svchost.exe -k KpsSvcGroup""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T10:01:35.000+0000","WinHostMon-KPSSVC","C:\Windows\system32\svchost.exe -k KpsSvcGroup",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""____()""=""___________________.""="":\\\._-_""=""_",,"KDC Proxy Server service (KPS)","svchost.exe","KDC Proxy Server service (KPS)","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624960895,,
,,,,,,,,,"Diagnostics Hub Standard Collector Service. When running, this service collects real time ETW events and processes them.",,,,"Microsoft (R) Diagnostics Hub Standard Collector Service",,,,,,,,,,,,,,,"diagnosticshub.standardcollector.service",,,,,"C:\Windows\system32\DiagSvcs\DiagnosticsHub.StandardCollector.Service.exe",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""diagnosticshub.standardcollector.service""
DisplayName=""Microsoft (R) Diagnostics Hub Standard Collector Service""
Description=""Diagnostics Hub Standard Collector Service. When running, this service collects real time ETW events and processes them.""
Path=""C:\Windows\system32\DiagSvcs\DiagnosticsHub.StandardCollector.Service.exe""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T10:01:35.000+0000","WinHostMon-diagnosticshub.standardcollector.service","C:\Windows\system32\DiagSvcs\DiagnosticsHub.StandardCollector.Service.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""..""=""_()_____""=""____.__,__________.""="":\\\\...""",,"Microsoft (R) Diagnostics Hub Standard Collector Service","DiagnosticsHub.StandardCollector.Service.exe","Microsoft (R) Diagnostics Hub Standard Collector Service","C:\Windows\system32\DiagSvcs\DiagnosticsHub.StandardCollector.Service.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624960895,,
,,,,,,,,,"Launches applications associated with still image acquisition events.",,,,"Still Image Acquisition Events",,,,,,,,,,,,,,,WiaRpc,,,,,"C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""WiaRpc""
DisplayName=""Still Image Acquisition Events""
Description=""Launches applications associated with still image acquisition events.""
Path=""C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T09:56:34.000+0000","WinHostMon-WiaRpc","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""_______.""="":\\\._-__-""=""_""=""""==""""=""""=",,"Still Image Acquisition Events","svchost.exe","Still Image Acquisition Events","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624960594,,
,,,,,,,,,"Manages power policy and power policy notification delivery.",,,,Power,,,,,,,,,,,,,,,Power,,,,,"C:\Windows\system32\svchost.exe -k DcomLaunch -p",912,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""Power""
DisplayName=""Power""
Description=""Manages power policy and power policy notification delivery.""
Path=""C:\Windows\system32\svchost.exe -k DcomLaunch -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=912","2021-06-29T09:51:35.000+0000","WinHostMon-Power","C:\Windows\system32\svchost.exe -k DcomLaunch -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,912,"==""""=""""=""_______.""="":\\\._-__-""=""_""=""""==""""=""""=",,Power,"svchost.exe",Power,"C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624960295,,
,,,,,,,,,"Shares Windows Media Player libraries to other networked players and media devices using Universal Plug and Play",,,,"Windows Media Player Network Sharing Service",,,,,,,,,,,,,,,WMPNetworkSvc,,,,,"C:\Program Files\Windows Media Player\wmpnetwk.exe",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""WMPNetworkSvc""
DisplayName=""Windows Media Player Network Sharing Service""
Description=""Shares Windows Media Player libraries to other networked players and media devices using Universal Plug and Play""
Path=""C:\Program Files\Windows Media Player\wmpnetwk.exe""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T09:46:35.000+0000","WinHostMon-WMPNetworkSvc","C:\Program Files\Windows Media Player\wmpnetwk.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_____""=""________________""="":\_\__\.""=""_""=""""=",,"Windows Media Player Network Sharing Service","wmpnetwk.exe","Windows Media Player Network Sharing Service","C:\Program Files\Windows Media Player\wmpnetwk.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624959995,,
,,,,,,,,,"This service manages persistent subscriptions to events from remote sources that support WS-Management protocol. This includes Windows Vista event logs, hardware and IPMI-enabled event sources. The service stores forwarded events in a local Event Log. If this service is stopped or disabled event subscriptions cannot be created and forwarded events cannot be accepted.",,,,"Windows Event Collector",,,,,,,,,,,,,,,Wecsvc,,,,,"C:\Windows\system32\svchost.exe -k NetworkService -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""Wecsvc""
DisplayName=""Windows Event Collector""
Description=""This service manages persistent subscriptions to events from remote sources that support WS-Management protocol. This includes Windows Vista event logs, hardware and IPMI-enabled event sources. The service stores forwarded events in a local Event Log. If this service is stopped or disabled event subscriptions cannot be created and forwarded events cannot be accepted.""
Path=""C:\Windows\system32\svchost.exe -k NetworkService -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T09:46:35.000+0000","WinHostMon-Wecsvc","C:\Windows\system32\svchost.exe -k NetworkService -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""__""=""____________-_.______,___-__.__________",,"Windows Event Collector","svchost.exe","Windows Event Collector","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624959995,,
