EventCode,LogName,"Windows_OS_Support",signature,"signature_severity"
4665,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An attempt was made to create an application client context.",low
4666,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An application attempted an operation",low
4667,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An application client context was deleted",low
4668,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An application was initialized",low
4670,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Permissions on an object were changed",low
4671,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An application attempted to access a blocked ordinal through the TBS",low
4672,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Special privileges assigned to new logon",low
4673,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A privileged service was called",low
4674,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An operation was attempted on a privileged object",low
4675,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","SIDs were filtered",medium
4688,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A new process has been created",low
4689,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A process has exited",low
4690,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An attempt was made to duplicate a handle to an object",low
4691,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Indirect access to an object was requested",low
4692,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Backup of data protection master key was attempted",medium
4693,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Recovery of data protection master key was attempted",medium
4694,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Protection of auditable protected data was attempted",low
4695,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Unprotection of auditable protected data was attempted",low
4696,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A primary token was assigned to process",low
4697,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A service was installed in the system",low
4698,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A scheduled task was created",low
4699,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A scheduled task was deleted",low
4700,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A scheduled task was enabled",low
4701,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A scheduled task was disabled",low
4702,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A scheduled task was updated",low
4703,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A token right was adjusted",low
4704,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A user right was assigned",low
4705,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A user right was removed",low
4706,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A new trust was created to a domain",medium
4707,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A trust to a domain was removed",low
4709,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Services was started",low
4710,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Services was disabled",low
4711,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine (1%)",low
4712,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Services encountered a potentially serious failure",low
4713,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Kerberos policy was changed",medium
4714,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Encrypted data recovery policy was changed",medium
4715,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The audit policy (SACL) on an object was changed",medium
4716,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Trusted domain information was modified",medium
4717,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","System security access was granted to an account",low
4718,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","System security access was removed from an account",low
4719,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","System audit policy was changed",high
4720,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A user account was created",low
4722,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A user account was enabled",low
4723,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An attempt was made to change an account’s password",low
4724,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An attempt was made to reset an accounts password",medium
4725,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A user account was disabled",low
4726,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A user account was deleted",low
4727,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-enabled global group was created",medium
4728,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was added to a security-enabled global group",low
4729,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was removed from a security-enabled global group",low
4730,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-enabled global group was deleted",low
4731,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-enabled local group was created",low
4732,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was added to a security-enabled local group",low
4733,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was removed from a security-enabled local group",low
4734,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-enabled local group was deleted",low
4735,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-enabled local group was changed",medium
4737,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-enabled global group was changed",medium
4738,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A user account was changed",low
4739,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Domain Policy was changed",medium
4740,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A user account was locked out",low
4741,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A computer account was created",low
4742,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A computer account was changed",low
4743,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A computer account was deleted",low
4744,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-disabled local group was created",low
4745,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-disabled local group was changed",low
4746,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was added to a security-disabled local group",low
4747,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was removed from a security-disabled local group",low
4748,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-disabled local group was deleted",low
4749,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-disabled global group was created",low
4750,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-disabled global group was changed",low
4751,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was added to a security-disabled global group",low
4752,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was removed from a security-disabled global group",low
4753,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-disabled global group was deleted",low
4754,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-enabled universal group was created",medium
4755,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-enabled universal group was changed",medium
4756,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was added to a security-enabled universal group",low
4756,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","User Added to Privileged Group",low
4757,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was removed from a security-enabled universal group",low
4758,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-enabled universal group was deleted",low
4759,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-disabled universal group was created",low
4760,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-disabled universal group was changed",low
4761,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was added to a security-disabled universal group",low
4762,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was removed from a security-disabled universal group",low
4763,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-disabled universal group was deleted",low
4764,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A groups type was changed",medium
4765,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","SID History was added to an account",high
4766,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An attempt to add SID History to an account failed",high
4767,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A user account was unlocked",low
4768,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Kerberos authentication ticket (TGT) was requested",low
4769,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Kerberos service ticket was requested",low
4770,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Kerberos service ticket was renewed",low
4771,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Kerberos pre-authentication failed",low
4772,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Kerberos authentication ticket request failed",low
4773,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Kerberos service ticket request failed",low
4774,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An account was mapped for logon",low
4775,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An account could not be mapped for logon",low
4776,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The domain controller attempted to validate the credentials for an account",low
4777,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The domain controller failed to validate the credentials for an account",low
4778,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A session was reconnected to a Window Station",low
4779,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A session was disconnected from a Window Station",low
4780,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The ACL was set on accounts which are members of administrators groups",medium
4781,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The name of an account was changed",low
4782,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The password hash an account was accessed",low
4783,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A basic application group was created",low
4784,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A basic application group was changed",low
4785,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was added to a basic application group",low
4786,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A member was removed from a basic application group",low
4787,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A non-member was added to a basic application group",low
4788,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A non-member was removed from a basic application group..",low
4789,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A basic application group was deleted",low
4790,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An LDAP query group was created",low
4791,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A basic application group was changed",low
4792,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An LDAP query group was deleted",low
4793,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Password Policy Checking API was called",low
4794,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An attempt was made to set the Directory Services Restore Mode administrator password",high
4797,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An attempt was made to query the existence of a blank password for an account",low
4798,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A user’s local group membership was enumerated.",low
4799,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security-enabled local group membership was enumerated",low
4800,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The workstation was locked",low
4801,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The workstation was unlocked",low
4802,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The screen saver was invoked",low
4803,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The screen saver was dismissed",low
4816,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","RPC detected an integrity violation while decrypting an incoming message",medium
4817,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Auditing settings on object were changed.",low
4818,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Proposed Central Access Policy does not grant the same access permissions as the current Central Access Policy",low
4819,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Central Access Policies on the machine have been changed",low
4820,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Kerberos Ticket-granting-ticket (TGT) was denied because the device does not meet the access control restrictions",low
4821,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Kerberos service ticket was denied because the user device or both does not meet the access control restrictions",low
4822,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","NTLM authentication failed because the account was a member of the Protected User group",low
4823,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","NTLM authentication failed because access control restrictions are required",low
4824,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Kerberos preauthentication by using DES or RC4 failed because the account was a member of the Protected User group",low
4825,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A user was denied the access to Remote Desktop. By default users are allowed to connect only if they are members of the Remote Desktop Users group or Administrators group",low
4826,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Boot Configuration Data loaded",low
4830,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","SID History was removed from an account",low
4864,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A namespace collision was detected",low
4865,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A trusted forest information entry was added",medium
4866,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A trusted forest information entry was removed",medium
4867,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A trusted forest information entry was modified",medium
4868,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The certificate manager denied a pending certificate request",medium
4869,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services received a resubmitted certificate request",low
4870,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services revoked a certificate",medium
4871,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services received a request to publish the certificate revocation list (CRL)",low
4872,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services published the certificate revocation list (CRL)",low
4873,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A certificate request extension changed",low
4874,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","One or more certificate request attributes changed.",low
4875,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services received a request to shut down",low
4876,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services backup started",low
4877,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services backup completed",low
4878,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services restore started",low
4879,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services restore completed",low
4880,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services started",low
4881,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services stopped",low
4882,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The security permissions for Certificate Services changed",medium
4883,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services retrieved an archived key",low
4884,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services imported a certificate into its database",low
4885,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The audit filter for Certificate Services changed",medium
4886,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services received a certificate request",low
4887,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services approved a certificate request and issued a certificate",low
4888,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services denied a certificate request",low
4889,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services set the status of a certificate request to pending",low
4890,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The certificate manager settings for Certificate Services changed.",medium
4891,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A configuration entry changed in Certificate Services",low
4892,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A property of Certificate Services changed",medium
4893,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services archived a key",low
4894,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services imported and archived a key",low
4895,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services published the CA certificate to Active Directory Domain Services",low
4896,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","One or more rows have been deleted from the certificate database",medium
4897,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Role separation enabled",high
4898,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services loaded a template",low
4899,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Certificate Services template was updated",low
4900,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Certificate Services template security was updated",low
4902,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Per-user audit policy table was created",low
4904,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An attempt was made to register a security event source",low
4905,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An attempt was made to unregister a security event source",low
4906,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The CrashOnAuditFail value has changed",medium
4907,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Auditing settings on object were changed",medium
4908,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Special Groups Logon table modified",medium
4909,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The local policy settings for the TBS were changed",low
4910,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The group policy settings for the TBS were changed",low
4911,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Resource attributes of the object were changed",low
4912,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Per User Audit Policy was changed",medium
4913,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Central Access Policy on the object was changed",low
4928,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An Active Directory replica source naming context was established",low
4929,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An Active Directory replica source naming context was removed",low
4930,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An Active Directory replica source naming context was modified",low
4931,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An Active Directory replica destination naming context was modified",low
4932,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Synchronization of a replica of an Active Directory naming context has begun",low
4933,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Synchronization of a replica of an Active Directory naming context has ended",low
4934,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Attributes of an Active Directory object were replicated",low
4935,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Replication failure begins",low
4936,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Replication failure ends",low
4937,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A lingering object was removed from a replica",low
4944,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The following policy was active when the Windows Firewall started",low
4945,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A rule was listed when the Windows Firewall started",low
4946,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A change has been made to Windows Firewall exception list. A rule was added",low
4947,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A change has been made to Windows Firewall exception list. A rule was modified",low
4948,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A change has been made to Windows Firewall exception list. A rule was deleted",low
4949,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Firewall settings were restored to the default values",low
4950,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Windows Firewall setting has changed",low
4951,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A rule has been ignored because its major version number was not recognized by Windows Firewall",low
4952,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Parts of a rule have been ignored because its minor version number was not recognized by Windows Firewall",low
4953,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A rule has been ignored by Windows Firewall because it could not parse the rule",low
4954,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Firewall Group Policy settings has changed. The new settings have been applied",low
4956,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Firewall has changed the active profile",low
4957,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Firewall did not apply the following rule",low
4958,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Firewall did not apply the following rule because the rule referred to items not configured on this computer",low
4960,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec dropped an inbound packet that failed an integrity check",medium
4961,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec dropped an inbound packet that failed a replay check",medium
4962,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec dropped an inbound packet that failed a replay check",medium
4963,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec dropped an inbound clear text packet that should have been secured",medium
4964,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Special groups have been assigned to a new logon",high
4965,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec received a packet from a remote computer with an incorrect Security Parameter Index (SPI).",medium
4976,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","During Main Mode negotiation IPsec received an invalid negotiation packet.",medium
4977,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","During Quick Mode negotiation  IPsec received an invalid negotiation packet.",medium
4978,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","During Extended Mode negotiation IPsec received an invalid negotiation packet.",medium
4979,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Main Mode and Extended Mode security associations were established.",low
4980,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Main Mode and Extended Mode security associations were established",low
4981,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Main Mode and Extended Mode security associations were established",low
4982,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Main Mode and Extended Mode security associations were established",low
4983,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An IPsec Extended Mode negotiation failed",medium
4984,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An IPsec Extended Mode negotiation failed",medium
4985,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The state of a transaction has changed",low
5024,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Firewall Service has started successfully",low
5025,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Firewall Service has been stopped",low
5027,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Firewall Service was unable to retrieve the security policy from the local storage",medium
5028,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Firewall Service was unable to parse the new security policy.",medium
5029,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Firewall Service failed to initialize the driver",medium
5030,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Firewall Service failed to start",medium
5031,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Firewall Service blocked an application from accepting incoming connections on the network.",low
5032,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Firewall was unable to notify the user that it blocked an application from accepting incoming connections on the network",low
5033,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Firewall Driver has started successfully",low
