"page_printed",user,document,"temp_epochtime"
4,chuck,"anon_Printer_2","1474258414.000"
2,chuck,"anon_Printer_2","1474258414.000"
2,chuck,"anon_Printer_2","1474258417.000"
1,chuck,"anon_Printer_2","1474258417.000"
2,chuck,"anon_Printer_2","1474258417.000"
5,chuck,"anon_Printer_2","1474258419.000"
4,chuck,"anon_Printer_2","1474258419.000"
3,chuck,"anon_Printer_2","1474258419.000"
54,chuck,"anon_Printer_4","1474258444.000"
54,chuck,"anon_Printer_4","1474258444.000"
1,chuck,"anon_Printer_2","1474258594.000"
2,chuck,"anon_Printer_2","1474258594.000"
2,chuck,"anon_Printer_2","1474258594.000"
1,chuck,"anon_Printer_2","1474258595.000"
4,chuck,"anon_Printer_2","1474258595.000"
2,chuck,"anon_Printer_2","1474258595.000"
3,chuck,"anon_Printer_2","1474258595.000"
1,chuck,"anon_Printer_2","1474258596.000"
1,chuck,"anon_Printer_2","1474258596.000"
1,chuck,"anon_Printer_3","1474258649.000"
1,chuck,"anon_Printer_3","1474258649.000"
1,chuck,"anon_Printer_4","1474258825.000"
2,chuck,"anon_Printer_4","1474258825.000"
2,chuck,"anon_Printer_4","1474258825.000"
2,chuck,"anon_Printer_6","1474258838.000"
2,chuck,"anon_Printer_6","1474258838.000"
2,chuck,"anon_Printer_6","1474258839.000"
2,chuck,"anon_Printer_6","1474258839.000"
2,chuck,"anon_Printer_6","1474258979.000"
4,chuck,"anon_Printer_6","1474258979.000"
6,chuck,"anon_Printer_6","1474258979.000"
7,chuck,"anon_Printer_9","1474259177.000"
6,chuck,"anon_Printer_9","1474259177.000"
3,chuck,"anon_Printer_6","1474259714.000"
3,chuck,"anon_Printer_6","1474259714.000"
3,chuck,"anon_Printer_6","1474259715.000"
3,chuck,"anon_Printer_6","1474259715.000"
1,chuck,"anon_Printer_6","1474259722.000"
1,chuck,"anon_Printer_6","1474259722.000"
1,chuck,"anon_Printer_6","1474259764.000"
1,chuck,"anon_Printer_6","1474259764.000"
1,chuck,"anon_Printer_6","1474259776.000"
1,chuck,"anon_Printer_6","1474259776.000"
1,chuck,"anon_Printer_2","1474260210.000"
1,chuck,"anon_Printer_2","1474260210.000"
1,chuck,"anon_Printer_2","1474260211.000"
1,chuck,"anon_Printer_2","1474260211.000"
1,chuck,"anon_Printer_2","1474260214.000"
1,chuck,"anon_Printer_2","1474260214.000"
4,chuck,"anon_Printer_4","1474260225.000"
4,chuck,"anon_Printer_4","1474260225.000"
1,chuck,"anon_Printer_1","1474260808.000"
1,chuck,"anon_Printer_1","1474260808.000"
1,chuck,"anon_Printer_3","1474261690.000"
1,chuck,"anon_Printer_3","1474261690.000"
1,chuck,"anon_Printer_3","1474261691.000"
1,chuck,"anon_Printer_3","1474261691.000"
7,chuck,"anon_Printer_9","1474261914.000"
16,chuck,"anon_Printer_9","1474262154.000"
6,chuck,"anon_Printer_9","1474262230.000"
6,chuck,"anon_Printer_9","1474262230.000"
2,chuck,"anon_Printer_9","1474262246.000"
3,chuck,"anon_Printer_9","1474262246.000"
3,chuck,"anon_Printer_9","1474262257.000"
2,chuck,"anon_Printer_9","1474262257.000"
1,chuck,"anon_Printer_9","1474262475.000"
6,chuck,"anon_Printer_9","1474262655.000"
2,chuck,"anon_Printer_7","1474262737.000"
1,chuck,"anon_Printer_7","1474262754.000"
16,chuck,"anon_Printer_9","1474262835.000"
4,chuck,"anon_Printer_4","1474263144.000"
4,chuck,"anon_Printer_4","1474263144.000"
7,chuck,"anon_Printer_4","1474263146.000"
1,chuck,"anon_Printer_4","1474263146.000"
6,chuck,"anon_Printer_4","1474263146.000"
2,chuck,"anon_Printer_6","1474263175.000"
2,chuck,"anon_Printer_6","1474263175.000"
6,chuck,"anon_Printer_6","1474263176.000"
6,chuck,"anon_Printer_6","1474263176.000"
3,chuck,"anon_Printer_5","1474263190.000"
3,chuck,"anon_Printer_5","1474263190.000"
1,chuck,"anon_Printer_4","1474263194.000"
7,chuck,"anon_Printer_4","1474263194.000"
8,chuck,"anon_Printer_4","1474263194.000"
1,chuck,"anon_Printer_6","1474263635.000"
1,chuck,"anon_Printer_6","1474263635.000"
1,chuck,"anon_Printer_6","1474263636.000"
1,chuck,"anon_Printer_6","1474263636.000"
4,chuck,"anon_Printer_9","1474263773.000"
4,alice,"anon_Printer_9","1474264185.000"
4,alice,"anon_Printer_9","1474264185.000"
2,alice,"anon_Printer_9","1474264195.000"
2,alice,"anon_Printer_9","1474264195.000"
1,chuck,"anon_Printer_2","1474264306.000"
2,chuck,"anon_Printer_2","1474264306.000"
1,chuck,"anon_Printer_2","1474264306.000"
1,chuck,"anon_Printer_6","1474264412.000"
1,chuck,"anon_Printer_6","1474264412.000"
14,chuck,"anon_Printer_7","1474264437.000"
3,chuck,"anon_Printer_1","1474264770.000"
3,chuck,"anon_Printer_1","1474264770.000"
1,chuck,"anon_Printer_9","1474264785.000"
1,chuck,"anon_Printer_9","1474264837.000"
26,chuck,"anon_Printer_1","1474264853.000"
26,chuck,"anon_Printer_1","1474264853.000"
3,chuck,"anon_Printer_4","1474264882.000"
3,chuck,"anon_Printer_4","1474264882.000"
3,chuck,"anon_Printer_4","1474264898.000"
3,chuck,"anon_Printer_4","1474264898.000"
4,chuck,"anon_Printer_4","1474264927.000"
4,chuck,"anon_Printer_4","1474264927.000"
2,chuck,"anon_Printer_9","1474265006.000"
1,chuck,"anon_Printer_1","1474265027.000"
1,chuck,"anon_Printer_1","1474265027.000"
1,chuck,"anon_Printer_1","1474265028.000"
1,chuck,"anon_Printer_1","1474265028.000"
9,chuck,"anon_Printer_9","1474265061.000"
4,chuck,"anon_Printer_7","1474265427.000"
2,chuck,"anon_Printer_9","1474265457.000"
2,chuck,"anon_Printer_9","1474265457.000"
3,chuck,"anon_Printer_9","1474265541.000"
2,chuck,"anon_Printer_9","1474265541.000"
13,chuck,"anon_Printer_9","1474265695.000"
3,chuck,"anon_Printer_9","1474265769.000"
2,chuck,"anon_Printer_9","1474265769.000"
2,chuck,"anon_Printer_3","1474266139.000"
1,chuck,"anon_Printer_3","1474266139.000"
1,chuck,"anon_Printer_3","1474266139.000"
1,chuck,"anon_Printer_3","1474266139.000"
1,chuck,"anon_Printer_3","1474266188.000"
1,chuck,"anon_Printer_3","1474266188.000"
1,chuck,"anon_Printer_2","1474266639.000"
1,chuck,"anon_Printer_2","1474266639.000"
1,chuck,"anon_Printer_2","1474266690.000"
1,chuck,"anon_Printer_2","1474266690.000"
26,chuck,"anon_Printer_6","1474266869.000"
26,chuck,"anon_Printer_6","1474266869.000"
6,chuck,"anon_Printer_7","1474267182.000"
7,chuck,"anon_Printer_7","1474267207.000"
1,chuck,"anon_Printer_4","1474267296.000"
1,chuck,"anon_Printer_4","1474267296.000"
2,chuck,"anon_Printer_1","1474267303.000"
2,chuck,"anon_Printer_1","1474267303.000"
1,chuck,"anon_Printer_1","1474267303.000"
1,chuck,"anon_Printer_7","1474267332.000"
1,chuck,"anon_Printer_7","1474267421.000"
6,chuck,"anon_Printer_5","1474267890.000"
4,chuck,"anon_Printer_5","1474267890.000"
2,chuck,"anon_Printer_5","1474267890.000"
8,chuck,"anon_Printer_5","1474267891.000"
8,chuck,"anon_Printer_5","1474267891.000"
1,chuck,"anon_Printer_5","1474267894.000"
4,chuck,"anon_Printer_5","1474267894.000"
5,chuck,"anon_Printer_5","1474267894.000"
16,chuck,"anon_Printer_6","1474268044.000"
16,chuck,"anon_Printer_6","1474268044.000"
1,chuck,"anon_Printer_5","1474268106.000"
1,chuck,"anon_Printer_5","1474268106.000"
1,chuck,"anon_Printer_5","1474268109.000"
1,chuck,"anon_Printer_5","1474268109.000"
4,chuck,"anon_Printer_5","1474268165.000"
5,chuck,"anon_Printer_5","1474268165.000"
1,chuck,"anon_Printer_5","1474268165.000"
2,chuck,"anon_Printer_4","1474268191.000"
2,chuck,"anon_Printer_4","1474268191.000"
2,chuck,"anon_Printer_4","1474268193.000"
2,chuck,"anon_Printer_4","1474268193.000"
1,chuck,"anon_Printer_3","1474268201.000"
1,chuck,"anon_Printer_3","1474268201.000"
1,chuck,"anon_Printer_3","1474268202.000"
1,chuck,"anon_Printer_3","1474268202.000"
2,chuck,"anon_Printer_4","1474268370.000"
4,chuck,"anon_Printer_4","1474268370.000"
4,chuck,"anon_Printer_4","1474268370.000"
2,chuck,"anon_Printer_7","1474268681.000"
3,chuck,"anon_Printer_4","1474268788.000"
4,chuck,"anon_Printer_4","1474268788.000"
2,chuck,"anon_Printer_4","1474268788.000"
6,chuck,"anon_Printer_4","1474268788.000"
1,chuck,"anon_Printer_4","1474268790.000"
2,chuck,"anon_Printer_4","1474268790.000"
2,chuck,"anon_Printer_4","1474268790.000"
2,chuck,"anon_Printer_4","1474268790.000"
22,chuck,"anon_Printer_9","1474268824.000"
22,chuck,"anon_Printer_9","1474268824.000"
1,chuck,"anon_Printer_7","1474268839.000"
1,chuck,"anon_Printer_7","1474268839.000"
2,chuck,"anon_Printer_1","1474268847.000"
3,chuck,"anon_Printer_1","1474268847.000"
2,chuck,"anon_Printer_1","1474268847.000"
2,chuck,"anon_Printer_1","1474268849.000"
1,chuck,"anon_Printer_1","1474268849.000"
2,chuck,"anon_Printer_1","1474268849.000"
2,chuck,"anon_Printer_1","1474268851.000"
1,chuck,"anon_Printer_1","1474268851.000"
2,chuck,"anon_Printer_1","1474268851.000"
4,chuck,"anon_Printer_1","1474268852.000"
4,chuck,"anon_Printer_1","1474268852.000"
2,chuck,"anon_Printer_1","1474268852.000"
2,chuck,"anon_Printer_6","1474268857.000"
2,chuck,"anon_Printer_6","1474268857.000"
6,chuck,"anon_Printer_6","1474268858.000"
6,chuck,"anon_Printer_6","1474268858.000"
2,chuck,"anon_Printer_9","1474269147.000"
2,chuck,"anon_Printer_9","1474269302.000"
2,chuck,"anon_Printer_9","1474269302.000"
4,chuck,"anon_Printer_9","1474269371.000"
1,chuck,"anon_Printer_1","1474269373.000"
1,chuck,"anon_Printer_1","1474269373.000"
1,chuck,"anon_Printer_1","1474269374.000"
1,chuck,"anon_Printer_1","1474269374.000"
2,chuck,"anon_Printer_2","1474269633.000"
2,chuck,"anon_Printer_2","1474269633.000"
2,chuck,"anon_Printer_2","1474269634.000"
2,chuck,"anon_Printer_2","1474269634.000"
4,chuck,"anon_Printer_4","1474269697.000"
4,chuck,"anon_Printer_4","1474269697.000"
4,chuck,"anon_Printer_1","1474269706.000"
4,chuck,"anon_Printer_1","1474269706.000"
4,chuck,"anon_Printer_1","1474269706.000"
8,chuck,"anon_Printer_1","1474269706.000"
4,chuck,"anon_Printer_9","1474269745.000"
4,chuck,"anon_Printer_9","1474269745.000"
1,chuck,"anon_Printer_1","1474269851.000"
1,chuck,"anon_Printer_1","1474269851.000"
1,chuck,"anon_Printer_1","1474269878.000"
1,chuck,"anon_Printer_1","1474269878.000"
8,chuck,"anon_Printer_1","1474270096.000"
4,chuck,"anon_Printer_1","1474270096.000"
4,chuck,"anon_Printer_1","1474270096.000"
4,chuck,"anon_Printer_1","1474270096.000"
50,chuck,"anon_Printer_9","1474270448.000"
51,chuck,"anon_Printer_9","1474270448.000"
2,chuck,"anon_Printer_7","1474270474.000"
12,chuck,"anon_Printer_6","1474270522.000"
12,chuck,"anon_Printer_6","1474270522.000"
5,chuck,"anon_Printer_7","1474270652.000"
8,chuck,"anon_Printer_5","1474270826.000"
4,chuck,"anon_Printer_5","1474270826.000"
4,chuck,"anon_Printer_5","1474270826.000"
4,chuck,"anon_Printer_5","1474270826.000"
2,chuck,"anon_Printer_5","1474270827.000"
3,chuck,"anon_Printer_5","1474270827.000"
2,chuck,"anon_Printer_5","1474270827.000"
4,chuck,"anon_Printer_9","1474270856.000"
2,chuck,"anon_Printer_2","1474271261.000"
2,chuck,"anon_Printer_2","1474271261.000"
1,chuck,"anon_Printer_3","1474272037.000"
1,chuck,"anon_Printer_3","1474272037.000"
1,chuck,"anon_Printer_3","1474272038.000"
1,chuck,"anon_Printer_3","1474272038.000"
2,chuck,"anon_Printer_2","1474272160.000"
1,chuck,"anon_Printer_2","1474272160.000"
2,chuck,"anon_Printer_2","1474272160.000"
499,chuck,"anon_Printer_2","1474272227.000"
998,chuck,"anon_Printer_2","1474272227.000"
998,chuck,"anon_Printer_2","1474272227.000"
16,chuck,"anon_Printer_3","1474272658.000"
8,chuck,"anon_Printer_3","1474272658.000"
1,chuck,"anon_Printer_3","1474272658.000"
15,chuck,"anon_Printer_3","1474272658.000"
22,chuck,"anon_Printer_3","1474272659.000"
11,chuck,"anon_Printer_3","1474272659.000"
1,chuck,"anon_Printer_3","1474272659.000"
21,chuck,"anon_Printer_3","1474272659.000"
1,chuck,"anon_Printer_3","1474272863.000"
2,chuck,"anon_Printer_3","1474272863.000"
2,chuck,"anon_Printer_3","1474272863.000"
2,chuck,"anon_Printer_3","1474272972.000"
1,chuck,"anon_Printer_3","1474272972.000"
2,chuck,"anon_Printer_3","1474272972.000"
1,chuck,"anon_Printer_3","1474273065.000"
2,chuck,"anon_Printer_3","1474273065.000"
2,chuck,"anon_Printer_3","1474273065.000"
2,chuck,"anon_Printer_3","1474273125.000"
1,chuck,"anon_Printer_3","1474273125.000"
2,chuck,"anon_Printer_3","1474273125.000"
11,chuck,"anon_Printer_7","1474273823.000"
5,chuck,"anon_Printer_6","1474273911.000"
5,chuck,"anon_Printer_6","1474273911.000"
1,chuck,"anon_Printer_3","1474273940.000"
1,chuck,"anon_Printer_3","1474273940.000"
1,chuck,"anon_Printer_1","1474273960.000"
1,chuck,"anon_Printer_1","1474273960.000"
1,chuck,"anon_Printer_1","1474273961.000"
1,chuck,"anon_Printer_1","1474273961.000"
2,chuck,"anon_Printer_2","1474274413.000"
2,chuck,"anon_Printer_2","1474274413.000"
5,chuck,"anon_Printer_8","1474274503.000"
1,chuck,"anon_Printer_6","1474275016.000"
2,chuck,"anon_Printer_6","1474275016.000"
1,chuck,"anon_Printer_6","1474275016.000"
3,alice,"anon_Printer_9","1474275052.000"
2,alice,"anon_Printer_9","1474275052.000"
6,chuck,"anon_Printer_9","1474275423.000"
5,chuck,"anon_Printer_9","1474276508.000"
7,chuck,"anon_Printer_9","1474276722.000"
7,chuck,"anon_Printer_9","1474276764.000"
1,chuck,"anon_Printer_1","1474276952.000"
1,chuck,"anon_Printer_1","1474276952.000"
2,chuck,"anon_Printer_2","1474277027.000"
2,chuck,"anon_Printer_2","1474277027.000"
1,chuck,"anon_Printer_1","1474277045.000"
1,chuck,"anon_Printer_1","1474277045.000"
2,chuck,"anon_Printer_2","1474277268.000"
1,chuck,"anon_Printer_2","1474277268.000"
2,chuck,"anon_Printer_2","1474277268.000"
4,chuck,"anon_Printer_2","1474277269.000"
2,chuck,"anon_Printer_2","1474277269.000"
4,chuck,"anon_Printer_2","1474277269.000"
2,chuck,"anon_Printer_2","1474277317.000"
1,chuck,"anon_Printer_2","1474277317.000"
3,chuck,"anon_Printer_2","1474277317.000"
1,chuck,"anon_Printer_2","1474277319.000"
1,chuck,"anon_Printer_2","1474277319.000"
16,chuck,"anon_Printer_7","1474277681.000"
17,chuck,"anon_Printer_7","1474277681.000"
1,chuck,"anon_Printer_1","1474277737.000"
1,chuck,"anon_Printer_1","1474277737.000"
4,chuck,"anon_Printer_9","1474278289.000"
1,chuck,"anon_Printer_4","1474278553.000"
1,chuck,"anon_Printer_4","1474278553.000"
4,chuck,"anon_Printer_7","1474278628.000"
1,chuck,"anon_Printer_4","1474278677.000"
1,chuck,"anon_Printer_4","1474278677.000"
6,chuck,"anon_Printer_4","1474278788.000"
3,chuck,"anon_Printer_4","1474278788.000"
1,chuck,"anon_Printer_4","1474278788.000"
5,chuck,"anon_Printer_4","1474278788.000"
2,chuck,"anon_Printer_4","1474278853.000"
1,chuck,"anon_Printer_4","1474278853.000"
2,chuck,"anon_Printer_4","1474278853.000"
1,chuck,"anon_Printer_4","1474278859.000"
56,chuck,"anon_Printer_4","1474278859.000"
55,chuck,"anon_Printer_4","1474278859.000"
28,chuck,"anon_Printer_4","1474278859.000"
9,chuck,"anon_Printer_9","1474278989.000"
8,chuck,"anon_Printer_9","1474278989.000"
19,chuck,"anon_Printer_7","1474279234.000"
3,chuck,"anon_Printer_3","1474279809.000"
3,chuck,"anon_Printer_3","1474279809.000"
1,chuck,"anon_Printer_4","1474279832.000"
1,chuck,"anon_Printer_4","1474279832.000"
8,chuck,"anon_Printer_9","1474279908.000"
1,chuck,"anon_Printer_7","1474280170.000"
2,chuck,"anon_Printer_7","1474280182.000"
3,chuck,"anon_Printer_7","1474280193.000"
4,chuck,"anon_Printer_4","1474280372.000"
4,chuck,"anon_Printer_4","1474280372.000"
3,chuck,"anon_Printer_4","1474280373.000"
3,chuck,"anon_Printer_4","1474280373.000"
2,chuck,"anon_Printer_6","1474280783.000"
2,chuck,"anon_Printer_6","1474280783.000"
1,chuck,"anon_Printer_7","1474281065.000"
1,chuck,"anon_Printer_4","1474281467.000"
1,chuck,"anon_Printer_4","1474281467.000"
2,chuck,"anon_Printer_2","1474283690.000"
2,chuck,"anon_Printer_2","1474283690.000"
27,chuck,"anon_Printer_4","1474283732.000"
1,chuck,"anon_Printer_4","1474283732.000"
26,chuck,"anon_Printer_4","1474283732.000"
1,chuck,"anon_Printer_1","1474283764.000"
1,chuck,"anon_Printer_1","1474283764.000"
1,chuck,"anon_Printer_1","1474283766.000"
1,chuck,"anon_Printer_1","1474283766.000"
1,chuck,"anon_Printer_1","1474283767.000"
1,chuck,"anon_Printer_1","1474283767.000"
1,chuck,"anon_Printer_1","1474283768.000"
2,chuck,"anon_Printer_1","1474283768.000"
2,chuck,"anon_Printer_1","1474283768.000"
1,chuck,"anon_Printer_1","1474283769.000"
1,chuck,"anon_Printer_1","1474283769.000"
1,chuck,"anon_Printer_1","1474283769.000"
2,chuck,"anon_Printer_1","1474283769.000"
3,chuck,"anon_Printer_1","1474283771.000"
3,chuck,"anon_Printer_1","1474283771.000"
2,chuck,"anon_Printer_1","1474283773.000"
1,chuck,"anon_Printer_1","1474283773.000"
2,chuck,"anon_Printer_1","1474283773.000"
2,chuck,"anon_Printer_1","1474283775.000"
1,chuck,"anon_Printer_1","1474283775.000"
1,chuck,"anon_Printer_1","1474283775.000"
1,chuck,"anon_Printer_1","1474283775.000"
1,chuck,"anon_Printer_6","1474284752.000"
1,chuck,"anon_Printer_6","1474284752.000"
1,chuck,"anon_Printer_6","1474284753.000"
1,chuck,"anon_Printer_6","1474284753.000"
1,chuck,"anon_Printer_6","1474284754.000"
1,chuck,"anon_Printer_6","1474284754.000"
3,chuck,"anon_Printer_6","1474284756.000"
3,chuck,"anon_Printer_6","1474284756.000"
3,chuck,"anon_Printer_6","1474284757.000"
3,chuck,"anon_Printer_6","1474284757.000"
3,chuck,"anon_Printer_6","1474284758.000"
3,chuck,"anon_Printer_6","1474284758.000"
3,chuck,"anon_Printer_6","1474284759.000"
3,chuck,"anon_Printer_6","1474284759.000"
3,chuck,"anon_Printer_6","1474284760.000"
3,chuck,"anon_Printer_6","1474284760.000"
1,chuck,"anon_Printer_6","1474284761.000"
1,chuck,"anon_Printer_6","1474284761.000"
1,chuck,"anon_Printer_6","1474284763.000"
1,chuck,"anon_Printer_6","1474284763.000"
1,chuck,"anon_Printer_6","1474284764.000"
1,chuck,"anon_Printer_6","1474284764.000"
17,chuck,"anon_Printer_7","1474286110.000"
1,chuck,"anon_Printer_6","1474286401.000"
1,chuck,"anon_Printer_6","1474286401.000"
1,chuck,"anon_Printer_6","1474286402.000"
1,chuck,"anon_Printer_6","1474286402.000"
1,chuck,"anon_Printer_6","1474286404.000"
1,chuck,"anon_Printer_6","1474286404.000"
1,chuck,"anon_Printer_8","1474286431.000"
1,chuck,"anon_Printer_8","1474286431.000"
