"_raw",host,index,source,sourcetype
"May 17 12:56:27 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:56:27 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:56:27 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:55:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:55:32 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:55:32 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:55:31 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.32|NFS|OPEN|SUCCESS|32|DIR|OPENED|4371979476|/ifs/testlabnfs/CPMASSQL81_clone","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:55:31 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.32|NFS|OPEN|SUCCESS|32|DIR|OPENED|4365840224|/ifs/testlabnfs","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:55:30 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:54:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:54:14 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:54:14 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:54:11 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:54:04 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:53:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:53:45 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:53:23 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:53:23 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|1|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:52:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:52:44 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:52:44 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:52:43 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:52:14 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:51:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:51:28 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:51:28 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:51:26 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:50:53 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:50:53 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:50:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:50:43 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:50:31 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.32|NFS|OPEN|SUCCESS|32|DIR|OPENED|4371979476|/ifs/testlabnfs/CPMASSQL81_clone","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:50:31 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.32|NFS|OPEN|SUCCESS|32|DIR|OPENED|4365840224|/ifs/testlabnfs","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:50:06 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:50:03 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.244|NFS|OPEN|SUCCESS|2|FILE|OPENED|4358059438|/ifs/testlabnfs/CZMASFRAD02/CZMASFRAD02_1-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:49:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:49:38 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:49:38 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:49:38 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:48:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:48:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:48:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:48:45 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:48:22 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:48:22 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:48:22 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:47:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:47:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:47:43 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:47:19 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:47:08 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:46:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:46:26 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:46:26 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:46:24 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:46:13 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:46:13 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:46:13 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:46:08 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:46:08 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:46:00 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:45:40 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:45:40 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:45:40 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:45:38 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:45:38 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:45:34 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:45:31 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.32|NFS|OPEN|SUCCESS|32|DIR|OPENED|4371979476|/ifs/testlabnfs/CPMASSQL81_clone","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:45:31 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.32|NFS|OPEN|SUCCESS|32|DIR|OPENED|4365840224|/ifs/testlabnfs","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:44:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:44:47 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:44:45 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:44:32 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:44:32 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|1|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:44:11 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:43:57 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:43:57 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:43:46 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4373785536|/ifs/testlabnfs/SQL2008R2Template-CHI/SQL2008R2Template-CHI-000001-delta.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:43:45 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:43:22 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:43:22 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|3|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:43:22 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.240|NFS|OPEN|SUCCESS|2|FILE|OPENED|4368625503|/ifs/testlabnfs/CZMASCHAD03/CZMASCHAD03_2-flat.vmdk","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:43:09 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.244|NFS|OPEN|SUCCESS|0|DIR|OPENED|4365840224|/ifs/testlabnfs","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
"May 17 12:43:09 a-b-1-c-1(id1) audit_protocol[4602]: S-1-22-1-65534|65534|System|1|1.2.1.244|NFS|OPEN|SUCCESS|0|DIR|OPENED|4365840224|/ifs/testlabnfs","1.2.3.4",isilon,"udp:514","emc:isilon:syslog"
